,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,PS
898,Martin Skoula,23,D,COL,81,4,21,25,11,68,2,2,0,0,15,6,0,93,4.3,1495,18:27,4.9
899,Karlis Skrastins,28,D,NSH,82,3,10,13,-18,44,2,0,1,0,9,1,0,86,3.5,1664,20:17,3.0
900,Blake Sloan,27,RW,CGY,67,2,8,10,-5,28,2,0,0,0,8,0,0,56,3.6,830,12:23,-0.2
901,Richard Smehlik,33,D,TOT,55,2,11,13,-5,16,2,0,0,0,10,1,0,49,4.1,1055,19:11,2.2
902,Richard Smehlik,33,D,ATL,43,2,9,11,-4,16,2,0,0,0,8,1,0,38,5.3,847,19:42,1.8
903,Richard Smehlik,33,D,NJD,12,0,2,2,-1,0,0,0,0,0,2,0,0,11,0.0,208,17:20,0.4
904,Alexei Smirnov,21,LW,MDA,44,3,2,5,-1,18,3,0,0,1,2,0,0,46,6.5,389,8:50,0.3
905,Brandon Smith,29,D,NYI,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,30,9:59,-0.1
906,D.J. Smith,25,D,COL,34,1,0,1,2,55,1,0,0,0,0,0,0,7,14.3,130,3:49,0.5
907,Jason Smith,29,D,EDM,68,4,8,12,5,64,4,0,0,1,6,1,1,93,4.3,1480,21:46,3.3
908,Mark Smith,25,C,SJS,75,4,11,15,1,64,4,0,0,0,11,0,0,68,5.9,701,9:21,0.9
909,Wyatt Smith,25,C,NSH,11,1,0,1,-1,0,1,0,0,0,0,0,0,8,12.5,131,11:56,0.0
910,Jerred Smithson,23,C,LAK,22,0,2,2,-5,21,0,0,0,0,2,0,0,9,0.0,194,8:50,-0.3
911,Bryan Smolinski,31,RW,TOT,68,21,25,46,0,20,14,6,1,8,17,8,0,176,11.9,1261,18:33,5.2
912,Bryan Smolinski,31,RW,LAK,58,18,20,38,-1,18,11,6,1,8,14,6,0,150,12.0,1104,19:02,4.2
913,Bryan Smolinski,31,RW,OTT,10,3,5,8,1,2,3,0,0,0,3,2,0,26,11.5,157,15:42,0.9
914,Brad Smyth,29,RW,OTT,12,3,1,4,-2,15,1,2,0,0,0,1,0,16,18.8,114,9:30,0.5
915,Ryan Smyth,26,LW,EDM,66,27,34,61,5,67,17,10,0,3,26,8,0,199,13.6,1277,19:21,7.3
916,Dan Snyder,24,C,ATL,36,10,4,14,-4,34,9,0,1,1,3,1,0,41,24.4,392,10:54,1.8
917,Radovan Somik,25,LW,PHI,60,8,10,18,9,10,7,0,1,2,10,0,0,95,8.4,949,15:49,1.7
918,Brent Sopel,26,D,VAN,81,7,30,37,-15,23,1,6,0,1,14,16,0,167,4.2,1758,21:42,4.9
919,Jaroslav Spacek,28,D,CBJ,81,9,36,45,-23,70,4,5,0,1,14,20,2,166,5.4,2007,24:47,6.6
920,Jason Spezza,19,C,OTT,33,7,14,21,-3,8,4,3,0,0,5,9,0,65,10.8,418,12:40,2.1
921,Bruno St. Jacques,22,D,TOT,24,2,5,7,-4,14,2,0,0,0,5,0,0,19,10.5,416,17:20,1.3
922,Bruno St. Jacques,22,D,CAR,18,2,5,7,-3,12,2,0,0,0,5,0,0,14,14.3,328,18:15,1.2
923,Bruno St. Jacques,22,D,PHI,6,0,0,0,-1,2,0,0,0,0,0,0,0,5,0.0,87,14:35,0.0
924,Martin St. Louis,27,RW,TBL,82,33,37,70,10,32,18,12,3,5,29,7,1,201,16.4,1616,19:43,8.7
925,Steve Staios,29,D,EDM,76,5,21,26,13,96,1,1,3,0,16,2,3,126,4.0,1694,22:17,5.7
926,Matt Stajan,19,C,TOR,1,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,11,11:00,0.2
927,Patrik Stefan,22,C,ATL,71,13,21,34,-10,12,10,3,0,2,15,4,2,96,13.5,1195,16:50,2.7
928,Charlie Stephens,21,C,COL,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,11,5:20,0.0
929,Scott Stevens,38,D,NJD,81,4,16,20,18,41,4,0,0,2,13,1,2,113,3.5,1870,23:05,6.7
930,Jeremy Stevenson,28,LW,MIN,32,5,6,11,6,69,4,1,0,1,6,0,0,29,17.2,345,10:48,1.5
931,Turner Stevenson,30,RW,NJD,77,7,13,20,7,115,7,0,0,0,11,2,0,85,8.2,915,11:53,1.8
932,Cory Stillman,29,LW,STL,79,24,43,67,12,56,18,6,0,4,30,11,2,157,15.3,1448,18:20,7.5
933,P.J. Stock,27,C,BOS,71,1,9,10,-5,160,0,1,0,0,8,1,0,38,2.6,443,6:14,0.1
934,Jarret Stoll,20,C,EDM,4,0,1,1,-3,0,0,0,0,0,1,0,0,5,0.0,31,7:44,-0.1
935,Martin Straka,30,LW,PIT,60,18,28,46,-18,12,11,7,0,4,22,6,0,136,13.2,1237,20:37,4.3
936,Jason Strudwick,27,D,CHI,48,2,3,5,-4,87,2,0,0,0,3,0,0,19,10.5,409,8:32,0.8
937,Brad Stuart,23,D,SJS,36,4,10,14,-6,46,2,2,0,1,4,6,0,63,6.3,752,20:53,2.3
938,Jozef Stumpel,30,C,BOS,78,14,37,51,0,12,10,4,0,2,24,13,0,110,12.7,1439,18:27,4.3
939,Marco Sturm,24,LW,SJS,82,28,20,48,9,16,22,6,0,2,12,8,0,208,13.5,1354,16:31,6.2
940,Radoslav Suchy,26,D,PHX,77,1,8,9,2,18,0,1,0,0,7,1,0,48,2.1,1265,16:26,2.4
941,Steve Sullivan,28,RW,CHI,82,26,35,61,15,42,20,4,2,3,28,5,2,190,13.7,1579,19:15,7.2
942,Mats Sundin,31,C,TOR,75,37,35,72,1,58,18,16,3,8,20,13,2,223,16.6,1519,20:15,9.0
943,Niklas Sundstrom,27,LW,TOT,80,7,19,26,-1,30,7,0,0,1,17,1,1,71,9.9,1141,14:16,1.5
944,Niklas Sundstrom,27,LW,SJS,47,2,10,12,-4,22,2,0,0,0,8,1,1,36,5.6,665,14:09,0.2
945,Niklas Sundstrom,27,LW,MTL,33,5,9,14,3,8,5,0,0,1,9,0,0,35,14.3,476,14:26,1.3
946,Damian Surma,22,C,CAR,1,1,0,1,0,0,1,0,0,0,0,0,0,1,100.0,7,7:15,0.2
947,Tomas Surovy,21,C,PIT,26,4,7,11,0,10,3,1,0,2,7,0,0,47,8.5,372,14:19,1.1
948,Brian Sutherby,20,C,WSH,72,2,9,11,7,93,2,0,0,0,9,0,0,38,5.3,701,9:44,0.3
949,Andy Sutton,27,D,ATL,53,3,18,21,-8,114,1,1,1,0,11,7,0,65,4.6,954,18:00,2.8
950,Per Svartvadet,27,C,ATL,62,1,7,8,-11,8,1,0,0,0,5,0,2,47,2.1,730,11:46,-0.8
951,Robert Svehla,34,D,TOR,82,7,38,45,13,46,5,2,0,1,20,17,1,110,6.4,1947,23:44,8.4
952,Alexander Svitov,20,C,TBL,63,4,4,8,-4,58,3,1,0,0,4,0,0,69,5.8,557,8:50,0.2
953,Jaroslav Svoboda,22,LW,CAR,48,3,11,14,-5,32,2,1,0,0,6,5,0,63,4.8,699,14:33,0.6
954,Brian Swanson,26,C,EDM,44,2,10,12,-7,10,1,1,0,1,7,2,1,67,3.0,524,11:55,0.3
955,Don Sweeney,36,D,BOS,67,3,5,8,-1,24,3,0,0,0,5,0,0,55,5.5,885,13:13,1.5
956,Darryl Sydor,30,D,DAL,81,5,31,36,22,40,3,2,0,1,13,18,0,132,3.8,1484,18:19,7.7
957,Petr Sykora,26,RW,MDA,82,34,25,59,-7,24,18,15,1,5,17,8,0,299,11.4,1515,18:29,7.5
958,Jeff Taffe,21,C,PHX,20,3,1,4,-4,4,2,1,0,1,1,0,0,18,16.7,231,11:34,0.2
959,Henrik Tallinder,24,D,BUF,46,3,10,13,-3,28,2,1,0,0,5,4,1,37,8.1,914,19:53,2.9
960,Chris Tamer,32,D,ATL,72,1,9,10,-10,118,1,0,0,0,9,0,0,53,1.9,1129,15:41,1.3
961,David Tanabe,22,D,CAR,68,3,10,13,-27,24,1,2,0,0,4,6,0,104,2.9,1237,18:12,1.5
962,Alex Tanguay,23,LW,COL,82,26,41,67,34,36,23,3,0,5,29,12,0,142,18.3,1460,17:48,8.4
963,Brad Tapper,24,RW,ATL,35,10,4,14,2,23,9,1,0,3,4,0,0,68,14.7,457,13:03,1.9
964,Dick Tarnstrom,28,D,PIT,61,7,34,41,-11,50,4,3,0,0,12,22,0,115,6.1,1458,23:54,6.6
965,Chris Taylor,30,C,BUF,11,1,3,4,-1,2,1,0,0,0,2,0,1,10,10.0,153,13:55,0.3
966,Tim Taylor,33,C,TBL,82,4,8,12,-13,38,4,0,0,1,7,0,1,95,4.2,1124,13:43,-0.6
967,Joey Tetarenko,24,RW,TOT,4,0,0,0,-1,9,0,0,0,0,0,0,0,3,0.0,26,6:24,-0.1
968,Joey Tetarenko,24,RW,FLA,2,0,0,0,-1,4,0,0,0,0,0,0,0,2,0.0,13,6:19,-0.1
969,Joey Tetarenko,24,RW,OTT,2,0,0,0,0,5,0,0,0,0,0,0,0,1,0.0,13,6:29,0.0
970,Chris Therien,31,D,PHI,67,1,6,7,10,36,1,0,0,0,5,0,1,93,1.1,1166,17:24,3.2
971,Steve Thomas,39,RW,TOT,81,14,16,30,10,53,13,1,0,4,13,3,0,118,11.9,1044,12:53,3.3
972,Steve Thomas,39,RW,CHI,69,4,13,17,0,51,4,0,0,1,10,3,0,91,4.4,880,12:45,0.7
973,Steve Thomas,39,RW,MDA,12,10,3,13,10,2,9,1,0,3,3,0,0,27,37.0,164,13:42,2.6
974,Joe Thornton,23,C,BOS,77,36,65,101,12,109,22,12,2,4,43,22,0,196,18.4,1736,22:33,12.1
975,Scott Thornton,32,LW,SJS,41,9,12,21,-7,41,5,4,0,1,10,2,0,64,14.1,569,13:53,2.0
976,Shawn Thornton,25,RW,CHI,13,1,1,2,-4,31,1,0,0,0,1,0,0,15,6.7,111,8:30,0.0
977,Billy Tibbetts,28,C,NYR,11,0,0,0,-2,12,0,0,0,0,0,0,0,6,0.0,110,9:58,-0.3
978,Mattias Timander,28,D,NYI,80,3,13,16,-2,24,3,0,0,1,8,4,1,83,3.6,1399,17:29,3.1
979,Kimmo Timonen,27,D,NSH,72,6,34,40,-3,46,2,4,0,0,10,24,0,144,4.2,1614,22:25,7.4
980,Daniel Tjarnqvist,26,D,ATL,75,3,12,15,-20,26,2,1,0,0,10,2,0,65,4.6,1642,21:53,1.7
981,Keith Tkachuk,30,LW,STL,56,31,24,55,1,139,17,14,0,5,16,8,0,185,16.8,1079,19:16,7.2
982,Jeff Toms,28,C,FLA,8,2,2,4,2,4,2,0,0,1,2,0,0,12,16.7,93,11:36,0.6
983,Raffi Torres,21,LW,NYI,17,0,5,5,0,10,0,0,0,0,5,0,0,12,0.0,130,7:40,0.3
984,Patrick Traverse,28,D,MTL,65,0,13,13,-9,24,0,0,0,0,10,3,0,63,0.0,1313,20:12,1.9
985,Yannick Tremblay,27,D,ATL,75,8,22,30,-27,32,3,5,0,1,6,16,0,151,5.3,1631,21:45,3.3
986,Pascal Trepanier,29,D,NSH,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,10,9:55,0.0
987,John Tripp,25,RW,NYR,9,1,2,3,1,2,1,0,0,0,1,1,0,16,6.3,79,8:43,0.3
988,Pavel Trnka,26,D,TOT,46,3,9,12,1,30,2,1,0,0,7,2,0,58,5.2,767,16:40,2.8
989,Pavel Trnka,26,D,MDA,24,3,6,9,2,6,2,1,0,0,5,1,0,33,9.1,384,16:00,2.0
990,Pavel Trnka,26,D,FLA,22,0,3,3,-1,24,0,0,0,0,2,1,0,25,0.0,383,17:24,0.8
991,Jean-Guy Trudel,27,LW,MIN,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,6,5:37,0.0
992,Darcy Tucker,27,LW,TOR,77,10,26,36,-7,119,5,4,1,2,22,4,0,108,9.3,1182,15:21,2.5
993,Pierre Turgeon,33,C,DAL,65,12,30,42,4,18,9,3,0,5,19,11,0,76,15.8,951,14:38,4.3
994,Oleg Tverdovsky,26,D,NJD,50,5,8,13,2,22,3,2,0,1,6,2,0,76,6.6,840,16:48,3.3
995,Igor Ulanov,33,D,FLA,56,1,1,2,7,39,1,0,0,0,1,0,0,20,5.0,935,16:42,2.2
996,Scottie Upshall,19,RW,NSH,8,1,0,1,2,0,1,0,0,0,0,0,0,6,16.7,70,8:42,0.2
997,Ossi Vaananen,22,D,PHX,67,2,7,9,1,82,2,0,0,0,7,0,0,49,4.1,1290,19:15,2.4
998,Rob Valicevic,32,RW,MDA,10,1,0,1,1,2,1,0,0,1,0,0,0,7,14.3,86,8:35,0.1
999,Garry Valk,35,LW,CHI,16,0,1,1,0,6,0,0,0,0,0,0,1,9,0.0,157,9:50,-0.2
1000,Shaun Van Allen,35,C,OTT,78,12,20,32,17,66,8,2,2,3,19,1,0,53,22.6,974,12:29,3.7
1001,Darren Van Impe,29,D,CBJ,14,1,1,2,-6,10,0,0,1,0,0,1,0,11,9.1,259,18:29,0.2
1002,Mike Van Ryn,23,D,STL,20,0,3,3,3,8,0,0,0,0,2,1,0,21,0.0,301,15:04,0.8
1003,Ryan VandenBussche,29,RW,CHI,22,0,0,0,0,58,0,0,0,0,0,0,0,7,0.0,143,6:30,-0.3
1004,Jim Vandermeer,22,D,PHI,24,2,1,3,9,27,2,0,0,0,0,1,0,22,9.1,329,13:42,1.7
1005,Vaclav Varada,26,RW,TOT,55,9,10,19,1,31,7,2,0,0,10,0,0,81,11.1,873,15:53,1.7
1006,Vaclav Varada,26,RW,BUF,44,7,4,11,-2,23,6,1,0,0,4,0,0,64,10.9,709,16:07,0.8
1007,Vaclav Varada,26,RW,OTT,11,2,6,8,3,8,1,1,0,0,6,0,0,17,11.8,165,14:57,0.9
1008,Sergei Varlamov,24,LW,STL,3,0,0,0,1,0,0,0,0,0,0,0,0,5,0.0,34,11:26,0.0
1009,Josef Vasicek,22,C,CAR,57,10,10,20,-19,33,6,4,0,1,9,1,0,87,11.5,909,15:57,1.2
1010,Stephane Veilleux,21,RW,MIN,38,3,2,5,-6,23,2,1,0,0,1,1,0,52,5.8,461,12:08,0.0
1011,Kris Vernarsky,20,C,BOS,14,1,0,1,-2,2,1,0,0,0,0,0,0,18,5.6,144,10:15,-0.1
1012,J.P. Vigier,26,RW,ATL,13,0,0,0,-13,4,0,0,0,0,0,0,0,21,0.0,184,14:07,-0.9
1013,Vitaly Vishnevski,22,D,MDA,80,2,6,8,-8,76,1,0,1,0,5,0,1,65,3.1,1134,14:10,2.2
1014,Lubomir Visnovsky,26,D,LAK,57,8,16,24,2,28,7,1,0,1,10,6,0,85,9.4,1102,19:20,5.0
1015,Anton Volchenkov,20,D,OTT,57,3,13,16,-4,40,3,0,0,0,10,3,0,75,4.0,884,15:30,2.6
1016,Radim Vrbata,21,LW,TOT,76,16,19,35,-7,18,10,6,0,4,11,8,0,215,7.4,1108,14:35,3.1
1017,Radim Vrbata,21,LW,COL,66,11,19,30,0,16,8,3,0,4,11,8,0,171,6.4,918,13:55,2.6
1018,Radim Vrbata,21,LW,CAR,10,5,0,5,-7,2,2,3,0,0,0,0,0,44,11.4,190,19:00,0.5
1019,Vladimir Vujtek,30,LW,PIT,5,0,1,1,-4,0,0,0,0,0,0,1,0,3,0.0,38,7:34,-0.1
1020,David Vyborny,28,LW,CBJ,79,20,26,46,12,16,15,4,1,4,19,6,1,125,16.0,1291,16:20,5.6
1021,Matt Walker,22,D,STL,16,0,1,1,0,38,0,0,0,0,1,0,0,13,0.0,178,11:09,0.2
1022,Scott Walker,29,RW,NSH,60,15,18,33,2,58,8,7,0,5,10,8,0,124,12.1,1190,19:50,3.6
1023,Jesse Wallin,24,D,DET,32,0,1,1,-2,19,0,0,0,0,1,0,0,23,0.0,425,13:16,0.2
1024,Niclas Wallin,27,D,CAR,77,2,8,10,-19,71,2,0,0,2,8,0,0,69,2.9,1248,16:12,1.7
1025,Rickard Wallin,22,C,MIN,4,1,0,1,1,0,1,0,0,1,0,0,0,1,100.0,31,7:44,0.2
1026,Derrick Walser,24,D,CBJ,53,4,13,17,-9,34,1,3,0,2,8,5,0,86,4.7,788,14:52,2.6
1027,Wes Walz,32,C,MIN,80,13,19,32,11,63,13,0,0,4,18,0,1,115,11.3,1275,15:56,3.5
1028,Kyle Wanvig,22,RW,MIN,7,1,0,1,0,13,1,0,0,0,0,0,0,5,20.0,65,9:14,0.1
1029,Aaron Ward,30,D,CAR,77,3,6,9,-23,90,3,0,0,1,5,1,0,66,4.5,1441,18:43,1.7
1030,Dixon Ward,34,LW,NYR,8,0,0,0,-2,2,0,0,0,0,0,0,0,7,0.0,70,8:45,-0.2
1031,Jason Ward,24,RW,MTL,8,3,2,5,3,0,3,0,0,0,2,0,0,10,30.0,90,11:17,0.8
1032,Lance Ward,24,D,TOT,65,3,2,5,-6,121,3,0,0,1,2,0,0,52,5.8,535,8:14,1.2
1033,Lance Ward,24,D,FLA,36,3,1,4,-4,78,3,0,0,1,1,0,0,34,8.8,328,9:07,0.9
1034,Lance Ward,24,D,MDA,29,0,1,1,-2,43,0,0,0,0,1,0,0,18,0.0,207,7:08,0.3
1035,Rhett Warrener,27,D,BUF,50,0,9,9,1,63,0,0,0,0,7,1,1,47,0.0,912,18:14,2.4
1036,Todd Warriner,29,LW,TOT,49,6,10,16,1,32,6,0,0,1,8,2,0,72,8.3,528,10:47,1.5
1037,Todd Warriner,29,LW,VAN,30,4,6,10,0,22,4,0,0,0,5,1,0,53,7.5,351,11:41,0.9
1038,Todd Warriner,29,LW,PHI,13,2,3,5,2,6,2,0,0,1,2,1,0,13,15.4,110,8:30,0.7
1039,Todd Warriner,29,LW,NSH,6,0,1,1,-1,4,0,0,0,0,1,0,0,6,0.0,68,11:16,0.0
1040,Mike Watt,26,LW,CAR,5,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,38,7:30,-0.1
1041,Mike Weaver,24,D,ATL,40,0,5,5,-5,20,0,0,0,0,5,0,0,21,0.0,745,18:38,0.8
1042,Steve Webb,27,RW,NYI,49,1,0,1,-5,75,1,0,0,0,0,0,0,27,3.7,296,6:02,-0.5
1043,Doug Weight,32,C,STL,70,15,52,67,-6,52,8,7,0,3,22,29,1,182,8.2,1426,20:23,5.9
1044,Mattias Weinhandl,22,RW,NYI,47,6,17,23,-2,10,5,1,0,0,10,6,1,66,9.1,652,13:52,1.9
1045,Eric Weinrich,36,D,PHI,81,2,18,20,16,40,0,1,1,0,15,3,0,103,1.9,1733,21:24,6.0
1046,Stephen Weiss,19,C,FLA,77,6,15,21,-13,17,6,0,0,2,9,6,0,87,6.9,1100,14:17,0.7
1047,Glen Wesley,34,D,TOT,70,1,10,11,-2,44,0,1,0,0,5,4,1,77,1.3,1493,21:20,3.4
1048,Glen Wesley,34,D,CAR,63,1,7,8,-5,40,0,1,0,0,4,3,0,72,1.4,1349,21:24,2.7
1049,Glen Wesley,34,D,TOR,7,0,3,3,3,4,0,0,0,0,1,1,1,5,0.0,145,20:41,0.7
1050,Duvie Westcott,25,D,CBJ,39,0,7,7,-3,77,0,0,0,0,5,1,1,27,0.0,728,18:41,1.4
1051,Tommy Westlund,28,RW,CAR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,19,6:29,0.0
1052,Colin White,25,D,NJD,72,5,8,13,19,98,5,0,0,1,7,1,0,81,6.2,1417,19:41,5.5
1053,Peter White,33,C,CHI,6,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,54,9:01,0.0
1054,Todd White,27,C,OTT,80,25,35,60,19,28,16,8,1,5,20,15,0,144,17.4,1437,17:58,7.4
1055,Trent Whitfield,25,C,WSH,14,1,1,2,1,6,1,0,0,1,1,0,0,4,25.0,119,8:30,0.1
1056,Ray Whitney,30,LW,CBJ,81,24,52,76,-26,22,14,8,2,2,17,34,1,235,10.2,1701,21:00,7.0
1057,Jason Wiemer,26,LW,NYI,81,9,19,28,5,116,8,0,1,2,17,2,0,139,6.5,1008,12:26,2.4
1058,Jason Williams,22,C,DET,16,3,3,6,3,2,2,1,0,0,3,0,0,20,15.0,171,10:43,0.8
1059,Justin Williams,21,RW,PHI,41,8,16,24,15,22,8,0,0,2,14,2,0,105,7.6,654,15:57,3.1
1060,Brian Willsie,24,RW,COL,12,0,1,1,0,15,0,0,0,0,1,0,0,12,0.0,115,9:36,-0.1
1061,Clarke Wilm,26,C,NSH,82,5,11,16,-11,36,5,0,0,0,10,1,0,108,4.6,981,11:58,0.4
1062,Landon Wilson,27,RW,PHX,31,6,8,14,1,26,6,0,0,3,8,0,0,92,6.5,378,12:11,1.5
1063,Mike Wilson,27,D,NYR,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,13,12:41,0.1
1064,Chad Wiseman,21,LW,SJS,4,0,0,0,-2,4,0,0,0,0,0,0,0,1,0.0,37,9:19,-0.1
1065,Brendan Witt,27,D,WSH,69,2,9,11,12,106,2,0,0,0,9,0,0,80,2.5,1444,20:55,3.3
1066,Jason Woolley,33,D,TOT,76,6,20,26,11,51,5,1,0,2,12,8,0,81,7.4,1276,16:48,5.3
1067,Jason Woolley,33,D,DET,62,6,17,23,12,22,5,1,0,2,11,6,0,52,11.5,1053,16:59,4.7
1068,Jason Woolley,33,D,BUF,14,0,3,3,-1,29,0,0,0,0,1,2,0,29,0.0,224,15:59,0.6
1069,Peter Worrell,25,LW,FLA,63,2,3,5,-14,193,2,0,0,0,3,0,0,52,3.8,583,9:16,-0.7
1070,Jamie Wright,26,LW,TOT,23,2,2,4,0,16,2,0,0,0,2,0,0,18,11.1,260,11:19,0.2
1071,Jamie Wright,26,LW,CGY,19,2,2,4,1,12,2,0,0,0,2,0,0,16,12.5,223,11:43,0.3
1072,Jamie Wright,26,LW,PHI,4,0,0,0,-1,4,0,0,0,0,0,0,0,2,0.0,38,9:27,-0.1
1073,Tyler Wright,29,C,CBJ,70,19,11,30,-25,113,14,3,2,3,10,1,0,108,17.6,1129,16:07,2.5
1074,Vitali Yachmenev,28,LW,NSH,62,5,15,20,7,12,5,0,0,1,12,3,0,68,7.4,1032,16:38,1.5
1075,Alexei Yashin,29,C,NYI,81,26,39,65,-12,32,12,14,0,7,24,15,0,274,9.5,1501,18:32,6.6
1076,Stephane Yelle,28,C,CGY,82,10,15,25,-10,50,7,3,0,3,10,4,1,121,8.3,1484,18:06,1.1
1077,Jason York,32,D,NSH,74,4,15,19,13,52,2,2,0,0,8,7,0,107,3.7,1477,19:57,6.0
1078,Mike York,25,RW,EDM,71,22,29,51,-8,10,13,7,2,4,14,14,1,177,12.4,1354,19:04,5.1
1079,Scott Young,35,RW,DAL,79,23,19,42,24,30,17,5,1,4,15,4,0,237,9.7,1275,16:08,5.8
1080,Dmitry Yushkevich,31,D,TOT,83,3,11,14,-9,46,3,0,0,0,7,3,1,75,4.0,1708,20:34,3.4
1081,Dmitry Yushkevich,31,D,LAK,42,0,3,3,-4,24,0,0,0,0,2,0,1,36,0.0,838,19:57,1.1
1082,Dmitry Yushkevich,31,D,FLA,23,1,6,7,-12,14,1,0,0,0,3,3,0,23,4.3,544,23:40,0.6
1083,Dmitry Yushkevich,31,D,PHI,18,2,2,4,7,8,2,0,0,0,2,0,0,16,12.5,326,18:05,1.7
1084,Steve Yzerman,37,C,DET,16,2,6,8,6,8,1,1,0,1,4,2,0,13,15.4,249,15:35,0.8
1085,Miroslav Zalesak,23,RW,SJS,10,1,2,3,-2,0,1,0,0,0,2,0,0,8,12.5,95,9:28,0.2
1086,Rob Zamuner,33,LW,BOS,55,10,6,16,2,18,7,3,0,1,5,0,1,94,10.6,667,12:08,1.6
1087,Richard Zednik,27,RW,MTL,80,31,19,50,4,79,22,9,0,2,17,1,1,250,12.4,1474,18:25,6.3
1088,Henrik Zetterberg,22,LW,DET,79,22,22,44,6,8,16,5,1,4,17,5,0,135,16.3,1289,16:19,4.8
1089,Alex Zhamnov,32,C,CHI,74,15,43,58,0,70,10,2,3,1,24,17,2,166,9.0,1561,21:06,5.1
1090,Alexei Zhitnik,30,D,BUF,70,3,18,21,-5,85,3,0,0,1,8,9,1,138,2.2,1858,26:33,5.0
1091,Sergei Zholtok,30,C,MIN,78,16,26,42,1,18,13,3,0,2,15,11,0,153,10.5,1294,16:36,4.5
1092,Mike Zigomanis,22,C,CAR,19,2,1,3,-4,0,0,1,1,0,1,0,0,19,10.5,185,9:43,0.1
1093,Tomas Zizka,23,D,LAK,10,0,3,3,-4,4,0,0,0,0,2,1,0,12,0.0,154,15:24,0.2
1094,Sergei Zubov,32,D,DAL,82,11,44,55,21,26,3,8,0,2,24,20,0,158,7.0,2118,25:50,11.0
1095,Dainius Zubrus,24,C,WSH,63,13,22,35,15,43,11,2,0,0,20,2,0,104,12.5,1035,16:26,3.7
1096,Andrei Zyuzin,25,D,TOT,67,4,13,17,-8,36,2,2,0,0,4,6,3,113,3.5,1448,21:37,4.0
1097,Andrei Zyuzin,25,D,MIN,66,4,12,16,-7,34,2,2,0,0,4,5,3,113,3.5,1428,21:38,3.9
1098,Andrei Zyuzin,25,D,NJD,1,0,1,1,-1,2,0,0,0,0,0,1,0,0,,20,20:03,0.1
