,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
381,Niklas Hjalmarsson,25,D,CHI,46,2,8,10,15,22,2,0,0,0,8,0,0,43,4.7,962,20:54,94,26,0,0,,3.2
382,Cody Hodgson,22,C,BUF,48,15,19,34,-4,20,11,3,1,1,16,2,1,114,13.2,883,18:24,24,21,380,432,46.8,3.7
383,Mike Hoffman,23,C,OTT,3,0,0,0,-1,2,0,0,0,0,0,0,0,6,0.0,37,12:19,2,8,2,0,100.0,-0.1
384,Nick Holden,25,D,CBJ,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,17,8:35,0,3,0,0,,0.1
385,Peter Holland,22,C,ANA,21,3,2,5,4,4,2,1,0,0,2,0,0,26,11.5,243,11:35,8,17,89,114,43.8,0.6
386,Korbinian Holzer,24,D,TOR,22,2,1,3,-12,28,2,0,0,1,1,0,0,16,12.5,407,18:30,54,61,0,0,,-0.2
387,Roman Horak,21,C,CGY,20,2,5,7,-5,2,2,0,0,0,4,0,1,28,7.1,291,14:32,13,18,93,112,45.4,0.3
388,Shawn Horcoff,34,C,EDM,31,7,5,12,8,24,4,3,0,1,4,1,0,41,17.1,523,16:51,20,24,245,255,49.0,1.6
389,Darcy Hordichuk,32,LW,EDM,4,0,0,0,-1,2,0,0,0,0,0,0,0,0,,8,2:02,0,6,0,0,,-0.1
390,Patric Hornqvist,26,RW,NSH,24,4,10,14,-1,14,0,4,0,1,7,3,0,87,4.6,389,16:14,9,29,1,1,50.0,1.3
391,Nathan Horton,27,C,BOS,43,13,9,22,1,22,13,0,0,1,8,1,0,114,11.4,725,16:51,10,41,5,5,50.0,2.7
392,Marian Hossa,34,RW,CHI,40,17,14,31,20,16,12,4,1,6,11,2,1,116,14.7,722,18:02,13,12,1,2,33.3,5.0
393,Quinton Howden,21,C,FLA,18,0,0,0,-11,2,0,0,0,0,0,0,0,22,0.0,188,10:27,6,21,1,3,25.0,-0.8
394,Jonathan Huberdeau,19,C,FLA,48,14,17,31,-15,18,12,2,0,1,10,7,0,112,12.5,813,16:56,19,33,11,22,33.3,3.3
395,Jiri Hudler,29,C,CGY,42,10,17,27,-13,22,5,5,0,0,14,3,0,56,17.9,721,17:10,5,16,10,21,32.3,2.4
396,Matt Hunwick,27,D,COL,43,0,6,6,4,16,0,0,0,0,6,0,0,57,0.0,925,21:31,59,40,0,0,,1.7
397,Kent Huskins,33,D,TOT,19,0,1,1,-3,4,0,0,0,0,1,0,0,4,0.0,298,15:40,37,18,0,0,,0.2
398,Kent Huskins,33,D,DET,11,0,0,0,-3,4,0,0,0,0,0,0,0,2,0.0,169,15:21,17,15,0,0,,-0.1
399,Kent Huskins,33,D,PHI,8,0,1,1,0,0,0,0,0,0,1,0,0,2,0.0,129,16:06,20,3,0,0,,0.3
400,Jarome Iginla,35,RW,TOT,44,14,19,33,-5,31,8,6,0,3,13,6,0,134,10.4,828,18:49,13,65,123,124,49.8,3.6
401,Jarome Iginla,35,RW,CGY,31,9,13,22,-7,22,7,2,0,2,9,4,0,100,9.0,598,19:18,8,56,119,118,50.2,2.2
402,Jarome Iginla,35,RW,PIT,13,5,6,11,2,9,1,4,0,1,4,2,0,34,14.7,230,17:40,5,9,4,6,40.0,1.4
403,Matt Irwin,25,D,SJS,38,6,6,12,-1,10,2,4,0,0,5,1,0,79,7.6,726,19:06,65,39,0,0,,3.0
404,Barret Jackman,31,D,STL,46,3,9,12,6,39,3,0,0,0,9,0,0,39,7.7,889,19:19,89,70,0,0,,3.5
405,Tim Jackman,31,RW,CGY,42,1,4,5,-9,76,1,0,0,0,3,1,0,42,2.4,319,7:36,17,98,11,13,45.8,-0.2
406,Jaromir Jagr,40,RW,TOT,45,16,19,35,-2,22,10,6,0,4,14,5,0,115,13.9,825,18:20,10,13,0,1,0.0,4.1
407,Jaromir Jagr,40,RW,DAL,34,14,12,26,-5,20,8,6,0,2,9,3,0,87,16.1,622,18:18,6,6,0,1,0.0,3.1
408,Jaromir Jagr,40,RW,BOS,11,2,7,9,3,2,2,0,0,2,5,2,0,28,7.1,203,18:27,4,7,0,0,,1.0
409,Cam Janssen,28,RW,NJD,4,0,0,0,-1,2,0,0,0,0,0,0,0,0,,16,3:58,0,5,0,0,,-0.1
410,Dmitrij Jaskin,19,RW,STL,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,15,7:30,0,2,0,0,,-0.1
411,Dustin Jeffrey,24,C,PIT,24,3,3,6,1,2,3,0,0,0,3,0,0,26,11.5,276,11:31,5,6,94,106,47.0,0.5
412,Nicklas Jensen,19,LW,VAN,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,28,13:51,0,2,0,0,,-0.1
413,Jesse Joensuu,25,RW,NYI,7,0,2,2,2,6,0,0,0,0,2,0,0,15,0.0,71,10:08,0,12,0,0,,0.2
414,Ryan Johansen,20,C,CBJ,40,5,7,12,-7,12,5,0,0,2,6,1,0,84,6.0,643,16:05,14,42,272,257,51.4,0.6
415,Marcus Johansson,22,C,WSH,34,6,16,22,3,4,3,3,0,1,14,1,1,40,15.0,564,16:35,6,14,40,47,46.0,2.2
416,Aaron Johnson,29,D,BOS,10,0,0,0,0,10,0,0,0,0,0,0,0,8,0.0,149,14:52,5,18,0,0,,0.1
417,Erik Johnson,24,D,COL,31,0,4,4,-3,18,0,0,0,0,4,0,0,64,0.0,643,20:45,58,44,0,0,,0.7
418,Jack Johnson,26,D,CBJ,44,5,14,19,-5,12,2,3,0,1,9,5,0,96,5.2,1143,25:58,90,66,0,0,,3.6
419,Nick Johnson,27,RW,PHX,17,4,2,6,3,0,3,1,0,1,2,0,0,23,17.4,169,9:57,1,13,0,3,0.0,0.9
420,Tyler Johnson,22,C,TBL,14,3,3,6,3,4,3,0,0,0,3,0,0,11,27.3,183,13:04,4,18,72,49,59.5,0.7
421,Jussi Jokinen,29,LW,TOT,43,13,9,22,-5,24,10,3,0,3,5,4,0,74,17.6,664,15:26,22,17,250,182,57.9,2.5
422,Jussi Jokinen,29,LW,CAR,33,6,5,11,-8,18,4,2,0,3,4,1,0,61,9.8,514,15:35,18,14,168,115,59.4,0.6
423,Jussi Jokinen,29,LW,PIT,10,7,4,11,3,6,6,1,0,0,1,3,0,13,53.8,149,14:55,4,3,82,67,55.0,1.8
424,Olli Jokinen,34,C,WPG,45,7,7,14,-19,14,7,0,0,0,6,1,0,85,8.2,771,17:08,27,91,300,329,47.7,0.2
425,Blair Jones,26,C,CGY,15,0,1,1,-6,10,0,0,0,0,1,0,0,22,0.0,161,10:45,9,22,58,51,53.2,-0.4
426,David Jones,28,RW,COL,33,3,6,9,-11,6,2,1,0,2,6,0,0,62,4.8,555,16:49,20,45,6,15,28.6,-0.1
427,Ryan Jones,28,LW,EDM,27,2,5,7,0,17,2,0,0,0,5,0,0,38,5.3,350,12:59,13,55,2,7,22.2,0.4
428,Michal Jordan,22,D,CAR,5,0,0,0,-2,2,0,0,0,0,0,0,0,2,0.0,53,10:41,2,0,0,0,,-0.1
429,Jacob Josefson,21,C,NJD,22,1,2,3,-10,2,1,0,0,0,2,0,0,20,5.0,286,12:59,7,12,114,122,48.3,-0.4
430,Roman Josi,22,D,NSH,48,5,13,18,-7,8,4,1,0,1,7,6,0,96,5.2,1129,23:32,73,31,0,0,,3.2
431,Derek Joslin,25,D,VAN,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,34,17:00,4,4,0,0,,-0.1
432,Ed Jovanovski,36,D,FLA,6,0,1,1,-4,0,0,0,0,0,1,0,0,6,0.0,94,15:40,8,3,0,0,,-0.1
433,Tomas Kaberle,34,D,MTL,10,0,3,3,4,0,0,0,0,0,3,0,0,11,0.0,135,13:33,11,2,0,0,,0.8
434,Nazem Kadri,22,C,TOR,48,18,26,44,15,23,13,5,0,1,23,3,0,107,16.8,771,16:03,22,62,250,315,44.2,6.2
435,Patrick Kaleta,26,RW,BUF,34,1,0,1,-4,67,1,0,0,0,0,0,0,34,2.9,367,10:48,34,86,5,6,45.5,-0.6
436,Evander Kane,21,C,WPG,48,17,16,33,-3,80,15,2,0,4,14,2,0,190,8.9,982,20:27,22,147,13,20,39.4,3.7
437,Patrick Kane,24,RW,CHI,47,23,32,55,11,8,15,8,0,3,23,9,0,138,16.7,943,20:03,9,11,2,8,20.0,7.6
438,Erik Karlsson,22,D,OTT,17,6,8,14,8,8,3,2,1,2,6,2,0,79,7.6,462,27:09,14,10,0,0,,3.6
439,Matt Kassian,26,LW,OTT,15,1,0,1,0,47,1,0,0,0,0,0,0,6,16.7,96,6:23,4,38,0,0,,0.1
440,Zack Kassian,22,RW,VAN,39,7,4,11,-7,51,5,2,0,1,3,1,0,49,14.3,526,13:29,4,70,6,8,42.9,0.9
441,Bracken Kearns,31,C,SJS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,12:04,0,3,0,0,,0.0
442,Duncan Keith,29,D,CHI,47,3,24,27,16,31,1,2,0,0,15,8,1,91,3.3,1133,24:07,66,19,0,0,,5.5
443,Chris Kelly,32,C,BOS,34,3,6,9,-8,16,2,1,0,0,6,0,0,40,7.5,509,14:58,20,43,216,157,57.9,0.1
444,Tim Kennedy,26,LW,SJS,13,2,0,2,-3,2,2,0,0,1,0,0,0,24,8.3,177,13:35,4,22,3,7,30.0,0.1
445,Tyler Kennedy,26,C,PIT,46,6,5,11,-6,19,5,1,0,1,3,2,0,100,6.0,573,12:28,9,41,13,16,44.8,0.5
446,Ryan Kesler,28,C,VAN,17,4,9,13,-5,12,2,2,0,1,6,3,0,36,11.1,322,18:57,13,30,174,129,57.4,1.2
447,Phil Kessel,25,RW,TOR,48,20,32,52,-3,18,14,6,0,4,17,15,0,161,12.4,951,19:49,23,16,5,3,62.5,6.2
448,Alex Killorn,23,C,TBL,38,7,12,19,-6,14,6,1,0,2,10,2,0,82,8.5,639,16:49,22,40,11,17,39.3,1.3
449,Jakub Kindl,25,D,DET,41,4,9,13,15,28,3,1,0,2,7,2,0,76,5.3,761,18:33,33,46,0,0,,4.1
450,Dwight King,23,LW,LAK,47,4,6,10,-3,11,4,0,0,0,6,0,0,60,6.7,600,12:45,9,58,2,4,33.3,0.5
451,Kevin Klein,28,D,NSH,47,3,11,14,-1,9,3,0,0,0,11,0,0,54,5.6,960,20:25,89,66,0,0,,2.9
452,Rostislav Klesla,30,D,PHX,38,2,6,8,0,22,2,0,0,0,6,0,0,44,4.5,670,17:38,60,40,0,0,,1.6
453,Rob Klinkhammer,26,LW,PHX,22,5,6,11,7,10,4,1,0,1,6,0,0,34,14.7,269,12:14,6,65,2,0,100.0,1.6
454,Mike Knuble,40,RW,PHI,28,4,4,8,-4,20,3,1,0,1,3,1,0,31,12.9,362,12:55,11,25,4,3,57.1,0.6
455,Chuck Kobasew,30,RW,COL,37,5,4,9,6,21,5,0,0,1,4,0,0,43,11.6,417,11:16,17,34,18,31,36.7,1.1
456,Mikko Koivu,29,C,MIN,48,11,26,37,2,26,11,0,0,3,13,13,0,127,8.7,1013,21:06,18,47,524,447,54.0,3.8
457,Saku Koivu,38,C,ANA,47,8,19,27,4,18,4,4,0,0,15,4,0,55,14.5,827,17:36,15,31,437,414,51.4,2.6
458,Leo Komarov,26,C,TOR,42,4,5,9,-1,18,4,0,0,3,5,0,0,51,7.8,585,13:56,24,176,29,28,50.9,0.3
459,Mike Komisarek,31,D,TOR,4,0,0,0,2,2,0,0,0,0,0,0,0,1,0.0,61,15:21,6,11,0,0,,0.2
460,Matthew Konan,21,D,PHI,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,32,15:56,2,5,0,0,,0.0
461,Zenon Konopka,32,C,MIN,37,0,0,0,-4,117,0,0,0,0,0,0,0,18,0.0,312,8:26,9,23,162,105,60.7,-0.7
462,Tomas Kopecky,30,RW,FLA,47,15,12,27,-8,28,10,4,1,0,7,5,0,92,16.3,831,17:41,25,23,42,44,48.8,3.3
463,Anze Kopitar,25,C,LAK,47,10,32,42,14,16,10,0,0,1,16,16,0,98,10.2,963,20:29,25,70,473,415,53.3,4.8
464,Lauri Korpikoski,26,LW,PHX,36,6,5,11,-3,12,5,1,0,0,4,1,0,83,7.2,616,17:07,27,71,6,10,37.5,0.6
465,Sergei Kostitsyn,25,LW,NSH,46,3,12,15,-5,11,2,1,0,0,10,2,0,42,7.1,769,16:43,25,27,3,1,75.0,0.5
466,Mike Kostka,27,D,TOR,35,0,8,8,-7,27,0,0,0,0,3,5,0,49,0.0,773,22:05,66,49,0,0,,0.8
467,Tom Kostopoulos,34,RW,NJD,15,1,0,1,0,18,1,0,0,0,0,0,0,13,7.7,136,9:06,3,23,3,2,60.0,0.0
468,Ilya Kovalchuk,29,LW,NJD,37,11,20,31,-6,18,5,2,4,5,8,12,0,123,8.9,915,24:44,12,13,7,15,31.8,3.3
469,Alex Kovalev,39,RW,FLA,14,2,3,5,-1,6,1,1,0,1,2,1,0,21,9.5,219,15:37,5,7,1,2,33.3,0.4
470,Chris Kreider,21,C,NYR,23,2,1,3,-1,6,2,0,0,0,1,0,0,19,10.5,233,10:07,6,36,0,1,0.0,0.1
471,David Krejci,26,C,BOS,47,10,23,33,1,20,10,0,0,5,16,7,0,93,10.8,870,18:30,27,41,361,293,55.2,3.4
472,Niklas Kronwall,32,D,DET,48,5,24,29,-5,44,3,2,0,2,10,14,0,67,7.5,1169,24:22,83,42,0,0,,4.8
473,Torey Krug,21,D,BOS,1,0,1,1,-1,0,0,0,0,0,0,1,0,0,,16,15:47,1,0,0,0,,0.0
474,Marcus Kruger,22,C,CHI,47,4,9,13,3,24,4,0,0,2,7,2,0,50,8.0,666,14:10,29,12,228,265,46.2,0.8
475,Filip Kuba,36,D,FLA,44,1,9,10,-18,24,1,0,0,0,5,4,0,50,2.0,934,21:13,69,37,0,0,,1.0
476,Nikolai Kulemin,26,LW,TOR,48,7,16,23,-5,22,7,0,0,0,16,0,0,72,9.7,803,16:44,47,122,10,10,50.0,1.7
477,Dmitry Kulikov,22,D,FLA,34,3,7,10,-5,22,1,2,0,2,3,4,0,52,5.8,713,20:59,49,84,0,0,,2.0
478,Tomas Kundratek,23,D,WSH,25,1,6,7,-5,8,1,0,0,0,3,3,0,23,4.3,404,16:09,23,21,0,0,,0.7
479,Chris Kunitz,33,LW,PIT,48,22,30,52,30,39,13,9,0,5,23,7,0,113,19.5,865,18:01,13,104,4,5,44.4,7.8
480,Pierre-Cedric Labrie,26,LW,TBL,19,2,1,3,2,30,2,0,0,0,1,0,0,16,12.5,163,8:33,6,40,2,2,50.0,0.3
481,Andrew Ladd,27,LW,WPG,48,18,28,46,10,22,15,3,0,4,25,3,0,121,14.9,945,19:41,26,98,29,25,53.7,5.9
482,Brooks Laich,29,C,WSH,9,1,3,4,2,6,1,0,0,0,2,1,0,10,10.0,149,16:32,6,14,41,40,50.6,0.4
483,Shawn Lalonde,22,D,CHI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,15,14:47,0,3,0,0,,0.1
484,Anton Lander,21,C,EDM,11,0,1,1,-4,2,0,0,0,0,0,0,1,11,0.0,121,11:02,2,7,27,28,49.1,-0.3
485,Gabriel Landeskog,20,LW,COL,36,9,8,17,-4,22,6,0,3,1,6,2,0,109,8.3,696,19:20,32,86,6,12,33.3,1.5
486,Jamie Langenbrunner,37,RW,STL,4,0,1,1,1,0,0,0,0,0,1,0,0,5,0.0,39,9:47,0,4,0,4,0.0,0.1
487,Maxim Lapierre,27,C,VAN,48,4,6,10,-6,45,4,0,0,1,6,0,0,54,7.4,605,12:36,18,116,274,268,50.6,0.3
488,Chad Larose,30,RW,CAR,35,2,2,4,-8,29,2,0,0,0,2,0,0,65,3.1,450,12:51,6,59,9,13,40.9,-0.5
489,Philip Larsen,23,D,DAL,32,2,3,5,-10,18,1,1,0,0,3,0,0,30,6.7,476,14:53,18,50,0,0,,0.3
490,Adam Larsson,20,D,NJD,37,0,6,6,4,12,0,0,0,0,6,0,0,30,0.0,670,18:06,49,37,0,0,,1.9
491,Johan Larsson,20,LW,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,14,14:02,1,2,0,0,,0.0
492,Brian Lashoff,22,D,DET,31,1,4,5,-10,15,1,0,0,0,4,0,0,26,3.8,551,17:47,43,44,0,0,,0.5
493,Guillaume Latendresse,25,RW,OTT,27,6,4,10,-2,8,5,1,0,0,4,0,0,53,11.3,400,14:48,8,42,0,4,0.0,1.1
494,Scott Laughton,18,C,PHI,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0.0,58,11:31,1,10,19,24,44.2,-0.1
495,Oliver Lauridsen,23,D,PHI,15,2,1,3,0,34,2,0,0,2,1,0,0,14,14.3,227,15:08,24,36,0,0,,0.8
496,Drew LeBlanc,23,C,CHI,2,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,27,13:20,0,0,9,9,50.0,-0.2
497,Vincent Lecavalier,32,C,TBL,39,10,22,32,-5,29,5,5,0,0,18,4,0,86,11.6,697,17:53,13,74,404,338,54.4,3.0
498,Nick Leddy,21,D,CHI,48,6,12,18,15,10,4,2,0,2,6,6,0,65,9.2,836,17:25,39,38,0,0,,4.5
499,Anders Lee,22,C,NYI,2,1,1,2,-3,0,1,0,0,0,1,0,0,2,50.0,16,8:12,2,0,0,2,0.0,0.2
500,Brian Lee,25,D,TBL,22,0,0,0,-13,16,0,0,0,0,0,0,0,13,0.0,306,13:55,28,49,0,0,,-1.0
501,David Legwand,32,C,NSH,48,12,13,25,-6,20,10,2,0,2,11,2,0,78,15.4,884,18:26,20,20,362,359,50.2,2.4
502,Ville Leino,29,LW,BUF,8,2,4,6,0,6,1,1,0,0,3,1,0,11,18.2,126,15:48,2,5,4,6,40.0,0.7
503,Jordan Leopold,32,D,TOT,39,2,8,10,-8,14,2,0,0,0,4,4,0,60,3.3,783,20:04,57,39,0,0,,1.4
504,Jordan Leopold,32,D,BUF,24,2,6,8,-6,14,2,0,0,0,4,2,0,38,5.3,507,21:08,49,28,0,0,,0.9
505,Jordan Leopold,32,D,STL,15,0,2,2,-2,0,0,0,0,0,0,2,0,22,0.0,276,18:22,8,11,0,0,,0.4
506,Kris Letang,25,D,PIT,35,5,33,38,16,8,4,1,0,1,21,12,0,95,5.3,897,25:38,59,45,0,0,,6.3
507,Mark Letestu,27,C,CBJ,46,13,14,27,7,10,8,3,2,2,12,2,0,92,14.1,760,16:31,12,36,244,243,50.1,3.5
508,Trevor Lewis,26,C,LAK,48,5,9,14,5,19,4,0,1,2,8,0,1,92,5.4,730,15:12,31,83,31,33,48.4,1.1
509,John-Michael Liles,32,D,TOR,32,2,9,11,-1,4,2,0,0,0,8,1,0,47,4.3,601,18:46,52,45,0,1,0.0,1.8
510,Andreas Lilja,37,D,PHI,4,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,67,16:47,7,12,0,0,,0.0
511,Bryan Little,25,C,WPG,48,7,25,32,8,4,5,2,0,2,21,3,1,84,8.3,950,19:48,19,32,431,411,51.2,3.0
512,Andrei Loktionov,22,C,NJD,28,8,4,12,-2,4,7,1,0,0,2,2,0,47,17.0,399,14:15,8,6,80,126,38.8,1.7
513,Matthew Lombardi,30,C,TOT,28,4,4,8,-2,8,3,1,0,1,3,1,0,44,9.1,391,13:58,14,24,105,131,44.5,0.5
514,Matthew Lombardi,30,C,PHX,21,4,4,8,0,4,3,1,0,1,3,1,0,39,10.3,297,14:08,10,20,79,101,43.9,0.8
515,Matthew Lombardi,30,C,ANA,7,0,0,0,-2,4,0,0,0,0,0,0,0,5,0.0,94,13:26,4,4,26,30,46.4,-0.3
516,Ben Lovejoy,28,D,TOT,35,0,10,10,4,29,0,0,0,0,6,3,1,58,0.0,624,17:50,42,76,0,0,,1.9
517,Ben Lovejoy,28,D,ANA,32,0,10,10,6,29,0,0,0,0,6,3,1,51,0.0,583,18:13,39,74,0,0,,2.0
518,Ben Lovejoy,28,D,PIT,3,0,0,0,-2,0,0,0,0,0,0,0,0,7,0.0,41,13:36,3,2,0,0,,-0.2
519,Milan Lucic,24,LW,BOS,46,7,20,27,8,75,7,0,0,0,18,2,0,79,8.9,778,16:55,16,139,17,18,48.6,2.8
520,Mike Lundin,28,D,OTT,11,0,1,1,-2,0,0,0,0,0,1,0,0,13,0.0,171,15:30,7,2,0,0,,0.2
521,Joffrey Lupul,29,C,TOR,16,11,7,18,8,12,8,3,0,3,7,0,0,42,26.2,258,16:07,7,31,3,5,37.5,3.1
522,Toni Lydman,35,D,ANA,35,0,6,6,-1,12,0,0,0,0,5,0,1,28,0.0,679,19:23,76,83,0,0,,1.1
523,Clarke MacArthur,27,LW,TOR,40,8,12,20,3,26,6,2,0,1,10,2,0,62,12.9,596,14:55,15,44,5,1,83.3,2.2
524,Lane MacDermid,23,D,TOT,9,2,0,2,1,19,2,0,0,0,0,0,0,4,50.0,41,4:35,0,13,0,0,,0.6
525,Lane MacDermid,23,D,DAL,6,2,0,2,1,9,2,0,0,0,0,0,0,3,66.7,31,5:06,0,10,0,0,,0.6
526,Lane MacDermid,23,D,BOS,3,0,0,0,0,10,0,0,0,0,0,0,0,1,0.0,11,3:34,0,3,0,0,,0.0
527,Andrew MacDonald,26,D,NYI,48,3,9,12,-2,20,2,1,0,1,7,2,0,45,6.7,1129,23:31,123,26,0,0,,2.4
528,Steve MacIntyre,32,LW,PIT,1,0,0,0,0,12,0,0,0,0,0,0,0,0,,5,4:31,0,2,0,0,,0.0
529,Derek MacKenzie,31,C,CBJ,43,3,5,8,1,36,3,0,0,0,5,0,0,33,9.1,445,10:20,19,122,192,131,59.4,0.6
530,Manny Malhotra,32,C,VAN,9,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,100,11:08,4,8,64,34,65.3,-0.3
531,Evgeni Malkin,26,C,PIT,31,9,24,33,5,36,5,4,0,3,10,14,0,99,9.1,611,19:42,11,12,195,218,47.2,3.7
532,Brad Malone,23,C,COL,13,1,1,2,-7,16,1,0,0,0,1,0,0,10,10.0,114,8:47,3,39,22,24,47.8,-0.2
533,Ryan Malone,33,LW,TBL,24,6,2,8,-3,22,4,2,0,1,2,0,0,37,16.2,378,15:44,9,49,9,14,39.1,0.6
534,Brandon Manning,22,D,PHI,6,0,2,2,4,0,0,0,0,0,2,0,0,5,0.0,89,14:48,4,15,0,0,,0.7
535,Brad Marchand,24,C,BOS,45,18,18,36,23,27,12,4,2,5,18,0,0,91,19.8,763,16:58,20,38,6,6,50.0,5.7
536,Jon Marchessault,22,C,CBJ,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,22,10:57,0,1,0,0,,-0.1
537,Andrei Markov,34,D,MTL,48,10,20,30,-9,14,2,8,0,4,5,15,0,79,12.7,1158,24:08,60,22,0,0,,4.5
538,Patrick Marleau,33,C,SJS,48,17,14,31,-2,24,10,6,1,3,6,8,0,150,11.3,917,19:07,13,38,71,79,47.3,4.1
539,Patrick Maroon,24,LW,ANA,13,2,1,3,-1,10,2,0,0,0,1,0,0,21,9.5,127,9:47,7,22,4,10,28.6,0.3
540,Matt Martin,23,LW,NYI,48,4,7,11,-2,63,3,1,0,1,7,0,0,67,6.0,572,11:54,22,234,6,12,33.3,0.6
541,Paul Martin,31,D,PIT,34,6,17,23,14,16,4,2,0,1,10,7,0,38,15.8,861,25:20,50,17,0,0,,4.6
542,Radek Martinek,36,D,NYI,13,3,0,3,-2,4,3,0,0,1,0,0,0,12,25.0,210,16:09,19,15,0,0,,0.7
543,Alec Martinez,25,D,LAK,27,1,4,5,-2,10,1,0,0,0,3,1,0,30,3.3,433,16:01,31,31,0,0,,1.0
544,Brandon Mashinter,24,LW,NYR,4,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,24,5:55,1,7,1,0,100.0,-0.1
545,Stefan Matteau,18,C,NJD,17,1,2,3,-1,6,1,0,0,0,2,0,0,22,4.5,156,9:11,1,25,0,4,0.0,0.2
546,Shawn Matthias,24,C,FLA,48,14,7,21,-8,16,11,2,1,1,6,1,0,106,13.2,729,15:11,21,66,153,194,44.1,2.6
547,Jamal Mayers,38,RW,CHI,19,0,2,2,2,16,0,0,0,0,2,0,0,10,0.0,132,6:58,4,26,42,36,53.8,0.1
548,Jamie McBain,24,D,CAR,40,1,7,8,0,12,1,0,0,0,7,0,0,46,2.2,737,18:25,63,22,0,0,,1.4
549,Jay McClement,29,C,TOR,48,8,9,17,0,11,8,0,0,0,9,0,0,48,16.7,732,15:15,39,76,203,190,51.7,1.4
550,Cody McCormick,29,C,BUF,8,0,0,0,-2,10,0,0,0,0,0,0,0,6,0.0,52,6:27,5,17,12,13,48.0,-0.2
551,Ryan McDonagh,23,D,NYR,47,4,15,19,13,22,4,0,0,1,13,1,1,83,4.8,1145,24:21,78,69,0,1,0.0,4.7
552,Andy McDonald,35,C,STL,37,7,14,21,-2,16,6,1,0,2,8,6,0,86,8.1,638,17:15,13,10,95,103,48.0,2.1
553,Colin McDonald,28,C,NYI,45,7,10,17,-1,32,6,1,0,0,10,0,0,82,8.5,512,11:22,9,120,4,4,50.0,1.7
554,Jamie McGinn,24,LW,COL,47,11,11,22,-13,26,8,3,0,2,7,4,0,128,8.6,812,17:17,16,82,3,3,50.0,1.7
555,Tye McGinn,22,LW,PHI,18,3,2,5,0,19,3,0,0,1,2,0,0,33,9.1,229,12:43,1,19,0,0,,0.5
556,Brian McGrattan,31,RW,TOT,21,3,0,3,-4,49,3,0,0,1,0,0,0,18,16.7,149,7:06,6,32,0,1,0.0,0.3
557,Brian McGrattan,31,RW,CGY,19,3,0,3,-4,49,3,0,0,1,0,0,0,18,16.7,137,7:11,6,31,0,1,0.0,0.3
558,Brian McGrattan,31,RW,NSH,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,6:17,0,1,0,0,,0.0
559,Frazer McLaren,25,LW,TOT,36,3,2,5,0,102,3,0,0,2,2,0,0,20,15.0,187,5:12,9,53,4,7,36.4,0.6
560,Frazer McLaren,25,LW,TOR,35,3,2,5,0,102,3,0,0,2,2,0,0,20,15.0,180,5:09,9,53,4,7,36.4,0.6
561,Frazer McLaren,25,LW,SJS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,6:54,0,0,0,0,,0.0
562,Cody McLeod,28,LW,COL,48,8,4,12,4,83,8,0,0,0,3,1,0,79,10.1,628,13:05,17,106,7,10,41.2,1.3
563,Brandon McMillan,22,LW,ANA,6,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,52,8:45,1,4,12,14,46.2,0.0
564,Adam McQuaid,26,D,BOS,32,1,3,4,0,60,1,0,0,0,2,0,1,26,3.8,457,14:18,43,62,0,0,,1.0
565,Derek Meech,28,D,WPG,16,0,1,1,0,2,0,0,0,0,1,0,0,5,0.0,235,14:42,12,24,0,0,,0.3
566,Andrej Meszaros,27,D,PHI,11,0,2,2,-9,2,0,0,0,0,1,1,0,18,0.0,203,18:28,24,18,0,0,,-0.3
567,Marc Methot,27,D,OTT,47,2,9,11,2,31,2,0,0,0,8,1,0,53,3.8,1045,22:14,81,130,0,0,,3.1
568,Milan Michalek,28,RW,OTT,23,4,10,14,8,17,4,0,0,0,7,2,1,58,6.9,418,18:11,13,6,2,2,50.0,1.7
569,Zbynek Michalek,30,D,PHX,34,0,2,2,4,14,0,0,0,0,2,0,0,42,0.0,724,21:18,87,42,0,0,,1.1
570,Andy Miele,24,C,PHX,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,9,9:02,0,2,2,1,66.7,0.0
571,Antti Miettinen,32,RW,WPG,22,3,2,5,-3,2,3,0,0,2,2,0,0,26,11.5,278,12:39,7,29,0,4,0.0,0.3
