,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
379,Jarome Iginla,32,RW,CGY,82,32,37,69,-2,58,8.2,22,10,0,5,26,11,0,257,12.5,1689,20:36,36,86,151,170,47.0
380,Danny Irmen,25,C,MIN,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,4:38,0,2,0,0,
381,Brayden Irwin,22,C,TOR,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,3,0.0,20,10:06,2,1,3,3,50.0
382,Raitis Ivanans,31,LW,LAK,61,0,0,0,-8,136,-0.9,0,0,0,0,0,0,0,18,0.0,299,4:54,4,77,0,0,
383,Barret Jackman,28,D,STL,66,2,15,17,3,81,4.1,1,0,1,0,15,0,0,73,2.7,1497,22:41,106,70,0,1,0.0
384,Tim Jackman,28,RW,NYI,54,4,5,9,-4,98,0.3,4,0,0,0,5,0,0,51,7.8,521,9:39,40,114,3,4,42.9
385,Scott Jackson,22,D,TBL,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,14,13:44,1,1,0,0,
386,Jean-Francois Jacques,24,LW,EDM,49,4,7,11,-15,78,0.0,4,0,0,0,7,0,0,49,8.2,549,11:12,17,156,2,3,40.0
387,Jason Jaffray,28,RW,CGY,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,20,6:39,0,4,5,9,35.7
388,Doug Janik,29,D,DET,13,0,2,2,-3,18,0.2,0,0,0,0,2,0,0,5,0.0,175,13:28,15,4,0,0,
389,Cam Janssen,25,RW,STL,43,0,0,0,-3,190,-0.5,0,0,0,0,0,0,0,11,0.0,203,4:43,2,73,0,1,0.0
390,Dustin Jeffrey,21,C,PIT,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:35,1,1,0,0,
391,Jesse Joensuu,22,RW,NYI,11,1,0,1,4,4,0.2,1,0,0,0,0,0,0,13,7.7,123,11:09,1,10,0,1,0.0
392,Aaron Johnson,26,D,TOT,41,4,6,10,-6,35,1.7,3,1,0,0,5,1,0,36,11.1,642,15:39,41,70,0,0,
393,Aaron Johnson,26,D,CGY,22,1,2,3,0,19,0.8,1,0,0,0,2,0,0,13,7.7,268,12:11,14,26,0,0,
394,Aaron Johnson,26,D,EDM,19,3,4,7,-6,16,1.0,2,1,0,0,3,1,0,23,13.0,374,19:40,27,44,0,0,
395,Erik Johnson,21,D,STL,79,10,29,39,1,79,7.4,4,6,0,2,20,9,0,186,5.4,1694,21:27,77,70,0,0,
396,Jack Johnson,23,D,LAK,80,8,28,36,-15,48,5.4,5,3,0,0,18,10,0,130,6.2,1809,22:37,85,143,0,0,
397,Nick Johnson,24,RW,PIT,6,1,1,2,-2,2,0.1,1,0,0,0,1,0,0,7,14.3,61,10:06,0,5,1,0,100.0
398,Ryan Johnson,33,C,VAN,58,1,4,5,-4,12,-0.8,1,0,0,1,4,0,0,19,5.3,616,10:37,85,31,282,254,52.6
399,Kim Johnsson,33,D,TOT,60,7,10,17,10,30,5.1,4,3,0,0,9,1,0,94,7.4,1367,22:47,70,43,0,0,
400,Kim Johnsson,33,D,MIN,52,6,8,14,3,26,3.9,3,3,0,0,7,1,0,84,7.1,1236,23:46,64,31,0,0,
401,Kim Johnsson,33,D,CHI,8,1,2,3,7,4,1.1,1,0,0,0,2,0,0,10,10.0,131,16:24,6,12,0,0,
402,Jussi Jokinen,26,LW,CAR,81,30,35,65,3,36,8.0,20,10,0,6,21,14,0,160,18.8,1362,16:49,24,55,136,129,51.3
403,Olli Jokinen,31,C,TOT,82,15,35,50,3,75,4.8,12,3,0,3,23,12,0,236,6.4,1465,17:52,38,110,480,493,49.3
404,Olli Jokinen,31,C,CGY,56,11,24,35,2,53,3.4,9,2,0,2,17,7,0,162,6.8,1036,18:30,18,57,364,375,49.3
405,Olli Jokinen,31,C,NYR,26,4,11,15,1,22,1.4,3,1,0,1,6,5,0,74,5.4,429,16:29,20,53,116,118,49.6
406,Blair Jones,23,C,TBL,14,0,0,0,-5,10,-0.5,0,0,0,0,0,0,0,26,0.0,180,12:50,11,22,15,13,53.6
407,David Jones,25,RW,COL,23,10,6,16,1,2,2.1,7,1,2,3,4,2,0,39,25.6,412,17:56,9,29,2,5,28.6
408,Randy Jones,28,D,LAK,48,5,16,21,-3,28,3.5,3,1,1,1,9,7,0,54,9.3,872,18:10,65,42,0,0,
409,Ryan Jones,25,LW,TOT,49,8,4,12,0,26,1.3,6,2,0,0,4,0,0,62,12.9,522,10:39,21,71,0,1,0.0
410,Ryan Jones,25,LW,NSH,41,7,4,11,3,18,1.3,5,2,0,0,4,0,0,53,13.2,439,10:43,18,63,0,1,0.0
411,Ryan Jones,25,LW,EDM,8,1,0,1,-3,8,-0.1,1,0,0,0,0,0,0,9,11.1,83,10:21,3,8,0,0,
412,Derek Joslin,22,D,SJS,24,0,3,3,1,12,0.7,0,0,0,0,1,0,2,19,0.0,333,13:53,23,9,0,0,
413,Ed Jovanovski,33,D,PHX,66,10,24,34,-12,55,5.5,5,5,0,2,13,9,2,117,8.5,1428,21:38,106,105,0,1,0.0
414,Jonas Junland,22,D,STL,3,0,2,2,-3,0,0.0,0,0,0,0,1,1,0,7,0.0,52,17:11,0,2,0,0,
415,Milan Jurcina,26,D,TOT,44,1,6,7,2,24,1.2,1,0,0,1,6,0,0,49,2.0,777,17:40,59,88,0,0,
416,Milan Jurcina,26,D,WSH,27,0,4,4,0,14,0.3,0,0,0,0,4,0,0,32,0.0,471,17:26,37,48,0,0,
417,Milan Jurcina,26,D,CBJ,17,1,2,3,2,10,0.9,1,0,0,1,2,0,0,17,5.9,307,18:02,22,40,0,0,
418,Tomas Kaberle,31,D,TOR,82,7,42,49,-16,24,6.2,4,3,0,1,19,22,1,158,4.4,1833,22:21,98,44,0,0,
419,Nazem Kadri,19,C,TOR,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,17,17:26,1,1,2,11,15.4
420,Patrick Kaleta,23,RW,BUF,55,10,5,15,2,89,1.8,8,0,2,4,5,0,0,64,15.6,558,10:09,36,148,0,2,0.0
421,Jon Kalinski,22,C,PHI,10,0,2,2,-2,0,0.0,0,0,0,0,2,0,0,9,0.0,70,6:57,3,10,11,19,36.7
422,Petr Kalus,22,RW,MIN,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,15,7:44,0,4,0,1,0.0
423,Tomas Kana,22,C,CBJ,6,0,2,2,2,2,0.2,0,0,0,0,2,0,0,4,0.0,52,8:41,1,11,0,0,
424,Boyd Kane,31,LW,WSH,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,25,8:13,0,3,0,0,
425,Evander Kane,18,C,ATL,66,14,12,26,2,62,2.6,13,0,1,3,12,0,0,127,11.0,924,14:00,24,97,14,12,53.8
426,Patrick Kane,21,RW,CHI,82,30,58,88,16,20,10.3,21,9,0,6,37,20,1,261,11.5,1574,19:12,17,17,9,13,40.9
427,Paul Kariya,35,LW,STL,75,18,25,43,-7,36,4.3,15,3,0,2,16,9,0,221,8.1,1287,17:09,25,36,4,6,40.0
428,Erik Karlsson,19,D,OTT,60,5,21,26,-5,24,4.3,4,1,0,0,12,9,0,112,4.5,1207,20:07,48,43,0,0,
429,Duncan Keith,26,D,CHI,82,14,55,69,21,51,12.6,10,3,1,1,38,13,4,213,6.6,2181,26:36,143,46,0,0,
430,Ryan Keller,26,RW,OTT,6,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,37,6:13,1,3,0,0,
431,Chris Kelly,29,C,OTT,81,15,17,32,-7,38,2.8,15,0,0,3,17,0,0,112,13.4,1212,14:58,44,65,403,476,45.8
432,Tim Kennedy,23,LW,BUF,78,10,16,26,-3,50,2.0,9,1,0,3,15,1,0,98,10.2,1010,12:57,20,83,132,262,33.5
433,Tyler Kennedy,23,C,PIT,64,13,12,25,10,31,3.0,12,1,0,4,12,0,0,175,7.4,805,12:35,12,66,27,37,42.2
434,Ryan Kesler,25,C,VAN,82,25,50,75,1,104,7.7,12,12,1,5,34,14,2,214,11.7,1609,19:38,73,95,772,629,55.1
435,Phil Kessel,22,RW,TOR,70,30,25,55,-8,21,6.3,22,8,0,5,17,8,0,297,10.1,1368,19:33,13,13,59,63,48.4
436,Jakub Kindl,22,D,DET,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,32,10:50,0,0,0,0,
437,D.J. King,25,LW,STL,12,0,0,0,-4,33,-0.3,0,0,0,0,0,0,0,5,0.0,54,4:30,2,18,0,0,
438,Kevin Klein,25,D,NSH,81,1,10,11,-13,27,1.8,1,0,0,0,9,0,1,67,1.5,1614,19:55,147,101,0,0,
439,Anton Klementyev,19,D,NYI,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,6:20,0,1,0,0,
440,Rostislav Klesla,27,D,CBJ,26,2,6,8,-7,26,1.0,2,0,0,1,5,1,0,24,8.3,523,20:07,49,39,0,0,
441,Mike Knuble,37,RW,WSH,69,29,24,53,23,59,7.1,23,6,0,5,17,7,0,151,19.2,1164,16:53,34,71,0,6,0.0
442,Chuck Kobasew,27,RW,TOT,49,9,6,15,-11,18,1.1,7,2,0,2,6,0,0,71,12.7,682,13:55,34,58,2,6,25.0
443,Chuck Kobasew,27,RW,MIN,42,9,5,14,-9,16,1.2,7,2,0,2,5,0,0,58,15.5,581,13:50,29,50,2,6,25.0
444,Chuck Kobasew,27,RW,BOS,7,0,1,1,-2,2,-0.1,0,0,0,0,1,0,0,13,0.0,101,14:22,5,8,0,0,
445,David Koci,28,D,COL,43,1,0,1,-2,84,0.1,1,0,0,0,0,0,0,6,16.7,131,3:03,2,33,0,0,
446,Dustin Kohn,22,D,NYI,22,0,4,4,-2,4,0.5,0,0,0,0,4,0,0,7,0.0,255,11:36,13,23,0,0,
447,Ville Koistinen,27,D,FLA,17,1,3,4,1,8,0.8,1,0,0,0,2,1,0,12,8.3,133,7:50,1,8,0,0,
448,Mikko Koivu,26,C,MIN,80,22,49,71,-2,50,7.4,13,8,1,2,29,20,0,246,8.9,1660,20:45,52,50,864,654,56.9
449,Saku Koivu,35,C,ANA,71,19,33,52,14,36,5.9,13,5,1,6,20,11,2,124,15.3,1319,18:35,17,59,571,538,51.5
450,Chad Kolarik,24,RW,CBJ,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,13,6:29,2,2,0,0,
451,Mike Komisarek,28,D,TOR,34,0,4,4,-9,40,0.2,0,0,0,0,4,0,0,35,0.0,678,19:56,62,85,0,0,
452,Zenon Konopka,29,C,TBL,74,2,3,5,-11,265,-0.7,2,0,0,1,2,1,0,41,4.9,602,8:08,23,106,286,174,62.2
453,Tomas Kopecky,27,RW,CHI,74,10,11,21,0,28,2.0,9,1,0,2,10,1,0,95,10.5,701,9:29,11,72,52,66,44.1
454,Anze Kopitar,22,C,LAK,82,34,47,81,6,16,9.5,19,14,1,2,23,24,0,259,13.1,1786,21:47,50,78,592,602,49.6
455,Lauri Korpikoski,23,LW,PHX,71,5,6,11,-10,16,-0.1,5,0,0,1,6,0,0,68,7.4,874,12:18,26,92,14,35,28.6
456,Andrei Kostitsyn,24,LW,MTL,59,15,18,33,1,32,3.8,9,6,0,2,15,3,0,136,11.0,943,15:59,17,102,1,5,16.7
457,Sergei Kostitsyn,22,LW,MTL,47,7,11,18,4,8,1.8,7,0,0,2,11,0,0,59,11.9,666,14:10,16,26,1,6,14.3
458,Tom Kostopoulos,31,RW,CAR,82,8,13,21,4,106,1.5,6,0,2,0,12,0,1,103,7.8,1027,12:31,50,154,10,11,47.6
459,Ales Kotalik,31,RW,TOT,71,11,16,27,-17,67,1.8,6,5,0,4,4,12,0,172,6.4,1007,14:11,23,116,5,5,50.0
460,Ales Kotalik,31,RW,NYR,45,8,14,22,-18,38,1.5,4,4,0,3,2,12,0,100,8.0,627,13:56,15,83,0,2,0.0
461,Ales Kotalik,31,RW,CGY,26,3,2,5,1,29,0.3,2,1,0,1,2,0,0,72,4.2,380,14:36,8,33,5,3,62.5
462,Ilya Kovalchuk,26,LW,TOT,76,41,44,85,10,53,11.0,29,12,0,4,29,15,0,290,14.1,1675,22:02,20,30,7,23,23.3
463,Ilya Kovalchuk,26,LW,ATL,49,31,27,58,1,45,7.5,21,10,0,3,18,9,0,179,17.3,1090,22:14,16,13,5,18,21.7
464,Ilya Kovalchuk,26,LW,NJD,27,10,17,27,9,8,3.5,8,2,0,1,11,6,0,111,9.0,585,21:40,4,17,2,5,28.6
465,Alex Kovalev,36,RW,OTT,77,18,31,49,-8,54,4.6,14,4,0,5,21,10,0,165,10.9,1398,18:10,19,33,1,2,33.3
466,Vyacheslav Kozlov,37,LW,ATL,55,8,18,26,-15,33,1.4,5,3,0,1,9,9,0,113,7.1,840,15:16,10,17,6,9,40.0
467,Lukas Krajicek,26,D,TOT,50,1,2,3,-14,35,0.2,1,0,0,0,2,0,0,42,2.4,861,17:14,72,33,0,0,
468,Lukas Krajicek,26,D,PHI,27,1,1,2,-10,14,0.0,1,0,0,0,1,0,0,25,4.0,458,16:58,39,12,0,0,
469,Lukas Krajicek,26,D,TBL,23,0,1,1,-4,21,0.2,0,0,0,0,1,0,0,17,0.0,403,17:32,33,21,0,0,
470,David Krejci,23,C,BOS,79,17,35,52,8,26,5.6,11,6,0,3,25,8,2,156,10.9,1441,18:15,37,81,547,538,50.4
471,Kamil Kreps,25,C,FLA,76,5,9,14,-7,18,0.1,4,1,0,1,8,0,1,83,6.0,966,12:42,50,80,382,355,51.8
472,Niklas Kronwall,29,D,DET,48,7,15,22,5,32,4.9,4,3,0,0,6,5,4,68,10.3,1052,21:55,62,86,0,0,
473,Staffan Kronwall,27,D,CGY,11,1,2,3,-1,2,0.5,1,0,0,1,2,0,0,6,16.7,109,9:54,9,12,0,0,
474,Filip Kuba,33,D,OTT,53,3,25,28,-5,28,4.3,1,2,0,0,16,9,0,90,3.3,1211,22:51,86,27,0,1,0.0
475,Pavel Kubina,32,D,ATL,76,6,32,38,0,66,5.9,4,2,0,1,23,8,1,159,3.8,1720,22:38,111,94,0,0,
476,Arturs Kulda,21,D,ATL,4,0,2,2,2,2,0.4,0,0,0,0,2,0,0,5,0.0,48,11:59,8,9,0,0,
477,Nikolai Kulemin,23,LW,TOR,78,16,20,36,0,16,3.2,15,0,1,3,18,2,0,145,11.0,1277,16:22,41,136,27,39,40.9
478,Dmitry Kulikov,19,D,FLA,68,3,13,16,-5,32,2.9,2,1,0,0,4,9,0,87,3.4,1220,17:56,90,79,0,0,
479,Chris Kunitz,30,LW,PIT,50,13,19,32,3,39,3.5,10,2,1,0,14,5,0,131,9.9,822,16:26,15,106,6,9,40.0
480,Teemu Laakso,22,D,NSH,7,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,5,0.0,76,10:48,5,6,0,0,
481,Andrew Ladd,24,LW,CHI,82,17,21,38,2,67,3.8,17,0,0,1,20,1,0,148,11.5,1123,13:42,33,104,5,7,41.7
482,Brooks Laich,26,C,WSH,78,25,34,59,16,34,6.4,12,12,1,4,24,9,1,222,11.3,1426,18:17,39,92,149,178,45.6
483,Quintin Laing,30,LW,WSH,36,2,2,4,2,21,-0.1,2,0,0,0,2,0,0,38,5.3,347,9:38,20,52,4,3,57.1
484,David Laliberte,23,RW,PHI,11,2,1,3,1,6,0.4,2,0,0,1,1,0,0,8,25.0,86,7:47,2,13,1,0,100.0
485,Robert Lang,39,C,PHX,64,9,20,29,-4,28,2.4,6,3,0,1,11,9,0,84,10.7,965,15:05,21,30,372,351,51.5
486,Jamie Langenbrunner,34,RW,NJD,81,19,42,61,6,44,6.5,11,6,2,4,27,13,2,228,8.3,1584,19:33,21,108,29,31,48.3
487,Daymond Langkow,33,C,CGY,72,14,23,37,2,30,3.4,12,1,1,2,13,8,2,126,11.1,1362,18:55,55,80,488,630,43.6
488,Ian Laperriere,36,C,PHI,82,3,17,20,-1,162,0.8,3,0,0,0,16,0,1,53,5.7,1025,12:30,74,171,28,37,43.1
489,Maxim Lapierre,24,C,MTL,76,7,7,14,-14,61,0.2,7,0,0,1,7,0,0,101,6.9,933,12:16,36,164,208,217,48.9
490,Georges Laraque,33,RW,MTL,28,1,2,3,-6,28,-0.1,1,0,0,0,2,0,0,2,50.0,161,5:46,5,21,0,0,
491,Drew Larman,24,C,BOS,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,5,0.0,32,8:05,1,3,1,1,50.0
492,Chad Larose,27,RW,CAR,56,11,17,28,-2,24,2.6,10,0,1,0,17,0,0,138,8.0,879,15:42,14,115,2,10,16.7
493,Philip Larsen,20,D,DAL,2,0,1,1,1,0,0.2,0,0,0,0,1,0,0,1,0.0,25,12:27,2,1,0,0,
494,Matt Lashoff,23,D,TBL,5,0,0,0,-2,21,-0.1,0,0,0,0,0,0,0,2,0.0,44,8:53,3,3,0,0,
495,Guillaume Latendresse,22,RW,TOT,78,27,13,40,-3,16,5.3,20,7,0,4,12,1,0,160,16.9,1166,14:57,20,157,1,8,11.1
496,Guillaume Latendresse,22,RW,MIN,55,25,12,37,1,12,5.4,18,7,0,4,11,1,0,133,18.8,905,16:28,15,110,1,8,11.1
497,Guillaume Latendresse,22,RW,MTL,23,2,1,3,-4,4,0.0,2,0,0,0,1,0,0,27,7.4,261,11:21,5,47,0,0,
498,Jay Leach,30,D,TOT,35,1,1,2,3,25,1.0,1,0,0,0,1,0,0,30,3.3,517,14:46,40,20,0,0,
499,Jay Leach,30,D,SJS,28,1,1,2,3,20,0.9,1,0,0,0,1,0,0,26,3.8,425,15:11,35,17,0,0,
500,Jay Leach,30,D,MTL,7,0,0,0,0,5,0.1,0,0,0,0,0,0,0,4,0.0,91,13:02,5,3,0,0,
501,Brett Lebda,28,D,DET,63,1,7,8,-2,24,2.0,1,0,0,0,6,1,0,61,1.6,944,14:59,39,39,0,0,
502,Vincent Lecavalier,29,C,TBL,82,24,46,70,-16,63,6.7,19,5,0,3,26,20,0,295,8.1,1623,19:47,21,80,762,675,53.0
503,Brian Lee,22,D,OTT,23,2,1,3,-5,12,0.5,2,0,0,0,1,0,0,22,9.1,358,15:33,27,33,0,0,
504,Guillaume Lefebvre,28,LW,BOS,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,11:01,0,2,0,0,
505,David Legwand,29,C,NSH,82,11,27,38,-5,24,2.5,10,0,1,3,21,6,0,151,7.3,1534,18:42,46,38,538,586,47.9
506,Jere Lehtinen,36,RW,DAL,58,4,13,17,-8,8,0.3,2,1,1,0,11,2,0,87,4.6,855,14:45,21,44,2,9,18.2
507,Mikko Lehtonen,22,RW,BOS,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,7,7:08,0,0,0,0,
508,Ville Leino,26,LW,TOT,55,6,5,11,-8,10,0.3,5,1,0,2,4,1,0,77,7.8,720,13:05,17,19,6,8,42.9
509,Ville Leino,26,LW,DET,42,4,3,7,-10,6,-0.1,3,1,0,1,2,1,0,54,7.4,555,13:13,14,12,1,4,20.0
510,Ville Leino,26,LW,PHI,13,2,2,4,2,4,0.5,2,0,0,1,2,0,0,23,8.7,165,12:40,3,7,5,4,55.6
511,Jordan Leopold,29,D,TOT,81,11,15,26,-2,28,5.5,10,1,0,3,14,1,0,95,11.6,1777,21:56,138,68,0,0,
512,Jordan Leopold,29,D,FLA,61,7,11,18,-7,22,3.5,6,1,0,1,10,1,0,69,10.1,1368,22:25,107,59,0,0,
513,Jordan Leopold,29,D,PIT,20,4,4,8,5,6,2.0,4,0,0,2,4,0,0,26,15.4,409,20:27,31,9,0,0,
514,Sami Lepisto,25,D,PHX,66,1,10,11,14,60,3.9,1,0,0,1,10,0,0,68,1.5,1203,18:14,62,62,1,0,100.0
515,Kris Letang,22,D,PIT,73,3,24,27,1,51,4.5,3,0,0,0,19,5,0,174,1.7,1574,21:34,95,116,0,0,
516,Mark Letestu,24,C,PIT,10,1,0,1,-2,2,0.0,1,0,0,0,0,0,0,9,11.1,96,9:38,1,12,41,33,55.4
517,Pierre-Luc Letourneau-Leblond,24,RW,NJD,27,0,2,2,-4,48,-0.2,0,0,0,0,2,0,0,9,0.0,149,5:31,4,46,1,1,50.0
518,Trevor Lewis,23,C,LAK,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,46,9:08,3,8,0,5,0.0
519,Nicklas Lidstrom,39,D,DET,82,9,40,49,22,24,10.7,4,5,0,1,22,15,3,194,4.6,2085,25:26,82,56,0,0,
520,John-Michael Liles,29,D,COL,59,6,25,31,-2,30,4.5,3,3,0,2,8,17,0,96,6.3,1089,18:28,89,40,0,0,
521,Andreas Lilja,34,D,DET,20,1,1,2,-2,4,0.5,1,0,0,0,1,0,0,19,5.3,283,14:08,21,38,0,0,
522,Perttu Lindgren,22,C,DAL,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,8:33,0,0,2,3,40.0
523,Charles Linglet,27,LW,EDM,5,0,0,0,-5,2,-0.3,0,0,0,0,0,0,0,7,0.0,51,10:16,1,3,0,1,0.0
524,Enver Lisin,23,RW,NYR,57,6,8,14,-1,18,1.1,6,0,0,0,7,1,0,91,6.6,637,11:11,12,56,2,1,66.7
525,Bryan Little,22,C,ATL,79,13,21,34,-6,20,2.4,10,3,0,1,18,3,0,165,7.9,1244,15:45,18,45,68,86,44.2
526,Corey Locke,25,C,NYR,3,0,0,0,1,0,0.0,0,0,0,0,0,0,0,2,0.0,19,6:18,1,0,1,6,14.3
527,Andrei Loktionov,19,C,LAK,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,12,11:52,0,0,1,7,12.5
528,Matthew Lombardi,27,C,PHX,78,19,34,53,8,36,5.8,15,4,0,2,22,12,0,174,10.9,1399,17:56,27,62,445,454,49.5
529,Ben Lovejoy,25,D,PIT,12,0,3,3,8,2,1.1,0,0,0,0,3,0,0,14,0.0,199,16:37,14,14,0,0,
530,Milan Lucic,21,LW,BOS,50,9,11,20,-7,44,1.7,9,0,0,2,10,1,0,72,12.5,718,14:21,14,136,3,11,21.4
531,Brad Lukowich,33,D,VAN,13,1,1,2,5,4,0.8,1,0,0,1,1,0,0,1,100.0,146,11:13,25,12,0,0,
532,Mike Lundin,25,D,TBL,49,3,10,13,-4,18,2.5,3,0,0,0,9,1,0,42,7.1,1075,21:57,81,20,0,0,
533,Jamie Lundmark,29,C,TOT,36,5,7,12,-7,20,0.7,4,1,0,1,6,1,0,52,9.6,496,13:47,12,15,45,47,48.9
534,Jamie Lundmark,29,C,CGY,21,4,5,9,-6,4,0.6,3,1,0,1,4,1,0,36,11.1,323,15:22,10,8,30,32,48.4
535,Jamie Lundmark,29,C,TOR,15,1,2,3,-1,16,0.1,1,0,0,0,2,0,0,16,6.3,174,11:34,2,7,15,15,50.0
536,Joffrey Lupul,26,C,ANA,23,10,4,14,3,18,2.1,10,0,0,0,2,1,1,66,15.2,367,15:58,10,31,1,4,20.0
537,Toni Lydman,32,D,BUF,67,4,16,20,10,30,4.9,4,0,0,1,14,2,0,77,5.2,1264,18:52,97,123,0,0,
538,Clarke MacArthur,24,LW,TOT,81,16,19,35,-16,49,2.7,11,4,1,3,15,4,0,129,12.4,1190,14:42,32,61,66,85,43.7
539,Clarke MacArthur,24,LW,BUF,60,13,13,26,-14,47,2.1,10,3,0,3,9,4,0,99,13.1,862,14:22,20,47,61,80,43.3
540,Clarke MacArthur,24,LW,ATL,21,3,6,9,-2,2,0.6,1,1,1,0,6,0,0,30,10.0,328,15:37,12,14,5,5,50.0
541,Andrew MacDonald,23,D,NYI,46,1,6,7,4,20,1.9,1,0,0,0,6,0,0,43,2.3,924,20:05,94,36,0,1,0.0
542,Steve MacIntyre,29,LW,TOT,22,0,1,1,-3,24,-0.1,0,0,0,0,1,0,0,3,0.0,63,2:53,3,12,0,0,
543,Steve MacIntyre,29,LW,FLA,18,0,1,1,-3,17,-0.1,0,0,0,0,1,0,0,3,0.0,57,3:10,3,12,0,0,
544,Steve MacIntyre,29,LW,EDM,4,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,6,1:35,0,0,0,0,
545,Derek MacKenzie,28,C,CBJ,18,1,3,4,3,0,0.4,1,0,0,0,3,0,0,14,7.1,156,8:42,1,17,57,47,54.8
546,John Madden,36,C,CHI,79,10,13,23,-2,12,1.1,10,0,0,0,12,0,1,127,7.9,1217,15:25,58,59,613,543,53.0
547,Adam Mair,30,C,BUF,69,6,8,14,-2,73,1.0,6,0,0,0,7,1,0,67,9.0,637,9:14,13,93,92,84,52.3
548,Manny Malhotra,29,C,SJS,71,14,19,33,17,41,3.7,12,2,0,4,13,6,0,111,12.6,1109,15:37,38,66,415,249,62.5
549,Evgeni Malkin,23,C,PIT,67,28,49,77,-6,100,8.5,13,13,2,7,33,15,1,268,10.4,1397,20:51,25,58,199,295,40.3
550,Ryan Malone,30,LW,TBL,69,21,26,47,-8,68,4.8,14,7,0,7,17,8,1,172,12.2,1295,18:46,22,174,37,57,39.4
551,Kirk Maltby,37,LW,DET,52,4,2,6,1,32,0.3,3,0,1,0,2,0,0,43,9.3,526,10:06,25,82,7,6,53.8
552,Mark Mancari,24,RW,BUF,6,1,1,2,3,4,0.3,1,0,0,0,1,0,0,19,5.3,84,14:04,2,8,0,3,0.0
553,Paul Mara,30,D,MTL,42,0,8,8,-16,48,0.5,0,0,0,0,4,4,0,30,0.0,787,18:44,68,50,0,0,
554,Brad Marchand,21,C,BOS,20,0,1,1,-3,20,-0.4,0,0,0,0,1,0,0,32,0.0,239,11:58,4,20,3,8,27.3
555,Todd Marchant,36,C,ANA,78,9,13,22,-16,32,0.4,6,0,3,1,13,0,0,83,10.8,1233,15:49,69,127,284,285,49.9
556,Andrei Markov,31,D,MTL,45,6,28,34,11,32,6.6,2,4,0,1,15,12,1,85,7.1,1071,23:48,61,47,0,0,
557,Patrick Marleau,30,C,SJS,82,44,39,83,21,22,11.4,28,12,4,6,26,13,0,274,16.1,1739,21:13,33,76,316,299,51.4
558,Matt Martin,20,LW,NYI,5,0,2,2,-1,26,0.1,0,0,0,0,0,2,0,10,0.0,66,13:14,3,15,0,0,
559,Paul Martin,28,D,NJD,22,2,9,11,10,2,2.9,1,1,0,0,8,1,0,21,9.5,495,22:30,22,23,0,0,
560,Radek Martinek,33,D,NYI,16,2,1,3,-1,12,0.7,1,0,1,0,1,0,0,24,8.3,365,22:48,39,19,0,0,
561,Alec Martinez,22,D,LAK,4,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,6,0.0,62,15:25,7,6,0,0,
562,Shawn Matthias,21,C,FLA,55,7,9,16,-3,10,1.3,7,0,0,2,9,0,0,67,10.4,594,10:48,15,57,119,194,38.0
563,Greg Mauldin,27,C,NYI,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,10,10:02,0,1,8,3,72.7
564,Ben Maxwell,21,C,MTL,13,0,0,0,-2,6,-0.3,0,0,0,0,0,0,0,6,0.0,114,8:47,1,4,8,8,50.0
565,Brad May,38,LW,DET,40,0,1,1,-5,66,-0.6,0,0,0,0,1,0,0,26,0.0,279,6:58,4,58,0,1,0.0
566,Jamal Mayers,35,RW,TOT,71,3,11,14,-3,131,0.6,3,0,0,1,11,0,0,75,4.0,640,9:01,30,66,211,163,56.4
567,Jamal Mayers,35,RW,TOR,44,2,6,8,-5,78,0.1,2,0,0,0,6,0,0,47,4.3,392,8:55,22,35,150,114,56.8
568,Jamal Mayers,35,RW,CGY,27,1,5,6,2,53,0.4,1,0,0,1,5,0,0,28,3.6,248,9:11,8,31,61,49,55.5
