,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
189,Joe DiPenta,28,D,ANA,23,1,4,5,3,16,1.2,1,0,0,0,4,0,0,5,20.0,245,10:39,8,10,0,0,
190,Shane Doan,31,RW,PHX,80,28,50,78,4,59,9.0,17,9,2,5,25,18,7,243,11.5,1661,20:46,17,158,77,110,41.2
191,Kevin Doell,28,C,ATL,8,0,1,1,-2,4,-0.1,0,0,0,0,0,1,0,6,0.0,77,9:40,5,7,25,28,47.2
192,Shean Donovan,33,RW,OTT,82,5,7,12,-3,73,0.1,5,0,0,3,7,0,0,91,5.5,785,9:35,15,68,11,18,37.9
193,Jim Dowd,39,C,PHI,73,5,5,10,0,41,0.6,4,0,1,0,4,0,1,41,12.2,616,8:26,17,32,240,206,53.8
194,Jake Dowell,22,C,CHI,19,2,1,3,1,10,0.2,1,0,1,0,1,0,0,19,10.5,227,11:56,10,24,79,91,46.5
195,Aaron Downey,33,RW,DET,56,0,3,3,0,116,-0.1,0,0,0,0,3,0,0,15,0.0,257,4:35,6,79,0,0,
196,Steve Downie,20,RW,PHI,32,6,6,12,2,73,1.5,5,0,1,1,6,0,0,25,24.0,315,9:51,7,29,5,10,33.3
197,Dallas Drake,38,RW,DET,65,3,3,6,-12,41,-0.7,2,0,1,0,3,0,0,46,6.5,696,10:42,25,92,29,41,41.4
198,Kris Draper,36,C,DET,65,9,8,17,-2,68,1.0,7,0,2,2,8,0,0,97,9.3,1016,15:38,25,90,553,391,58.6
199,Chris Drury,31,C,NYR,82,25,33,58,-3,45,6.2,13,12,0,7,14,17,2,220,11.4,1623,19:48,76,46,745,613,54.9
200,Brandon Dubinsky,21,C,NYR,82,14,26,40,8,79,4.2,13,1,0,0,20,6,0,157,8.9,1189,14:30,30,196,512,483,51.5
201,J.P. Dumont,29,RW,NSH,80,29,43,72,5,34,8.4,22,7,0,8,34,9,0,192,15.1,1480,18:30,11,44,3,10,23.1
202,Micki DuPont,27,D,STL,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,3,0.0,25,12:34,0,2,0,0,
203,Pascal Dupuis,28,LW,TOT,78,12,15,27,0,32,2.1,9,0,3,1,14,0,1,143,8.4,1185,15:12,32,84,5,11,31.3
204,Pascal Dupuis,28,LW,ATL,62,10,5,15,-4,24,0.9,7,0,3,1,5,0,0,111,9.0,916,14:46,29,49,5,8,38.5
205,Pascal Dupuis,28,LW,PIT,16,2,10,12,4,8,1.2,2,0,0,0,9,0,1,32,6.3,269,16:50,3,35,0,3,0.0
206,Radek Dvorak,30,RW,FLA,67,8,9,17,-1,16,0.9,7,0,1,1,8,0,1,146,5.5,1013,15:07,36,50,2,10,16.7
207,Ben Eager,24,LW,TOT,32,0,2,2,-9,89,-0.5,0,0,0,0,2,0,0,16,0.0,186,5:48,0,32,1,4,20.0
208,Ben Eager,24,LW,PHI,23,0,0,0,-8,62,-0.6,0,0,0,0,0,0,0,11,0.0,126,5:29,0,25,1,4,20.0
209,Ben Eager,24,LW,CHI,9,0,2,2,-1,27,0.1,0,0,0,0,2,0,0,5,0.0,60,6:37,0,7,0,0,
210,Robbie Earl,22,LW,TOR,9,0,1,1,-2,0,-0.1,0,0,0,0,1,0,0,9,0.0,83,9:14,5,3,2,0,100.0
211,Mark Eaton,30,D,PIT,36,0,3,3,6,4,1.4,0,0,0,0,3,0,0,28,0.0,708,19:40,89,17,0,0,
212,Patrick Eaves,23,RW,TOT,37,5,10,15,-2,10,1.1,3,2,0,1,8,2,0,81,6.2,473,12:46,12,42,1,2,33.3
213,Patrick Eaves,23,RW,OTT,26,4,6,10,0,6,0.8,3,1,0,1,4,2,0,59,6.8,331,12:44,5,28,1,0,100.0
214,Patrick Eaves,23,RW,CAR,11,1,4,5,-2,4,0.3,0,1,0,0,4,0,0,22,4.5,141,12:51,7,14,0,2,0.0
215,Andrew Ebbett,25,C,ANA,3,0,0,0,3,2,0.1,0,0,0,0,0,0,0,3,0.0,40,13:18,2,0,17,12,58.6
216,Alexander Edler,21,D,VAN,75,8,12,20,6,42,5.5,4,4,0,0,6,6,0,124,6.5,1600,21:20,76,58,1,0,100.0
217,Christian Ehrhoff,25,D,SJS,77,1,21,22,9,72,6.2,0,1,0,1,16,4,1,97,1.0,1673,21:44,108,92,0,0,
218,Patrik Elias,31,LW,NJD,74,20,35,55,10,38,6.5,13,7,0,8,21,12,2,263,7.6,1367,18:28,20,51,354,422,45.6
219,Matt Ellis,26,LW,TOT,54,3,5,8,3,26,0.5,2,0,1,1,5,0,0,66,4.5,429,7:57,16,28,53,61,46.5
220,Matt Ellis,26,LW,DET,35,2,4,6,1,12,0.6,2,0,0,1,4,0,0,28,7.1,188,5:23,2,15,43,44,49.4
221,Matt Ellis,26,LW,LAK,19,1,1,2,2,14,0.0,0,0,1,0,1,0,0,38,2.6,241,12:41,14,13,10,17,37.0
222,Steve Eminger,24,D,WSH,20,0,2,2,-4,8,0.0,0,0,0,0,2,0,0,14,0.0,223,11:08,8,17,0,0,
223,Toby Enstrom,23,D,ATL,82,5,33,38,-5,42,6.0,1,4,0,0,11,22,0,105,4.8,2007,24:28,106,21,0,0,
224,Martin Erat,26,RW,NSH,76,23,34,57,-3,40,5.9,19,4,0,6,23,11,0,163,14.1,1418,18:39,16,49,15,26,36.6
225,Jonathan Ericsson,23,D,DET,8,1,0,1,-3,4,0.1,0,1,0,0,0,0,0,19,5.3,128,15:58,3,9,0,0,
226,Anders Eriksson,33,D,CGY,61,1,17,18,-5,36,2.7,0,1,0,0,13,4,0,50,2.0,1268,20:47,70,63,0,0,
227,Loui Eriksson,22,LW,DAL,69,14,17,31,5,28,3.5,10,4,0,0,15,2,0,120,11.7,968,14:02,14,24,2,11,15.4
228,John Erskine,27,D,WSH,51,2,7,9,1,96,1.8,2,0,0,1,6,0,1,48,4.2,801,15:43,60,102,0,0,
229,Garnet Exelby,26,D,ATL,79,2,5,7,-21,85,0.4,2,0,0,0,5,0,0,37,5.4,1492,18:53,135,175,0,0,
230,Drew Fata,24,D,NYI,5,0,1,1,-1,4,0.1,0,0,0,0,1,0,0,4,0.0,88,17:30,3,3,0,0,
231,Sergei Fedorov,38,C,TOT,68,11,30,41,-5,38,3.6,5,6,0,2,15,11,4,128,8.6,1202,17:40,22,41,561,449,55.5
232,Sergei Fedorov,38,C,CBJ,50,9,19,28,-3,30,2.6,4,5,0,1,12,5,2,94,9.6,873,17:28,15,35,372,312,54.4
233,Sergei Fedorov,38,C,WSH,18,2,11,13,-2,8,1.0,1,1,0,1,3,6,2,34,5.9,329,18:16,7,6,189,137,58.0
234,Todd Fedoruk,28,LW,TOT,69,6,7,13,2,139,0.9,4,2,0,0,7,0,0,57,10.5,712,10:19,16,76,0,4,0.0
235,Todd Fedoruk,28,LW,MIN,58,6,5,11,0,106,0.7,4,2,0,0,5,0,0,51,11.8,637,10:59,14,64,0,4,0.0
236,Todd Fedoruk,28,LW,DAL,11,0,2,2,2,33,0.2,0,0,0,0,2,0,0,6,0.0,75,6:50,2,12,0,0,
237,Ruslan Fedotenko,29,LW,NYI,67,16,17,33,-9,40,3.2,8,8,0,2,14,1,2,121,13.2,1119,16:42,35,104,11,17,39.3
238,Eric Fehr,22,RW,WSH,23,1,5,6,4,6,0.5,1,0,0,0,1,4,0,40,2.5,242,10:31,8,11,0,2,0.0
239,Andrew Ference,28,D,BOS,59,1,14,15,-14,50,1.8,1,0,0,0,9,4,1,71,1.4,1312,22:15,65,79,1,0,100.0
240,Vernon Fiddler,27,LW,NSH,79,11,21,32,-4,47,2.5,8,2,1,1,18,3,0,97,11.3,1101,13:56,23,52,193,191,50.3
241,Jonathan Filewich,23,RW,PIT,5,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,3,0.0,43,8:42,1,2,0,0,
242,Valtteri Filppula,23,C,DET,78,19,17,36,16,28,4.3,16,3,0,3,12,5,0,122,15.6,1323,16:58,26,35,314,307,50.6
243,Jeff Finger,28,D,COL,72,8,11,19,12,40,5.2,6,1,1,1,10,1,0,93,8.6,1437,19:57,117,121,1,0,100.0
244,Mike Fisher,27,C,OTT,79,23,24,47,-10,82,3.9,15,6,2,4,20,1,3,215,10.7,1561,19:46,73,234,618,610,50.3
245,Mark Fistric,21,D,DAL,37,0,2,2,3,24,1.0,0,0,0,0,2,0,0,17,0.0,471,12:44,30,79,0,0,
246,Zack Fitzgerald,22,D,VAN,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,13,13:20,0,1,0,0,
247,Rory Fitzpatrick,33,D,PHI,19,0,1,1,-12,11,-0.7,0,0,0,0,1,0,0,10,0.0,242,12:44,18,19,0,0,
248,Tomas Fleischmann,23,RW,WSH,75,10,20,30,-7,18,2.4,9,1,0,1,12,8,0,107,9.3,947,12:37,11,26,15,15,50.0
249,Nick Foligno,20,LW,OTT,45,6,3,9,0,20,0.8,6,0,0,0,3,0,0,44,13.6,412,9:10,11,51,22,27,44.9
250,Adam Foote,36,D,TOT,75,1,15,16,2,107,4.3,0,0,1,0,12,2,1,66,1.5,1754,23:23,148,93,0,0,
251,Adam Foote,36,D,CBJ,63,1,14,15,3,95,4.0,0,0,1,0,11,2,1,57,1.8,1514,24:02,127,78,0,0,
252,Adam Foote,36,D,COL,12,0,1,1,-1,12,0.2,0,0,0,0,1,0,0,9,0.0,240,20:01,21,15,0,0,
253,Peter Forsberg,34,C,COL,9,1,13,14,7,8,1.6,1,0,0,0,9,4,0,15,6.7,173,19:15,0,9,4,0,100.0
254,Alex Foster,23,C,TOR,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,11,3:32,0,1,0,1,0.0
255,Kurtis Foster,26,D,MIN,56,7,12,19,0,37,3.9,4,3,0,2,5,7,0,118,5.9,919,16:24,39,60,2,1,66.7
256,Matt Foy,24,RW,MIN,28,4,4,8,-1,28,0.9,4,0,0,1,4,0,0,38,10.5,219,7:50,0,11,2,5,28.6
257,Johan Franzen,28,C,DET,72,27,11,38,12,51,5.3,13,14,0,8,8,2,1,199,13.6,1276,17:44,24,89,189,201,48.5
258,Colin Fraser,23,C,CHI,5,0,0,0,-2,7,-0.2,0,0,0,0,0,0,0,4,0.0,52,10:19,3,4,14,24,36.8
259,Dan Fritsche,22,C,CBJ,69,10,12,22,2,22,2.3,8,1,1,4,12,0,0,109,9.2,852,12:21,27,65,59,62,48.8
260,Alex Frolov,25,LW,LAK,71,23,44,67,1,22,7.5,18,5,0,7,31,13,0,160,14.4,1335,18:48,18,22,2,9,18.2
261,Michael Funk,21,D,BUF,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,46,11:37,3,3,0,0,
262,Marian Gaborik,25,RW,MIN,77,42,41,83,17,63,11.6,30,11,1,8,28,13,0,278,15.1,1509,19:36,18,59,6,15,28.6
263,Simon Gagne,27,LW,PHI,25,7,11,18,-8,4,1.6,2,5,0,2,5,5,1,76,9.2,454,18:09,5,4,1,1,50.0
264,Sam Gagner,18,C,EDM,79,13,36,49,-21,23,3.7,9,4,0,1,24,12,0,135,9.6,1239,15:41,31,18,125,174,41.8
265,Simon Gamache,27,LW,TOR,11,2,2,4,-1,6,0.4,1,1,0,0,2,0,0,11,18.2,106,9:36,1,10,0,0,
266,Paul Gaustad,25,C,BUF,82,10,26,36,-4,85,2.0,5,5,0,2,22,3,1,136,7.4,1407,17:10,48,195,631,518,54.9
267,Gabe Gauthier,24,LW,LAK,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,21,7:08,1,3,8,9,47.1
268,Martin Gelinas,37,LW,NSH,57,9,11,20,5,20,1.9,8,0,1,1,11,0,0,110,8.2,805,14:07,12,50,11,11,50.0
269,Bruno Gervais,23,D,NYI,60,0,13,13,-5,34,2.5,0,0,0,0,9,4,0,59,0.0,1200,20:00,72,35,0,0,
270,Ryan Getzlaf,22,C,ANA,77,24,58,82,32,94,10.5,19,4,1,2,26,32,0,185,13.0,1513,19:39,46,126,545,607,47.3
271,Tom Gilbert,25,D,EDM,82,13,20,33,-6,20,6.4,10,3,0,1,12,6,2,98,13.3,1820,22:12,159,27,0,0,
272,Hal Gill,32,D,TOT,81,3,21,24,6,68,4.6,3,0,0,0,20,0,1,86,3.5,1620,20:00,143,127,0,0,
273,Hal Gill,32,D,TOR,63,2,18,20,0,52,3.2,2,0,0,0,17,0,1,69,2.9,1304,20:42,121,102,0,0,
274,Hal Gill,32,D,PIT,18,1,3,4,6,16,1.3,1,0,0,0,3,0,0,17,5.9,315,17:31,22,25,0,0,
275,Brian Gionta,29,RW,NJD,82,22,31,53,1,46,5.9,13,8,1,4,18,13,0,257,8.6,1498,18:16,14,52,30,25,54.5
276,Dan Girardi,23,D,NYR,82,10,18,28,0,14,6.6,5,5,0,1,11,6,1,147,6.8,1738,21:12,123,179,0,1,0.0
277,Claude Giroux,20,RW,PHI,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,19,9:35,1,0,0,0,
278,Jeff Giuliano,28,LW,LAK,53,0,6,6,-9,14,-0.9,0,0,0,0,5,0,1,30,0.0,627,11:49,27,69,108,131,45.2
279,Tanner Glass,24,LW,FLA,41,1,1,2,-5,39,-0.2,1,0,0,0,1,0,0,11,9.1,181,4:25,5,29,0,2,0.0
280,Tim Gleason,25,D,CAR,80,3,16,19,5,84,3.6,3,0,0,0,13,1,2,98,3.1,1491,18:38,107,151,0,0,
281,Curtis Glencross,25,LW,TOT,62,15,10,25,8,53,3.6,14,1,0,1,9,1,0,104,14.4,705,11:22,12,94,13,12,52.0
282,Curtis Glencross,25,LW,CBJ,36,6,6,12,3,25,1.4,5,1,0,1,5,1,0,63,9.5,436,12:07,5,51,8,6,57.1
283,Curtis Glencross,25,LW,EDM,26,9,4,13,5,28,2.1,9,0,0,0,4,0,0,41,22.0,268,10:19,7,43,5,6,45.5
284,Rob Globke,25,C,FLA,9,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,4,0.0,70,7:44,2,7,0,1,0.0
285,Mike Glumac,27,RW,STL,4,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,3,0.0,41,10:08,2,6,1,2,33.3
286,Marcel Goc,24,C,SJS,51,5,3,8,-15,12,0.0,5,0,0,0,3,0,0,87,5.7,545,10:41,16,45,107,101,51.4
287,Eric Godard,27,RW,CGY,74,1,1,2,-8,171,-0.7,1,0,0,1,1,0,0,14,7.1,349,4:43,6,36,0,1,0.0
288,Alex Goligoski,22,D,PIT,3,0,2,2,2,2,0.4,0,0,0,0,2,0,0,2,0.0,42,13:56,4,1,0,0,
289,Scott Gomez,28,C,NYR,81,16,54,70,3,36,6.8,9,7,0,3,31,22,1,242,6.6,1611,19:54,24,48,612,553,52.5
290,Sergei Gonchar,33,D,PIT,78,12,53,65,13,66,11.1,4,8,0,2,15,38,0,173,6.9,2021,25:55,126,56,0,0,
291,Boyd Gordon,24,C,WSH,67,7,9,16,5,12,0.8,6,0,1,0,9,0,0,100,7.0,1054,15:44,50,19,504,400,55.8
292,Josh Gorges,23,D,MTL,62,0,9,9,0,32,1.8,0,0,0,0,9,0,0,41,0.0,1013,16:20,101,76,0,0,
293,Mikhail Grabovski,24,C,MTL,24,3,6,9,-4,8,0.6,3,0,0,1,5,1,0,23,13.0,269,11:14,9,7,51,103,33.1
294,Marc-Andre Gragnani,20,LW,BUF,2,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,1,0.0,13,6:18,0,2,0,0,
295,Chris Gratton,32,C,TBL,60,10,11,21,-7,77,1.8,9,1,0,1,8,3,0,92,10.9,762,12:42,16,84,326,277,54.1
296,Josh Gratton,25,LW,PHX,1,0,0,0,1,5,0.0,0,0,0,0,0,0,0,0,,10,9:40,0,4,0,0,
297,Denis Grebeshkov,24,D,EDM,71,3,15,18,2,22,3.7,2,1,0,0,13,2,0,34,8.8,1198,16:53,55,41,0,0,
298,Mike Green,22,D,WSH,82,18,38,56,6,62,10.0,10,8,0,4,23,15,0,234,7.7,1938,23:38,68,94,0,1,0.0
299,Andy Greene,25,D,NJD,59,2,8,10,0,22,2.9,0,2,0,0,4,3,1,50,4.0,1151,19:30,77,30,0,0,
300,Matt Greene,24,D,EDM,46,0,1,1,-3,53,0.6,0,0,0,0,1,0,0,28,0.0,768,16:42,78,64,0,0,
301,Kyle Greentree,24,LW,PHI,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,18,9:12,1,2,0,0,
302,Mike Grier,33,RW,SJS,78,9,13,22,-8,24,1.3,5,1,3,4,12,0,1,132,6.8,1264,16:13,58,119,22,64,25.6
303,Nicklas Grossmann,23,D,DAL,62,0,7,7,10,22,2.6,0,0,0,0,7,0,0,34,0.0,964,15:33,43,87,0,0,
304,Nate Guenin,25,D,PHI,2,0,0,0,2,2,0.2,0,0,0,0,0,0,0,0,,20,9:57,4,1,0,0,
305,Bill Guerin,37,RW,NYI,81,23,21,44,-15,65,4.5,16,7,0,5,14,7,0,227,10.1,1408,17:23,20,62,12,6,66.7
306,Ben Guite,29,RW,COL,79,11,11,22,1,47,1.7,11,0,0,2,9,1,1,103,10.7,1033,13:05,66,115,386,419,48.0
307,Niklas Hagman,28,LW,DAL,82,27,14,41,4,51,5.4,19,4,4,8,10,3,1,178,15.2,1279,15:36,13,40,2,17,10.5
308,Ron Hainsey,26,D,CBJ,78,8,24,32,-7,25,6.2,0,8,0,0,8,15,1,161,5.0,1760,22:34,91,51,0,0,
309,David Hale,26,D,CGY,58,0,2,2,0,46,0.8,0,0,0,0,2,0,0,35,0.0,805,13:53,25,86,0,0,
310,Adam Hall,27,RW,PIT,46,2,4,6,-2,24,-0.3,2,0,0,0,3,1,0,39,5.1,546,11:52,30,45,146,144,50.3
311,Jeff Halpern,31,C,TOT,83,20,22,42,0,54,4.4,15,4,1,2,17,4,1,132,15.2,1393,16:47,46,81,381,352,52.0
312,Jeff Halpern,31,C,DAL,64,10,14,24,-2,40,1.9,8,1,1,0,13,0,1,86,11.6,1047,16:21,39,55,296,252,54.0
313,Jeff Halpern,31,C,TBL,19,10,8,18,2,14,2.6,7,3,0,2,4,4,0,46,21.7,346,18:12,7,26,85,100,45.9
314,Dan Hamhuis,25,D,NSH,80,4,23,27,-4,66,4.8,3,1,0,1,13,7,3,127,3.1,1819,22:44,69,162,0,0,
315,Jeff Hamilton,30,RW,CAR,58,9,15,24,-8,10,2.0,2,7,0,1,6,9,0,116,7.8,626,10:48,12,17,38,41,48.1
316,Roman Hamrlik,33,D,MTL,77,5,21,26,7,38,5.5,2,3,0,3,13,8,0,129,3.9,1781,23:08,187,138,0,0,
317,Michal Handzus,30,C,LAK,82,7,14,21,-21,45,-0.1,4,0,3,0,12,1,1,89,7.9,1250,15:14,55,69,532,635,45.6
318,Scott Hannan,29,D,COL,82,2,19,21,-5,55,3.8,2,0,0,0,17,1,1,79,2.5,1860,22:41,153,58,1,0,100.0
319,Jannik Hansen,21,RW,VAN,5,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,58,11:34,0,0,1,0,100.0
320,Martin Hanzal,20,C,PHX,72,8,27,35,-7,28,2.4,6,1,1,3,16,11,0,111,7.2,1206,16:45,35,98,470,549,46.1
321,Peter Harrold,24,D,LAK,25,2,3,5,3,2,1.4,2,0,0,0,3,0,0,16,12.5,410,16:23,13,7,1,1,50.0
322,Mark Hartigan,30,C,DET,23,3,1,4,-2,16,0.4,3,0,0,0,1,0,0,19,15.8,165,7:09,0,25,60,54,52.6
323,Scott Hartnell,25,LW,PHI,80,24,19,43,2,159,5.2,13,10,1,6,16,2,1,176,13.6,1294,16:11,32,110,13,19,40.6
324,Derian Hatcher,35,D,PHI,44,2,5,7,4,33,2.1,2,0,0,1,4,0,1,27,7.4,928,21:06,72,106,0,0,
325,Niclas Havelid,34,D,ATL,81,1,13,14,2,42,3.1,1,0,0,0,12,0,1,54,1.9,1661,20:30,183,34,0,0,
326,Martin Havlat,26,RW,CHI,35,10,17,27,4,22,3.0,7,3,0,2,13,4,0,87,11.5,650,18:35,9,5,0,3,0.0
327,Darren Haydar,28,RW,ATL,16,1,7,8,4,2,0.8,1,0,0,0,5,2,0,14,7.1,188,11:46,5,1,0,2,0.0
328,Dany Heatley,27,LW,OTT,71,41,41,82,33,76,11.6,28,13,0,8,29,12,0,224,18.3,1543,21:44,31,58,15,11,57.7
329,Jochen Hecht,30,C,BUF,75,22,27,49,1,38,4.8,18,3,1,2,23,4,0,229,9.6,1449,19:19,39,45,378,518,42.2
330,Bret Hedican,37,D,CAR,66,2,15,17,17,70,4.2,2,0,0,0,14,1,0,80,2.5,1273,19:18,108,65,0,0,
331,Jan Hejda,29,D,CBJ,81,0,13,13,20,61,5.4,0,0,0,0,11,0,2,71,0.0,1711,21:08,90,148,0,0,
332,Milan Hejduk,31,RW,COL,77,29,25,54,8,36,6.5,20,8,1,4,18,7,0,205,14.1,1490,19:21,10,17,54,82,39.7
333,Darren Helm,21,C,DET,7,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,7,0.0,49,7:00,0,3,5,18,21.7
334,Ales Hemsky,24,RW,EDM,74,20,51,71,-9,34,7.2,12,8,0,2,29,22,0,184,10.9,1375,18:35,29,24,1,4,20.0
335,Jordan Hendry,23,D,CHI,40,1,3,4,0,22,1.0,1,0,0,0,3,0,0,32,3.1,689,17:13,46,46,0,0,
336,Josh Hennessy,22,C,OTT,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,19,3:46,1,1,5,7,41.7
337,T.J. Hensick,22,C,COL,31,6,5,11,-4,2,1.0,2,4,0,1,3,2,0,52,11.5,372,11:59,6,4,108,148,42.2
338,Chris Higgins,24,LW,MTL,82,27,25,52,0,22,5.9,15,12,0,5,11,13,1,241,11.2,1472,17:57,65,76,22,40,35.5
339,Andy Hilbert,26,C,NYI,70,8,8,16,2,18,1.2,8,0,0,0,8,0,0,127,6.3,943,13:29,50,39,99,121,45.0
340,Sean Hill,37,D,MIN,35,2,7,9,-16,32,0.5,1,1,0,1,3,4,0,18,11.1,532,15:12,43,68,0,0,
341,Jack Hillen,22,D,NYI,2,0,1,1,1,4,0.2,0,0,0,0,1,0,0,3,0.0,31,15:32,4,1,0,0,
342,Dan Hinote,31,RW,STL,58,5,5,10,-3,42,0.5,5,0,0,0,5,0,0,42,11.9,610,10:31,18,114,14,19,42.4
343,Niklas Hjalmarsson,20,D,CHI,13,0,1,1,-2,13,0.1,0,0,0,0,1,0,0,5,0.0,177,13:37,9,8,0,0,
344,Jan Hlavac,31,LW,TOT,80,12,23,35,-1,40,3.0,12,0,0,2,21,1,1,152,7.9,1212,15:09,21,68,1,7,12.5
345,Jan Hlavac,31,LW,TBL,62,9,13,22,-10,32,1.5,9,0,0,0,12,1,0,123,7.3,915,14:46,17,55,1,1,50.0
346,Jan Hlavac,31,LW,NSH,18,3,10,13,9,8,1.6,3,0,0,2,9,0,1,29,10.3,297,16:29,4,13,0,6,0.0
347,Jaroslav Hlinka,31,LW,COL,63,8,20,28,6,16,2.5,8,0,0,1,19,1,0,90,8.9,877,13:56,17,16,167,216,43.6
348,Shane Hnidy,32,D,TOT,76,2,6,8,-2,71,2.1,1,0,1,0,6,0,0,49,4.1,1066,14:02,81,66,0,0,
349,Shane Hnidy,32,D,BOS,43,1,4,5,-4,41,0.9,0,0,1,0,4,0,0,28,3.6,632,14:42,56,44,0,0,
350,Shane Hnidy,32,D,ANA,33,1,2,3,2,30,1.2,1,0,0,0,2,0,0,21,4.8,434,13:08,25,22,0,0,
351,Jeff Hoggan,29,RW,BOS,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,8,7:57,,0,,,
352,Bobby Holik,37,C,ATL,82,15,19,34,-14,90,2.5,12,3,0,3,15,3,1,140,10.7,1310,15:58,41,146,871,619,58.5
353,Ryan Hollweg,24,LW,NYR,70,2,2,4,-12,96,-0.8,2,0,0,0,2,0,0,59,3.4,581,8:18,18,174,18,21,46.2
354,Tomas Holmstrom,35,RW,DET,59,20,20,40,9,58,5.1,9,11,0,5,13,7,0,137,14.6,1035,17:33,7,58,0,1,0.0
355,Shawn Horcoff,29,C,EDM,53,21,29,50,1,30,5.7,15,6,0,2,19,10,0,115,18.3,1178,22:13,30,15,487,476,50.6
356,Darcy Hordichuk,27,LW,NSH,45,1,2,3,-1,60,0.0,1,0,0,1,2,0,0,18,5.6,232,5:09,3,64,0,0,
357,Nathan Horton,22,RW,FLA,82,27,35,62,15,85,7.7,18,9,0,3,25,10,0,212,12.7,1537,18:44,24,81,29,44,39.7
358,Marcel Hossa,26,LW,TOT,50,1,7,8,2,28,-0.1,1,0,0,0,6,1,0,66,1.5,689,13:46,15,94,3,12,20.0
359,Marcel Hossa,26,LW,NYR,36,1,7,8,8,24,0.5,1,0,0,0,6,1,0,54,1.9,526,14:36,10,62,1,4,20.0
360,Marcel Hossa,26,LW,PHX,14,0,0,0,-6,4,-0.5,0,0,0,0,0,0,0,12,0.0,163,11:39,5,32,2,8,20.0
361,Marian Hossa,29,RW,TOT,72,29,37,66,-14,36,7.2,19,8,2,4,16,21,0,264,11.0,1538,21:22,19,63,4,11,26.7
362,Marian Hossa,29,RW,ATL,60,26,30,56,-14,30,6.2,16,8,2,4,12,18,0,229,11.4,1315,21:55,15,52,4,10,28.6
363,Marian Hossa,29,RW,PIT,12,3,7,10,0,6,1.0,3,0,0,0,4,3,0,35,8.6,223,18:34,4,11,0,1,0.0
364,Jiri Hudler,24,RW,DET,81,13,29,42,11,26,4.6,10,3,0,2,17,12,0,131,9.9,1067,13:10,8,25,10,16,38.5
365,Trent Hunter,27,RW,NYI,82,12,29,41,-17,43,2.7,10,2,0,1,20,7,2,222,5.4,1493,18:13,50,256,6,23,20.7
366,Matt Hunwick,22,D,BOS,13,0,1,1,-1,4,0.2,0,0,0,0,0,1,0,6,0.0,138,10:36,6,8,0,0,
367,Kristian Huselius,29,LW,CGY,81,25,41,66,10,40,7.8,19,6,0,5,22,19,0,202,12.4,1433,17:42,11,9,1,3,25.0
368,Kent Huskins,28,D,ANA,76,4,15,19,23,59,6.1,3,1,0,2,15,0,0,46,8.7,1222,16:05,49,65,0,0,
369,Mike Iggulden,25,C,SJS,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,7,6:40,0,0,0,0,
370,Jarome Iginla,30,RW,CGY,82,50,48,98,27,83,14.2,35,15,0,9,30,18,0,338,14.8,1758,21:26,10,98,245,200,55.1
371,Brad Isbister,30,LW,VAN,55,6,5,11,-4,38,0.7,6,0,0,1,4,1,0,71,8.5,595,10:49,10,26,8,9,47.1
372,Raitis Ivanans,29,LW,LAK,73,6,2,8,-10,134,0.1,6,0,0,0,2,0,0,48,12.5,548,7:30,11,139,0,0,
373,Barret Jackman,26,D,STL,78,2,14,16,-12,93,3.0,1,1,0,0,11,2,1,80,2.5,1747,22:24,124,135,0,0,
374,Tim Jackman,26,RW,NYI,36,1,3,4,-3,57,0.0,1,0,0,0,3,0,0,36,2.8,238,6:37,9,41,2,0,100.0
375,Jean-Francois Jacques,22,LW,EDM,9,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,2,0.0,55,6:10,2,15,0,0,
376,Jason Jaffray,26,RW,VAN,19,2,4,6,4,19,0.6,1,1,0,1,4,0,0,15,13.3,239,12:35,5,14,84,92,47.7
377,Jaromir Jagr,35,RW,NYR,82,25,46,71,8,58,8.0,18,7,0,5,24,22,0,249,10.0,1678,20:28,16,27,1,2,33.3
378,Connor James,25,LW,PIT,13,1,0,1,-2,2,0.0,0,1,0,0,0,0,0,9,11.1,97,7:26,0,3,0,0,
