,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
77,Pierre-Marc Bouchard,23,RW,MIN,81,13,50,63,11,34,6.3,7,6,0,4,31,19,0,129,10.1,1364,16:51,15,10,4,6,40.0
78,Philippe Boucher,34,D,DAL,38,2,12,14,3,26,2.9,1,0,1,0,8,3,1,72,2.8,817,21:31,67,65,0,0,
79,Francis Bouillon,32,D,MTL,74,2,6,8,9,61,2.9,2,0,0,0,6,0,0,60,3.3,1285,17:22,116,168,0,0,
80,Jesse Boulerice,29,RW,PHI,5,0,0,0,-2,29,-0.1,0,0,0,0,0,0,0,1,0.0,19,3:52,0,4,0,0,
81,Eric Boulton,31,LW,ATL,74,4,5,9,-10,127,0.0,4,0,0,0,5,0,0,64,6.3,551,7:27,18,55,1,3,25.0
82,Luc Bourdon,20,D,VAN,27,2,0,2,7,20,1.4,1,1,0,0,0,0,0,26,7.7,348,12:52,30,18,0,0,
83,Chris Bourque,22,LW,WSH,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,4,0.0,35,8:42,1,4,0,1,0.0
84,Rene Bourque,26,LW,CHI,62,10,14,24,6,42,2.2,5,0,5,2,11,1,2,103,9.7,947,15:16,22,72,2,6,25.0
85,Jay Bouwmeester,24,D,FLA,82,15,22,37,-5,72,7.5,11,4,0,0,12,10,0,182,8.2,2252,27:28,118,105,0,0,
86,Darryl Boyce,23,C,TOR,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,3,3:20,0,1,2,0,100.0
87,Johnny Boychuk,24,D,COL,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0.0,36,8:57,1,9,0,1,0.0
88,Dustin Boyd,21,C,CGY,48,7,5,12,-11,6,0.8,7,0,0,1,5,0,0,46,15.2,471,9:49,14,39,65,64,50.4
89,Brad Boyes,25,RW,STL,82,43,22,65,1,20,9.3,32,11,0,9,14,8,0,207,20.8,1471,17:57,20,55,105,131,44.5
90,Brian Boyle,23,C,LAK,8,4,1,5,4,4,1.0,4,0,0,0,1,0,0,19,21.1,109,13:38,2,10,37,43,46.3
91,Dan Boyle,31,D,TBL,37,4,21,25,-29,57,1.9,2,2,0,1,9,12,0,74,5.4,1014,27:24,68,49,0,0,
92,Nick Boynton,29,D,PHX,79,3,9,12,-9,125,2.4,2,0,1,0,9,0,0,94,3.2,1344,17:01,93,93,0,0,
93,Matt Bradley,29,RW,WSH,77,7,11,18,1,74,1.4,5,1,1,2,11,0,0,111,6.3,770,10:00,17,126,14,18,43.8
94,Donald Brashear,36,LW,WSH,80,5,3,8,-7,119,0.0,5,0,0,0,3,0,0,59,8.5,629,7:52,12,133,0,1,0.0
95,Derick Brassard,20,C,CBJ,17,1,1,2,-4,6,-0.1,1,0,0,0,1,0,0,13,7.7,154,9:03,0,11,34,46,42.5
96,Kip Brennan,27,LW,NYI,3,0,0,0,0,12,0.0,0,0,0,0,0,0,0,0,,13,4:21,1,9,0,0,
97,Tim Brent,23,C,PIT,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,5,4:34,0,0,3,2,60.0
98,Eric Brewer,28,D,STL,77,1,21,22,-18,91,3.2,1,0,0,0,11,10,0,101,1.0,1896,24:38,123,92,0,0,
99,Daniel Briere,30,C,PHI,79,31,41,72,-22,68,7.9,17,14,0,3,17,23,1,182,17.0,1490,18:52,17,29,631,619,50.5
100,Rod Brind'Amour,37,C,CAR,59,19,32,51,0,38,4.9,13,6,0,4,20,12,0,151,12.6,1325,22:27,38,55,851,609,58.3
101,David Brine,23,C,FLA,9,0,1,1,-1,4,0.0,0,0,0,0,1,0,0,3,0.0,54,6:02,4,3,17,27,38.6
102,Patrice Brisebois,37,D,MTL,43,3,8,11,-2,26,2.0,1,2,0,0,3,5,0,42,7.1,724,16:50,40,29,0,0,
103,Kyle Brodziak,23,C,EDM,80,14,17,31,-6,33,2.9,13,0,1,3,15,0,2,125,11.2,1033,12:55,38,40,153,144,51.5
104,Sheldon Brookbank,27,D,NJD,44,0,8,8,0,63,1.8,0,0,0,0,7,1,0,43,0.0,666,15:08,41,28,0,0,
105,Wade Brookbank,30,LW,CAR,32,1,1,2,4,76,0.3,1,0,0,0,1,0,0,12,8.3,122,3:48,10,19,1,3,25.0
106,Troy Brouwer,22,RW,CHI,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,24,11:56,0,3,0,0,
107,Curtis Brown,31,C,SJS,33,5,4,9,4,10,1.2,5,0,0,0,4,0,0,38,13.2,357,10:49,20,30,106,73,59.2
108,Dustin Brown,23,RW,LAK,78,33,27,60,-13,55,6.8,19,12,2,4,15,10,2,219,15.1,1583,20:18,23,311,20,20,50.0
109,Mike Brown,22,RW,VAN,19,1,0,1,-2,55,-0.1,1,0,0,0,0,0,0,9,11.1,120,6:19,1,44,0,0,
110,Gilbert Brule,21,C,CBJ,61,1,8,9,-4,24,0.0,1,0,0,1,7,1,0,74,1.4,604,9:54,11,73,40,38,51.3
111,Andrew Brunette,34,LW,COL,82,19,40,59,5,14,6.2,12,7,0,2,31,9,0,125,15.2,1275,15:33,21,14,3,5,37.5
112,Sergei Brylin,34,C,NJD,82,6,10,16,-5,20,0.5,6,0,0,1,8,1,1,65,9.2,1111,13:33,26,58,88,104,45.8
113,Adam Burish,25,RW,CHI,81,4,4,8,-13,214,-1.0,3,0,1,1,4,0,0,69,5.8,952,11:45,66,89,111,153,42.0
114,Brent Burns,22,D,MIN,82,15,28,43,12,80,9.6,7,8,0,4,16,11,1,158,9.5,1894,23:06,73,99,1,0,100.0
115,Alexandre Burrows,26,LW,VAN,82,12,19,31,11,179,3.1,8,1,3,3,18,0,1,126,9.5,1238,15:06,45,80,13,24,35.1
116,Dane Byers,21,LW,NYR,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,5,5:05,0,3,0,0,
117,Dustin Byfuglien,22,D,CHI,67,19,17,36,-7,59,6.2,12,7,0,4,7,10,0,163,11.7,1141,17:02,30,137,0,1,0.0
118,Kyle Calder,29,LW,LAK,65,7,13,20,-11,18,1.0,4,3,0,0,10,3,0,70,10.0,845,13:00,13,26,7,11,38.9
119,Ryan Caldwell,26,D,PHX,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,12,6:08,2,1,0,0,
120,Ryan Callahan,22,RW,NYR,52,8,5,13,7,31,1.5,7,0,1,1,5,0,0,92,8.7,643,12:22,25,139,1,4,20.0
121,Mike Cammalleri,25,LW,LAK,63,19,28,47,-16,30,4.5,9,10,0,1,19,9,0,210,9.0,1170,18:35,14,31,206,173,54.4
122,Brian Campbell,28,D,TOT,83,8,54,62,8,20,10.0,3,5,0,0,26,28,0,142,5.6,2084,25:06,96,61,0,0,
123,Brian Campbell,28,D,BUF,63,5,38,43,-1,12,6.0,2,3,0,0,20,18,0,102,4.9,1582,25:06,77,57,0,0,
124,Brian Campbell,28,D,SJS,20,3,16,19,9,8,4.0,1,2,0,0,6,10,0,40,7.5,502,25:07,19,4,0,0,
125,Gregory Campbell,24,C,FLA,81,5,13,18,-12,72,0.2,3,0,2,1,12,0,1,113,4.4,1008,12:27,35,156,235,225,51.1
126,Chris Campoli,23,D,NYI,46,4,14,18,-1,16,3.4,1,2,1,0,5,9,0,68,5.9,881,19:09,47,51,0,0,
127,Daniel Carcillo,23,LW,PHX,57,13,11,24,1,324,2.9,10,3,0,1,6,5,0,106,12.3,725,12:43,10,109,4,1,80.0
128,Matt Carle,23,D,SJS,62,2,13,15,-8,26,3.0,0,2,0,1,7,6,0,63,3.2,1026,16:33,62,29,1,0,100.0
129,Keith Carney,37,D,MIN,61,1,10,11,8,42,3.0,1,0,0,0,10,0,0,27,3.7,816,13:22,37,39,0,0,
130,Jeff Carter,23,C,PHI,82,29,24,53,6,55,6.6,20,7,2,5,12,11,1,260,11.2,1545,18:51,53,52,657,721,47.7
131,Ryan Carter,24,C,ANA,34,4,4,8,-2,36,0.6,4,0,0,1,4,0,0,56,7.1,356,10:29,7,40,184,115,61.5
132,Tom Cavanagh,25,C,SJS,1,0,1,1,1,0,0.1,0,0,0,0,1,0,0,0,,14,13:54,1,0,1,2,33.3
133,Zdeno Chara,30,D,BOS,77,17,34,51,14,114,10.5,7,9,1,0,17,16,1,207,8.2,2067,26:50,78,222,0,0,
134,Jonathan Cheechoo,27,RW,SJS,69,23,14,37,11,46,5.4,13,10,0,4,9,5,0,220,10.5,1145,16:36,26,123,4,16,20.0
135,Chris Chelios,46,D,DET,69,3,9,12,11,36,3.9,3,0,0,1,9,0,0,60,5.0,1170,16:58,46,56,0,0,
136,Jason Chimera,28,LW,CBJ,81,14,17,31,-5,98,2.6,12,1,1,3,13,4,0,198,7.1,1417,17:30,15,73,16,19,45.7
137,Kyle Chipchura,21,C,MTL,36,4,7,11,-1,10,0.8,4,0,0,0,6,0,1,36,11.1,409,11:22,18,21,139,178,43.8
138,Erik Christensen,24,C,TOT,59,11,13,24,-10,30,1.9,9,2,0,0,7,6,0,132,8.3,788,13:21,2,35,277,197,58.4
139,Erik Christensen,24,C,PIT,49,9,11,20,-3,28,1.8,7,2,0,0,7,4,0,109,8.3,618,12:37,2,28,184,130,58.6
140,Erik Christensen,24,C,ATL,10,2,2,4,-7,2,0.1,2,0,0,0,0,2,0,23,8.7,170,16:57,0,7,93,67,58.1
141,Brett Clark,31,D,COL,57,5,16,21,5,33,4.4,4,1,0,0,11,5,0,87,5.7,1320,23:09,143,70,0,0,
142,Chris Clark,31,RW,WSH,18,5,4,9,0,43,1.0,4,1,0,1,2,2,0,29,17.2,304,16:54,7,24,6,7,46.2
143,Noah Clarke,28,LW,NJD,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,3,33.3,11,10:39,1,0,0,0,
144,David Clarkson,23,RW,NJD,81,9,13,22,1,183,1.9,9,0,0,1,11,2,0,151,6.0,975,12:02,12,150,6,9,40.0
145,Dan Cleary,29,RW,DET,63,20,22,42,21,33,5.7,15,5,0,3,14,7,1,177,11.3,1095,17:23,14,82,56,54,50.9
146,Ryane Clowe,25,LW,SJS,15,3,5,8,-1,22,0.9,1,2,0,0,5,0,0,22,13.6,214,14:17,5,31,5,9,35.7
147,Cal Clutterbuck,20,RW,MIN,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,14,7:05,1,4,1,0,100.0
148,Braydon Coburn,22,D,PHI,78,9,27,36,17,74,7.9,4,5,0,2,16,10,1,113,8.0,1656,21:14,79,79,0,0,
149,Andrew Cogliano,20,C,EDM,82,18,27,45,1,20,5.0,15,1,2,5,20,6,1,98,18.4,1120,13:40,31,25,214,328,39.5
150,Carlo Colaiacovo,25,D,TOR,28,2,4,6,-4,10,0.9,2,0,0,1,4,0,0,30,6.7,488,17:26,37,57,0,0,
151,Erik Cole,29,RW,CAR,73,22,29,51,5,76,5.3,12,10,0,4,22,7,0,216,10.2,1413,19:22,24,186,9,29,23.7
152,Jeremy Colliton,23,C,NYI,16,0,0,0,-4,8,-0.4,0,0,0,0,0,0,0,16,0.0,140,8:46,2,12,54,50,51.9
153,Blake Comeau,21,LW,NYI,51,8,7,15,1,22,1.6,7,1,0,1,6,1,0,67,11.9,595,11:40,6,60,8,19,29.6
154,Mike Commodore,28,D,TOT,67,3,11,14,-7,100,1.8,3,0,0,0,10,0,1,97,3.1,1220,18:13,95,144,0,0,
155,Mike Commodore,28,D,CAR,41,3,9,12,2,74,2.2,3,0,0,0,8,0,1,67,4.5,790,19:16,62,93,0,0,
156,Mike Commodore,28,D,OTT,26,0,2,2,-9,26,-0.5,0,0,0,0,2,0,0,30,0.0,430,16:33,33,51,0,0,
157,Mike Comrie,27,C,NYI,76,21,28,49,-21,87,4.5,17,4,0,3,11,17,0,194,10.8,1458,19:11,23,47,562,662,45.9
158,Tim Conboy,25,D,CAR,19,0,5,5,1,60,0.7,0,0,0,0,5,0,0,16,0.0,132,6:58,4,25,0,0,
159,Chris Conner,24,RW,DAL,22,3,2,5,0,6,0.4,3,0,0,0,2,0,0,27,11.1,264,12:00,7,17,1,0,100.0
160,Tim Connolly,26,C,BUF,48,7,33,40,4,8,3.4,3,3,1,3,20,12,1,111,6.3,896,18:41,36,18,217,237,47.8
161,Craig Conroy,36,C,CGY,79,12,22,34,6,71,2.8,11,1,0,4,19,3,0,116,10.3,1355,17:09,55,98,726,685,51.5
162,Matt Cooke,29,LW,TOT,78,10,13,23,1,91,1.9,9,0,1,1,11,2,0,86,11.6,1027,13:10,38,198,12,16,42.9
163,Matt Cooke,29,LW,VAN,61,7,9,16,-4,64,1.0,7,0,0,1,8,1,0,68,10.3,817,13:24,29,154,11,15,42.3
164,Matt Cooke,29,LW,WSH,17,3,4,7,5,27,0.9,2,0,1,0,3,1,0,18,16.7,209,12:19,9,44,1,1,50.0
165,Joe Corvo,30,D,TOT,74,13,35,48,17,26,8.5,7,6,0,3,13,22,0,167,7.8,1380,18:39,41,31,0,0,
166,Joe Corvo,30,D,OTT,51,6,21,27,13,18,4.9,5,1,0,1,13,8,0,111,5.4,902,17:41,24,25,0,0,
167,Joe Corvo,30,D,CAR,23,7,14,21,4,8,3.6,2,5,0,2,0,14,0,56,12.5,478,20:46,17,6,0,0,
168,Riley Cote,25,LW,PHI,70,1,3,4,2,202,0.1,1,0,0,0,2,1,0,17,5.9,299,4:17,4,60,1,1,50.0
169,Jeff Cowan,31,LW,VAN,46,0,1,1,-5,110,-0.8,0,0,0,0,1,0,0,35,0.0,402,8:45,10,67,0,1,0.0
170,Ryan Craig,26,C,TBL,7,1,1,2,-1,0,0.1,0,1,0,0,1,0,0,8,12.5,91,13:04,4,8,1,0,100.0
171,B.J. Crombeen,22,RW,DAL,8,0,2,2,1,39,0.2,0,0,0,0,2,0,0,9,0.0,53,6:38,1,7,0,1,0.0
172,Sidney Crosby,20,C,PIT,53,24,48,72,18,39,9.0,18,6,0,4,26,21,1,173,13.9,1105,20:51,40,50,567,536,51.4
173,Matt Cullen,31,C,CAR,59,13,36,49,2,32,4.8,5,8,0,1,20,15,1,137,9.5,996,16:52,30,33,364,285,56.1
174,Jassen Cullimore,35,D,FLA,65,3,10,13,21,38,4.7,3,0,0,1,10,0,0,55,5.5,1175,18:04,68,77,1,0,100.0
175,Kyle Cumiskey,21,D,COL,38,0,5,5,-3,16,0.7,0,0,0,0,5,0,0,19,0.0,461,12:08,25,7,0,0,
176,Matt D'Agostini,21,RW,MTL,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,8:49,0,1,0,0,
177,Trevor Daley,24,D,DAL,82,5,19,24,-1,85,4.8,5,0,0,1,13,5,1,87,5.7,1624,19:48,63,32,1,0,100.0
178,Kevin Dallman,26,D,LAK,34,3,4,7,4,4,1.8,3,0,0,1,3,1,0,41,7.3,438,12:53,26,42,0,2,0.0
179,Mathieu Dandenault,31,RW,MTL,61,9,5,14,-11,34,0.8,8,0,1,0,5,0,0,69,13.0,679,11:08,26,70,0,1,0.0
180,Mathieu Darche,31,LW,TBL,73,7,15,22,-14,20,0.8,5,1,1,0,14,1,0,120,5.8,1053,14:26,37,125,42,46,47.7
181,Pavel Datsyuk,29,C,DET,82,31,66,97,41,20,12.6,20,10,1,6,36,30,0,264,11.7,1753,21:23,42,40,452,380,54.3
182,Rob Davison,27,D,TOT,34,1,1,2,-6,53,0.5,0,0,1,0,1,0,0,32,3.1,471,13:52,39,69,0,0,
183,Rob Davison,27,D,NYI,19,1,1,2,-3,32,0.5,0,0,1,0,1,0,0,22,4.5,355,18:40,35,33,0,0,
184,Rob Davison,27,D,SJS,15,0,0,0,-3,21,0.0,0,0,0,0,0,0,0,10,0.0,117,7:47,4,36,0,0,
185,Nigel Dawes,22,LW,NYR,61,14,15,29,11,10,3.8,11,3,0,4,14,1,0,121,11.6,792,12:59,26,86,1,1,50.0
186,Greg de Vries,35,D,NSH,77,4,11,15,7,71,4.0,4,0,0,1,11,0,0,66,6.1,1452,18:52,94,72,0,0,
187,Pavol Demitra,33,LW,MIN,68,15,39,54,9,24,5.5,13,2,0,1,27,11,1,126,11.9,1340,19:42,48,17,403,487,45.3
188,Boyd Devereaux,29,C,TOR,62,7,11,18,-6,24,0.8,6,0,1,1,11,0,0,81,8.6,866,13:58,20,47,2,4,33.3
