,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,PS
836,Jeff Shantz,26,C,CGY,74,13,18,31,-13,30,7,6,0,1,13,5,0,112,11.6,1350,18:15,1.7
837,Vadim Sharifijanov,24,RW,TOT,37,5,5,10,-13,22,4,1,0,0,4,1,0,46,10.9,444,11:59,0.3
838,Vadim Sharifijanov,24,RW,NJD,20,3,4,7,-6,8,3,0,0,0,4,0,0,20,15.0,219,10:58,0.4
839,Vadim Sharifijanov,24,RW,VAN,17,2,1,3,-7,14,1,1,0,0,0,1,0,26,7.7,224,13:11,-0.2
840,Ray Sheppard,33,RW,FLA,47,10,10,20,-4,4,5,5,0,2,8,2,0,74,13.5,640,13:38,1.8
841,Jeff Shevalier,25,LW,TBL,5,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,11,2:14,-0.1
842,Mike Sillinger,28,RW,TOT,80,23,29,52,-30,102,12,8,3,2,18,9,2,146,15.8,1574,19:40,3.8
843,Mike Sillinger,28,RW,TBL,67,19,25,44,-29,86,10,6,3,1,15,8,2,126,15.1,1320,19:42,3.1
844,Mike Sillinger,28,RW,FLA,13,4,4,8,-1,16,2,2,0,1,3,1,0,20,20.0,254,19:33,0.8
845,Jon Sim,22,C,DAL,25,5,3,8,4,10,3,2,0,1,3,0,0,44,11.4,271,10:51,1.1
846,Chris Simon,28,LW,WSH,75,29,20,49,11,146,22,7,0,5,16,4,0,201,14.4,1165,15:32,6.6
847,Reid Simpson,30,LW,TBL,26,1,0,1,-3,103,1,0,0,0,0,0,0,13,7.7,118,4:33,-0.1
848,Todd Simpson,26,D,FLA,82,1,6,7,5,202,1,0,0,0,6,0,0,50,2.0,1360,16:35,2.5
849,Andrei Skopintsev,28,D,TBL,4,0,0,0,-4,6,0,0,0,0,0,0,0,0,,56,14:07,-0.3
850,Martin Skoula,20,D,COL,80,3,13,16,5,20,1,2,0,0,12,1,0,66,4.5,1460,18:15,3.9
851,Karlis Skrastins,25,D,NSH,59,5,6,11,-7,20,4,1,0,2,5,0,1,51,9.8,1230,20:51,2.7
852,Brian Skrudland,36,C,DAL,22,1,2,3,0,22,1,0,0,0,2,0,0,16,6.3,185,8:24,0.2
853,John Slaney,27,D,PIT,29,1,4,5,-10,10,0,1,0,0,3,1,0,27,3.7,354,12:13,0.1
854,Jiri Slegr,28,D,PIT,74,11,20,31,20,82,11,0,0,2,17,3,0,144,7.6,1581,21:22,7.0
855,Blake Sloan,24,RW,DAL,67,4,13,17,11,50,4,0,0,1,11,1,1,78,5.1,904,13:30,1.3
856,Richard Smehlik,30,D,BUF,64,2,9,11,13,50,2,0,0,0,9,0,0,67,3.0,1349,21:04,3.8
857,Brandon Smith,26,D,BOS,22,2,4,6,-4,10,2,0,0,0,3,1,0,24,8.3,429,19:29,1.1
858,D.J. Smith,22,D,TOR,3,0,0,0,-1,5,0,0,0,0,0,0,0,2,0.0,38,12:37,-0.1
859,Dan Smith,23,D,COL,3,0,0,0,2,0,0,0,0,0,0,0,0,0,,33,11:03,0.2
860,Jason Smith,26,D,EDM,80,3,11,14,16,60,3,0,0,1,10,0,1,96,3.1,1700,21:15,4.8
861,Steve Smith,36,D,CGY,20,0,4,4,-13,42,0,0,0,0,4,0,0,10,0.0,422,21:07,-0.2
862,Wyatt Smith,22,C,PHX,2,0,0,0,-2,0,0,0,0,0,0,0,0,0,,23,11:39,-0.1
863,Bryan Smolinski,28,C,LAK,79,20,36,56,2,48,18,2,0,0,23,12,1,160,12.5,1468,18:35,5.1
864,Ryan Smyth,23,LW,EDM,82,28,26,54,-2,58,17,11,0,4,21,4,1,238,11.8,1574,19:12,5.7
865,Martin Sonnenberg,22,LW,PIT,14,1,2,3,0,0,0,1,0,0,2,0,0,19,5.3,104,7:26,0.2
866,Brent Sopel,23,D,VAN,18,2,4,6,9,12,2,0,0,1,4,0,0,11,18.2,189,10:31,1.7
867,Lee Sorochan,24,D,CGY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,3:40,0.0
868,Sheldon Souray,23,D,TOT,71,3,8,11,1,114,3,0,0,0,6,2,0,113,2.7,1261,17:45,3.0
869,Sheldon Souray,23,D,NJD,52,0,8,8,-6,70,0,0,0,0,6,2,0,74,0.0,894,17:12,1.2
870,Sheldon Souray,23,D,MTL,19,3,0,3,7,44,3,0,0,0,0,0,0,39,7.7,367,19:18,1.8
871,Jaroslav Spacek,25,D,FLA,82,10,26,36,7,53,6,4,0,1,14,12,0,111,9.0,1858,22:40,7.0
872,Martin St. Louis,24,C,CGY,56,3,15,18,-5,22,3,0,0,1,14,0,1,73,4.1,823,14:41,0.5
873,Steve Staios,26,RW,ATL,27,2,3,5,-5,66,2,0,0,0,3,0,0,38,5.3,351,13:01,0.0
874,Mike Stapleton,33,C,ATL,62,10,12,22,-29,30,6,4,0,1,7,5,0,146,6.8,1073,17:18,0.6
875,Patrik Stefan,19,C,ATL,72,5,20,25,-20,30,4,1,0,0,18,2,0,117,4.3,1067,14:49,0.8
876,Ron Stern,33,RW,SJS,67,4,5,9,-9,151,4,0,0,0,5,0,0,63,6.3,611,9:07,0.0
877,Kevin Stevens,34,LW,NYR,38,3,5,8,-7,43,2,1,0,0,5,0,0,44,6.8,475,12:29,0.1
878,Scott Stevens,35,D,NJD,78,8,21,29,30,103,7,0,1,1,18,1,2,133,6.0,1824,23:23,7.9
879,Jeremy Stevenson,25,LW,MDA,3,0,0,0,-1,7,0,0,0,0,0,0,0,2,0.0,21,6:50,-0.1
880,Turner Stevenson,27,RW,MTL,64,8,13,21,-1,61,8,0,0,2,12,1,0,94,8.5,843,13:10,1.9
881,Cam Stewart,28,LW,FLA,65,9,7,16,-2,30,9,0,0,3,6,1,0,52,17.3,589,9:04,1.5
882,Cory Stillman,26,C,CGY,37,12,9,21,-9,12,6,6,0,3,6,3,0,59,20.3,657,17:45,1.9
883,P.J. Stock,24,C,NYR,11,0,1,1,1,11,0,0,0,0,1,0,0,2,0.0,68,6:13,0.0
884,Martin Straka,27,C,PIT,71,20,39,59,24,26,16,3,1,2,27,12,0,146,13.7,1701,23:58,5.7
885,Jason Strudwick,24,D,VAN,63,1,3,4,-13,64,1,0,0,0,3,0,0,18,5.6,958,15:12,0.2
886,Brad Stuart,20,D,SJS,82,10,26,36,3,32,4,5,1,3,15,9,2,133,7.5,1673,20:24,6.7
887,Jozef Stumpel,27,C,LAK,57,17,41,58,23,10,14,3,0,7,27,14,0,126,13.5,1098,19:16,6.5
888,Marco Sturm,21,LW,SJS,74,12,15,27,4,22,6,2,4,3,14,0,1,120,10.0,1044,14:07,2.5
889,Radoslav Suchy,23,D,PHX,60,0,6,6,2,16,0,0,0,0,5,1,0,36,0.0,909,15:09,1.6
890,Mike Sullivan,31,C,PHX,79,5,10,15,-4,10,3,0,2,1,10,0,0,59,8.5,916,11:36,0.3
891,Steve Sullivan,25,C,TOT,80,22,43,65,19,56,19,2,1,6,30,13,0,180,12.2,1403,17:32,7.2
892,Steve Sullivan,25,C,CHI,73,22,42,64,20,52,19,2,1,6,29,13,0,169,13.0,1320,18:05,7.3
893,Steve Sullivan,25,C,TOR,7,0,1,1,-1,4,0,0,0,0,1,0,0,11,0.0,83,11:52,-0.1
894,Mats Sundin,28,C,TOR,73,32,41,73,16,46,20,10,2,7,31,9,1,184,17.4,1473,20:11,8.9
895,Niklas Sundstrom,24,LW,SJS,79,12,25,37,9,22,9,2,1,2,19,6,0,90,13.3,1198,15:10,3.4
896,Gary Suter,35,D,SJS,76,6,28,34,7,52,3,2,1,0,5,20,3,175,3.4,1785,23:30,6.5
897,Ron Sutter,36,C,SJS,78,5,6,11,-3,34,4,0,1,1,6,0,0,68,7.4,746,9:34,0.3
898,Andy Sutton,24,D,SJS,40,1,1,2,-5,80,1,0,0,0,1,0,0,29,3.4,518,12:57,0.5
899,Ken Sutton,30,D,NJD,6,0,2,2,2,2,0,0,0,0,1,1,0,10,0.0,104,17:21,0.5
900,Per Svartvadet,24,LW,ATL,38,3,4,7,-8,6,3,0,0,0,4,0,0,36,8.3,509,13:24,0.0
901,Robert Svehla,31,D,FLA,82,9,40,49,23,64,6,3,0,1,22,18,0,143,6.3,2013,24:33,9.6
902,Jaroslav Svejkovsky,23,LW,TOT,52,6,7,13,-14,30,5,1,0,0,5,2,0,60,10.0,565,10:52,0.4
903,Jaroslav Svejkovsky,23,LW,TBL,29,5,5,10,-7,28,5,0,0,0,5,0,0,42,11.9,359,12:22,0.7
904,Jaroslav Svejkovsky,23,LW,WSH,23,1,2,3,-7,2,0,1,0,0,0,2,0,18,5.6,207,9:00,-0.2
905,Petr Svoboda,33,D,TBL,70,2,23,25,-11,170,0,2,0,0,10,9,4,93,2.2,1610,23:00,3.4
906,Don Sweeney,33,D,BOS,81,1,13,14,-14,48,1,0,0,0,12,1,0,82,1.2,1712,21:08,2.6
907,Darryl Sydor,27,D,DAL,74,8,26,34,6,32,3,5,0,1,14,11,1,132,6.1,1713,23:09,7.6
908,Petr Sykora,23,C,NJD,79,25,43,68,24,26,19,5,1,4,30,13,0,222,11.3,1351,17:06,8.1
909,Dean Sylvester,27,RW,ATL,52,16,10,26,-14,24,15,1,0,2,8,2,0,98,16.3,714,13:44,2.8
910,Chris Tamer,29,D,ATL,69,2,8,10,-32,91,2,0,0,0,6,1,1,61,3.3,1275,18:29,0.4
911,David Tanabe,19,D,CAR,31,4,0,4,-4,14,1,3,0,0,0,0,0,28,14.3,400,12:53,1.1
912,Alex Tanguay,20,C,COL,76,17,34,51,6,22,12,5,0,3,29,5,0,74,23.0,1188,15:38,5.3
913,Chris Taylor,27,C,BUF,11,1,1,2,-2,2,1,0,0,0,1,0,0,15,6.7,120,10:54,0.0
914,Tim Taylor,30,C,NYR,76,9,11,20,-4,72,9,0,0,2,8,1,2,79,11.4,1075,14:09,1.1
915,Alexei Tezikov,21,D,WSH,23,1,1,2,-2,2,0,1,0,1,0,1,0,18,5.6,242,10:30,0.4
916,Chris Therien,28,D,PHI,80,4,9,13,11,66,3,1,0,1,9,0,0,126,3.2,1617,20:12,5.0
917,Steve Thomas,36,RW,TOR,81,26,37,63,1,68,17,9,0,9,22,15,0,151,17.2,1321,16:19,6.9
918,Joe Thornton,20,C,BOS,81,23,37,60,-5,82,18,5,0,3,29,8,0,171,13.5,1725,21:18,5.7
919,Scott Thornton,29,C,TOT,65,8,6,14,-12,108,7,1,0,1,6,0,0,83,9.6,835,12:50,0.7
920,Scott Thornton,29,C,MTL,35,2,3,5,-7,70,2,0,0,1,3,0,0,36,5.6,443,12:40,-0.1
921,Scott Thornton,29,C,DAL,30,6,3,9,-5,38,5,1,0,0,3,0,0,47,12.8,391,13:03,0.8
922,Mattias Timander,25,D,BOS,60,0,8,8,-11,22,0,0,0,0,7,1,0,39,0.0,749,12:29,0.9
923,Kimmo Timonen,24,D,NSH,51,8,25,33,-5,26,5,2,1,2,11,14,0,97,8.2,1076,21:06,5.2
924,German Titov,34,LW,TOT,70,17,29,46,-1,38,11,4,2,3,21,7,1,122,13.9,1376,19:39,3.8
925,German Titov,34,LW,PIT,63,17,25,42,-3,34,11,4,2,3,17,7,1,111,15.3,1281,20:20,3.5
926,German Titov,34,LW,EDM,7,0,4,4,2,4,0,0,0,0,4,0,0,11,0.0,95,13:33,0.3
927,Keith Tkachuk,27,LW,PHX,50,22,21,43,7,82,16,5,1,1,15,3,3,183,12.0,967,19:21,5.2
928,Rick Tocchet,35,RW,TOT,80,15,20,35,-1,90,11,4,0,1,18,2,0,130,11.5,1255,15:41,3.0
929,Rick Tocchet,35,RW,PHX,64,12,17,29,-5,67,10,2,0,1,15,2,0,107,11.2,1018,15:54,2.2
930,Rick Tocchet,35,RW,PHI,16,3,3,6,4,23,1,2,0,0,3,0,0,23,13.0,237,14:47,0.8
931,Jeff Toms,25,LW,WSH,20,1,2,3,-1,4,1,0,0,1,2,0,0,18,5.6,169,8:26,0.1
932,Pavel Torgaev,34,LW,TOT,14,0,4,4,1,6,0,0,0,0,3,1,0,18,0.0,173,12:21,0.2
933,Pavel Torgaev,34,LW,CGY,9,0,2,2,0,4,0,0,0,0,1,1,0,12,0.0,134,14:51,0.0
934,Pavel Torgaev,34,LW,TBL,5,0,2,2,1,2,0,0,0,0,2,0,0,6,0.0,39,7:50,0.2
935,Patrick Traverse,25,D,OTT,66,6,17,23,17,21,5,1,0,0,12,5,0,73,8.2,1235,18:43,5.7
936,Dan Trebil,25,D,PIT,3,1,0,1,2,0,1,0,0,0,0,0,0,2,50.0,38,12:33,0.4
937,Yannick Tremblay,24,D,ATL,75,10,21,31,-42,22,5,4,1,2,9,12,0,139,7.2,1459,19:27,2.9
938,Pascal Trepanier,26,D,MDA,37,0,4,4,2,54,0,0,0,0,2,2,0,33,0.0,418,11:18,1.0
939,Pavel Trnka,23,D,MDA,57,2,15,17,12,34,2,0,0,0,14,0,1,54,3.7,1103,19:21,4.1
940,Jean-Guy Trudel,24,RW,PHX,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,5,4:33,0.0
941,Vladimir Tsyplakov,30,LW,TOT,63,12,20,32,23,14,11,1,0,2,18,2,0,76,15.8,774,12:17,4.1
942,Vladimir Tsyplakov,30,LW,BUF,34,6,13,19,17,10,6,0,0,1,11,2,0,46,13.0,465,13:41,2.5
943,Vladimir Tsyplakov,30,LW,LAK,29,6,7,13,6,4,5,1,0,1,7,0,0,30,20.0,309,10:39,1.6
944,Darcy Tucker,24,LW,TOT,77,21,30,51,-12,163,18,1,2,5,21,8,1,138,15.2,1449,18:49,4.4
945,Darcy Tucker,24,LW,TBL,50,14,20,34,-15,108,13,1,0,2,14,6,0,98,14.3,998,19:58,2.6
946,Darcy Tucker,24,LW,TOR,27,7,10,17,3,55,5,0,2,3,7,2,1,40,17.5,451,16:41,1.8
947,Marko Tuomainen,27,RW,LAK,63,9,8,17,-12,80,6,2,1,1,7,1,0,74,12.2,725,11:30,0.8
948,Darren Turcotte,31,C,NSH,9,0,1,1,0,4,0,0,0,0,1,0,0,13,0.0,83,9:13,0.0
949,Pierre Turgeon,30,C,STL,52,26,40,66,30,8,18,8,0,3,23,16,1,139,18.7,999,19:13,9.0
950,Oleg Tverdovsky,23,D,MDA,82,15,36,51,5,30,10,5,0,5,21,14,1,153,9.8,1867,22:46,9.2
951,Igor Ulanov,30,D,TOT,57,1,8,9,-14,86,1,0,0,0,6,2,0,39,2.6,941,16:31,1.4
952,Igor Ulanov,30,D,MTL,43,1,5,6,-11,76,1,0,0,0,5,0,0,33,3.0,712,16:33,1.1
953,Igor Ulanov,30,D,EDM,14,0,3,3,-3,10,0,0,0,0,1,2,0,6,0.0,229,16:23,0.3
954,Lubomir Vaic,22,C,VAN,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,30,7:28,-0.1
955,Rob Valicevic,29,C,NSH,80,14,11,25,-11,21,11,2,1,3,8,1,2,113,12.4,1161,14:31,1.9
956,Garry Valk,32,RW,TOR,73,10,14,24,-2,44,9,0,1,1,11,1,2,91,11.0,938,12:51,1.7
957,Shaun Van Allen,32,C,OTT,75,9,19,28,20,37,7,0,2,4,18,0,1,75,12.0,886,11:49,3.2
958,David Van Drunen,24,D,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4:38,0.0
959,Darren Van Impe,26,D,BOS,79,5,23,28,-19,73,1,4,0,0,8,15,0,97,5.2,1541,19:31,3.9
960,Ryan VandenBussche,26,RW,CHI,52,0,1,1,-3,143,0,0,0,0,0,1,0,19,0.0,292,5:37,-0.6
961,Vaclav Varada,23,RW,BUF,76,10,27,37,12,62,10,0,0,0,24,3,0,140,7.1,1137,14:58,3.5
962,Sergei Varlamov,21,RW,CGY,7,3,0,3,0,0,3,0,0,1,0,0,0,11,27.3,73,10:22,0.5
963,Alexei Vasiliev,22,D,NYR,1,0,0,0,-1,2,0,0,0,0,0,0,0,0,,16,15:57,-0.1
964,Herbert Vasiljevs,23,C,ATL,7,1,0,1,-3,4,1,0,0,0,0,0,0,2,50.0,65,9:18,0.0
965,Pat Verbeek,35,RW,DET,68,22,26,48,22,95,15,7,0,5,20,6,0,138,15.9,1092,16:04,6.0
966,Terry Virtue,29,D,NYR,1,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,13,12:32,-0.1
967,Vitaly Vishnevski,19,D,MDA,31,1,1,2,-2,26,0,1,0,0,1,0,0,17,5.9,516,16:38,0.7
968,Alexandre Volchkov,22,RW,WSH,3,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,30,10:07,-0.1
969,Jan Vopat,26,D,NSH,6,0,0,0,1,6,0,0,0,0,0,0,0,3,0.0,108,17:55,0.2
970,Vladimir Vujtek,27,LW,ATL,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,33,10:52,0.0
971,Sergei Vyshedkevich,25,D,ATL,7,1,3,4,-3,2,0,1,0,0,2,1,0,5,20.0,163,23:18,0.5
972,Scott Walker,26,RW,NSH,69,7,21,28,-16,90,6,0,1,0,20,1,0,98,7.1,1092,15:49,1.4
973,Jesse Wallin,21,D,DET,1,0,0,0,-2,0,0,0,0,0,0,0,0,0,,19,19:22,-0.1
974,Aaron Ward,27,D,DET,36,1,3,4,-4,24,1,0,0,0,3,0,0,25,4.0,453,12:36,0.6
975,Dixon Ward,31,LW,BUF,71,11,9,20,1,41,8,1,2,2,8,1,0,101,10.9,992,13:58,1.6
976,Ed Ward,30,RW,TOT,52,6,1,7,-7,59,4,0,2,0,1,0,0,56,10.7,559,10:45,0.2
977,Ed Ward,30,RW,ATL,44,5,1,6,-5,44,3,0,2,0,1,0,0,51,9.8,503,11:26,0.2
978,Ed Ward,30,RW,MDA,8,1,0,1,-2,15,1,0,0,0,0,0,0,5,20.0,55,6:56,0.0
979,Jason Ward,21,RW,MTL,32,2,1,3,-1,10,1,1,0,0,1,0,0,24,8.3,294,9:10,0.1
980,Rhett Warrener,24,D,BUF,61,0,3,3,18,89,0,0,0,0,3,0,0,68,0.0,1211,19:51,3.0
981,Todd Warriner,26,C,TOT,73,14,14,28,-8,36,10,3,1,0,11,3,0,133,10.5,1132,15:30,2.0
982,Todd Warriner,26,C,TBL,55,11,13,24,-14,34,7,3,1,0,10,3,0,100,11.0,906,16:28,1.5
983,Todd Warriner,26,C,TOR,18,3,1,4,6,2,3,0,0,0,1,0,0,33,9.1,226,12:33,0.5
984,Steve Washburn,24,C,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,14:26,0.0
985,Mike Watt,23,LW,NYI,45,5,6,11,-8,17,4,0,1,0,6,0,0,49,10.2,541,12:02,0.4
986,Steve Webb,24,RW,NYI,65,1,3,4,-4,103,1,0,0,0,3,0,0,27,3.7,455,7:00,-0.4
987,Doug Weight,29,C,EDM,77,21,51,72,6,54,17,3,1,4,29,22,0,167,12.6,1585,20:35,7.2
988,Eric Weinrich,33,D,MTL,77,4,25,29,4,39,2,2,0,0,8,16,1,120,3.3,1952,25:21,7.1
989,Chris Wells,24,C,FLA,13,0,0,0,-5,14,0,0,0,0,0,0,0,5,0.0,109,8:23,-0.4
990,Brad Werenka,30,D,TOT,73,4,9,13,13,90,4,0,0,1,9,0,0,62,6.5,1396,19:07,3.8
991,Brad Werenka,30,D,PIT,61,3,8,11,15,69,3,0,0,1,8,0,0,42,7.1,1100,18:02,3.4
992,Brad Werenka,30,D,CGY,12,1,1,2,-2,21,1,0,0,0,1,0,0,20,5.0,295,24:37,0.4
993,Glen Wesley,31,D,CAR,78,7,15,22,-4,38,6,1,0,0,11,4,0,99,7.1,1680,21:32,5.2
994,Tommy Westlund,25,RW,CAR,81,4,8,12,-10,19,3,0,1,0,8,0,0,67,6.0,841,10:23,0.1
995,Colin White,22,D,NJD,21,2,1,3,3,40,2,0,0,1,1,0,0,29,6.9,310,14:45,1.0
996,Peter White,30,LW,PHI,21,1,5,6,1,6,1,0,0,0,5,0,0,24,4.2,274,13:04,0.4
997,Todd White,24,C,TOT,4,1,0,1,-1,0,1,0,0,0,0,0,0,4,25.0,44,11:07,0.1
998,Todd White,24,C,PHI,3,1,0,1,-1,0,1,0,0,0,0,0,0,4,25.0,31,10:29,0.1
999,Todd White,24,C,CHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,13:02,0.0
1000,Ray Whitney,27,LW,FLA,81,29,42,71,16,35,24,5,0,3,25,17,0,198,14.6,1514,18:41,8.3
1001,Jason Wiemer,23,LW,CGY,64,11,11,22,-10,120,9,2,0,3,9,2,0,104,10.6,940,14:41,1.4
1002,Shane Willis,22,RW,CAR,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,12,5:50,-0.1
1003,Brian Willsie,21,RW,COL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,8:16,0.0
1004,Clarke Wilm,23,C,CGY,78,10,12,22,-6,67,6,1,3,0,10,2,0,81,12.3,986,12:38,1.4
1005,Landon Wilson,24,RW,BOS,40,1,3,4,-6,18,1,0,0,0,3,0,0,67,1.5,406,10:09,-0.4
1006,Mike Wilson,24,D,FLA,60,4,16,20,10,35,4,0,0,2,10,6,0,65,6.2,1087,18:07,4.3
1007,Johan Witehall,28,LW,NYR,9,1,1,2,0,2,1,0,0,0,1,0,0,6,16.7,76,8:26,0.2
1008,Brendan Witt,24,D,WSH,77,1,7,8,5,114,1,0,0,0,6,1,0,64,1.6,1612,20:56,2.9
1009,Jason Woolley,30,D,BUF,74,8,25,33,14,52,6,2,0,2,9,16,0,113,7.1,1321,17:51,6.8
1010,Peter Worrell,22,LW,FLA,48,3,6,9,-7,169,1,2,0,1,4,2,0,45,6.7,404,8:25,0.3
1011,Jamie Wright,23,LW,DAL,23,1,4,5,4,16,1,0,0,0,4,0,0,15,6.7,226,9:50,0.5
1012,Tyler Wright,26,C,PIT,50,12,10,22,4,45,12,0,0,1,10,0,0,68,17.6,670,13:24,2.3
1013,Vitali Yachmenev,25,RW,NSH,68,16,16,32,5,12,14,1,1,3,16,0,0,120,13.3,1049,15:26,3.6
1014,Terry Yake,31,RW,TOT,61,10,14,24,4,34,7,3,0,3,12,2,0,55,18.2,801,13:08,2.3
1015,Terry Yake,31,RW,WSH,35,6,5,11,2,12,5,1,0,1,5,0,0,29,20.7,441,12:36,1.1
1016,Terry Yake,31,RW,STL,26,4,9,13,2,22,2,2,0,2,7,2,0,26,15.4,360,13:51,1.3
1017,Dmitri Yakushin,22,D,TOR,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,20,10:03,0.0
1018,Stephane Yelle,25,C,COL,79,8,14,22,9,28,7,0,1,1,13,1,0,90,8.9,1253,15:51,1.4
1019,Juha Ylonen,27,C,PHX,76,6,23,29,-6,12,5,0,1,1,21,1,1,82,7.3,1270,16:43,1.1
1020,Harry York,25,C,VAN,54,4,13,17,-4,20,2,1,1,0,11,0,2,50,8.0,679,12:35,0.8
1021,Jason York,29,D,OTT,79,8,22,30,-3,60,7,1,0,1,14,7,1,159,5.0,1843,23:20,5.8
1022,Mike York,22,C,NYR,82,26,24,50,-17,18,18,8,0,4,20,4,0,177,14.7,1299,15:51,5.0
1023,B.J. Young,22,RW,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1:04,0.0
1024,Scott Young,32,RW,STL,75,24,15,39,12,18,17,6,1,7,7,8,0,244,9.8,1208,16:06,5.0
1025,Dmitry Yushkevich,28,D,TOR,77,3,24,27,2,55,0,2,1,1,20,3,1,103,2.9,1794,23:18,4.5
1026,Steve Yzerman,34,C,DET,78,35,44,79,28,34,18,15,2,6,28,14,2,234,15.0,1647,21:07,9.8
1027,Zarley Zalapski,31,D,PHI,12,0,2,2,0,6,0,0,0,0,2,0,0,6,0.0,170,14:12,0.5
1028,Rob Zamuner,30,LW,OTT,57,9,12,21,-6,32,8,0,1,0,11,1,0,103,8.7,851,14:56,1.5
1029,Richard Zednik,24,LW,WSH,69,19,16,35,6,54,18,1,0,2,15,1,0,179,10.6,1074,15:34,4.0
1030,Jeff Zehr,21,LW,BOS,4,0,0,0,-1,2,0,0,0,0,0,0,0,3,0.0,30,7:25,-0.1
1031,Valeri Zelepukin,31,LW,PHI,77,11,21,32,-3,55,9,2,0,3,12,9,0,125,8.8,1126,14:37,2.8
1032,Rob Zettler,31,D,WSH,12,0,2,2,-1,19,0,0,0,0,2,0,0,15,0.0,184,15:22,0.3
1033,Alex Zhamnov,29,C,CHI,71,23,37,60,7,61,18,5,0,7,24,9,4,175,13.1,1572,22:08,6.0
1034,Alexei Zhitnik,27,D,BUF,74,2,11,13,-6,95,1,1,0,0,4,5,2,139,1.4,1835,24:48,3.0
1035,Sergei Zholtok,27,C,MTL,68,26,12,38,2,28,17,9,0,7,9,3,0,163,16.0,1175,17:17,5.2
1036,Doug Zmolek,29,D,CHI,43,2,7,9,6,60,2,0,0,0,4,2,1,24,8.3,656,15:15,2.0
1037,Sergei Zubov,29,D,DAL,77,9,33,42,-2,18,5,3,1,3,12,19,2,179,5.0,2220,28:50,8.8
1038,Dainius Zubrus,21,RW,MTL,73,14,28,42,-1,54,11,3,0,1,22,6,0,139,10.1,1286,17:37,4.1
1039,Andrei Zyuzin,22,D,TBL,34,2,9,11,-11,33,2,0,0,0,6,3,0,47,4.3,696,20:28,1.1
