,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
188,Michael Del Zotto,26,D,PHI,51,6,12,18,-5,28,3.5,6,0,0,0,10,1,1,92,6.5,995,19:30,85,173,0,1,0.0
189,Dylan DeMelo,23,D,SJS,25,1,7,8,2,14,1.6,1,0,0,0,7,0,0,32,3.1,397,15:54,32,36,0,0,
190,Jason Demers,28,D,FLA,81,9,19,28,-14,53,4.9,9,0,0,2,12,5,2,98,9.2,1588,19:37,90,106,0,1,0.0
191,David Desharnais,30,C,TOT,49,6,8,14,4,12,1.4,6,0,0,1,6,2,0,46,13.0,610,12:28,15,5,170,162,51.2
192,David Desharnais,30,C,MTL,31,4,6,10,5,6,1.1,4,0,0,1,4,2,0,30,13.3,406,13:06,6,2,76,83,47.8
193,David Desharnais,30,C,EDM,18,2,2,4,-1,6,0.3,2,0,0,0,2,0,0,16,12.5,204,11:21,9,3,94,79,54.3
194,Andrew Desjardins,30,LW,CHI,46,0,1,1,-6,22,-1.0,0,0,0,0,1,0,0,46,0.0,432,9:24,17,73,39,30,56.5
195,Nicolas Deslauriers,25,LW,BUF,42,0,2,2,-6,38,-0.5,0,0,0,0,2,0,0,26,0.0,311,7:25,5,109,0,3,0.0
196,Simon Despres,25,D,ANA,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,16:08,1,1,0,0,
197,Phillip Di Giuseppe,23,LW,CAR,36,1,6,7,-12,15,-0.3,1,0,0,1,5,1,0,68,1.5,443,12:18,10,91,0,2,0.0
198,Jason Dickinson,21,C,DAL,10,2,0,2,-3,0,0.1,2,0,0,0,0,0,0,9,22.2,118,11:47,4,8,4,9,30.8
199,Christopher Didomenico,27,RW,OTT,3,0,0,0,0,6,-0.1,0,0,0,0,0,0,0,5,0.0,33,11:01,2,2,2,1,66.7
200,Brenden Dillon,26,D,SJS,81,2,8,10,-2,60,2.6,2,0,0,0,8,0,0,86,2.3,1334,16:28,81,173,0,0,
201,Shane Doan,40,RW,ARI,74,6,21,27,-3,48,1.7,3,3,0,0,19,2,0,144,4.2,1114,15:03,22,101,94,105,47.2
202,Max Domi,21,LW,ARI,59,9,29,38,-9,40,3.2,8,1,0,1,22,7,0,108,8.3,1002,16:59,21,28,5,5,50.0
203,Joonas Donskoi,24,RW,SJS,61,6,11,17,-5,10,1.0,5,1,0,0,8,3,0,95,6.3,842,13:49,27,27,8,8,50.0
204,Derek Dorsett,30,RW,VAN,14,1,3,4,-6,33,0.1,1,0,0,0,3,0,0,24,4.2,139,9:56,6,35,1,0,100.0
205,Jake Dotchin,22,D,TBL,35,0,11,11,10,35,2.7,0,0,0,0,11,0,0,50,0.0,645,18:26,19,85,0,0,
206,Drew Doughty,27,D,LAK,82,12,32,44,8,46,10.5,7,5,0,1,17,14,1,181,6.6,2226,27:09,109,129,1,0,100.0
207,Nic Dowd,26,C,LAK,70,6,16,22,-15,25,1.3,5,1,0,2,9,7,0,78,7.7,872,12:27,35,145,338,369,47.8
208,Justin Dowling,26,C,DAL,9,0,2,2,0,2,0.0,0,0,0,0,1,1,0,11,0.0,94,10:28,0,1,38,31,55.1
209,Leon Draisaitl,21,C,EDM,82,29,48,77,7,20,9.6,19,10,0,5,31,17,0,172,16.9,1548,18:53,36,41,476,496,49.0
210,Jonathan Drouin,21,LW,TBL,73,21,32,53,-13,16,5.5,12,9,0,6,15,17,0,183,11.5,1293,17:42,16,50,96,124,43.6
211,Brandon Dubinsky,30,C,CBJ,80,12,29,41,16,91,4.1,10,1,1,5,26,3,0,115,10.4,1432,17:54,60,248,770,718,51.7
212,Matt Duchene,26,C,COL,77,18,23,41,-34,12,3.1,14,3,1,3,17,6,0,160,11.3,1409,18:18,41,42,687,411,62.6
213,Anthony Duclair,21,LW,ARI,58,5,10,15,-7,14,0.7,5,0,0,1,8,2,0,76,6.6,771,13:18,17,22,4,4,50.0
214,Mathew Dumba,22,D,MIN,76,11,23,34,15,59,6.9,5,6,0,1,16,6,1,131,8.4,1545,20:20,71,96,0,0,
215,Gabriel Dumont,26,C,TBL,39,2,2,4,1,29,0.1,2,0,0,0,2,0,0,34,5.9,377,9:40,19,83,133,109,55.0
216,Brian Dumoulin,25,D,PIT,70,1,14,15,0,14,1.7,1,0,0,0,10,4,0,78,1.3,1438,20:33,99,113,0,0,
217,Christian Dvorak,20,LW,ARI,78,15,18,33,7,22,3.6,13,2,0,1,15,3,0,88,17.0,1218,15:37,56,72,471,535,46.8
218,Ryan Dzingel,24,LW,OTT,81,14,18,32,7,30,3.5,12,1,1,1,16,2,0,123,11.4,1165,14:23,21,71,9,21,30.0
219,Cody Eakin,25,C,DAL,60,3,9,12,-7,49,-0.5,3,0,0,1,7,2,0,82,3.7,1009,16:49,39,65,524,477,52.3
220,Patrick Eaves,32,RW,TOT,79,32,19,51,-2,24,6.9,19,13,0,2,14,5,0,209,15.3,1296,16:25,43,89,2,2,50.0
221,Patrick Eaves,32,RW,DAL,59,21,16,37,-10,16,4.2,10,11,0,1,11,5,0,154,13.6,982,16:39,32,60,2,2,50.0
222,Patrick Eaves,32,RW,ANA,20,11,3,14,8,8,2.6,9,2,0,1,3,0,0,55,20.0,314,15:42,11,29,0,0,
223,Jordan Eberle,26,RW,EDM,82,20,31,51,3,16,5.7,16,4,0,0,21,10,0,208,9.6,1375,16:46,37,26,10,10,50.0
224,Alexander Edler,30,D,VAN,68,6,15,21,-20,36,3.6,4,2,0,0,13,2,0,138,4.3,1653,24:19,138,106,2,1,66.7
225,Joel Edmundson,23,D,STL,69,3,12,15,11,60,4.2,3,0,0,1,12,0,0,81,3.7,1226,17:46,95,122,0,0,
226,Nikolaj Ehlers,20,LW,WPG,82,25,39,64,1,38,7.2,20,5,0,4,32,7,0,204,12.3,1434,17:29,28,43,0,4,0.0
227,Jack Eichel,20,C,BUF,61,24,33,57,-13,22,6.6,14,10,0,4,19,14,0,249,9.6,1215,19:55,35,26,310,486,38.9
228,Aaron Ekblad,20,D,FLA,68,10,11,21,-23,58,3.4,5,4,1,2,7,4,0,225,4.4,1459,21:28,62,88,0,0,
229,Mattias Ekholm,26,D,NSH,82,3,20,23,4,34,4.6,3,0,0,1,16,3,1,120,2.5,1924,23:28,108,61,0,0,
230,Oliver Ekman-Larsson,25,D,ARI,79,12,27,39,-25,48,5.6,4,8,0,1,16,11,0,145,8.3,1945,24:37,85,112,0,0,
231,Remi Elie,21,LW,DAL,18,1,6,7,5,8,0.6,1,0,0,0,6,0,0,15,6.7,281,15:38,11,30,1,0,100.0
232,Lars Eller,27,C,WSH,81,12,13,25,15,36,2.6,11,0,1,2,12,1,0,115,10.4,1126,13:54,30,71,416,467,47.1
233,Ryan Ellis,26,D,NSH,71,16,22,38,17,29,8.7,11,4,1,3,13,7,2,140,11.4,1701,23:57,137,64,0,0,
234,Alexei Emelin,30,D,MTL,76,2,8,10,1,71,3.0,2,0,0,0,8,0,0,82,2.4,1620,21:19,127,241,0,0,
235,Deryk Engelland,34,D,CGY,81,4,12,16,2,85,3.9,4,0,0,2,12,0,0,107,3.7,1485,18:20,134,135,1,0,100.0
236,Andreas Englund,21,D,OTT,5,0,0,0,-3,2,-0.2,0,0,0,0,0,0,0,3,0.0,53,10:38,0,18,0,0,
237,Tyler Ennis,27,LW,BUF,51,5,8,13,-10,12,0.6,5,0,0,1,5,3,0,89,5.6,655,12:50,23,45,3,13,18.8
238,Toby Enstrom,32,D,WPG,60,1,13,14,-7,42,1.3,0,0,1,0,7,6,0,46,2.2,1314,21:54,94,24,0,0,
239,Jonathan Ericsson,32,D,DET,51,1,8,9,-2,63,2.1,1,0,0,0,8,0,0,43,2.3,980,19:13,36,86,0,0,
240,Loui Eriksson,31,LW,VAN,65,11,13,24,-9,8,1.8,6,5,0,1,10,2,1,132,8.3,1214,18:41,26,11,0,1,0.0
241,Joel Eriksson Ek,20,LW,MIN,15,3,4,7,1,4,0.8,3,0,0,1,4,0,0,15,20.0,159,10:37,8,23,45,64,41.3
242,Adam Erne,21,LW,TBL,26,3,0,3,-9,11,-0.2,3,0,0,0,0,0,0,40,7.5,307,11:48,13,71,0,2,0.0
243,Emerson Etem,24,LW,ANA,3,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,,26,8:48,0,4,0,1,0.0
244,Robby Fabbri,21,C,STL,51,11,18,29,-16,27,2.5,7,4,0,0,13,5,0,91,12.1,796,15:37,14,64,13,11,54.2
245,Radek Faksa,23,C,DAL,80,12,21,33,-6,67,2.4,12,0,0,0,19,2,0,132,9.1,1294,16:10,62,101,590,632,48.3
246,Justin Falk,28,D,BUF,52,0,8,8,-3,29,1.5,0,0,0,0,8,0,0,33,0.0,712,13:42,40,101,1,0,100.0
247,Bobby Farnham,28,RW,MTL,3,0,0,0,0,17,0.0,0,0,0,0,0,0,0,4,0.0,25,8:16,2,8,1,0,100.0
248,Hudson Fasching,21,RW,BUF,10,0,1,1,-1,2,-0.1,0,0,0,0,1,0,0,6,0.0,104,10:25,2,17,0,0,
249,Jesper Fast,25,RW,NYR,68,6,15,21,6,16,1.5,6,0,0,1,15,0,0,56,10.7,938,13:48,44,99,17,27,38.6
250,Justin Faulk,24,D,CAR,75,17,20,37,-18,32,6.6,13,4,0,2,11,9,0,225,7.6,1736,23:08,84,117,0,0,
251,Mark Fayne,29,D,EDM,4,0,2,2,1,0,0.3,0,0,0,0,2,0,0,4,0.0,32,7:55,2,1,0,0,
252,Taylor Fedun,28,D,BUF,27,0,7,7,3,16,1.5,0,0,0,0,4,3,0,24,0.0,361,13:22,20,7,0,0,
253,Eric Fehr,31,C,TOT,53,6,5,11,2,14,0.7,6,0,0,3,5,0,0,62,9.7,579,10:56,35,82,79,76,51.0
254,Eric Fehr,31,C,PIT,52,6,5,11,3,14,0.8,6,0,0,3,5,0,0,61,9.8,568,10:56,34,78,75,76,49.7
255,Eric Fehr,31,C,TOR,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,11,10:44,1,4,4,0,100.0
256,Micheal Ferland,24,LW,CGY,76,15,10,25,-1,50,2.9,13,2,0,1,8,2,0,106,14.2,879,11:34,26,149,3,4,42.9
257,Kevin Fiala,20,LW,NSH,54,11,5,16,1,18,1.8,11,0,0,1,5,0,0,114,9.6,730,13:31,14,44,0,0,
258,Vernon Fiddler,36,LW,TOT,59,2,2,4,-15,66,-1.0,1,0,1,0,2,0,0,48,4.2,687,11:39,33,57,370,316,53.9
259,Vernon Fiddler,36,LW,NJD,39,1,2,3,-11,29,-0.7,0,0,1,0,2,0,0,37,2.7,477,12:14,19,42,247,223,52.6
260,Vernon Fiddler,36,LW,NSH,20,1,0,1,-4,37,-0.3,1,0,0,0,0,0,0,11,9.1,210,10:31,14,15,123,93,56.9
261,Valtteri Filppula,32,C,TOT,79,12,30,42,-1,26,3.7,12,0,0,1,23,7,0,97,12.4,1375,17:24,39,26,556,606,47.8
262,Valtteri Filppula,32,C,TBL,59,7,27,34,1,24,2.9,7,0,0,1,20,7,0,74,9.5,1033,17:30,28,21,430,494,46.5
263,Valtteri Filppula,32,C,PHI,20,5,3,8,-2,2,0.8,5,0,0,0,3,0,0,23,21.7,343,17:08,11,5,126,112,52.9
264,Christian Fischer,19,RW,ARI,7,3,0,3,0,0,0.5,3,0,0,1,0,0,0,10,30.0,86,12:20,0,9,0,0,
265,Mike Fisher,36,C,NSH,72,18,24,42,1,55,4.7,11,7,0,3,14,10,0,120,15.0,1196,16:37,64,160,703,577,54.9
266,Brian Flynn,28,C,MTL,51,6,4,10,2,4,0.8,6,0,0,0,4,0,0,47,12.8,615,12:04,29,20,69,80,46.3
267,Marcus Foligno,25,LW,BUF,80,13,10,23,-1,73,2.1,12,0,1,0,10,0,0,97,13.4,1238,15:28,57,279,1,4,20.0
268,Nick Foligno,29,LW,CBJ,79,26,25,51,-4,55,5.9,15,11,0,5,15,10,0,185,14.1,1456,18:26,50,157,41,48,46.1
269,Christian Folin,25,D,MIN,51,2,6,8,10,26,2.3,2,0,0,0,6,0,0,39,5.1,762,14:56,59,69,0,0,
270,Derek Forbort,24,D,LAK,82,2,16,18,8,54,5.6,2,0,0,0,15,0,1,100,2.0,1650,20:07,159,180,1,0,100.0
271,Jakob Forsbacka Karlsson,20,C,BOS,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,8,8:25,0,0,1,1,50.0
272,Filip Forsberg,22,LW,NSH,82,31,27,58,-4,32,7.2,25,3,3,9,21,6,0,234,13.2,1518,18:31,26,97,5,13,27.8
273,Gustav Forsling,20,D,CHI,38,2,3,5,3,4,1.3,2,0,0,0,2,1,0,48,4.2,563,14:49,17,16,0,0,
274,Cam Fowler,25,D,ANA,80,11,28,39,7,20,8.3,5,5,1,3,17,10,1,186,5.9,1988,24:51,134,29,0,0,
275,Cody Franson,29,D,BUF,68,3,16,19,-5,34,3.6,2,1,0,0,15,1,0,93,3.2,1257,18:29,68,87,0,0,
276,Martin Frk,23,RW,CAR,2,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,1,0.0,17,8:20,1,3,0,0,
277,Byron Froese,25,C,TOT,6,0,0,0,-3,5,-0.2,0,0,0,0,0,0,0,6,0.0,63,10:33,4,3,26,30,46.4
278,Byron Froese,25,C,TBL,4,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,47,11:49,3,3,19,17,52.8
279,Byron Froese,25,C,TOR,2,0,0,0,0,5,0.0,0,0,0,0,0,0,0,2,0.0,16,8:01,1,0,7,13,35.0
280,Michael Frolik,28,RW,CGY,82,17,27,44,13,58,4.9,12,3,2,1,21,5,1,202,8.4,1401,17:05,48,60,13,16,44.8
281,Marian Gaborik,34,RW,LAK,56,10,11,21,-4,18,2.2,7,3,0,3,9,2,0,123,8.1,828,14:47,15,21,0,1,0.0
282,Kurtis Gabriel,23,RW,MIN,13,0,1,1,0,29,0.0,0,0,0,0,1,0,0,3,0.0,76,5:49,1,26,0,0,
283,Sam Gagner,27,C,CBJ,81,18,32,50,10,22,6.1,10,8,0,1,22,10,0,178,10.1,1111,13:43,16,22,202,223,47.5
284,Alex Galchenyuk,22,C,MTL,61,17,27,44,-5,24,4.9,11,6,0,6,18,9,0,104,16.3,972,15:56,32,36,274,368,42.7
285,Brendan Gallagher,24,RW,MTL,64,10,19,29,7,39,3.0,9,1,0,2,17,2,0,187,5.3,966,15:06,15,69,30,44,40.5
286,Ryan Garbutt,31,LW,ANA,27,2,1,3,-3,20,0.0,2,0,0,1,0,0,1,26,7.7,247,9:10,12,53,7,4,63.6
287,Jake Gardiner,26,D,TOR,82,9,34,43,24,34,8.7,7,2,0,2,23,11,0,127,7.1,1766,21:32,83,69,0,0,
288,Jason Garrison,32,D,TBL,70,1,8,9,-8,14,1.8,1,0,0,0,8,0,0,96,1.0,1300,18:34,91,93,0,0,
289,Tyler Gaudet,23,C,ARI,4,0,1,1,0,0,0.0,0,0,0,0,1,0,0,3,0.0,52,12:59,1,3,14,21,40.0
290,Frederick Gaudreau,23,C,NSH,9,0,1,1,1,0,0.0,0,0,0,0,1,0,0,8,0.0,78,8:40,5,1,4,8,33.3
291,Johnny Gaudreau,23,LW,CGY,72,18,43,61,-7,4,6.1,14,4,0,3,31,12,0,182,9.9,1331,18:29,14,9,0,0,
292,Brendan Gaunce,22,LW,VAN,57,0,5,5,-2,33,-0.3,0,0,0,0,5,0,0,51,0.0,541,9:29,12,94,84,80,51.2
293,Cameron Gaunce,26,D,PIT,12,1,3,4,1,13,0.6,1,0,0,0,3,0,0,8,12.5,150,12:31,10,23,0,0,
294,Frederik Gauthier,21,C,TOR,21,2,1,3,2,23,0.3,2,0,0,0,1,0,0,15,13.3,204,9:42,17,17,120,115,51.1
295,Luke Gazdic,27,LW,NJD,11,0,0,0,-2,12,-0.2,0,0,0,0,0,0,0,3,0.0,78,7:08,6,16,0,0,
296,Eric Gelinas,25,D,COL,27,0,1,1,-4,12,0.2,0,0,0,0,1,0,0,29,0.0,313,11:35,16,32,0,1,0.0
297,Ryan Getzlaf,31,C,ANA,74,15,58,73,7,49,7.6,7,6,2,3,43,14,1,138,10.9,1559,21:04,88,99,509,503,50.3
298,Tom Gilbert,34,D,LAK,18,1,4,5,-4,6,0.8,1,0,0,0,3,1,0,12,8.3,278,15:27,28,10,0,0,
299,Brian Gionta,38,RW,BUF,82,15,20,35,-11,22,3.0,11,3,1,3,15,4,1,149,10.1,1362,16:36,30,54,46,60,43.4
300,Stephen Gionta,33,RW,NYI,26,1,5,6,9,2,0.6,1,0,0,0,5,0,0,17,5.9,291,11:12,7,56,56,64,46.7
301,Mark Giordano,33,D,CGY,81,12,27,39,22,59,9.4,7,3,2,4,15,11,1,151,7.9,1910,23:35,184,78,0,0,
302,Dan Girardi,32,D,NYR,63,4,11,15,8,16,3.3,3,0,1,3,10,0,1,56,7.1,1203,19:06,166,107,0,0,
303,Zemgus Girgensons,23,C,BUF,75,7,9,16,-7,18,0.8,7,0,0,0,9,0,0,112,6.3,987,13:10,26,120,273,306,47.2
304,Claude Giroux,29,C,PHI,82,14,44,58,-15,38,4.9,9,5,0,3,17,26,1,199,7.0,1568,19:07,28,68,977,771,55.9
305,Tanner Glass,33,LW,NYR,11,1,1,2,0,17,0.1,1,0,0,0,1,0,0,8,12.5,120,10:55,4,37,2,0,100.0
306,Luke Glendening,27,C,DET,74,3,11,14,-10,26,0.0,3,0,0,0,10,1,0,76,3.9,956,12:55,62,150,307,261,54.0
307,Nikolay Goldobin,21,RW/LW,TOT,14,3,0,3,0,0,0.4,3,0,0,1,0,0,0,14,21.4,159,11:22,4,1,0,0,
308,Nikolay Goldobin,21,RW,VAN,12,3,0,3,1,0,0.5,3,0,0,1,0,0,0,10,30.0,140,11:38,3,0,0,0,
309,Nikolay Goldobin,21,LW,SJS,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,4,0.0,20,9:50,1,1,0,0,
310,Alex Goligoski,31,D,ARI,82,6,30,36,-9,28,5.9,4,1,1,0,22,7,1,112,5.4,1913,23:20,143,137,0,0,
311,Cody Goloubef,27,D,COL,33,0,5,5,-11,25,0.4,0,0,0,0,5,0,0,35,0.0,561,16:59,33,30,0,0,
312,Barclay Goodrow,23,RW,SJS,3,0,1,1,0,0,0.1,0,0,0,0,1,0,0,3,0.0,34,11:18,1,3,0,0,
313,Boyd Gordon,33,C,PHI,13,1,0,1,-5,2,-0.2,1,0,0,0,0,0,0,8,12.5,106,8:11,7,4,48,38,55.8
314,Josh Gorges,32,D,BUF,66,1,5,6,-3,50,2.1,1,0,0,0,5,0,0,40,2.5,1218,18:27,108,143,0,1,0.0
315,Shayne Gostisbehere,23,D,PHI,76,7,32,39,-21,32,5.2,5,2,0,1,11,21,0,198,3.5,1489,19:36,94,43,0,0,
316,Yanni Gourde,25,C,TBL,20,6,2,8,-1,8,1.0,5,0,1,1,2,0,0,30,20.0,307,15:22,3,11,60,103,36.8
317,Michael Grabner,29,RW,NYR,76,27,13,40,22,10,6.3,26,0,1,3,11,0,2,162,16.7,1071,14:06,34,41,7,6,53.8
318,Petter Granberg,24,D,NSH,10,0,0,0,0,10,0.1,0,0,0,0,0,0,0,4,0.0,96,9:38,9,17,0,0,
319,Markus Granlund,23,C,VAN,69,19,13,32,-19,14,3.2,16,3,0,3,9,4,0,122,15.6,1194,17:19,11,32,40,61,39.6
320,Mikael Granlund,24,C,MIN,81,26,43,69,23,12,8.5,16,7,3,4,29,13,1,177,14.7,1525,18:49,50,50,16,17,48.5
321,Derek Grant,26,C,TOT,46,0,4,4,-5,24,-0.5,0,0,0,0,4,0,0,40,0.0,449,9:46,29,27,200,183,52.2
322,Derek Grant,26,C,BUF,40,0,3,3,-3,19,-0.4,0,0,0,0,3,0,0,34,0.0,397,9:55,25,25,172,159,52.0
323,Derek Grant,26,C,NSH,6,0,1,1,-2,5,-0.1,0,0,0,0,1,0,0,6,0.0,52,8:41,4,2,28,24,53.8
324,Tyler Graovac,23,C,MIN,52,7,2,9,7,10,1.1,7,0,0,2,2,0,0,48,14.6,512,9:50,15,52,163,180,47.5
325,Kevin Gravel,24,D,LAK,49,1,6,7,3,6,2.3,0,1,0,0,5,1,0,52,1.9,693,14:09,65,73,0,0,
326,Mike Green,31,D,DET,72,14,22,36,-20,40,5.8,11,3,0,2,15,7,0,125,11.2,1696,23:33,92,67,0,0,
327,Andy Greene,34,D,NJD,66,4,9,13,-16,8,2.5,2,1,1,1,6,3,0,83,4.8,1448,21:57,124,50,0,0,
328,Matt Greene,33,D,LAK,26,1,1,2,3,19,1.2,1,0,0,0,1,0,0,14,7.1,343,13:11,27,71,0,0,
329,A.J. Greer,20,LW,COL,5,0,1,1,-2,4,-0.1,0,0,0,0,1,0,0,8,0.0,68,13:39,3,4,0,0,
330,Alexandre Grenier,25,RW,VAN,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,19,6:29,0,3,2,0,100.0
331,Seth Griffith,24,C,TOT,24,0,5,5,6,8,0.3,0,0,0,0,4,1,0,21,0.0,306,12:44,5,30,2,6,25.0
332,Seth Griffith,24,C,FLA,21,0,5,5,6,8,0.4,0,0,0,0,4,1,0,18,0.0,277,13:12,5,27,2,6,25.0
333,Seth Griffith,24,C,TOR,3,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,28,9:28,0,3,0,0,
334,Mikhail Grigorenko,22,C,COL,75,10,13,23,-14,18,1.6,10,0,0,0,9,4,0,85,11.8,1057,14:05,26,27,111,81,57.8
335,Rocco Grimaldi,23,C,COL,4,0,1,1,-3,2,-0.1,0,0,0,0,1,0,0,11,0.0,44,11:00,4,1,0,0,
336,Nicklas Grossmann,32,D,CGY,3,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,3,0.0,39,13:01,1,7,0,0,
337,Eric Gryba,28,D,EDM,40,2,4,6,-5,65,1.0,2,0,0,2,4,0,0,45,4.4,646,16:08,47,145,0,0,
338,Matt Grzelcyk,23,D,BOS,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,4,0.0,25,12:29,1,0,0,0,
339,Radko Gudas,26,D,PHI,67,6,17,23,8,93,5.5,6,0,0,0,16,1,0,113,5.3,1293,19:18,124,280,0,0,
340,Erik Gudbranson,25,D,VAN,30,1,5,6,-14,18,0.5,1,0,0,1,5,0,0,40,2.5,610,20:20,44,66,0,0,
341,Jake Guentzel,22,C,PIT,40,16,17,33,7,10,4.4,15,1,0,0,15,2,0,81,19.8,635,15:53,18,61,8,8,50.0
342,Brendan Guhle,19,D,BUF,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,4,0.0,49,16:21,8,3,0,0,
343,Carl Gunnarsson,30,D,STL,56,0,6,6,-5,4,1.0,0,0,0,0,6,0,0,32,0.0,761,13:36,68,42,0,0,
344,Denis Gurianov,19,RW,DAL,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,13,13:06,3,1,0,0,
345,Carl Hagelin,28,LW,PIT,61,6,16,22,10,16,1.5,6,0,0,2,15,0,1,128,4.7,945,15:29,24,66,3,3,50.0
346,Robert Hagg,21,D,PHI,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,5,0.0,21,21:19,3,4,0,0,
347,Ron Hainsey,35,D,TOT,72,4,13,17,-8,21,3.2,3,0,1,1,11,0,2,71,5.6,1586,22:02,120,93,0,0,
348,Ron Hainsey,35,D,CAR,56,4,10,14,-16,17,2.2,3,0,1,1,9,0,1,62,6.5,1250,22:20,92,79,0,0,
349,Ron Hainsey,35,D,PIT,16,0,3,3,8,4,1.0,0,0,0,0,2,0,1,9,0.0,336,21:00,28,14,0,0,
350,Micheal Haley,30,C,SJS,58,2,10,12,6,128,1.0,2,0,0,1,10,0,0,37,5.4,532,9:11,23,129,66,83,44.3
351,Taylor Hall,25,LW,NJD,72,20,33,53,-9,32,5.9,13,7,0,4,25,8,0,238,8.4,1392,19:20,31,59,8,10,44.4
352,Dan Hamhuis,34,D,DAL,79,1,15,16,-7,23,2.2,0,1,0,0,13,0,2,83,1.2,1529,19:22,100,93,0,0,
353,Dougie Hamilton,23,D,CGY,81,13,37,50,12,64,9.5,11,2,0,5,24,12,1,222,5.9,1594,19:41,94,68,0,0,
354,Freddie Hamilton,25,C,CGY,26,2,0,2,-3,8,-0.1,2,0,0,1,0,0,0,30,6.7,254,9:47,1,46,75,51,59.5
355,Travis Hamonic,26,D,NYI,49,3,11,14,-21,60,0.6,3,0,0,0,10,1,0,74,4.1,1002,20:27,108,58,0,0,
356,Noah Hanifin,20,D,CAR,81,4,25,29,-19,26,3.8,2,2,0,1,16,9,0,108,3.7,1452,17:55,73,57,0,0,
357,Joel Hanley,25,D,MTL,7,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0.0,71,10:09,4,8,0,0,
358,Markus Hannikainen,23,LW,CBJ,10,1,1,2,0,6,0.2,1,0,0,0,1,0,0,8,12.5,91,9:08,5,16,0,0,
359,Jannik Hansen,30,RW,TOT,43,8,12,20,2,34,2.2,8,0,0,1,12,0,0,73,11.0,690,16:03,15,43,0,1,0.0
360,Jannik Hansen,30,RW,VAN,28,6,7,13,2,27,1.5,6,0,0,1,7,0,0,56,10.7,458,16:21,8,20,0,0,
361,Jannik Hansen,30,RW,SJS,15,2,5,7,0,7,0.6,2,0,0,0,5,0,0,17,11.8,233,15:30,7,23,0,1,0.0
362,Martin Hanzal,29,C,TOT,71,20,19,39,-17,53,3.7,15,5,0,2,15,4,0,169,11.8,1258,17:43,58,145,767,593,56.4
363,Martin Hanzal,29,C,ARI,51,16,10,26,-15,43,2.5,12,4,0,2,6,4,0,126,12.7,948,18:35,45,105,596,468,56.0
364,Martin Hanzal,29,C,MIN,20,4,9,13,-2,10,1.2,3,1,0,0,9,0,0,43,9.3,310,15:31,13,40,171,125,57.8
365,Shane Harper,27,RW,FLA,14,2,1,3,-1,18,0.3,2,0,0,0,1,0,0,13,15.4,144,10:18,0,19,0,0,
366,Ben Harpur,22,D,OTT,6,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,3,0.0,107,17:48,3,5,0,0,
367,Scott Harrington,23,D,CBJ,22,1,2,3,3,10,0.9,1,0,0,0,2,0,0,16,6.3,286,13:00,24,21,0,0,
368,Ryan Hartman,22,LW,CHI,76,19,12,31,13,70,4.2,18,1,0,4,12,0,0,170,11.2,970,12:46,30,121,25,37,40.3
369,Scott Hartnell,34,LW,CBJ,78,13,24,37,14,63,4.6,11,2,0,1,23,1,0,104,12.5,941,12:04,40,94,3,3,50.0
370,Garnet Hathaway,25,RW,CGY,26,1,4,5,0,44,0.3,1,0,0,0,4,0,0,22,4.5,238,9:08,14,56,10,9,52.6
371,Erik Haula,25,C,MIN,72,15,11,26,5,28,2.8,14,1,0,4,11,0,0,134,11.2,995,13:49,38,39,404,346,53.9
372,John Hayden,21,LW,CHI,12,1,3,4,3,4,0.4,1,0,0,0,3,0,0,22,4.5,140,11:41,2,44,0,0,
373,Jimmy Hayes,27,RW,BOS,58,2,3,5,-3,29,-0.1,2,0,0,1,3,0,0,74,2.7,535,9:14,10,74,14,41,25.5
374,Kevin Hayes,24,RW,NYR,76,17,32,49,10,18,5.3,15,1,1,4,20,6,6,143,11.9,1258,16:34,30,40,442,526,45.7
375,Victor Hedman,26,D,TBL,79,16,56,72,3,47,12.0,12,4,0,5,27,29,0,166,9.6,1936,24:30,132,93,0,0,
376,Tim Heed,26,D,SJS,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,16:29,2,0,0,0,
377,Danton Heinen,21,C,BOS,8,0,0,0,-3,2,-0.3,0,0,0,0,0,0,0,7,0.0,106,13:14,2,6,0,0,
