,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
29,Ivan Barbashev,21,C,STL,30,5,7,12,5,2,1.5,5,0,0,1,7,0,0,20,25.0,354,11:47,14,34,83,124,40.1
30,Riley Barber,22,RW,WSH,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,26,8:35,0,1,0,0,
31,Mark Barberio,26,D,TOT,60,2,11,13,-5,14,2.6,1,1,0,0,8,3,0,80,2.5,1096,18:16,55,20,0,0,
32,Mark Barberio,26,D,COL,34,2,7,9,-6,4,1.6,1,1,0,0,5,2,0,52,3.8,702,20:40,32,10,0,0,
33,Mark Barberio,26,D,MTL,26,0,4,4,1,10,0.9,0,0,0,0,3,1,0,28,0.0,393,15:07,23,10,0,0,
34,Aleksander Barkov,21,C,FLA,61,21,31,52,13,10,6.9,18,3,0,5,20,11,0,142,14.8,1184,19:24,30,39,476,547,46.5
35,Tyson Barrie,25,D,COL,74,7,31,38,-34,18,4.4,6,1,0,2,22,9,0,182,3.8,1725,23:18,75,32,0,0,
36,Matt Bartkowski,28,D,CGY,24,1,1,2,-4,26,0.4,1,0,0,0,1,0,0,16,6.3,369,15:23,12,46,0,0,
37,Mathew Barzal,19,C,NYI,2,0,0,0,-2,6,-0.1,0,0,0,0,0,0,0,0,,20,9:45,0,1,6,7,46.2
38,Cody Bass,30,C,NSH,9,0,0,0,-1,19,-0.1,0,0,0,0,0,0,0,1,0.0,61,6:46,4,14,0,2,0.0
39,Jay Beagle,31,RW,WSH,81,13,17,30,20,22,3.5,12,0,1,4,15,0,2,100,13.0,1104,13:38,44,55,624,483,56.4
40,Francois Beauchemin,36,D,COL,81,5,13,18,-14,32,3.7,5,0,0,1,10,3,0,132,3.8,1743,21:31,156,73,0,0,
41,Nathan Beaulieu,24,D,MTL,74,4,24,28,8,44,5.6,2,2,0,1,14,10,0,118,3.4,1442,19:29,102,65,0,0,
42,Anthony Beauvillier,19,LW,NYI,66,9,15,24,1,10,2.2,9,0,0,2,14,1,0,101,8.9,859,13:01,26,81,123,174,41.4
43,Taylor Beck,25,LW,TOT,5,0,0,0,-3,4,-0.2,0,0,0,0,0,0,0,5,0.0,44,8:49,0,5,0,1,0.0
44,Taylor Beck,25,LW,EDM,3,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,0,,18,5:53,0,3,0,0,
45,Taylor Beck,25,LW,NYR,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,5,0.0,26,13:12,0,2,0,1,0.0
46,Matt Beleskey,28,LW,BOS,49,3,5,8,-10,47,-0.2,3,0,0,0,3,2,0,79,3.8,650,13:16,18,98,29,41,41.4
47,Pierre-Edouard Bellemare,31,LW,PHI,82,4,4,8,-1,20,-0.4,4,0,0,0,3,0,1,90,4.4,1064,12:58,70,73,400,429,48.3
48,Jamie Benn,27,LW,DAL,77,26,43,69,-9,66,7.5,13,12,1,4,29,14,0,201,12.9,1492,19:22,47,89,212,200,51.5
49,Jordie Benn,29,D,TOT,71,4,13,17,-4,28,2.8,4,0,0,1,10,2,1,68,5.9,1298,18:17,144,64,0,0,
50,Jordie Benn,29,D,DAL,58,2,13,15,-3,24,2.2,2,0,0,0,10,2,1,59,3.4,1079,18:37,113,52,0,0,
51,Jordie Benn,29,D,MTL,13,2,0,2,-1,4,0.6,2,0,0,1,0,0,0,9,22.2,219,16:50,31,12,0,0,
52,Beau Bennett,25,RW,NJD,65,8,11,19,-3,20,1.7,7,1,0,1,10,1,0,101,7.9,881,13:33,13,76,3,13,18.8
53,Sam Bennett,20,C,CGY,81,13,13,26,-16,75,1.6,9,4,0,0,12,0,1,122,10.7,1214,14:59,46,127,374,437,46.1
54,Matt Benning,22,D,EDM,62,3,12,15,8,29,3.5,2,1,0,0,10,2,0,69,4.3,1030,16:37,64,111,0,0,
55,Patrice Bergeron,31,C,BOS,79,21,32,53,12,24,6.6,13,8,0,7,20,9,3,302,7.0,1534,19:25,47,54,1086,722,60.1
56,Patrik Berglund,28,C,STL,82,23,11,34,-7,32,3.9,19,4,0,5,7,4,0,153,15.0,1311,15:59,42,155,584,585,50.0
57,Christoph Bertschy,22,C,MIN,5,0,1,1,0,4,0.0,0,0,0,0,1,0,0,5,0.0,41,8:08,3,7,0,0,
58,Tyler Bertuzzi,21,LW,DET,7,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,3,0.0,64,9:06,0,12,1,1,50.0
59,Bryan Bickell,30,LW,CAR,11,1,0,1,-4,4,-0.1,0,1,0,1,0,0,0,8,12.5,115,10:26,3,16,0,2,0.0
60,Alex Biega,28,D,VAN,36,0,3,3,-4,18,0.7,0,0,0,0,3,0,0,37,0.0,474,13:10,24,97,0,0,
61,Kevin Bieksa,35,D,ANA,81,3,11,14,0,63,3.5,2,1,0,1,9,2,0,94,3.2,1519,18:45,100,173,0,0,
62,Anthony Bitetto,26,D,NSH,29,0,7,7,-1,25,0.9,0,0,0,0,7,0,0,17,0.0,342,11:48,24,43,0,0,
63,Oliver Bjorkstrand,21,RW,CBJ,26,6,7,13,4,6,1.7,6,0,0,2,7,0,0,55,10.9,366,14:05,9,14,1,0,100.0
64,Nick Bjugstad,24,C,FLA,54,7,7,14,-19,22,0.5,6,1,0,1,5,2,0,91,7.7,710,13:09,9,72,186,205,47.6
65,Joseph Blandisi,22,LW,NJD,27,3,6,9,-10,26,0.4,2,1,0,2,2,4,0,24,12.5,361,13:22,6,37,76,93,45.0
66,Anton Blidh,21,LW,BOS,19,1,1,2,-2,7,0.0,1,0,0,0,1,0,0,26,3.8,167,8:47,4,41,0,0,
67,Mike Blunden,30,RW,OTT,2,0,0,0,0,4,0.0,0,0,0,0,0,0,0,1,0.0,16,8:07,0,6,0,0,
68,Mikkel Boedker,27,LW,SJS,81,10,16,26,0,10,2.1,9,0,1,2,15,1,0,122,8.2,1162,14:21,34,71,5,13,27.8
69,Brock Boeser,19,RW,VAN,9,4,1,5,0,0,0.8,2,2,0,1,1,0,0,25,16.0,146,16:13,0,5,0,0,
70,Zach Bogosian,26,D,BUF,56,2,9,11,-17,46,1.4,2,0,0,1,8,1,0,73,2.7,1125,20:05,97,59,0,1,0.0
71,Jared Boll,30,RW,ANA,51,0,3,3,-3,87,-0.3,0,0,0,0,3,0,0,13,0.0,297,5:49,14,68,0,1,0.0
72,Nick Bonino,28,C,PIT,80,18,19,37,-5,16,3.0,11,6,1,1,14,5,0,142,12.7,1332,16:39,99,60,582,631,48.0
73,Mark Borowiecki,27,D,OTT,70,1,2,3,-3,154,1.3,1,0,0,0,2,0,0,50,2.0,981,14:01,90,364,1,0,100.0
74,Robert Bortuzzo,27,D,STL,38,1,3,4,11,15,2.0,1,0,0,0,3,0,0,45,2.2,535,14:05,50,77,0,0,
75,Reid Boucher,23,C/LW,TOT,39,6,4,10,-6,8,0.9,5,1,0,0,4,0,0,70,8.6,465,11:56,14,19,0,1,0.0
76,Reid Boucher,23,LW,VAN,27,5,2,7,-7,6,0.6,4,1,0,0,2,0,0,55,9.1,329,12:11,7,8,0,1,0.0
77,Reid Boucher,23,LW,NJD,9,0,2,2,0,2,0.1,0,0,0,0,2,0,0,12,0.0,110,12:15,7,10,0,0,
78,Reid Boucher,23,C,NSH,3,1,0,1,1,0,0.2,1,0,0,0,0,0,0,3,33.3,26,8:42,0,1,0,0,
79,Lance Bouma,26,C,CGY,61,3,4,7,-2,35,-0.1,3,0,0,1,4,0,0,53,5.7,692,11:21,44,127,4,8,33.3
80,Michael Bournival,24,LW,TBL,19,2,1,3,-3,2,0.1,2,0,0,0,1,0,0,25,8.0,193,10:09,8,31,1,2,33.3
81,Gabriel Bourque,26,LW,COL,6,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,4,0.0,67,11:12,6,17,0,1,0.0
82,Rene Bourque,35,RW,COL,65,12,6,18,-19,56,1.2,10,2,0,2,6,0,0,111,10.8,906,13:57,26,75,0,5,0.0
83,Jay Bouwmeester,33,D,STL,81,1,14,15,6,28,4.1,1,0,0,0,13,1,0,106,0.9,1815,22:24,111,67,0,0,
84,Johnny Boychuk,33,D,NYI,66,6,17,23,11,19,4.8,4,1,1,2,13,3,1,155,3.9,1368,20:44,133,160,1,0,100.0
85,Brian Boyle,32,C,TOT,75,13,12,25,3,66,2.7,10,3,0,2,9,3,0,131,9.9,977,13:02,41,115,303,278,52.2
86,Brian Boyle,32,C,TBL,54,13,9,22,5,48,2.9,10,3,0,2,6,3,0,109,11.9,740,13:42,31,83,175,155,53.0
87,Brian Boyle,32,C,TOR,21,0,3,3,-2,18,-0.2,0,0,0,0,3,0,0,22,0.0,238,11:19,10,32,128,123,51.0
88,Tyler Bozak,30,C,TOR,78,18,37,55,-1,30,5.8,11,7,0,1,26,11,0,145,12.4,1282,16:26,26,45,774,591,56.7
89,Derick Brassard,29,C,OTT,81,14,25,39,12,24,4.1,11,3,0,3,21,4,0,195,7.2,1408,17:23,24,92,612,613,50.0
90,Justin Braun,29,D,SJS,81,4,9,13,1,28,3.7,4,0,0,0,7,0,2,95,4.2,1626,20:05,161,136,0,0,
91,T.J. Brodie,26,D,CGY,82,6,30,36,-16,24,5.3,4,1,1,2,18,11,1,78,7.7,1934,23:35,115,30,0,0,
92,Jonas Brodin,23,D,MIN,68,3,22,25,5,20,4.1,1,2,0,2,17,5,0,85,3.5,1331,19:34,89,20,0,0,
93,Kyle Brodziak,32,C,STL,69,8,7,15,2,27,1.4,8,0,0,2,7,0,0,55,14.5,773,11:12,39,56,323,330,49.5
94,Jonny Brodzinski,23,C,LAK,6,0,2,2,2,2,0.2,0,0,0,0,2,0,0,17,0.0,74,12:17,4,10,0,0,
95,Troy Brouwer,31,RW,CGY,74,13,12,25,-11,31,1.7,7,5,1,2,5,6,1,86,15.1,1200,16:13,39,171,20,44,31.3
96,Connor Brown,23,RW,TOR,82,20,16,36,3,10,4.0,17,2,1,4,12,4,0,139,14.4,1329,16:12,46,50,2,6,25.0
97,Dustin Brown,32,RW,LAK,80,14,22,36,-4,22,3.7,9,4,1,1,20,2,0,175,8.0,1280,16:00,31,190,2,3,40.0
98,J.T. Brown,26,RW,TBL,64,3,3,6,-7,73,-0.4,2,0,1,1,3,0,0,67,4.5,664,10:22,25,103,12,26,31.6
99,Patrick Brown,24,C,CAR,14,0,0,0,-6,0,-0.5,0,0,0,0,0,0,0,12,0.0,136,9:43,5,30,9,6,60.0
100,Pavel Buchnevich,21,RW,NYR,41,8,12,20,6,13,2.3,7,1,0,0,10,2,0,55,14.5,544,13:16,8,17,1,6,14.3
101,Andre Burakovsky,21,LW,WSH,64,12,23,35,13,14,4.1,10,2,0,1,20,3,0,111,10.8,849,13:16,25,31,2,5,28.6
102,Erik Burgdoerfer,28,D,BUF,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,22,11:10,0,5,0,0,
103,Alexander Burmistrov,25,C,TOT,49,5,11,16,-7,12,0.9,1,4,0,0,9,1,1,45,11.1,654,13:21,19,60,178,259,40.7
104,Alexander Burmistrov,25,C,ARI,26,5,9,14,-1,6,1.4,1,4,0,0,8,1,0,32,15.6,400,15:24,15,32,125,165,43.1
105,Alexander Burmistrov,25,C,WPG,23,0,2,2,-6,6,-0.5,0,0,0,0,1,0,1,13,0.0,254,11:02,4,28,53,94,36.1
106,Brent Burns,31,D,SJS,82,29,47,76,19,40,15.3,21,8,0,6,29,17,1,320,9.1,2039,24:52,142,69,0,0,
107,Alexandre Burrows,35,LW/RW,TOT,75,15,16,31,3,62,3.6,14,1,0,2,15,0,1,143,10.5,1099,14:39,34,68,5,9,35.7
108,Alexandre Burrows,35,RW,VAN,55,9,11,20,-3,53,1.9,9,0,0,1,10,0,1,114,7.9,823,14:58,20,44,0,6,0.0
109,Alexandre Burrows,35,LW,OTT,20,6,5,11,6,9,1.7,5,1,0,1,5,0,0,29,20.7,276,13:47,14,24,5,3,62.5
110,Chris Butler,30,D,STL,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,21,21:28,2,0,0,0,
111,Dustin Byfuglien,31,D,WPG,80,13,39,52,10,117,8.5,12,1,0,1,24,13,2,241,5.4,2196,27:27,124,183,0,0,
112,Paul Byron,27,LW,MTL,81,22,21,43,21,29,6.0,21,0,1,6,17,4,0,96,22.9,1220,15:04,34,119,10,5,66.7
113,Drake Caggiula,22,LW,EDM,60,7,11,18,3,16,1.6,5,2,0,2,7,3,1,93,7.5,794,13:14,19,97,117,167,41.2
114,Mitch Callahan,25,RW,DET,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,27,6:49,2,3,0,0,
115,Ryan Callahan,31,RW,TBL,18,2,2,4,-4,23,0.1,2,0,0,1,2,0,0,22,9.1,255,14:09,13,48,5,4,55.6
116,Matt Calvert,27,LW,CBJ,65,10,5,15,-4,48,1.1,7,0,3,1,4,0,1,92,10.9,868,13:21,34,61,2,14,12.5
117,Mike Cammalleri,34,LW,NJD,61,10,21,31,-9,21,2.8,9,1,0,3,12,9,0,142,7.0,1059,17:21,14,44,17,11,60.7
118,Brian Campbell,37,D,CHI,80,5,12,17,12,24,4.3,3,2,0,1,9,3,0,74,6.8,1474,18:26,83,43,0,0,
119,Patrick Cannone,30,C,MIN,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,24,7:53,1,2,11,10,52.4
120,Paul Carey,28,C,WSH,6,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,8,0.0,63,10:29,1,5,0,0,
121,Matt Carle,32,D,NSH,6,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,2,0.0,79,13:09,5,3,0,0,
122,Brandon Carlo,20,D,BOS,82,6,10,16,9,59,5.2,5,0,1,0,10,0,0,88,6.8,1707,20:49,115,87,0,0,
123,John Carlson,27,D,WSH,72,9,28,37,7,10,6.5,6,3,0,3,14,13,1,180,5.0,1635,22:43,127,58,0,0,
124,Gabriel Carlsson,20,D,CBJ,2,0,1,1,-2,0,0.0,0,0,0,0,1,0,0,3,0.0,34,17:08,2,5,0,0,
125,Ryan Carpenter,26,C,SJS,11,2,2,4,5,4,0.7,2,0,0,0,2,0,0,20,10.0,114,10:23,2,15,34,41,45.3
126,Daniel Carr,25,LW,MTL,33,2,7,9,4,6,0.8,2,0,0,1,7,0,0,44,4.5,338,10:15,12,19,2,1,66.7
127,Connor Carrick,22,D,TOR,67,2,6,8,8,51,2.3,1,1,0,0,6,0,0,89,2.2,1095,16:20,79,66,0,0,
128,Alexandre Carrier,20,D,NSH,2,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,21,10:24,1,0,0,0,
129,William Carrier,22,LW,BUF,41,5,3,8,-1,21,0.8,5,0,0,1,3,0,0,50,10.0,369,9:00,10,112,1,1,50.0
130,Jeff Carter,32,C,LAK,82,32,34,66,2,41,9.0,21,10,1,9,22,12,0,250,12.8,1479,18:02,37,86,735,680,51.9
131,Cody Ceci,23,D,OTT,79,2,15,17,-11,20,3.2,2,0,0,0,12,1,2,143,1.4,1833,23:12,159,111,1,0,100.0
132,Peter Cehlarik,21,LW,BOS,11,0,2,2,0,0,0.0,0,0,0,0,1,1,0,8,0.0,153,13:55,4,7,2,1,66.7
133,Thomas Chabot,20,D,OTT,1,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,1,0.0,7,7:09,0,1,0,0,
134,Michael Chaput,24,C,VAN,68,4,5,9,-12,29,-0.1,4,0,0,0,5,0,0,64,6.3,750,11:01,29,68,203,182,52.7
135,Zdeno Chara,39,D,BOS,75,10,19,29,18,59,8.0,7,1,2,0,17,2,0,136,7.4,1750,23:20,140,130,0,1,0.0
136,Ben Chiarot,25,D,WPG,59,2,10,12,2,33,1.9,2,0,0,0,10,0,0,49,4.1,904,15:19,94,78,0,0,
137,Alex Chiasson,26,RW,CGY,81,12,12,24,-6,46,1.9,11,0,1,1,10,2,0,104,11.5,1084,13:23,18,74,7,22,24.1
138,Jason Chimera,37,LW,NYI,82,20,13,33,1,40,4.0,19,0,1,2,13,0,0,121,16.5,1071,13:04,30,149,16,18,47.1
139,Taylor Chorney,29,D,WSH,18,1,4,5,8,11,1.5,1,0,0,1,4,0,0,19,5.3,257,14:16,29,27,0,0,
140,Jakob Chychrun,18,D,ARI,68,7,13,20,-14,47,3.0,6,1,0,0,12,1,0,86,8.1,1133,16:40,99,109,0,0,
141,Casey Cizikas,25,C,NYI,59,8,17,25,9,30,2.6,8,0,0,1,16,1,0,82,9.8,821,13:54,58,144,420,426,49.6
142,Fredrik Claesson,24,D,OTT,33,3,8,11,5,4,2.4,3,0,0,0,7,0,1,25,12.0,434,13:08,24,55,0,0,
143,Adam Clendening,24,D,NYR,31,2,9,11,3,17,1.9,1,1,0,0,8,1,0,38,5.3,490,15:49,27,22,0,0,
144,Kyle Clifford,26,LW,LAK,73,6,6,12,-2,92,0.9,6,0,0,0,6,0,0,122,4.9,783,10:43,7,146,2,3,40.0
145,Cal Clutterbuck,29,RW,NYI,66,5,15,20,2,28,1.2,5,0,0,1,14,1,0,115,4.3,924,14:00,25,222,3,5,37.5
146,Braydon Coburn,31,D,TBL,80,5,7,12,-1,50,3.2,4,0,1,0,7,0,0,102,4.9,1339,16:44,76,109,0,0,
147,Andrew Cogliano,29,LW,ANA,82,16,19,35,11,26,4.2,13,0,3,2,18,0,1,178,9.0,1241,15:08,27,76,8,10,44.4
148,Joe Colborne,27,C,COL,62,4,4,8,-21,34,-0.5,2,2,0,0,3,1,0,48,8.3,663,10:42,14,86,45,72,38.5
149,Ian Cole,27,D,PIT,81,5,21,26,26,72,5.6,5,0,0,1,20,1,0,89,5.6,1605,19:49,194,164,0,0,
150,Blake Coleman,25,C,NJD,23,1,1,2,-7,27,-0.4,1,0,0,0,1,0,0,29,3.4,295,12:51,15,51,96,130,42.5
151,Blake Comeau,30,LW,COL,77,8,12,20,-19,58,0.7,5,2,1,1,12,0,0,103,7.8,1154,14:59,22,129,114,132,46.3
152,J.T. Compher,21,LW,COL,21,3,2,5,0,4,0.4,2,1,0,1,2,0,0,30,10.0,314,14:56,21,11,78,86,47.6
153,Cory Conacher,27,LW,TBL,11,1,3,4,0,4,0.3,0,1,0,0,3,0,0,16,6.3,127,11:34,0,1,1,1,50.0
154,Erik Condra,30,RW,TBL,13,0,0,0,-4,4,-0.4,0,0,0,0,0,0,0,8,0.0,125,9:38,7,5,1,0,100.0
155,Kevin Connauton,26,D,ARI,24,0,1,1,-1,24,0.4,0,0,0,0,1,0,0,21,0.0,315,13:08,22,48,0,0,
156,Brett Connolly,24,RW,WSH,66,15,8,23,20,40,3.7,14,1,0,3,8,0,0,81,18.5,706,10:41,12,89,4,10,28.6
157,Kyle Connor,20,LW,WPG,20,2,3,5,-7,4,0.0,2,0,0,1,1,2,0,24,8.3,244,12:13,8,1,1,1,50.0
158,Andrew Copp,22,C,WPG,64,9,8,17,8,18,1.7,8,0,1,1,8,0,0,77,11.7,790,12:21,28,87,95,97,49.5
159,Frank Corrado,23,D,TOT,4,0,0,0,-1,8,-0.1,0,0,0,0,0,0,0,3,0.0,43,10:46,2,4,0,0,
160,Frank Corrado,23,D,TOR,2,0,0,0,0,6,0.0,0,0,0,0,0,0,0,2,0.0,28,14:00,2,2,0,0,
161,Frank Corrado,23,D,PIT,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,15,7:33,0,2,0,0,
162,Nick Cousins,23,C,PHI,60,6,10,16,-6,31,1.1,5,1,0,0,9,1,0,99,6.1,720,12:00,24,61,89,128,41.0
163,Logan Couture,27,C,SJS,73,25,27,52,11,12,6.9,14,11,0,3,22,4,1,174,14.4,1285,17:36,65,57,297,453,39.6
164,Sean Couturier,24,C,PHI,66,14,20,34,12,33,3.9,14,0,0,2,17,2,1,120,11.7,1217,18:27,35,41,587,479,55.1
165,Charlie Coyle,24,C,MIN,82,18,38,56,13,36,6.1,14,4,0,5,33,5,0,159,11.3,1370,16:42,63,101,114,134,46.0
166,Adam Cracknell,31,RW,DAL,69,10,6,16,9,12,1.9,9,0,1,2,6,0,0,87,11.5,722,10:28,37,91,135,160,45.8
167,Joseph Cramarossa,24,LW,TOT,59,4,6,10,0,60,0.6,4,0,0,1,4,0,2,36,11.1,587,9:57,23,133,6,1,85.7
168,Joseph Cramarossa,24,LW,ANA,49,4,6,10,1,51,0.8,4,0,0,1,4,0,2,26,15.4,481,9:49,22,108,6,1,85.7
169,Joseph Cramarossa,24,LW,VAN,10,0,0,0,-1,9,-0.2,0,0,0,0,0,0,0,10,0.0,106,10:35,1,25,0,0,
170,Sidney Crosby,29,C,PIT,75,44,45,89,17,24,12.3,30,14,0,5,34,11,0,255,17.3,1491,19:53,27,80,842,906,48.2
171,Lawson Crouse,19,LW,ARI,72,5,7,12,-20,48,-0.3,4,0,1,2,7,0,0,84,6.0,856,11:53,29,160,1,1,50.0
172,Matt Cullen,40,C,PIT,72,13,18,31,4,30,2.9,9,2,2,2,16,2,0,93,14.0,1002,13:55,27,36,440,419,51.2
173,Austin Czarnik,24,C,BOS,49,5,8,13,-10,12,0.7,5,0,0,1,5,3,0,66,7.6,638,13:01,25,19,57,76,42.9
174,Klas Dahlbeck,25,D,CAR,43,2,4,6,-12,30,0.6,2,0,0,0,4,0,0,37,5.4,597,13:53,38,77,0,0,
175,Trevor Daley,33,D,PIT,56,5,14,19,7,37,3.2,4,1,0,0,10,3,1,84,6.0,1141,20:23,83,29,0,0,
176,Zac Dalpe,27,C,MIN,9,1,2,3,0,9,0.3,1,0,0,0,2,0,0,8,12.5,77,8:33,5,5,27,32,45.8
177,Phillip Danault,23,LW,MTL,82,13,27,40,5,35,3.9,13,0,0,3,24,2,1,133,9.8,1278,15:35,52,76,533,498,51.7
178,Marko Dano,22,C,WPG,38,4,7,11,0,10,0.9,2,2,0,0,7,0,0,44,9.1,406,10:41,14,83,1,3,25.0
179,Laurent Dauphin,21,C,ARI,24,2,1,3,-2,12,0.0,1,0,1,1,1,0,0,32,6.3,262,10:55,11,32,37,45,45.1
180,Brandon Davidson,25,D,TOT,38,0,3,3,-2,20,0.7,0,0,0,0,3,0,0,42,0.0,597,15:43,61,42,0,0,
181,Brandon Davidson,25,D,EDM,28,0,1,1,1,16,0.5,0,0,0,0,1,0,0,29,0.0,431,15:24,46,31,0,0,
182,Brandon Davidson,25,D,MTL,10,0,2,2,-3,4,0.1,0,0,0,0,2,0,0,13,0.0,166,16:38,15,11,0,0,
183,Calvin de Haan,25,D,NYI,82,5,20,25,15,36,5.4,4,1,0,1,19,1,0,116,4.3,1628,19:51,190,139,0,0,
184,Jacob de La Rose,21,LW,MTL,9,0,0,0,-3,4,-0.3,0,0,0,0,0,0,0,4,0.0,98,10:54,5,23,17,17,50.0
185,Jean-Sebastien Dea,22,C,PIT,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,11,11:18,0,3,1,1,50.0
186,Anthony DeAngelo,21,D,ARI,39,5,9,14,-13,37,1.7,3,2,0,1,3,6,0,60,8.3,667,17:06,48,31,0,0,
187,Danny DeKeyser,26,D,DET,82,4,8,12,-22,33,2.0,4,0,0,2,8,0,0,85,4.7,1800,21:57,170,100,0,0,
