,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
203,Jeff Daniels,33,C,CAR,65,4,1,5,-6,12,-0.1,3,0,1,0,1,0,0,40,10.0,527,8:07,,,,,
204,Craig Darby,29,C,MTL,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,5:20,,,,,
205,Mathieu Darche,25,LW,CBJ,14,1,1,2,-5,6,-0.1,1,0,0,0,1,0,0,15,6.7,138,9:49,,,,,
206,Pavel Datsyuk,23,C,DET,70,11,24,35,4,4,3.4,9,2,0,1,15,9,0,79,13.9,955,13:39,,,,,
207,Matt Davidson,24,RW,CBJ,17,1,2,3,-11,10,-0.3,1,0,0,0,2,0,0,18,5.6,248,14:34,,,,,
208,Jeff Daw,29,C,COL,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0.0,13,12:34,,,,,
209,Jason Dawe,28,RW,NYR,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,9,9:21,,,,,
210,Eric Daze,26,LW,CHI,82,38,32,70,17,36,9.7,26,12,0,5,19,13,0,264,14.4,1404,17:07,,,,,
211,Greg de Vries,29,D,COL,82,8,12,20,18,57,7.3,6,1,1,3,10,1,1,148,5.4,1890,23:03,,,,,
212,Adam Deadmarsh,26,LW,LAK,76,29,33,62,8,71,7.9,17,12,0,5,22,11,0,139,20.9,1465,19:17,,,,,
213,Andy Delmore,25,D,NSH,73,16,22,38,-13,22,6.8,5,11,0,3,13,8,1,175,9.1,1436,19:40,,,,,
214,Pavol Demitra,27,C,STL,82,35,43,78,13,46,10.1,24,11,0,10,25,18,0,212,16.5,1573,19:11,,,,,
215,Nathan Dempsey,27,D,TOR,3,0,0,0,1,0,0.1,0,0,0,0,0,0,0,3,0.0,42,14:00,,,,,
216,Eric Desjardins,32,D,PHI,65,6,19,25,-1,24,4.4,3,2,1,0,14,4,1,117,5.1,1443,22:12,,,,,
217,Boyd Devereaux,23,LW,DET,79,9,16,25,9,24,2.4,9,0,0,2,16,0,0,116,7.8,909,11:30,,,,,
218,Rob DiMaio,33,LW,DAL,61,6,6,12,-2,25,0.7,4,0,2,2,6,0,0,63,9.5,663,10:52,,,,,
219,Kevin Dineen,38,RW,CBJ,59,5,8,13,-6,62,0.9,5,0,0,0,7,1,0,73,6.8,597,10:07,,,,,
220,Chris Dingman,25,LW,TOT,44,0,5,5,-10,103,-0.4,0,0,0,0,5,0,0,41,0.0,357,8:07,,,,,
221,Chris Dingman,25,LW,CAR,30,0,1,1,-2,77,-0.3,0,0,0,0,1,0,0,17,0.0,207,6:54,,,,,
222,Chris Dingman,25,LW,TBL,14,0,4,4,-8,26,-0.1,0,0,0,0,4,0,0,24,0.0,150,10:43,,,,,
223,Tomas Divisek,22,C,PHI,3,1,0,1,1,0,0.2,1,0,0,1,0,0,0,3,33.3,25,8:12,,,,,
224,Shane Doan,25,RW,PHX,81,20,29,49,11,61,5.2,14,6,0,2,23,6,0,205,9.8,1471,18:10,,,,,
225,Hnat Domenichelli,25,RW,TOT,67,9,16,25,-23,44,1.3,8,1,0,1,14,2,0,144,6.3,936,13:58,,,,,
226,Hnat Domenichelli,25,RW,ATL,40,8,11,19,-18,34,1.3,7,1,0,1,10,1,0,87,9.2,594,14:51,,,,,
227,Hnat Domenichelli,25,RW,MIN,27,1,5,6,-5,10,0.0,1,0,0,0,4,1,0,57,1.8,342,12:40,,,,,
228,Tie Domi,32,RW,TOR,74,9,10,19,3,157,1.7,9,0,0,2,9,1,0,93,9.7,764,10:20,,,,,
229,Ted Donato,32,LW,TOT,5,0,0,0,-5,4,-0.3,0,0,0,0,0,0,0,2,0.0,41,8:14,,,,,
230,Ted Donato,32,LW,LAK,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,1,0.0,15,7:20,,,,,
231,Ted Donato,32,LW,STL,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,19,9:17,,,,,
232,Ted Donato,32,LW,NYI,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,8,7:55,,,,,
233,Shean Donovan,27,RW,TOT,61,8,7,15,-21,44,0.3,7,1,0,2,6,0,1,82,9.8,837,13:43,,,,,
234,Shean Donovan,27,RW,ATL,48,6,6,12,-16,40,0.2,5,1,0,2,6,0,0,64,9.4,648,13:30,,,,,
235,Shean Donovan,27,RW,PIT,13,2,1,3,-5,4,0.0,2,0,0,0,0,0,1,18,11.1,189,14:34,,,,,
236,Jiri Dopita,33,C,PHI,52,11,16,27,9,8,3.1,8,3,0,2,13,3,0,79,13.9,792,15:14,,,,,
237,Jim Dowd,33,C,MIN,82,13,30,43,-14,54,3.5,8,5,0,1,13,17,0,111,11.7,1276,15:34,,,,,
238,Aaron Downey,27,RW,CHI,36,1,0,1,-2,76,-0.2,1,0,0,1,0,0,0,10,10.0,184,5:06,,,,,
239,Dallas Drake,32,LW,STL,80,11,15,26,8,87,2.5,7,1,3,2,15,0,0,116,9.5,1075,13:26,,,,,
240,Kris Draper,30,RW,DET,82,15,15,30,26,56,3.6,13,0,2,3,14,0,1,137,10.9,1278,15:35,,,,,
241,Harold Druken,23,LW,VAN,27,4,4,8,-1,6,0.7,3,1,0,2,2,2,0,33,12.1,301,11:09,,,,,
242,Chris Drury,25,LW,COL,82,21,25,46,1,38,5.1,16,5,0,6,14,10,1,236,8.9,1471,17:57,,,,,
243,Steve Dubinsky,31,LW,TOT,29,6,2,8,-1,14,0.8,6,0,0,1,2,0,0,48,12.5,449,15:29,,,,,
244,Steve Dubinsky,31,LW,NSH,26,5,2,7,-2,10,0.6,5,0,0,0,2,0,0,42,11.9,413,15:54,,,,,
245,Steve Dubinsky,31,LW,CHI,3,1,0,1,1,4,0.2,1,0,0,1,0,0,0,6,16.7,35,11:50,,,,,
246,Steve Duchesne,36,D,DET,64,3,15,18,3,28,3.5,2,1,0,2,14,1,0,70,4.3,1017,15:53,,,,,
247,J.P. Dumont,23,LW,BUF,76,23,21,44,-10,42,5.2,16,7,0,3,15,6,0,154,14.9,1157,15:14,,,,,
248,Micki DuPont,21,D,CGY,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,29,14:44,,,,,
249,Pascal Dupuis,22,RW,MIN,76,15,12,27,-10,16,2.3,10,3,2,0,10,2,0,154,9.7,1150,15:08,,,,,
250,Radek Dvorak,24,RW,NYR,65,17,20,37,-20,14,2.3,11,3,3,1,11,9,0,210,8.1,1283,19:44,,,,,
251,Gordie Dwyer,24,LW,TBL,26,0,2,2,-4,60,-0.1,0,0,0,0,2,0,0,6,0.0,132,5:05,,,,,
252,Karl Dykhuis,29,D,MTL,80,5,7,12,16,32,5.1,5,0,0,1,7,0,0,85,5.9,1592,19:54,,,,,
253,Dallas Eakins,34,D,CGY,3,0,0,0,1,4,0.1,0,0,0,0,0,0,0,0,,43,14:21,,,,,
254,Mike Eastwood,34,C,STL,71,7,10,17,-2,41,1.0,7,0,0,2,8,0,2,60,11.7,917,12:55,,,,,
255,Mark Eaton,24,D,NSH,58,3,5,8,-12,24,1.6,3,0,0,0,4,1,0,52,5.8,998,17:12,,,,,
256,Patrik Elias,25,LW,NJD,75,29,32,61,4,36,7.7,20,8,1,8,22,10,0,199,14.6,1421,18:57,,,,,
257,Mikko Eloranta,29,LW,TOT,77,9,9,18,-1,56,1.5,8,1,0,2,9,0,0,136,6.6,911,11:49,,,,,
258,Mikko Eloranta,29,LW,LAK,71,9,9,18,0,54,1.7,8,1,0,2,9,0,0,121,7.4,813,11:27,,,,,
259,Mikko Eloranta,29,LW,BOS,6,0,0,0,-1,2,-0.2,0,0,0,0,0,0,0,15,0.0,97,16:12,,,,,
260,Nelson Emerson,34,RW,LAK,41,5,2,7,-8,25,0.4,5,0,0,1,1,1,0,40,12.5,377,9:12,,,,,
261,John Emmons,27,C,BOS,22,0,2,2,-4,16,-0.3,0,0,0,0,2,0,0,20,0.0,178,8:04,,,,,
262,Shane Endicott,20,C,PIT,4,0,1,1,-1,4,0.0,0,0,0,0,1,0,0,2,0.0,34,8:28,,,,,
263,Martin Erat,20,LW,NSH,80,9,24,33,-11,32,2.5,7,2,0,2,16,8,0,84,10.7,1053,13:10,,,,,
264,Anders Eriksson,27,D,TOR,34,0,2,2,-1,12,0.5,0,0,0,0,2,0,0,31,0.0,541,15:55,,,,,
265,John Erskine,21,D,DAL,33,0,1,1,-8,62,-0.1,0,0,0,0,1,0,0,16,0.0,354,10:44,,,,,
266,Kelly Fairchild,28,C,COL,10,2,0,2,1,2,0.4,2,0,0,0,0,0,0,6,33.3,66,6:35,,,,,
267,Jeff Farkas,24,RW,TOR,6,0,2,2,1,4,0.1,0,0,0,0,2,0,0,3,0.0,58,9:37,,,,,
268,Mike Farrell,23,RW,WSH,8,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,45,5:35,,,,,
269,Rico Fata,21,RW,NYR,10,0,0,0,-2,0,-0.3,0,0,0,0,0,0,0,8,0.0,85,8:31,,,,,
270,Sergei Fedorov,32,C,DET,81,31,37,68,20,36,8.7,21,10,0,6,24,11,2,256,12.1,1583,19:33,,,,,
271,Todd Fedoruk,22,LW,PHI,55,3,4,7,-2,141,0.4,3,0,0,0,4,0,0,21,14.3,349,6:21,,,,,
272,Ruslan Fedotenko,23,RW,PHI,78,17,9,26,15,43,3.3,16,0,1,3,9,0,0,121,14.0,1087,13:56,,,,,
273,Andrew Ference,22,D,PIT,75,4,7,11,-12,73,2.2,3,1,0,0,7,0,0,82,4.9,1392,18:34,,,,,
274,Brad Ference,22,D,FLA,80,2,15,17,-13,254,2.7,2,0,0,0,6,8,1,65,3.1,1579,19:44,,,,,
275,Scott Ferguson,29,D,EDM,50,3,2,5,11,75,2.7,3,0,0,0,2,0,0,27,11.1,683,13:40,,,,,
276,Chris Ferraro,29,C,WSH,1,0,1,1,0,0,0.1,0,0,0,0,0,1,0,4,0.0,15,15:17,,,,,
277,Peter Ferraro,29,LW,WSH,4,0,1,1,-1,0,0.0,0,0,0,0,0,1,0,3,0.0,52,12:54,,,,,
278,Ray Ferraro,37,C,TOT,76,14,23,37,-30,74,2.4,10,4,0,1,16,7,0,99,14.1,1187,15:37,,,,,
279,Ray Ferraro,37,C,ATL,61,8,19,27,-32,66,0.9,6,2,0,0,13,6,0,72,11.1,975,15:59,,,,,
280,Ray Ferraro,37,C,STL,15,6,4,10,2,8,1.5,4,2,0,1,3,1,0,27,22.2,211,14:05,,,,,
281,Jeff Finley,34,D,STL,78,0,6,6,12,30,3.3,0,0,0,0,5,0,1,39,0.0,1445,18:32,,,,,
282,Jiri Fischer,21,D,DET,80,2,8,10,17,67,4.0,2,0,0,1,8,0,0,103,1.9,1374,17:10,,,,,
283,Mike Fisher,21,C,OTT,58,15,9,24,8,55,3.2,12,0,3,4,8,0,1,123,12.2,817,14:05,,,,,
284,Tom Fitzgerald,33,RW,TOT,78,8,12,20,-7,39,0.9,6,0,2,0,11,0,1,125,6.4,1142,14:39,,,,,
285,Tom Fitzgerald,33,RW,NSH,63,7,9,16,-4,33,1.0,6,0,1,0,8,0,1,101,6.9,898,14:15,,,,,
286,Tom Fitzgerald,33,RW,CHI,15,1,3,4,-3,6,0.0,0,0,1,0,3,0,0,24,4.2,244,16:16,,,,,
287,Rory Fitzpatrick,27,D,BUF,5,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,2,0.0,60,11:54,,,,,
288,Theoren Fleury,33,LW,NYR,82,24,39,63,0,216,5.8,17,7,0,5,28,11,0,267,9.0,1706,20:48,,,,,
289,Ryan Flinn,21,LW,LAK,10,0,0,0,0,51,-0.1,0,0,0,0,0,0,0,2,0.0,35,3:29,,,,,
290,Dan Focht,24,D,PHX,8,0,0,0,0,11,0.1,0,0,0,0,0,0,0,5,0.0,99,12:25,,,,,
291,Adam Foote,30,D,COL,55,5,22,27,7,55,6.2,3,1,1,0,11,10,1,85,5.9,1429,25:59,,,,,
292,Colin Forbes,25,LW,WSH,38,5,3,8,-2,15,0.6,4,0,1,1,3,0,0,49,10.2,419,11:01,,,,,
293,Jean-Francois Fortin,22,D,WSH,36,1,3,4,-1,20,1.0,1,0,0,0,3,0,0,24,4.2,699,19:25,,,,,
294,Ron Francis,38,C,CAR,80,27,50,77,4,18,8.7,13,14,0,5,21,28,1,165,16.4,1655,20:41,,,,,
295,Jeff Friesen,25,RW,MDA,81,17,26,43,-1,44,4.5,15,1,1,0,15,10,1,161,10.6,1457,17:59,,,,,
296,Marian Gaborik,19,RW,MIN,78,30,37,67,0,34,8.5,20,10,0,4,21,16,0,221,13.6,1308,16:47,,,,,
297,Simon Gagne,21,LW,PHI,79,33,33,66,31,32,9.5,28,4,1,7,23,9,1,199,16.6,1434,18:09,,,,,
298,Steve Gainey,23,LW,DAL,5,0,1,1,-1,7,0.0,0,0,0,0,1,0,0,1,0.0,37,7:24,,,,,
299,Bruce Gardiner,29,RW,NJD,7,2,1,3,-1,2,0.4,1,1,0,0,1,0,0,10,20.0,93,13:16,,,,,
300,Denis Gauthier,25,D,CGY,66,5,8,13,9,91,4.2,4,0,1,2,5,0,3,76,6.6,1275,19:19,,,,,
301,Aaron Gavey,27,LW,MIN,71,6,11,17,-21,38,0.3,5,1,0,0,9,1,1,75,8.0,846,11:55,,,,,
302,Martin Gelinas,31,LW,CAR,72,13,16,29,-1,30,2.6,10,3,0,1,14,2,0,121,10.7,1158,16:05,,,,,
303,Brent Gilchrist,34,C,TOT,45,3,6,9,-9,14,0.1,3,0,0,1,6,0,0,53,5.7,505,11:14,,,,,
304,Brent Gilchrist,34,C,DAL,26,2,5,7,-6,6,0.2,2,0,0,0,5,0,0,29,6.9,327,12:35,,,,,
305,Brent Gilchrist,34,C,DET,19,1,1,2,-3,8,-0.1,1,0,0,1,1,0,0,24,4.2,178,9:22,,,,,
306,Hal Gill,26,D,BOS,79,4,18,22,16,77,5.5,4,0,0,0,16,0,2,137,2.9,1913,24:13,,,,,
307,Todd Gill,36,D,COL,36,0,4,4,3,25,1.4,0,0,0,0,4,0,0,26,0.0,458,12:44,,,,,
308,Doug Gilmour,38,C,MTL,70,10,31,41,-7,48,3.1,5,5,0,2,24,7,0,78,12.8,1306,18:39,,,,,
309,Brian Gionta,23,RW,NJD,33,4,7,11,10,8,1.4,4,0,0,0,7,0,0,58,6.9,443,13:25,,,,,
310,Jonathan Girard,21,D,BOS,20,0,3,3,0,9,0.5,0,0,0,0,0,3,0,28,0.0,294,14:43,,,,,
311,Ray Giroux,25,D,NYI,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,25,12:18,,,,,
312,Sascha Goc,22,D,TOT,11,0,0,0,-2,0,0.0,0,0,0,0,0,0,0,4,0.0,89,8:03,,,,,
313,Sascha Goc,22,D,TBL,9,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.0,50,5:32,,,,,
314,Sascha Goc,22,D,NJD,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,2,0.0,39,19:21,,,,,
315,Scott Gomez,22,C,NJD,76,10,38,48,-4,36,4.1,9,1,0,1,25,13,0,156,6.4,1274,16:46,,,,,
316,Sergei Gonchar,27,D,WSH,76,26,33,59,-1,58,10.4,19,7,0,2,19,14,0,216,12.0,1813,23:51,,,,,
317,David Gosselin,24,RW,NSH,3,0,0,0,-1,5,-0.1,0,0,0,0,0,0,0,0,,21,7:05,,,,,
318,Jean-Luc Grand-Pierre,24,D,CBJ,81,2,6,8,-28,90,1.0,2,0,0,0,6,0,0,62,3.2,1243,15:20,,,,,
319,Benoit Gratton,25,C,MTL,8,1,0,1,-1,8,0.0,1,0,0,0,0,0,0,8,12.5,79,9:51,,,,,
320,Chris Gratton,26,C,BUF,82,15,24,39,0,75,4.1,14,1,0,5,19,5,0,139,10.8,1226,14:57,,,,,
321,Adam Graves,33,LW,SJS,81,17,14,31,11,51,3.2,13,1,3,1,13,1,0,139,12.2,1279,15:47,,,,,
322,Josh Green,24,LW,EDM,61,10,5,15,9,52,2.1,9,1,0,1,5,0,0,78,12.8,615,10:05,,,,,
323,Travis Green,31,RW,TOR,82,11,23,34,13,61,3.1,8,3,0,2,19,4,0,119,9.2,1191,14:32,,,,,
324,Martin Grenier,21,D,PHX,5,0,0,0,0,5,0.0,0,0,0,0,0,0,0,1,0.0,30,5:56,,,,,
325,Mike Grier,27,RW,EDM,82,8,17,25,1,32,1.7,6,0,2,3,15,0,2,112,7.1,1232,15:01,,,,,
326,Stu Grimson,36,LW,NSH,30,1,1,2,0,76,0.0,1,0,0,0,1,0,0,5,20.0,184,6:08,,,,,
327,Michal Grosek,26,RW,NYR,15,3,2,5,-3,12,0.4,3,0,0,0,1,1,0,23,13.0,186,12:24,,,,,
328,Bill Guerin,31,RW,BOS,78,41,25,66,-1,91,8.8,30,10,1,7,17,8,0,355,11.5,1618,20:45,,,,,
329,Niklas Hagman,22,RW,FLA,78,10,18,28,-6,8,2.1,9,0,1,2,17,1,0,134,7.5,1079,13:50,,,,,
330,Riku Hahl,21,C,COL,22,2,3,5,1,14,0.5,2,0,0,1,3,0,0,17,11.8,208,9:26,,,,,
331,Steven Halko,27,D,CAR,5,0,1,1,3,6,0.4,0,0,0,0,1,0,0,0,,49,9:43,,,,,
332,Adam Hall,21,RW,NSH,1,0,1,1,0,0,0.1,0,0,0,0,1,0,0,2,0.0,14,14:04,,,,,
333,Kevin Haller,31,D,NYI,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0.0,17,17:12,,,,,
334,Jeff Halpern,25,C,WSH,48,5,14,19,-9,29,0.9,5,0,0,4,7,7,0,74,6.8,735,15:19,,,,,
335,Denis Hamel,24,LW,BUF,61,2,6,8,-1,28,0.0,2,0,0,0,5,1,0,80,2.5,671,11:00,,,,,
336,Roman Hamrlik,27,D,NYI,70,11,26,37,7,78,7.0,6,4,1,1,11,12,3,169,6.5,1787,25:32,,,,,
337,Michal Handzus,24,C,PHX,79,15,30,45,-8,34,3.8,11,3,1,1,21,9,0,94,16.0,1276,16:09,,,,,
338,Casey Hankinson,25,LW,CHI,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,26,8:38,,,,,
339,Scott Hannan,23,D,SJS,75,2,12,14,10,57,3.5,2,0,0,1,10,1,1,68,2.9,1524,20:19,,,,,
340,Brett Harkins,31,C,CBJ,25,2,12,14,-5,8,1.1,0,2,0,0,3,9,0,9,22.2,316,12:38,,,,,
341,David Harlock,30,D,ATL,19,0,1,1,-2,18,0.2,0,0,0,0,1,0,0,12,0.0,283,14:55,,,,,
342,Mark Hartigan,24,C,ATL,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,3,0.0,27,13:16,,,,,
343,Scott Hartnell,19,RW,NSH,75,14,27,41,5,111,4.2,11,3,0,4,21,6,0,162,8.6,1273,16:58,,,,,
344,Todd Harvey,26,RW,SJS,69,9,13,22,16,73,2.7,9,0,0,1,13,0,0,66,13.6,675,9:47,,,,,
345,Derian Hatcher,29,D,DAL,80,4,21,25,12,87,6.5,3,1,0,0,17,2,2,111,3.6,2134,26:40,,,,,
346,Brett Hauer,30,D,NSH,3,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,2,0.0,31,10:29,,,,,
347,Niclas Havelid,28,D,MDA,52,1,2,3,-13,40,0.9,1,0,0,0,2,0,0,45,2.2,885,17:01,,,,,
348,Martin Havlat,20,LW,OTT,72,22,28,50,-7,66,5.8,13,9,0,6,18,10,0,145,15.2,1063,14:46,,,,,
349,Greg Hawgood,33,D,DAL,2,0,0,0,0,2,0.0,0,0,0,0,0,0,0,1,0.0,13,6:21,,,,,
350,Paul Healey,26,RW,TOR,21,3,7,10,7,2,1.2,3,0,0,0,7,0,0,29,10.3,232,11:03,,,,,
351,Dany Heatley,21,RW,ATL,82,26,41,67,-19,56,6.8,19,7,0,4,29,11,1,202,12.9,1631,19:53,,,,,
352,Jochen Hecht,24,LW,EDM,82,16,24,40,4,60,4.3,11,5,0,3,20,4,0,211,7.6,1230,15:00,,,,,
353,Bret Hedican,31,D,TOT,57,5,11,16,-1,22,3.7,5,0,0,1,8,3,0,85,5.9,1355,23:46,,,,,
354,Bret Hedican,31,D,FLA,31,3,7,10,-4,12,1.9,3,0,0,0,5,2,0,46,6.5,758,24:27,,,,,
355,Bret Hedican,31,D,CAR,26,2,4,6,3,10,1.8,2,0,0,1,3,1,0,39,5.1,596,22:56,,,,,
356,Shawn Heins,28,D,SJS,17,0,2,2,1,24,0.4,0,0,0,0,0,2,0,20,0.0,166,9:46,,,,,
357,Steve Heinze,32,LW,LAK,73,15,16,31,-15,46,2.6,7,8,0,4,7,9,0,123,12.2,1152,15:47,,,,,
358,Barrett Heisten,21,C,NYR,10,0,0,0,-4,2,-0.3,0,0,0,0,0,0,0,7,0.0,76,7:36,,,,,
359,Milan Hejduk,25,RW,COL,62,21,23,44,0,24,5.2,13,7,1,5,12,11,0,139,15.1,1252,20:11,,,,,
360,Sami Helenius,28,D,DAL,39,0,0,0,-4,58,0.1,0,0,0,0,0,0,0,18,0.0,378,9:41,,,,,
361,Bryan Helmer,29,D,VAN,40,5,5,10,10,53,2.8,3,2,0,1,3,2,0,43,11.6,483,12:04,,,,,
362,Matt Henderson,27,RW,CHI,4,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,3,0.0,29,7:08,,,,,
363,Darby Hendrickson,29,C,MIN,68,9,15,24,-22,50,0.9,5,2,2,1,8,6,1,79,11.4,1137,16:43,,,,,
364,Jukka Hentunen,27,LW,TOT,38,4,5,9,-9,4,0.3,3,1,0,1,5,0,0,50,8.0,440,11:35,,,,,
365,Jukka Hentunen,27,LW,CGY,28,2,3,5,-9,4,-0.1,1,1,0,0,3,0,0,38,5.3,312,11:09,,,,,
366,Jukka Hentunen,27,LW,NSH,10,2,2,4,0,0,0.5,2,0,0,1,2,0,0,12,16.7,128,12:46,,,,,
367,Chris Herperger,27,C,OTT,72,4,9,13,4,43,0.6,4,0,0,0,9,0,0,81,4.9,815,11:19,,,,,
368,Matt Herr,25,C,FLA,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0.0,19,6:27,,,,,
369,Jamie Heward,30,D,CBJ,28,1,2,3,-9,7,0.4,1,0,0,0,1,1,0,38,2.6,394,14:04,,,,,
370,Andy Hilbert,20,C,BOS,6,1,0,1,-2,2,0.0,1,0,0,0,0,0,0,11,9.1,69,11:34,,,,,
371,Sean Hill,31,D,TOT,72,7,26,33,0,89,6.1,3,4,0,2,9,17,0,145,4.8,1541,21:24,,,,,
372,Sean Hill,31,D,CAR,49,7,23,30,-1,61,5.3,3,4,0,2,7,16,0,116,6.0,1175,23:58,,,,,
373,Sean Hill,31,D,STL,23,0,3,3,1,28,0.8,0,0,0,0,2,1,0,29,0.0,367,15:56,,,,,
374,Dan Hinote,25,C,COL,58,6,6,12,8,39,1.2,5,0,1,3,6,0,0,75,8.0,722,12:27,,,,,
375,Jan Hlavac,25,LW,TOT,77,16,15,31,9,18,3.5,15,1,0,3,14,1,0,132,12.1,1070,13:54,,,,,
376,Jan Hlavac,25,LW,VAN,46,9,12,21,4,10,2.1,8,1,0,2,11,1,0,70,12.9,679,14:46,,,,,
377,Jan Hlavac,25,LW,PHI,31,7,3,10,5,8,1.4,7,0,0,1,3,0,0,62,11.3,391,12:36,,,,,
378,Shane Hnidy,26,D,OTT,33,1,1,2,-10,57,0.0,1,0,0,0,1,0,0,34,2.9,559,16:56,,,,,
379,Jonas Hoglund,29,LW,TOR,82,13,34,47,11,26,4.5,11,1,1,4,29,5,0,199,6.5,1277,15:34,,,,,
380,Benoit Hogue,35,LW,TOT,58,7,8,15,-5,37,1.1,7,0,0,1,7,1,0,42,16.7,651,11:14,,,,,
381,Benoit Hogue,35,LW,DAL,32,3,3,6,-4,24,0.2,3,0,0,0,3,0,0,20,15.0,340,10:37,,,,,
382,Benoit Hogue,35,LW,BOS,17,4,4,8,-3,9,0.8,4,0,0,1,3,1,0,17,23.5,232,13:38,,,,,
383,Benoit Hogue,35,LW,WSH,9,0,1,1,2,4,0.0,0,0,0,0,1,0,0,5,0.0,80,8:52,,,,,
384,Josh Holden,24,C,CAR,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,3,0.0,42,5:17,,,,,
385,Bobby Holik,31,C,NJD,81,25,29,54,7,97,6.6,19,6,0,3,19,10,0,270,9.3,1434,17:42,,,,,
386,Jason Holland,25,D,LAK,3,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,1,0.0,48,15:50,,,,,
387,Tomas Holmstrom,29,RW,DET,69,8,18,26,-12,58,1.7,2,6,0,1,9,9,0,79,10.1,855,12:23,,,,,
388,Brian Holzinger,29,C,TBL,23,1,2,3,-4,4,0.0,1,0,0,0,1,1,0,20,5.0,214,9:19,,,,,
389,Shawn Horcoff,23,LW,EDM,61,8,14,22,3,18,2.3,8,0,0,0,12,2,0,57,14.0,691,11:20,,,,,
390,Darcy Hordichuk,21,LW,TOT,34,1,1,2,-5,141,-0.2,1,0,0,0,1,0,0,8,12.5,207,6:05,,,,,
391,Darcy Hordichuk,21,LW,ATL,33,1,1,2,-5,127,-0.2,1,0,0,0,1,0,0,8,12.5,200,6:03,,,,,
392,Darcy Hordichuk,21,LW,PHX,1,0,0,0,0,14,0.0,0,0,0,0,0,0,0,0,,7,7:18,,,,,
393,Marcel Hossa,20,LW,MTL,10,3,1,4,2,2,0.7,3,0,0,0,1,0,0,20,15.0,111,11:09,,,,,
394,Marian Hossa,23,RW,OTT,80,31,35,66,11,50,8.6,21,9,1,4,21,13,1,278,11.2,1479,18:29,,,,,
395,Bill Houlder,34,D,NSH,82,0,8,8,-1,40,3.2,0,0,0,0,5,1,2,44,0.0,1768,21:33,,,,,
396,Phil Housley,37,D,CHI,80,15,24,39,-3,34,7.1,7,8,0,6,10,14,0,218,6.9,1741,21:46,,,,,
397,Jan Hrdina,25,LW,PIT,79,24,33,57,-7,50,5.9,18,6,0,6,23,10,0,115,20.9,1568,19:51,,,,,
398,Tony Hrkac,35,LW,ATL,80,18,26,44,-12,12,4.0,12,5,1,2,15,11,0,101,17.8,1398,17:29,,,,,
399,Brett Hull,37,RW,DET,82,30,33,63,18,35,8.0,22,7,1,4,18,15,0,247,12.1,1543,18:49,,,,,
400,Jody Hull,32,RW,OTT,24,2,2,4,0,6,0.2,2,0,0,1,2,0,0,12,16.7,244,10:10,,,,,
401,Cale Hulse,28,D,NSH,63,0,2,2,-18,121,0.3,0,0,0,0,2,0,0,70,0.0,1188,18:51,,,,,
402,Ivan Huml,20,LW,BOS,1,0,1,1,2,0,0.2,0,0,0,0,1,0,0,2,0.0,16,15:43,,,,,
403,Kristian Huselius,23,LW,FLA,79,23,22,45,-4,14,5.1,16,6,1,3,13,8,1,169,13.6,1336,16:55,,,,,
404,Hannes Hyvonen,26,D,SJS,6,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,4,0.0,34,5:40,,,,,
405,Jarome Iginla,24,RW,CGY,82,52,44,96,27,77,14.4,35,16,1,7,29,14,1,311,16.7,1834,22:22,,,,,
406,Brad Isbister,24,LW,NYI,79,17,21,38,1,113,3.9,13,4,0,2,19,2,0,142,12.0,1209,15:18,,,,,
407,Barret Jackman,20,D,STL,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,19,18:56,,,,,
408,Ric Jackman,23,D,BOS,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,4,0.0,27,13:26,,,,,
409,Jaromir Jagr,29,RW,WSH,69,31,48,79,0,30,9.1,21,10,0,3,33,15,0,197,15.7,1498,21:43,,,,,
