,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
68,Dave Bolland,22,C,CHI,81,19,28,47,19,52,15,2,2,4,25,1,2,111,17.1,1333,16:27,40,67,521,655,44.3,5.1
69,Radek Bonk,33,C,NSH,66,9,16,25,-12,34,3,6,0,2,12,3,1,102,8.8,1019,15:27,28,58,450,301,59.9,1.4
70,Derek Boogaard,26,LW,MIN,51,0,3,3,3,87,0,0,0,0,3,0,0,13,0.0,255,5:00,4,62,0,0,,0.1
71,David Booth,24,LW,FLA,72,31,29,60,10,38,20,11,0,5,23,5,1,246,12.6,1231,17:05,20,91,7,10,41.2,7.7
72,Casey Borer,23,D,CAR,3,0,0,0,0,5,0,0,0,0,0,0,0,0,,33,11:05,5,3,0,0,,0.0
73,Pierre-Marc Bouchard,24,LW,MIN,71,16,30,46,-5,20,14,2,0,1,16,14,0,142,11.3,1205,16:59,12,7,11,8,57.9,4.7
74,Philippe Boucher,35,D,TOT,41,3,6,9,6,39,3,0,0,0,3,3,0,66,4.5,824,20:07,95,81,0,0,,2.3
75,Philippe Boucher,35,D,PIT,25,3,3,6,10,24,3,0,0,0,0,3,0,37,8.1,477,19:05,56,50,0,0,,2.0
76,Philippe Boucher,35,D,DAL,16,0,3,3,-4,15,0,0,0,0,3,0,0,29,0.0,348,21:43,39,31,0,0,,0.3
77,Francis Bouillon,33,D,MTL,54,5,4,9,-7,53,5,0,0,1,3,0,1,51,9.8,891,16:30,55,122,0,0,,1.7
78,Jesse Boulerice,30,RW,EDM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,3:43,0,0,0,0,,0.0
79,Eric Boulton,32,LW,ATL,76,3,10,13,-3,176,3,0,0,0,10,0,0,71,4.2,574,7:33,13,77,1,3,25.0,0.4
80,Chris Bourque,23,LW,WSH,8,1,0,1,0,0,1,0,0,0,0,0,0,11,9.1,78,9:46,2,8,0,0,,0.1
81,Rene Bourque,27,LW,CGY,58,21,19,40,18,70,20,0,1,0,18,1,0,149,14.1,933,16:05,30,79,9,9,50.0,5.3
82,Jay Bouwmeester,25,D,FLA,82,15,27,42,-2,68,6,9,0,2,15,11,1,182,8.2,2213,26:59,128,115,0,0,,7.7
83,Johnny Boychuk,25,D,BOS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,15,14:48,1,3,0,0,,0.0
84,Zach Boychuk,19,C,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,24,12:03,0,4,0,1,0.0,0.0
85,Dustin Boyd,22,C,CGY,71,11,11,22,-11,10,9,1,1,3,8,2,1,74,14.9,914,12:52,29,43,215,253,45.9,1.3
86,Brad Boyes,26,RW,STL,82,33,39,72,-20,26,17,16,0,11,20,19,0,220,15.0,1570,19:08,20,49,155,160,49.2,7.9
87,Brian Boyle,24,C,LAK,28,4,1,5,-9,42,4,0,0,1,1,0,0,36,11.1,284,10:08,8,66,102,123,45.3,0.2
88,Dan Boyle,32,D,SJS,77,16,41,57,6,52,8,8,0,4,16,24,1,213,7.5,1908,24:46,95,51,0,1,0.0,10.6
89,Nick Boynton,30,D,FLA,68,5,16,21,7,91,5,0,0,1,13,3,0,104,4.8,1129,16:36,97,52,0,0,,4.2
90,Matt Bradley,30,RW,WSH,81,5,6,11,-1,59,5,0,0,1,6,0,0,98,5.1,859,10:37,16,115,10,14,41.7,0.0
91,Donald Brashear,37,LW,WSH,63,1,3,4,-6,121,1,0,0,1,3,0,0,43,2.3,520,8:15,8,119,0,0,,-0.7
92,Derick Brassard,21,C,CBJ,31,10,15,25,12,17,7,3,0,1,11,4,0,59,16.9,447,14:25,3,40,161,171,48.5,3.4
93,Tim Brent,24,C,CHI,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,17,8:21,1,4,5,5,50.0,0.0
94,Eric Brewer,29,D,STL,28,1,5,6,-14,24,0,1,0,0,3,2,0,49,2.0,703,25:07,57,40,0,0,,0.6
95,Daniel Briere,31,C,PHI,29,11,14,25,-1,26,7,4,0,0,8,6,0,54,20.4,454,15:39,6,13,68,79,46.3,3.0
96,Rod Brind'Amour,38,C,CAR,80,16,35,51,-23,36,9,6,1,1,16,18,1,135,11.9,1518,18:58,35,76,908,580,61.0,3.6
97,Patrice Brisebois,38,D,MTL,62,5,13,18,-3,19,1,4,0,1,10,3,0,68,7.4,986,15:54,69,45,0,0,,3.1
98,Kyle Brodziak,24,C,EDM,79,11,16,27,4,21,9,1,1,3,14,1,1,99,11.1,1005,12:43,55,60,489,458,51.6,2.2
99,Sheldon Brookbank,28,D,TOT,44,1,3,4,4,76,1,0,0,0,3,0,0,30,3.3,534,12:08,22,37,0,0,,1.3
100,Sheldon Brookbank,28,D,ANA,29,1,3,4,3,51,1,0,0,0,3,0,0,24,4.2,401,13:50,14,26,0,0,,1.1
101,Sheldon Brookbank,28,D,NJD,15,0,0,0,1,25,0,0,0,0,0,0,0,6,0.0,133,8:51,8,11,0,0,,0.2
102,Wade Brookbank,31,LW,CAR,27,1,0,1,0,40,1,0,0,0,0,0,0,8,12.5,67,2:30,6,15,0,0,,0.1
103,Troy Brouwer,23,RW,CHI,69,10,16,26,7,50,5,4,1,0,12,4,0,126,7.9,1041,15:05,19,125,9,11,45.0,2.0
104,Dustin Brown,24,RW,LAK,80,24,29,53,-15,64,17,7,0,6,18,11,0,292,8.2,1552,19:24,22,285,25,29,46.3,5.4
105,Mike Brown,23,RW,TOT,48,2,2,4,-7,145,2,0,0,2,2,0,0,44,4.5,391,8:08,12,85,0,6,0.0,-0.4
106,Mike Brown,23,RW,ANA,28,2,1,3,-2,60,2,0,0,2,1,0,0,38,5.3,281,10:02,9,55,0,4,0.0,-0.1
107,Mike Brown,23,RW,VAN,20,0,1,1,-5,85,0,0,0,0,1,0,0,6,0.0,110,5:29,3,30,0,2,0.0,-0.3
108,Gilbert Brule,22,C,EDM,11,2,1,3,-3,12,2,0,0,1,1,0,0,13,15.4,109,9:52,6,14,4,1,80.0,0.2
109,Andrew Brunette,35,LW,MIN,80,22,28,50,-5,18,13,9,0,3,19,9,0,118,18.6,1356,16:57,13,22,2,7,22.2,5.5
110,Fabian Brunnstrom,23,LW,DAL,55,17,12,29,-8,8,13,4,0,5,10,2,0,81,21.0,639,11:37,12,24,0,0,,3.3
111,Adam Burish,26,RW,CHI,66,6,3,9,3,93,6,0,0,2,3,0,0,83,7.2,608,9:12,37,46,49,75,39.5,0.5
112,Brent Burns,23,D,MIN,59,8,19,27,-7,45,4,4,0,2,9,10,0,147,5.4,1323,22:25,62,58,3,2,60.0,5.5
113,Alexandre Burrows,27,LW,VAN,82,28,23,51,23,150,24,0,4,3,22,0,1,175,16.0,1382,16:51,38,67,37,43,46.3,6.6
114,Chris Butler,22,D,BUF,47,2,4,6,11,18,2,0,0,1,4,0,0,36,5.6,786,16:43,60,37,0,0,,2.5
115,Dustin Byfuglien,23,RW,CHI,77,15,16,31,7,81,12,3,0,4,12,4,0,202,7.4,1145,14:52,23,169,2,9,18.2,2.9
116,Kyle Calder,30,LW,LAK,74,8,19,27,-1,41,6,2,0,1,17,2,0,93,8.6,974,13:10,7,55,1,2,33.3,2.3
117,Joe Callahan,26,D,NYI,18,0,2,2,5,4,0,0,0,0,2,0,0,6,0.0,270,15:00,22,39,0,1,0.0,0.9
118,Ryan Callahan,23,RW,NYR,81,22,18,40,7,45,19,2,1,1,16,2,0,237,9.3,1382,17:04,32,265,7,3,70.0,4.7
119,Mike Cammalleri,26,LW,CGY,81,39,43,82,-2,44,20,19,0,6,28,15,0,255,15.3,1422,17:33,18,21,217,143,60.3,9.8
120,Brian Campbell,29,D,CHI,82,7,45,52,5,22,3,4,0,1,25,20,0,108,6.5,1851,22:34,72,34,0,0,,7.8
121,Gregory Campbell,25,C,FLA,77,13,19,32,0,76,12,1,0,1,17,1,1,135,9.6,1292,16:47,82,202,509,509,50.0,2.3
122,Chris Campoli,24,D,TOT,76,11,19,30,-16,55,8,2,1,4,9,9,1,91,12.1,1485,19:32,86,81,0,0,,4.8
123,Chris Campoli,24,D,NYI,51,6,11,17,-20,43,5,0,1,2,6,5,0,53,11.3,1011,19:50,58,56,0,0,,2.0
124,Chris Campoli,24,D,OTT,25,5,8,13,4,12,3,2,0,2,3,4,1,38,13.2,474,18:58,28,25,0,0,,2.9
125,Luca Caputi,20,LW,PIT,5,1,0,1,-1,4,1,0,0,0,0,0,0,7,14.3,51,10:16,0,3,0,0,,0.1
126,Daniel Carcillo,24,LW,TOT,74,3,11,14,-15,254,1,2,0,0,10,1,0,130,2.3,852,11:31,20,151,12,8,60.0,-0.3
127,Daniel Carcillo,24,LW,PHX,54,3,7,10,-13,174,1,2,0,0,6,1,0,95,3.2,647,11:59,13,121,10,8,55.6,-0.2
128,Daniel Carcillo,24,LW,PHI,20,0,4,4,-2,80,0,0,0,0,4,0,0,35,0.0,205,10:16,7,30,2,0,100.0,-0.1
129,Matt Carkner,28,RW,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4:08,0,2,0,0,,0.0
130,Matt Carle,24,D,TOT,76,5,21,26,3,22,5,0,0,2,13,8,0,85,5.9,1626,21:24,142,38,0,0,,4.6
131,Matt Carle,24,D,PHI,64,4,20,24,2,16,4,0,0,2,12,8,0,72,5.6,1363,21:17,115,34,0,0,,4.0
132,Matt Carle,24,D,TBL,12,1,1,2,1,6,1,0,0,0,1,0,0,13,7.7,264,21:58,27,4,0,0,,0.6
133,Brett Carson,23,D,CAR,5,0,0,0,-3,4,0,0,0,0,0,0,0,2,0.0,79,15:44,5,6,0,0,,-0.1
134,Jeff Carter,24,C,PHI,82,46,38,84,23,68,29,13,4,12,27,11,0,342,13.5,1718,20:57,53,54,833,892,48.3,11.7
135,Ryan Carter,25,C,ANA,48,3,6,9,3,52,3,0,0,1,5,1,0,40,7.5,437,9:06,9,67,146,158,48.0,0.6
136,Tom Cavanagh,26,C,SJS,17,1,1,2,-2,4,1,0,0,0,1,0,0,9,11.1,131,7:44,5,4,26,31,45.6,0.0
137,Zdeno Chara,31,D,BOS,80,19,31,50,23,95,8,11,0,3,12,17,2,216,8.8,2085,26:04,121,166,1,3,25.0,10.5
138,Jonathan Cheechoo,28,RW,SJS,66,12,17,29,-3,59,6,5,1,4,13,4,0,152,7.9,1011,15:19,18,107,1,3,25.0,2.5
139,Chris Chelios,47,D,DET,28,0,0,0,1,18,0,0,0,0,0,0,0,14,0.0,327,11:40,12,22,0,0,,0.2
140,Jason Chimera,29,LW,CBJ,49,8,14,22,8,41,7,1,0,1,13,1,0,115,7.0,796,16:15,11,61,18,24,42.9,2.1
141,Kyle Chipchura,22,C,MTL,13,0,3,3,-6,5,0,0,0,0,3,0,0,5,0.0,134,10:18,3,8,47,60,43.9,-0.2
142,Taylor Chorney,21,D,EDM,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,,31,15:43,6,0,0,0,,-0.3
143,Erik Christensen,25,C,TOT,64,7,21,28,-9,20,5,2,0,0,16,5,0,122,5.7,873,13:39,6,19,277,220,55.7,1.6
144,Erik Christensen,25,C,ATL,47,5,14,19,-7,14,4,1,0,0,11,3,0,90,5.6,671,14:16,6,17,233,194,54.6,0.9
145,Erik Christensen,25,C,ANA,17,2,7,9,-2,6,1,1,0,0,5,2,0,32,6.3,203,11:55,0,2,44,26,62.9,0.7
146,Kris Chucko,22,RW,CGY,2,0,0,0,0,2,0,0,0,0,0,0,0,0,,14,7:02,0,1,0,1,0.0,0.0
147,Brett Clark,32,D,COL,76,2,10,12,-16,32,2,0,0,1,8,2,0,97,2.1,1697,22:20,238,73,0,0,,2.7
148,Chris Clark,32,RW,WSH,32,1,5,6,-3,32,1,0,0,0,4,1,0,36,2.8,370,11:34,7,49,3,3,50.0,-0.1
149,David Clarkson,24,RW,NJD,82,17,15,32,-1,164,13,4,0,3,13,2,0,158,10.8,988,12:03,13,134,2,5,28.6,3.2
150,Dan Cleary,30,RW,DET,74,14,26,40,0,46,11,3,0,3,23,3,0,163,8.6,1253,16:56,36,107,67,54,55.4,3.0
151,Ryane Clowe,26,LW,SJS,71,22,30,52,8,51,11,11,0,1,17,13,0,161,13.7,1262,17:47,22,135,49,71,40.8,5.9
152,Cal Clutterbuck,21,RW,MIN,78,11,7,18,-5,76,10,1,0,1,7,0,0,136,8.1,1014,13:00,39,356,2,15,11.8,1.5
153,Braydon Coburn,23,D,PHI,80,7,21,28,7,97,4,3,0,0,11,8,2,130,5.4,1970,24:37,129,146,0,0,,5.5
154,Andrew Cogliano,21,C,EDM,82,18,20,38,-6,22,14,4,0,4,15,5,0,116,15.5,1181,14:24,39,57,261,441,37.2,3.3
155,Carlo Colaiacovo,26,D,TOT,73,3,27,30,0,35,3,0,0,0,7,20,0,87,3.4,1333,18:16,82,64,0,0,,5.1
156,Carlo Colaiacovo,26,D,STL,63,3,26,29,2,29,3,0,0,0,7,19,0,78,3.8,1164,18:29,69,54,0,0,,5.1
157,Carlo Colaiacovo,26,D,TOR,10,0,1,1,-2,6,0,0,0,0,0,1,0,9,0.0,169,16:52,13,10,0,0,,0.0
158,Erik Cole,30,LW,TOT,80,18,24,42,0,73,13,5,0,1,20,4,0,178,10.1,1409,17:37,43,180,20,29,40.8,3.6
159,Erik Cole,30,LW,EDM,63,16,11,27,-3,63,11,5,0,1,9,2,0,145,11.0,1076,17:05,33,134,19,29,39.6,2.3
160,Erik Cole,30,LW,CAR,17,2,13,15,3,10,2,0,0,0,11,2,0,33,6.1,333,19:36,10,46,1,0,100.0,1.3
161,Sean Collins,25,D,WSH,15,1,1,2,1,12,1,0,0,0,1,0,0,14,7.1,218,14:32,15,11,0,0,,0.5
162,Jeremy Colliton,24,C,NYI,6,0,1,1,-2,2,0,0,0,0,1,0,0,4,0.0,66,11:03,5,18,45,25,64.3,-0.1
163,Blake Comeau,22,LW,NYI,53,7,18,25,-17,32,5,2,0,0,11,7,0,78,9.0,863,16:17,18,90,14,31,31.1,1.2
164,Mike Commodore,29,D,CBJ,81,5,19,24,11,100,5,0,0,0,17,2,0,103,4.9,1854,22:54,162,201,2,1,66.7,5.6
165,Mike Comrie,28,C,TOT,63,10,17,27,-15,32,8,2,0,1,12,4,1,121,8.3,989,15:42,34,39,171,246,41.0,1.7
166,Mike Comrie,28,C,NYI,41,7,13,20,-8,26,5,2,0,0,10,2,1,80,8.8,675,16:28,22,27,161,229,41.3,1.4
167,Mike Comrie,28,C,OTT,22,3,4,7,-7,6,3,0,0,1,2,2,0,41,7.3,314,14:17,12,12,10,17,37.0,0.3
168,Tim Conboy,26,RW,CAR,28,0,1,1,-1,37,0,0,0,0,1,0,0,13,0.0,150,5:21,2,20,0,0,,-0.2
169,Chris Conner,25,RW,DAL,38,3,10,13,-5,10,3,0,0,1,9,1,0,34,8.8,415,10:56,5,37,0,1,0.0,0.7
170,Tim Connolly,27,C,BUF,48,18,29,47,12,22,12,5,1,5,16,13,0,126,14.3,918,19:07,37,17,229,315,42.1,5.7
171,Craig Conroy,37,C,CGY,82,12,36,48,20,28,11,0,1,1,35,0,1,104,11.5,1261,15:22,49,42,722,645,52.8,4.7
172,Matt Cooke,30,LW,PIT,76,13,18,31,0,101,13,0,0,1,17,1,0,86,15.1,1080,14:13,37,262,7,12,36.8,2.5
173,Joe Corvo,31,D,CAR,81,14,24,38,-1,18,5,8,1,6,10,14,0,213,6.6,1970,24:19,89,41,0,0,,7.7
174,Riley Cote,26,LW,PHI,63,0,3,3,-7,174,0,0,0,0,3,0,0,24,0.0,262,4:10,4,51,0,0,,-0.5
175,Joey Crabb,25,RW,ATL,29,4,5,9,-2,28,3,0,1,1,5,0,0,33,12.1,354,12:13,15,54,13,20,39.4,0.6
176,Ryan Craig,27,C,TBL,54,2,4,6,-7,60,2,0,0,0,4,0,0,64,3.1,555,10:16,29,60,110,112,49.5,-0.5
177,B.J. Crombeen,23,RW,TOT,81,12,10,22,-9,148,11,0,1,3,8,2,0,124,9.7,1031,12:43,14,87,3,4,42.9,1.6
178,B.J. Crombeen,23,RW,STL,66,11,6,17,-8,122,10,0,1,3,5,1,0,112,9.8,907,13:45,12,74,3,4,42.9,1.2
179,B.J. Crombeen,23,RW,DAL,15,1,4,5,-1,26,1,0,0,0,3,1,0,12,8.3,124,8:14,2,13,0,0,,0.4
180,Sidney Crosby,21,C,PIT,77,33,70,103,3,76,26,7,0,3,36,33,1,238,13.9,1690,21:57,42,80,829,786,51.3,11.1
181,Matt Cullen,32,C,CAR,69,22,21,43,11,20,16,4,2,2,15,3,3,139,15.8,1159,16:48,44,41,457,427,51.7,5.3
182,Jassen Cullimore,36,D,FLA,68,2,8,10,-10,37,2,0,0,0,7,1,0,52,3.8,1142,16:48,62,58,0,0,,1.4
183,Kyle Cumiskey,22,D,COL,6,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,51,8:32,3,2,0,0,,-0.1
184,Matt D'Agostini,22,RW,MTL,53,12,9,21,-17,16,9,3,0,1,7,2,0,116,10.3,711,13:25,26,48,3,6,33.3,1.6
185,Trevor Daley,25,D,DAL,75,7,18,25,2,73,7,0,0,2,16,1,1,104,6.7,1650,22:00,98,30,0,1,0.0,5.0
186,Mathieu Dandenault,32,RW,MTL,41,4,8,12,7,17,4,0,0,0,6,1,1,46,8.7,482,11:45,29,42,2,3,40.0,1.1
187,Pavel Datsyuk,30,C,DET,81,32,65,97,34,22,20,11,1,3,39,25,1,248,12.9,1556,19:13,33,75,621,489,55.9,11.5
188,Patrick Davis,22,LW,NJD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,5,4:30,0,1,0,0,,0.0
