,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
189,Rob Davison,28,D,VAN,23,0,2,2,-4,51,0,0,0,0,2,0,0,15,0.0,232,10:05,12,28,0,0,,0.1
190,Nigel Dawes,23,LW,TOT,64,10,11,21,-6,15,7,3,0,4,10,1,0,115,8.7,848,13:15,25,84,0,0,,1.7
191,Nigel Dawes,23,LW,NYR,52,10,9,19,-2,15,7,3,0,4,8,1,0,96,10.4,679,13:03,19,73,0,0,,2.0
192,Nigel Dawes,23,LW,PHX,12,0,2,2,-4,0,0,0,0,0,2,0,0,19,0.0,170,14:09,6,11,0,0,,-0.2
193,Greg de Vries,36,D,NSH,71,1,4,5,-15,65,1,0,0,0,4,0,0,38,2.6,1074,15:08,73,58,0,0,,0.8
194,Pavol Demitra,34,C,VAN,69,20,33,53,6,20,16,4,0,1,21,12,0,143,14.0,1206,17:29,31,21,130,109,54.4,5.6
195,Andre Deveaux,24,C,TOR,21,0,1,1,-3,75,0,0,0,0,1,0,0,15,0.0,152,7:14,10,44,2,5,28.6,-0.3
196,Boyd Devereaux,30,C,TOR,23,6,5,11,3,2,3,0,3,0,5,0,0,41,14.6,315,13:42,18,21,4,5,44.4,1.3
197,Shane Doan,32,RW,PHX,82,31,42,73,5,72,21,10,0,4,25,15,2,230,13.5,1660,20:15,32,188,159,201,44.2,8.3
198,Shean Donovan,34,RW,OTT,65,5,5,10,-2,34,5,0,0,1,5,0,0,58,8.6,509,7:50,17,20,4,5,44.4,0.7
199,Derek Dorsett,22,RW,CBJ,52,4,1,5,-1,150,4,0,0,1,1,0,0,59,6.8,462,8:53,15,116,4,5,44.4,0.1
200,Drew Doughty,19,D,LAK,81,6,21,27,-17,56,3,3,0,1,8,13,0,126,4.8,1930,23:50,114,90,0,0,,5.3
201,Jake Dowell,23,C,CHI,1,0,0,0,1,2,0,0,0,0,0,0,0,0,,14,13:37,0,2,8,4,66.7,0.0
202,Aaron Downey,34,RW,DET,4,1,1,2,0,7,1,0,0,0,1,0,0,2,50.0,21,5:13,1,11,0,0,,0.3
203,Steve Downie,21,RW,TOT,29,3,3,6,-2,65,3,0,0,1,3,0,0,26,11.5,244,8:26,7,41,5,15,25.0,0.4
204,Steve Downie,21,RW,TBL,23,3,3,6,2,54,3,0,0,1,3,0,0,25,12.0,209,9:04,6,38,3,4,42.9,0.6
205,Steve Downie,21,RW,PHI,6,0,0,0,-4,11,0,0,0,0,0,0,0,1,0.0,36,5:57,1,3,2,11,15.4,-0.2
206,Kris Draper,37,C,DET,79,7,10,17,-13,40,6,0,1,2,9,0,1,93,7.5,947,11:59,20,102,594,393,60.2,0.0
207,Davis Drewiske,24,D,LAK,17,0,3,3,1,18,0,0,0,0,2,1,0,21,0.0,294,17:19,30,10,0,0,,0.9
208,Chris Drury,32,C,NYR,81,22,34,56,-8,32,11,10,1,2,23,10,1,219,10.0,1640,20:15,90,42,603,580,51.0,5.4
209,Brandon Dubinsky,22,C,NYR,82,13,28,41,-6,112,9,3,1,7,22,5,1,188,6.9,1364,16:38,24,251,466,404,53.6,3.4
210,J.P. Dumont,30,RW,NSH,82,16,49,65,1,20,11,5,0,4,32,17,0,176,9.1,1435,17:30,13,33,3,3,50.0,6.2
211,Pascal Dupuis,29,LW,PIT,71,12,16,28,1,30,12,0,0,2,15,0,1,145,8.3,1010,14:13,30,68,3,13,18.8,2.3
212,Philippe Dupuis,23,C,COL,8,0,0,0,-1,4,0,0,0,0,0,0,0,11,0.0,76,9:34,1,4,26,24,52.0,-0.2
213,Chris Durno,28,LW,COL,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,12,6:02,0,6,0,0,,0.0
214,Radek Dvorak,31,RW,FLA,81,15,21,36,0,42,11,0,4,3,21,0,0,136,11.0,1331,16:26,31,55,6,11,35.3,2.9
215,Patrick Dwyer,25,RW,CAR,13,1,0,1,-2,0,1,0,0,0,0,0,0,9,11.1,111,8:34,6,16,5,7,41.7,-0.1
216,Ben Eager,25,LW,CHI,75,11,4,15,1,161,11,0,0,0,4,0,0,80,13.8,639,8:31,11,95,0,0,,1.5
217,Mark Eaton,31,D,PIT,68,4,5,9,3,36,3,1,0,0,5,0,0,34,11.8,1208,17:46,148,43,1,0,100.0,2.3
218,Patrick Eaves,24,RW,CAR,74,6,8,14,7,31,4,1,1,1,8,0,0,115,5.2,833,11:15,33,134,5,7,41.7,1.0
219,Andrew Ebbett,26,C,ANA,48,8,24,32,8,24,2,6,0,0,19,5,0,100,8.0,666,13:52,22,34,221,234,48.6,3.2
220,Alexander Edler,22,D,VAN,80,10,27,37,11,54,5,5,0,1,11,16,0,145,6.9,1690,21:08,93,101,1,0,100.0,7.2
221,Christian Ehrhoff,26,D,SJS,77,8,34,42,-12,63,3,5,0,2,14,20,0,165,4.8,1635,21:14,90,79,0,0,,6.4
222,Patrik Elias,32,LW,NJD,77,31,47,78,18,32,17,12,2,6,25,19,3,247,12.6,1430,18:34,17,51,26,61,29.9,9.4
223,Matt Ellis,27,LW,BUF,45,7,5,12,4,12,7,0,0,2,4,1,0,73,9.6,397,8:50,19,21,112,127,46.9,1.5
224,Steve Eminger,25,D,TOT,71,5,21,26,-3,50,3,2,0,1,11,10,0,85,5.9,1535,21:37,119,77,0,1,0.0,4.1
225,Steve Eminger,25,D,TBL,50,4,19,23,-4,36,2,2,0,0,10,9,0,63,6.3,1178,23:33,91,55,0,1,0.0,3.4
226,Steve Eminger,25,D,PHI,12,0,2,2,0,8,0,0,0,0,1,1,0,9,0.0,215,17:53,11,11,0,0,,0.3
227,Steve Eminger,25,D,FLA,9,1,0,1,1,6,1,0,0,1,0,0,0,13,7.7,142,15:49,17,11,0,0,,0.4
228,Toby Enstrom,24,D,ATL,82,5,27,32,14,52,2,2,1,1,13,12,2,86,5.8,1929,23:32,120,29,1,1,50.0,5.8
229,Martin Erat,27,RW,NSH,71,17,33,50,-7,48,14,3,0,3,18,13,2,149,11.4,1318,18:34,17,36,11,27,28.9,4.6
230,Jonathan Ericsson,24,D,DET,19,1,3,4,-1,15,1,0,0,0,3,0,0,25,4.0,336,17:40,12,28,0,0,,0.6
231,Loui Eriksson,23,LW,DAL,82,36,27,63,14,14,28,7,1,4,22,5,0,178,20.2,1626,19:50,51,31,2,9,18.2,7.9
232,John Erskine,28,D,WSH,52,0,4,4,1,63,0,0,0,0,3,0,1,50,0.0,873,16:48,76,128,0,0,,1.0
233,Garnet Exelby,27,D,ATL,59,0,7,7,-2,120,0,0,0,0,6,0,1,42,0.0,987,16:43,99,151,0,0,,1.0
234,Sergei Fedorov,39,C,WSH,52,11,22,33,4,50,9,2,0,2,11,11,0,118,9.3,859,16:31,25,28,368,287,56.2,3.2
235,Todd Fedoruk,29,LW,PHX,72,6,7,13,-9,72,6,0,0,0,7,0,0,56,10.7,763,10:36,15,125,4,11,26.7,0.3
236,Ruslan Fedotenko,30,LW,PIT,65,16,23,39,18,44,15,1,0,3,20,3,0,117,13.7,917,14:06,28,99,4,14,22.2,4.7
237,Eric Fehr,23,RW,WSH,61,12,13,25,8,22,11,1,0,2,12,1,0,134,9.0,686,11:15,10,24,1,2,33.3,2.9
238,Andrew Ference,29,D,BOS,47,1,15,16,7,40,0,1,0,0,9,6,0,72,1.4,1012,21:32,72,60,0,0,,3.0
239,Brett Festerling,22,D,ANA,40,0,5,5,5,18,0,0,0,0,5,0,0,15,0.0,667,16:40,36,89,0,0,,1.5
240,Vernon Fiddler,28,LW,NSH,78,11,6,17,-13,24,8,1,2,2,5,0,1,114,9.6,1089,13:58,31,83,331,281,54.1,0.7
241,Nikita Filatov,18,LW,CBJ,8,4,0,4,3,0,4,0,0,1,0,0,0,10,40.0,65,8:08,2,2,0,0,,0.9
242,Valtteri Filppula,24,C,DET,80,12,28,40,9,42,11,1,0,1,25,3,0,129,9.3,1288,16:06,17,41,405,370,52.3,3.1
243,Jeff Finger,29,D,TOR,66,6,17,23,-7,43,6,0,0,0,15,2,0,68,8.8,1352,20:29,158,133,0,0,,3.0
244,Mike Fisher,28,C,OTT,78,13,19,32,0,66,10,1,2,3,14,5,0,182,7.1,1443,18:30,54,211,535,509,51.2,2.6
245,Mark Fistric,22,D,DAL,36,0,4,4,-1,42,0,0,0,0,4,0,0,35,0.0,574,15:57,44,114,0,0,,0.9
246,Tomas Fleischmann,24,RW,WSH,73,19,18,37,-3,20,12,7,0,4,14,4,0,131,14.5,1101,15:05,17,22,9,25,26.5,3.7
247,Nick Foligno,21,LW,OTT,81,17,15,32,-10,59,10,7,0,2,8,7,0,145,11.7,1108,13:41,18,97,21,26,44.7,3.1
248,Adam Foote,37,D,COL,42,1,6,7,-12,30,1,0,0,1,6,0,0,19,5.3,826,19:41,77,54,0,0,,1.1
249,Kurtis Foster,27,D,MIN,10,1,5,6,7,6,1,0,0,0,3,2,0,10,10.0,136,13:35,8,8,0,0,,1.5
250,Johan Franzen,29,RW,DET,71,34,25,59,21,44,22,11,1,8,17,8,0,246,13.8,1285,18:06,22,90,132,105,55.7,7.8
251,Colin Fraser,24,C,CHI,81,6,11,17,3,55,5,0,1,0,9,1,1,67,9.0,883,10:54,47,58,376,409,47.9,0.8
252,Jamie Fraser,23,D,NYI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,11:00,2,0,0,0,,0.0
253,Jamie Fritsch,23,D,PHI,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,5,4:34,0,1,0,0,,0.1
254,Dan Fritsche,23,C,TOT,50,5,8,13,-5,12,3,1,1,0,7,1,0,54,9.3,532,10:38,11,53,41,53,43.6,0.9
255,Dan Fritsche,23,C,MIN,34,4,5,9,-3,10,2,1,1,0,4,1,0,34,11.8,379,11:09,10,35,36,51,41.4,0.7
256,Dan Fritsche,23,C,NYR,16,1,3,4,-2,2,1,0,0,0,3,0,0,20,5.0,153,9:33,1,18,5,2,71.4,0.2
257,Mitch Fritz,28,LW,NYI,20,0,0,0,-4,42,0,0,0,0,0,0,0,2,0.0,54,2:41,2,6,1,0,100.0,-0.2
258,Jonas Frogren,28,D,TOR,41,1,6,7,0,28,1,0,0,0,5,0,1,12,8.3,551,13:26,41,74,0,1,0.0,1.1
259,Michael Frolik,20,C,FLA,79,21,24,45,10,22,20,1,0,2,13,11,0,158,13.3,1170,14:48,24,46,27,40,40.3,5.2
260,Alex Frolov,26,LW,LAK,77,32,27,59,-6,30,19,12,1,1,13,13,1,176,18.2,1534,19:55,20,49,5,6,45.5,7.3
261,Marian Gaborik,26,RW,MIN,17,13,10,23,3,2,10,2,1,2,5,5,0,68,19.1,340,20:00,5,15,0,5,0.0,3.4
262,Simon Gagne,28,LW,PHI,79,34,40,74,21,42,18,12,4,3,23,13,4,221,15.4,1503,19:01,28,27,3,7,30.0,9.6
263,Sam Gagner,19,C,EDM,76,16,25,41,-1,51,10,6,0,1,20,5,0,156,10.3,1274,16:46,13,28,290,399,42.1,3.4
264,T.J. Galiardi,20,LW,COL,11,3,1,4,-4,6,3,0,0,0,1,0,0,14,21.4,180,16:21,9,11,56,77,42.1,0.3
265,Jason Garrison,24,D,FLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,11:57,1,1,0,0,,0.0
266,Paul Gaustad,26,C,BUF,62,12,17,29,4,108,8,3,1,1,12,5,0,122,9.8,999,16:06,39,141,452,406,52.7,2.7
267,Denis Gauthier,32,D,LAK,65,2,2,4,-11,90,2,0,0,0,2,0,0,36,5.6,945,14:32,104,182,0,0,,1.3
268,Nathan Gerbe,21,C,BUF,10,0,1,1,3,4,0,0,0,0,0,1,0,24,0.0,136,13:37,0,11,1,0,100.0,0.0
269,Bruno Gervais,24,D,NYI,69,3,16,19,-15,33,3,0,0,1,12,3,1,82,3.7,1490,21:36,115,83,0,1,0.0,2.9
270,Ryan Getzlaf,23,C,ANA,81,25,66,91,5,121,16,9,0,2,38,28,0,227,11.0,1631,20:08,43,134,566,562,50.2,9.2
271,Tom Gilbert,26,D,EDM,82,5,40,45,6,26,3,2,0,1,25,14,1,107,4.7,1802,21:58,136,47,0,0,,6.9
272,Hal Gill,33,D,PIT,62,2,8,10,11,53,2,0,0,0,8,0,0,40,5.0,1109,17:54,112,78,0,0,,2.7
273,Colton Gillies,19,C,MIN,45,2,5,7,-2,18,2,0,0,1,4,1,0,22,9.1,370,8:14,9,55,1,1,50.0,0.4
274,Brian Gionta,30,RW,NJD,81,20,40,60,12,32,14,3,3,1,31,8,1,248,8.1,1374,16:58,28,44,51,81,38.6,6.3
275,Mark Giordano,25,D,CGY,58,2,17,19,2,59,0,2,0,0,13,4,0,82,2.4,940,16:13,38,54,0,0,,3.1
276,Dan Girardi,24,D,NYR,82,4,18,22,-14,53,2,2,0,1,13,5,0,122,3.3,1765,21:32,82,207,0,0,,4.5
277,Alexandre Giroux,27,LW,WSH,12,1,1,2,4,10,1,0,0,1,1,0,0,20,5.0,127,10:34,2,22,0,1,0.0,0.2
278,Claude Giroux,21,RW,PHI,42,9,18,27,10,14,7,2,0,0,14,4,0,67,13.4,637,15:10,18,41,146,163,47.2,3.1
279,Tanner Glass,25,LW,FLA,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0.0,20,6:45,1,5,1,0,100.0,0.0
280,Tim Gleason,26,D,CAR,70,0,12,12,3,68,0,0,0,0,10,1,1,61,0.0,1447,20:40,133,171,0,0,,3.2
281,Curtis Glencross,26,LW,CGY,74,13,27,40,14,42,11,1,1,3,23,4,0,152,8.6,1086,14:41,29,123,26,28,48.1,4.0
282,Marcel Goc,25,C,SJS,55,2,9,11,-6,18,2,0,0,1,9,0,0,104,1.9,765,13:55,17,83,332,238,58.2,-0.1
283,Eric Godard,28,RW,PIT,71,2,2,4,-3,171,2,0,0,0,2,0,0,20,10.0,289,4:04,12,37,1,0,100.0,-0.1
284,Steven Goertzen,24,RW,PHX,16,2,2,4,-2,24,2,0,0,0,2,0,0,18,11.1,155,9:42,7,33,1,1,50.0,0.3
285,Alex Goligoski,23,D,PIT,45,6,14,20,5,16,2,4,0,0,10,4,0,61,9.8,824,18:18,49,30,0,0,,3.6
286,Scott Gomez,29,C,NYR,77,16,42,58,-2,60,12,3,1,7,28,14,0,271,5.9,1622,21:04,23,61,687,625,52.4,5.3
287,Sergei Gonchar,34,D,PIT,25,6,13,19,6,26,1,5,0,1,5,8,0,71,8.5,630,25:11,38,25,0,0,,3.4
288,Andrew Gordon,23,RW,WSH,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,7,7:12,0,1,0,0,,0.0
289,Boyd Gordon,25,C,WSH,63,5,9,14,-4,16,4,0,1,2,9,0,0,69,7.2,848,13:28,43,33,374,293,56.1,0.2
290,Josh Gorges,24,D,MTL,81,4,19,23,12,37,2,2,0,0,15,3,1,63,6.3,1630,20:08,161,94,0,1,0.0,5.3
291,Mikhail Grabovski,25,C,TOR,78,20,28,48,-8,92,14,6,0,2,19,9,0,120,16.7,1265,16:13,30,45,418,524,44.4,4.2
292,Marc-Andre Gragnani,21,D,BUF,4,0,0,0,2,2,0,0,0,0,0,0,0,3,0.0,62,15:23,3,3,0,0,,0.2
293,Chris Gratton,33,C,TOT,24,0,3,3,-1,12,0,0,0,0,3,0,0,20,0.0,253,10:32,4,37,134,95,58.5,-0.2
294,Chris Gratton,33,C,TBL,18,0,2,2,-3,10,0,0,0,0,2,0,0,16,0.0,194,10:48,2,33,112,68,62.2,-0.3
295,Chris Gratton,33,C,CBJ,6,0,1,1,2,2,0,0,0,0,1,0,0,4,0.0,59,9:46,2,4,22,27,44.9,0.1
296,Josh Gratton,26,LW,PHI,19,1,2,3,-2,57,1,0,0,0,2,0,0,14,7.1,119,6:14,0,20,0,0,,0.1
297,Denis Grebeshkov,25,D,EDM,72,7,32,39,12,38,5,2,0,0,21,11,0,62,11.3,1524,21:10,87,46,0,0,,6.8
298,Mike Green,23,D,WSH,68,31,42,73,24,68,12,18,1,4,22,20,0,243,12.8,1752,25:46,110,86,0,0,,13.9
299,Andy Greene,26,D,NJD,49,2,7,9,3,22,2,0,0,0,7,0,0,38,5.3,798,16:17,63,37,0,0,,2.0
300,Matt Greene,25,D,LAK,82,2,12,14,1,111,2,0,0,0,11,1,0,76,2.6,1619,19:44,167,202,1,0,100.0,4.5
301,Kyle Greentree,25,LW,CGY,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,19,9:18,1,1,0,0,,-0.1
302,Mike Grier,34,RW,SJS,62,10,13,23,8,25,9,0,1,2,10,0,3,108,9.3,930,15:00,34,147,15,28,34.9,2.2
303,Nicklas Grossmann,24,D,DAL,81,2,10,12,-8,51,2,0,0,1,10,0,0,60,3.3,1429,17:39,100,178,0,0,,2.1
304,Nate Guenin,26,D,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,13:25,1,0,0,0,,0.0
305,Bill Guerin,38,RW,TOT,78,21,27,48,-12,81,16,5,0,4,14,13,0,226,9.3,1300,16:40,29,72,30,34,46.9,4.5
306,Bill Guerin,38,RW,NYI,61,16,20,36,-15,63,11,5,0,3,11,9,0,181,8.8,1050,17:13,27,59,27,34,44.3,3.1
307,Bill Guerin,38,RW,PIT,17,5,7,12,3,18,5,0,0,1,3,4,0,45,11.1,250,14:44,2,13,3,0,100.0,1.4
308,Ben Guite,30,RW,COL,50,5,7,12,2,30,5,0,0,1,7,0,0,63,7.9,636,12:43,32,88,286,269,51.5,0.9
309,Niklas Hagman,29,LW,TOR,65,22,20,42,-5,4,16,6,0,3,13,7,0,168,13.1,1110,17:05,24,22,0,1,0.0,4.2
310,Ron Hainsey,27,D,ATL,81,6,33,39,-16,32,2,4,0,0,19,14,0,148,4.1,1812,22:22,127,60,0,0,,4.2
311,David Hale,27,D,PHX,48,3,6,9,-11,36,3,0,0,0,6,0,0,22,13.6,727,15:08,33,85,0,0,,1.2
312,Matt Halischuk,20,RW,NJD,1,0,1,1,-1,0,0,0,0,0,1,0,0,0,,10,9:47,0,0,0,0,,0.0
313,Adam Hall,28,RW,TBL,74,5,5,10,-9,29,4,1,0,0,4,1,0,90,5.6,829,11:12,37,85,169,169,50.0,-0.3
314,Jeff Halpern,32,C,TBL,52,7,9,16,-13,32,5,1,1,1,6,3,0,60,11.7,885,17:01,39,28,434,388,52.8,0.2
315,Dan Hamhuis,26,D,NSH,82,3,23,26,-4,67,1,1,1,1,17,5,1,135,2.2,1873,22:50,113,133,0,0,,5.1
316,Jeff Hamilton,31,RW,TOR,15,3,3,6,2,4,3,0,0,1,3,0,0,30,10.0,194,12:57,5,6,3,8,27.3,0.6
317,Roman Hamrlik,34,D,MTL,81,6,27,33,4,62,6,0,0,0,21,3,3,143,4.2,1775,21:55,195,104,0,0,,6.0
318,Michal Handzus,31,C,LAK,82,18,24,42,-7,32,10,7,1,4,14,9,1,143,12.6,1550,18:54,69,75,719,601,54.5,3.9
319,Scott Hannan,30,D,COL,81,1,9,10,-21,26,1,0,0,0,9,0,0,70,1.4,1812,22:22,162,56,0,1,0.0,2.1
320,Jannik Hansen,22,RW,VAN,55,6,15,21,5,37,6,0,0,1,14,0,1,64,9.4,688,12:31,20,25,2,10,16.7,1.7
321,Christian Hanson,22,C,TOR,5,1,1,2,-1,2,1,0,0,0,1,0,0,9,11.1,82,16:19,1,3,1,3,25.0,0.1
322,Martin Hanzal,21,C,PHX,74,11,20,31,-4,40,9,0,2,2,17,2,1,97,11.3,1210,16:21,45,130,516,550,48.4,2.2
323,Jay Harrison,26,D,TOR,7,0,1,1,-2,10,0,0,0,0,1,0,0,6,0.0,121,17:16,8,8,0,0,,0.0
324,Peter Harrold,25,D,LAK,69,4,8,12,-13,28,3,1,0,1,4,4,0,95,4.2,909,13:10,37,36,6,10,37.5,2.2
325,Scott Hartnell,26,LW,PHI,82,30,30,60,14,143,23,6,1,5,23,7,0,210,14.3,1460,17:48,36,104,18,18,50.0,7.5
326,Niclas Havelid,35,D,TOT,78,2,17,19,2,48,1,0,1,0,11,5,1,56,3.6,1613,20:40,190,41,0,0,,3.1
327,Niclas Havelid,35,D,ATL,63,2,13,15,4,42,1,0,1,0,10,2,1,41,4.9,1317,20:54,164,36,0,0,,2.6
328,Niclas Havelid,35,D,NJD,15,0,4,4,-2,6,0,0,0,0,1,3,0,15,0.0,296,19:43,26,5,0,0,,0.5
329,Martin Havlat,27,RW,CHI,81,29,48,77,29,30,24,5,0,5,39,9,0,249,11.6,1410,17:25,12,19,2,6,25.0,9.5
330,Dany Heatley,28,LW,OTT,82,39,33,72,-11,88,24,15,0,6,22,11,0,258,15.1,1649,20:07,24,87,14,16,46.7,8.8
331,Jochen Hecht,31,C,BUF,70,12,15,27,-9,33,8,3,1,1,11,2,2,173,6.9,1218,17:24,38,29,235,303,43.7,1.6
332,Bret Hedican,38,D,ANA,51,1,5,6,-7,36,1,0,0,0,3,2,0,40,2.5,832,16:18,37,51,0,0,,0.9
333,Jan Hejda,30,D,CBJ,82,3,18,21,23,38,3,0,0,1,17,0,1,66,4.5,1835,22:23,157,168,0,1,0.0,6.1
334,Milan Hejduk,32,RW,COL,82,27,32,59,-19,16,16,10,1,2,23,9,0,211,12.8,1634,19:56,31,30,72,88,45.0,5.8
335,Darren Helm,22,C,DET,16,0,1,1,-7,4,0,0,0,0,1,0,0,29,0.0,199,12:26,4,37,74,58,56.1,-0.6
336,Bryan Helmer,36,D,WSH,12,0,3,3,-1,2,0,0,0,0,2,1,0,8,0.0,199,16:36,22,13,0,0,,0.3
337,Dwight Helminen,25,C,CAR,23,1,1,2,-2,0,1,0,0,0,1,0,0,15,6.7,157,6:50,9,22,61,70,46.6,0.0
338,Ales Hemsky,25,RW,EDM,72,23,43,66,1,32,19,4,0,2,16,27,0,185,12.4,1343,18:39,35,16,0,4,0.0,6.7
339,Matt Hendricks,27,C,COL,4,0,0,0,1,13,0,0,0,0,0,0,0,5,0.0,34,8:30,1,8,0,1,0.0,0.0
340,Jordan Hendry,24,D,CHI,9,0,0,0,-1,4,0,0,0,0,0,0,0,1,0.0,91,10:06,10,4,0,0,,0.0
341,Josh Hennessy,23,C,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,13:40,0,1,2,5,28.6,0.0
342,Alex Henry,29,D,MTL,2,0,0,0,-2,10,0,0,0,0,0,0,0,0,,13,6:34,1,2,0,0,,-0.1
343,T.J. Hensick,23,C,COL,61,4,17,21,-7,14,3,1,0,0,12,5,0,116,3.4,787,12:54,22,14,241,269,47.3,1.2
344,Jamie Heward,37,D,TBL,13,0,2,2,-1,4,0,0,0,0,0,2,0,11,0.0,154,11:49,15,5,0,0,,0.2
345,Chris Higgins,25,LW,MTL,57,12,11,23,-1,22,8,2,2,1,9,2,0,151,7.9,969,17:00,39,79,29,28,50.9,2.0
346,Andy Hilbert,27,C,NYI,67,11,16,27,-3,22,9,1,1,0,12,3,1,167,6.6,1082,16:09,85,41,71,115,38.2,2.1
347,Jack Hillen,23,D,NYI,40,1,5,6,-9,16,1,0,0,0,4,0,1,47,2.1,608,15:13,50,28,0,0,,0.7
348,Dan Hinote,32,RW,STL,51,1,4,5,-7,64,1,0,0,0,2,1,1,24,4.2,556,10:55,29,86,35,39,47.3,-0.5
349,Niklas Hjalmarsson,21,D,CHI,21,1,2,3,4,0,1,0,0,0,1,0,1,15,6.7,315,14:59,22,15,0,0,,1.0
350,Shane Hnidy,33,D,BOS,65,3,9,12,6,45,2,1,0,1,9,0,0,49,6.1,1016,15:38,75,46,0,0,,2.7
351,Jeff Hoggan,30,RW,PHX,4,0,1,1,-1,7,0,0,0,0,1,0,0,7,0.0,48,12:00,4,13,0,2,0.0,0.0
352,Bobby Holik,38,C,NJD,62,4,5,9,-2,66,4,0,0,1,4,1,0,79,5.1,632,10:11,6,135,300,206,59.3,0.1
353,Ryan Hollweg,25,LW,TOR,25,0,2,2,-7,38,0,0,0,0,2,0,0,12,0.0,162,6:28,4,37,1,2,33.3,-0.4
354,Tomas Holmstrom,36,RW,DET,53,14,23,37,18,38,6,8,0,1,19,4,0,75,18.7,809,15:16,4,48,3,5,37.5,4.3
355,Shawn Horcoff,30,C,EDM,80,17,36,53,7,39,9,8,0,2,23,13,0,178,9.6,1709,21:22,45,30,947,808,54.0,4.3
356,Darcy Hordichuk,28,LW,VAN,73,4,1,5,1,109,4,0,0,0,1,0,0,26,15.4,404,5:32,8,110,1,0,100.0,0.2
357,Patric Hornqvist,22,RW,NSH,28,2,5,7,-3,16,2,0,0,0,4,1,0,54,3.7,319,11:24,13,20,1,4,20.0,0.3
358,Nathan Horton,23,C,FLA,67,22,23,45,-5,48,16,5,1,5,14,9,0,131,16.8,1196,17:51,14,95,377,486,43.7,4.6
359,Marian Hossa,30,RW,DET,74,40,31,71,27,63,30,10,0,8,17,13,1,307,13.0,1317,17:48,9,69,4,15,21.1,9.9
360,Jiri Hudler,25,RW,DET,82,23,34,57,7,16,17,6,0,2,12,22,0,155,14.8,1119,13:39,8,20,12,16,42.9,6.3
361,Trent Hunter,28,RW,NYI,55,14,17,31,-8,41,9,5,0,2,11,5,1,154,9.1,901,16:23,25,135,5,15,25.0,2.9
362,Matt Hunwick,23,D,BOS,53,6,21,27,15,31,6,0,0,1,13,8,0,58,10.3,900,16:59,50,45,0,0,,5.3
363,Kristian Huselius,30,LW,CBJ,74,21,35,56,1,44,16,5,0,2,26,9,0,212,9.9,1444,19:31,16,21,13,32,28.9,5.6
364,Kent Huskins,29,D,ANA,33,2,4,6,6,27,2,0,0,0,4,0,0,20,10.0,620,18:47,47,29,0,1,0.0,1.8
365,Andrew Hutchinson,28,D,TOT,40,2,3,5,-9,12,2,0,0,0,2,1,0,58,3.4,574,14:22,35,11,0,0,,0.5
366,Andrew Hutchinson,28,D,DAL,38,2,3,5,-4,12,2,0,0,0,2,1,0,56,3.6,545,14:20,35,11,0,0,,0.9
367,Andrew Hutchinson,28,D,TBL,2,0,0,0,-5,0,0,0,0,0,0,0,0,2,0.0,29,14:44,0,0,0,0,,-0.4
368,Mike Iggulden,26,C,NYI,11,1,4,5,-3,4,1,0,0,0,4,0,0,16,6.3,133,12:08,6,16,1,1,50.0,0.3
369,Jarome Iginla,31,RW,CGY,82,35,54,89,-2,37,25,10,0,4,32,22,0,289,12.1,1772,21:37,15,80,262,235,52.7,9.5
370,Raitis Ivanans,30,LW,LAK,76,2,0,2,-8,145,2,0,0,2,0,0,0,25,8.0,484,6:22,9,125,0,0,,-0.6
371,Barret Jackman,27,D,STL,82,4,17,21,-17,86,2,1,1,0,15,1,1,89,4.5,1922,23:26,145,124,0,0,,3.8
372,Tim Jackman,27,RW,NYI,69,5,7,12,-17,155,4,0,1,0,7,0,0,99,5.1,811,11:45,50,151,7,15,31.8,-0.2
373,Jean-Francois Jacques,23,LW,EDM,7,1,0,1,0,9,1,0,0,0,0,0,0,3,33.3,52,7:22,2,13,0,0,,0.1
374,Jason Jaffray,27,RW,VAN,14,2,2,4,-2,14,2,0,0,2,2,0,0,11,18.2,127,9:04,3,7,31,34,47.7,0.3
375,Connor James,26,LW,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,8,8:15,0,0,0,0,,0.0
376,Dan Jancevski,27,D,DAL,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,46,15:20,2,4,0,0,,0.0
377,Doug Janik,28,D,TOT,15,0,1,1,-3,4,0,0,0,0,1,0,0,1,0.0,154,10:18,16,8,0,0,,0.0
378,Doug Janik,28,D,DAL,13,0,1,1,-2,2,0,0,0,0,1,0,0,1,0.0,127,9:45,13,8,0,0,,0.1
379,Doug Janik,28,D,MTL,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,28,13:54,3,0,0,0,,-0.1
