,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
189,B.J. Crombeen,26,RW,STL,40,1,2,3,-2,71,1,0,0,0,2,0,0,50,2.0,332,8:18,2,22,3,9,25.0,-0.1
190,Sidney Crosby,24,C,PIT,22,8,29,37,15,14,6,2,0,3,20,9,0,75,10.7,406,18:28,7,11,227,226,50.1,5.0
191,Mark Cullen,33,C,FLA,6,0,1,1,2,2,0,0,0,0,1,0,0,1,0.0,48,8:00,1,2,15,12,55.6,0.1
192,Matt Cullen,35,C,MIN,73,14,21,35,-10,24,10,4,0,0,16,5,0,164,8.5,1382,18:56,39,46,627,551,53.2,3.1
193,Tyler Cuma,22,D,MIN,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,11,11:09,1,2,0,0,,0.0
194,Matt D'Agostini,25,RW,STL,55,9,9,18,12,27,6,3,0,3,9,0,0,101,8.9,771,14:01,18,48,8,21,27.6,2.4
195,Stephane Da Costa,22,RW,OTT,22,3,2,5,-9,8,3,0,0,0,2,0,0,31,9.7,268,12:10,13,14,65,112,36.7,0.0
196,Evgeni Dadonov,22,RW,FLA,15,2,1,3,-4,2,2,0,0,0,1,0,0,21,9.5,151,10:03,1,13,0,6,0.0,0.1
197,Trevor Daley,28,D,DAL,79,4,21,25,3,42,3,1,0,2,16,5,0,134,3.0,1710,21:39,115,45,0,0,,4.9
198,Zac Dalpe,22,C,CAR,16,1,2,3,-3,4,1,0,0,0,2,0,0,20,5.0,153,9:35,4,16,5,6,45.5,0.1
199,Mathieu Darche,35,LW,MTL,61,5,7,12,-4,18,3,0,2,0,5,0,2,77,6.5,740,12:08,45,79,6,13,31.6,0.6
200,Pavel Datsyuk,33,C,DET,70,19,48,67,21,14,15,4,0,5,29,19,0,164,11.6,1370,19:34,31,76,702,547,56.2,7.9
201,Kaspars Daugavins,23,LW,OTT,65,5,6,11,-2,12,5,0,0,1,4,1,1,77,6.5,737,11:20,33,58,23,37,38.3,0.2
202,Calvin de Haan,20,D,NYI,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,13,13:01,0,2,0,0,,0.1
203,Michael Del Zotto,21,D,NYR,77,10,31,41,20,36,8,1,1,2,16,13,2,113,8.8,1728,22:26,95,156,0,0,,9.3
204,Jason Demers,23,D,SJS,57,4,9,13,-8,22,2,2,0,1,6,3,0,73,5.5,960,16:51,58,60,0,0,,2.2
205,Guillaume Desbiens,26,D,CGY,10,0,0,0,-1,25,0,0,0,0,0,0,0,2,0.0,71,7:07,2,16,1,1,50.0,0.0
206,David Desharnais,25,C,MTL,81,16,44,60,10,24,13,3,0,2,27,17,0,98,16.3,1490,18:24,48,33,678,693,49.5,6.7
207,Andrew Desjardins,25,C,SJS,76,4,13,17,4,47,4,0,0,3,12,0,1,80,5.0,728,9:35,49,93,192,170,53.0,1.2
208,Simon Despres,20,D,PIT,18,1,3,4,5,10,0,1,0,0,3,0,0,22,4.5,256,14:13,17,19,0,0,,1.1
209,Andre Deveaux,27,C,NYR,9,0,1,1,3,29,0,0,0,0,1,0,0,2,0.0,48,5:23,0,16,1,0,100.0,0.2
210,Raphael Diaz,26,D,MTL,59,3,13,16,-7,30,3,0,0,1,7,4,2,61,4.9,1062,18:00,102,40,1,1,50.0,2.8
211,Brenden Dillon,21,D,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0,20,19:59,3,4,0,0,,0.0
212,Jon DiSalvatore,30,LW,MIN,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,14,14:27,0,1,0,0,,0.0
213,Shane Doan,35,RW,PHX,79,22,28,50,-8,48,17,5,0,5,18,9,1,226,9.7,1548,19:36,27,205,33,26,55.9,5.0
214,Matt Donovan,21,D,NYI,3,0,0,0,-3,0,0,0,0,0,0,0,0,6,0.0,56,18:34,4,3,0,0,,-0.2
215,Derek Dorsett,25,RW,CBJ,77,12,8,20,-11,235,9,2,1,1,7,1,0,137,8.8,1131,14:42,40,199,14,14,50.0,1.2
216,Drew Doughty,22,D,LAK,77,10,26,36,-2,69,7,3,0,3,16,10,0,168,6.0,1917,24:54,70,122,0,0,,8.3
217,Jake Dowell,26,C,DAL,52,2,5,7,-3,53,2,0,0,0,5,0,0,39,5.1,397,7:38,11,80,94,103,47.7,0.2
218,Steve Downie,24,RW,TOT,75,14,27,41,-6,137,12,2,0,2,23,4,0,140,10.0,1195,15:56,25,105,40,47,46.0,3.8
219,Steve Downie,24,RW,TBL,55,12,16,28,-15,121,10,2,0,1,14,2,0,99,12.1,853,15:30,19,73,35,42,45.5,2.2
220,Steve Downie,24,RW,COL,20,2,11,13,9,16,2,0,0,1,9,2,0,41,4.9,342,17:06,6,32,5,5,50.0,1.5
221,Davis Drewiske,27,D,LAK,9,2,0,2,0,2,2,0,0,0,0,0,0,11,18.2,113,12:34,5,5,0,0,,0.6
222,Brandon Dubinsky,25,C,NYR,77,10,24,34,16,110,9,0,1,1,20,2,2,140,7.1,1253,16:16,36,207,205,190,51.9,3.6
223,Matt Duchene,21,C,COL,58,14,14,28,-11,8,9,5,0,2,10,4,0,132,10.6,945,16:17,41,43,200,191,51.2,2.8
224,Mike Duco,24,LW,VAN,6,0,2,2,1,5,0,0,0,0,2,0,0,4,0.0,48,8:03,2,17,0,0,,0.2
225,Gabriel Dumont,21,C,MTL,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,26,8:34,1,7,3,15,16.7,-0.1
226,Pascal Dupuis,32,LW,PIT,82,25,34,59,18,34,22,0,3,8,33,1,0,214,11.7,1388,16:56,44,111,51,64,44.3,7.6
227,Philippe Dupuis,26,C,TOR,30,0,0,0,-2,16,0,0,0,0,0,0,0,30,0.0,315,10:30,16,37,29,29,50.0,-0.7
228,Radek Dvorak,34,RW,DAL,73,4,17,21,-16,12,3,0,1,0,17,0,0,83,4.8,1042,14:17,56,51,10,15,40.0,0.2
229,Patrick Dwyer,28,RW,CAR,73,5,7,12,0,23,3,0,2,0,6,1,0,120,4.2,1122,15:22,62,129,15,14,51.7,0.0
230,Ben Eager,28,LW,EDM,63,8,5,13,-1,107,8,0,0,3,5,0,0,69,11.6,538,8:32,17,73,0,2,0.0,1.4
231,Cody Eakin,20,C,WSH,30,4,4,8,2,4,4,0,0,0,4,0,0,31,12.9,278,9:17,7,15,21,19,52.5,1.0
232,Mark Eaton,34,D,NYI,62,1,3,4,-17,10,1,0,0,1,3,0,0,44,2.3,995,16:03,114,53,0,0,,0.4
233,Patrick Eaves,27,RW,DET,10,0,1,1,0,2,0,0,0,0,1,0,0,24,0.0,110,11:03,7,21,2,3,40.0,-0.1
234,Andrew Ebbett,29,C,VAN,18,5,1,6,2,6,4,1,0,2,1,0,0,27,18.5,173,9:35,9,15,15,13,53.6,1.0
235,Jordan Eberle,21,C,EDM,78,34,42,76,4,10,24,10,0,4,32,10,0,180,18.9,1373,17:36,24,45,12,15,44.4,10.3
236,Alexander Edler,25,D,VAN,82,11,38,49,0,34,5,5,1,0,21,17,0,228,4.8,1957,23:52,145,143,0,3,0.0,8.3
237,Christian Ehrhoff,29,D,BUF,66,5,27,32,-2,47,4,1,0,3,15,10,2,136,3.7,1522,23:03,82,47,0,0,,5.6
238,Mattias Ekholm,21,D,NSH,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,25,12:25,3,0,0,0,,-0.1
239,Oliver Ekman-Larsson,20,D,PHX,82,13,19,32,0,32,10,2,1,2,13,6,0,147,8.8,1813,22:07,92,140,0,0,,6.7
240,Patrik Elias,35,LW,NJD,81,26,52,78,-8,16,16,8,2,3,29,21,2,164,15.9,1608,19:51,26,61,604,765,44.1,9.1
241,Lars Eller,22,C,MTL,79,16,12,28,-5,66,12,2,2,2,10,1,1,129,12.4,1210,15:19,55,72,319,366,46.6,2.9
242,Keaton Ellerby,23,D,FLA,40,0,5,5,-3,10,0,0,0,0,5,0,0,45,0.0,616,15:23,75,80,0,0,,1.1
243,Stefan Elliott,21,D,COL,39,4,9,13,2,8,4,0,0,1,7,2,0,84,4.8,669,17:09,31,3,0,0,,2.9
244,Matt Ellis,30,LW,BUF,60,3,5,8,-3,25,3,0,0,1,5,0,0,85,3.5,583,9:43,17,34,117,127,48.0,0.1
245,Ryan Ellis,21,D,NSH,32,3,8,11,5,4,1,2,0,2,6,2,0,34,8.8,474,14:50,37,30,0,0,,2.5
246,Alexei Emelin,25,D,MTL,67,3,4,7,-18,30,2,0,1,0,3,0,1,62,4.8,1159,17:18,88,236,0,0,,0.9
247,Steve Eminger,28,D,NYR,42,2,3,5,0,28,2,0,0,0,1,1,1,19,10.5,558,13:17,53,63,0,0,,1.4
248,Cory Emmerton,23,C,DET,71,6,4,10,1,14,6,0,0,0,3,1,0,63,9.5,575,8:06,31,37,151,162,48.2,0.7
249,Deryk Engelland,29,D,PIT,73,4,13,17,10,56,4,0,0,1,13,0,0,86,4.7,1179,16:09,77,174,0,0,,3.7
250,Andreas Engqvist,24,C,MTL,12,0,0,0,-1,4,0,0,0,0,0,0,0,3,0.0,79,6:36,5,9,24,36,40.0,-0.2
251,Tyler Ennis,22,C,BUF,48,15,19,34,11,14,13,2,0,1,17,2,0,82,18.3,776,16:10,18,26,145,171,45.9,4.6
252,Toby Enstrom,27,D,WPG,62,6,27,33,6,38,4,2,0,1,18,9,0,94,6.4,1478,23:51,84,24,0,0,,5.8
253,Martin Erat,30,LW,NSH,71,19,39,58,12,30,13,5,1,3,26,13,0,107,17.8,1312,18:29,37,52,60,66,47.6,6.8
254,Jonathan Ericsson,27,D,DET,69,1,10,11,16,47,1,0,0,0,10,0,0,63,1.6,1179,17:05,43,128,0,0,,3.5
255,Loui Eriksson,26,LW,DAL,82,26,45,71,18,12,19,5,2,3,37,7,1,187,13.9,1620,19:46,40,20,7,9,43.8,8.6
256,Tim Erixon,20,D,NYR,18,0,2,2,-2,8,0,0,0,0,2,0,0,9,0.0,234,13:00,15,15,0,0,,0.3
257,John Erskine,31,D,WSH,28,0,2,2,3,51,0,0,0,0,1,0,1,20,0.0,339,12:06,27,39,0,0,,0.8
258,Cade Fairchild,23,D,STL,5,0,1,1,-1,0,0,0,0,0,1,0,0,1,0.0,48,9:39,4,1,0,0,,0.1
259,Justin Falk,23,D,MIN,47,1,8,9,-13,54,0,1,0,0,8,0,0,46,2.2,916,19:30,78,78,0,0,,1.5
260,Justin Faulk,19,D,CAR,66,8,14,22,-16,29,3,5,0,2,7,7,0,101,7.9,1508,22:51,85,113,0,0,,3.8
261,Mark Fayne,24,D,NJD,82,4,13,17,-4,26,4,0,0,1,10,2,1,94,4.3,1656,20:11,88,84,0,0,,4.2
262,Ruslan Fedotenko,33,LW,NYR,73,9,11,20,-7,16,8,1,0,1,10,1,0,94,9.6,993,13:36,57,86,16,18,47.1,1.3
263,Eric Fehr,26,RW,WPG,35,2,1,3,-6,12,2,0,0,1,1,0,0,54,3.7,339,9:42,13,22,0,0,,-0.3
264,Andrew Ference,32,D,BOS,72,6,18,24,9,46,6,0,0,1,15,2,1,107,5.6,1360,18:53,81,68,1,0,100.0,4.7
265,Benn Ferriero,24,C,SJS,35,7,1,8,0,8,7,0,0,4,1,0,0,68,10.3,422,12:03,13,43,3,9,25.0,0.9
266,Brett Festerling,25,D,WPG,5,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,66,13:07,3,7,0,0,,0.0
267,Vernon Fiddler,31,C,DAL,82,8,13,21,-13,60,8,0,0,1,12,0,1,123,6.5,1147,13:59,67,82,534,515,50.9,0.6
268,Nikita Filatov,21,LW,OTT,9,0,1,1,1,4,0,0,0,0,1,0,0,6,0.0,88,9:49,1,8,0,1,0.0,0.0
269,Valtteri Filppula,27,C,DET,81,23,43,66,18,14,19,3,1,1,35,8,0,144,16.0,1479,18:16,23,42,193,180,51.7,7.9
270,Joe Finley,24,D,BUF,5,0,0,0,-3,12,0,0,0,0,0,0,0,1,0.0,39,7:48,0,3,0,0,,-0.2
271,Mike Fisher,31,C,NSH,72,24,27,51,11,33,19,5,0,7,17,9,1,157,15.3,1389,19:18,76,116,588,629,48.3,6.4
272,Mark Fistric,25,D,DAL,60,0,2,2,-3,41,0,0,0,0,2,0,0,30,0.0,991,16:31,105,235,1,0,100.0,0.8
273,Tomas Fleischmann,27,LW,FLA,82,27,34,61,-7,26,21,6,0,4,18,16,0,217,12.4,1566,19:06,33,32,14,13,51.9,7.1
274,Mark Flood,27,D,WPG,33,3,4,7,-1,10,2,1,0,1,3,1,0,30,10.0,507,15:21,43,10,0,0,,1.4
275,Marcus Foligno,20,LW,BUF,14,6,7,13,6,9,4,2,0,1,6,1,0,23,26.1,221,15:49,11,44,0,3,0.0,2.0
276,Nick Foligno,24,LW,OTT,82,15,32,47,2,124,14,1,0,3,29,3,0,153,9.8,1201,14:39,30,196,62,87,41.6,4.6
277,Kurtis Foster,30,D,TOT,51,4,10,14,-13,35,2,2,0,0,1,9,0,85,4.7,811,15:54,33,45,0,0,,2.0
278,Kurtis Foster,30,D,NJD,28,3,9,12,-9,23,1,2,0,0,1,8,0,54,5.6,480,17:09,16,19,0,0,,1.6
279,Kurtis Foster,30,D,MIN,14,0,0,0,1,4,0,0,0,0,0,0,0,15,0.0,194,13:52,12,10,0,0,,0.4
280,Kurtis Foster,30,D,ANA,9,1,1,2,-5,8,1,0,0,0,0,1,0,16,6.3,136,15:07,5,16,0,0,,0.1
281,Kris Foucault,21,LW,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,8:50,,0,,,,0.0
282,Cam Fowler,20,D,ANA,82,5,24,29,-28,18,3,2,0,0,15,9,0,123,4.1,1907,23:16,93,43,1,0,100.0,3.6
283,Cody Franson,24,D,TOR,57,5,16,21,-1,22,3,2,0,0,11,5,0,65,7.7,923,16:11,53,102,0,0,,3.5
284,Johan Franzen,32,C,DET,77,29,27,56,23,40,18,11,0,10,25,2,0,211,13.7,1363,17:42,30,60,79,100,44.1,7.9
285,Colin Fraser,27,C,LAK,67,2,6,8,-2,67,2,0,0,0,6,0,0,54,3.7,652,9:44,25,147,174,193,47.4,0.1
286,Mark Fraser,25,D,NJD,4,0,0,0,-2,14,0,0,0,0,0,0,0,0,,57,14:20,3,6,0,0,,-0.1
287,Matt Fraser,21,LW,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,4,3:57,1,0,0,0,,0.0
288,Matt Frattin,24,RW,TOR,56,8,7,15,-4,25,8,0,0,2,6,1,0,92,8.7,737,13:10,12,81,2,6,25.0,1.0
289,Kris Fredheim,24,D,MIN,3,0,0,0,-2,2,0,0,0,0,0,0,0,0,,36,11:59,5,1,0,0,,-0.1
290,Michael Frolik,23,C,CHI,63,5,10,15,-10,22,5,0,0,0,9,0,1,117,4.3,811,12:52,32,56,16,32,33.3,0.2
291,Marian Gaborik,29,RW,NYR,82,41,35,76,15,34,31,10,0,7,24,11,0,276,14.9,1600,19:31,40,63,0,2,0.0,11.2
292,Simon Gagne,31,LW,LAK,34,7,10,17,-1,18,6,0,1,2,6,4,0,75,9.3,612,17:59,10,16,2,4,33.3,1.8
293,Sam Gagner,22,C,EDM,75,18,29,47,5,36,12,6,0,0,23,6,0,149,12.1,1289,17:11,23,21,334,367,47.6,5.4
294,Aaron Gagnon,25,C,WPG,7,0,0,0,-1,0,0,0,0,0,0,0,0,6,0.0,66,9:27,4,1,18,22,45.0,-0.2
295,T.J. Galiardi,23,LW,TOT,69,9,6,15,-8,53,8,0,1,2,6,0,0,113,8.0,900,13:03,22,110,75,92,44.9,0.9
296,T.J. Galiardi,23,LW,COL,55,8,6,14,-6,47,7,0,1,2,6,0,0,101,7.9,745,13:33,16,88,73,89,45.1,1.1
297,T.J. Galiardi,23,LW,SJS,14,1,0,1,-2,6,1,0,0,0,0,0,0,12,8.3,155,11:04,6,22,2,3,40.0,-0.1
298,Ryan Garbutt,26,C,DAL,20,2,1,3,-1,22,2,0,0,1,1,0,0,28,7.1,166,8:17,3,48,12,15,44.4,0.2
299,Jake Gardiner,21,D,TOR,75,7,23,30,-2,18,6,1,0,0,17,6,0,79,8.9,1619,21:35,90,52,0,0,,5.2
300,Jason Garrison,27,D,FLA,77,16,17,33,6,32,7,9,0,3,13,3,1,168,9.5,1825,23:42,124,127,1,1,50.0,8.3
301,Paul Gaustad,29,C,TOT,70,7,14,21,-1,76,7,0,0,3,13,0,1,75,9.3,1034,14:46,47,114,659,491,57.3,1.3
302,Paul Gaustad,29,C,BUF,56,7,10,17,-1,70,7,0,0,3,9,0,1,62,11.3,845,15:05,40,98,495,376,56.8,1.1
303,Paul Gaustad,29,C,NSH,14,0,4,4,0,6,0,0,0,0,4,0,0,13,0.0,189,13:31,7,16,164,115,58.8,0.1
304,Chay Genoway,25,D,MIN,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0.0,18,18:16,1,0,0,0,,0.1
305,Blake Geoffrion,23,LW,TOT,35,2,3,5,0,27,2,0,0,0,3,0,0,29,6.9,386,11:02,13,40,68,77,46.9,0.1
306,Blake Geoffrion,23,LW,NSH,22,0,3,3,-2,17,0,0,0,0,3,0,0,12,0.0,228,10:21,10,29,67,74,47.5,-0.2
307,Blake Geoffrion,23,LW,MTL,13,2,0,2,2,10,2,0,0,0,0,0,0,17,11.8,159,12:13,3,11,1,3,25.0,0.3
308,Nathan Gerbe,24,C,BUF,62,6,19,25,2,32,6,0,0,2,17,1,1,137,4.4,881,14:12,13,53,7,12,36.8,2.0
309,Bruno Gervais,27,D,TBL,50,6,7,13,-4,8,5,1,0,0,6,1,0,57,10.5,713,14:16,63,42,0,0,,2.1
310,Ryan Getzlaf,26,C,ANA,82,11,46,57,-11,75,7,4,0,4,26,19,1,185,5.9,1771,21:36,72,177,628,709,47.0,4.3
311,Tom Gilbert,29,D,TOT,67,3,19,22,-8,20,1,2,0,1,15,4,0,72,4.2,1612,24:04,115,65,0,0,,4.1
312,Tom Gilbert,29,D,EDM,47,3,14,17,-3,12,1,2,0,1,10,4,0,50,6.0,1072,22:49,76,54,0,0,,3.1
313,Tom Gilbert,29,D,MIN,20,0,5,5,-5,8,0,0,0,0,5,0,0,22,0.0,540,27:01,39,11,0,0,,1.0
314,Hal Gill,36,D,TOT,76,1,12,13,-3,37,1,0,0,0,10,0,2,49,2.0,1302,17:08,161,75,0,0,,2.7
315,Hal Gill,36,D,MTL,53,1,7,8,-7,29,1,0,0,0,6,0,1,33,3.0,887,16:44,122,48,0,0,,1.4
316,Hal Gill,36,D,NSH,23,0,5,5,4,8,0,0,0,0,4,0,1,16,0.0,415,18:03,39,27,0,0,,1.3
317,Colton Gillies,22,C,TOT,75,2,6,8,-9,35,2,0,0,0,6,0,0,48,4.2,757,10:05,46,161,7,10,41.2,-0.5
318,Colton Gillies,22,C,CBJ,38,2,4,6,-4,25,2,0,0,0,4,0,0,24,8.3,418,10:59,25,90,4,9,30.8,0.0
319,Colton Gillies,22,C,MIN,37,0,2,2,-5,10,0,0,0,0,2,0,0,24,0.0,339,9:10,21,71,3,1,75.0,-0.5
320,Trevor Gillies,33,LW,NYI,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,9,2:52,0,2,0,0,,-0.1
321,Matt Gilroy,27,D,TOT,67,3,17,20,2,18,3,0,0,0,17,0,0,80,3.8,1173,17:30,75,59,0,0,,3.2
322,Matt Gilroy,27,D,TBL,53,2,15,17,2,16,2,0,0,0,15,0,0,60,3.3,933,17:36,57,49,0,0,,2.6
323,Matt Gilroy,27,D,OTT,14,1,2,3,0,2,1,0,0,0,2,0,0,20,5.0,240,17:08,18,10,0,0,,0.5
324,Brian Gionta,33,RW,MTL,31,8,7,15,-7,16,6,2,0,0,6,1,0,75,10.7,602,19:26,13,35,14,19,42.4,1.4
325,Stephen Gionta,28,RW,NJD,1,1,0,1,1,0,1,0,0,1,0,0,0,2,50.0,11,10:37,1,1,5,3,62.5,0.3
326,Mark Giordano,28,D,CGY,61,9,18,27,0,75,4,5,0,0,12,5,1,125,7.2,1404,23:01,127,84,0,0,,5.9
327,Dan Girardi,27,D,NYR,82,5,24,29,13,20,4,1,0,2,14,9,1,122,4.1,2152,26:15,185,211,0,0,,7.2
328,Alexandre Giroux,30,C,CBJ,9,1,0,1,-2,8,1,0,0,0,0,0,0,18,5.6,110,12:12,0,11,1,0,100.0,0.0
329,Claude Giroux,24,RW,PHI,77,28,65,93,6,29,22,6,0,5,31,32,2,242,11.6,1659,21:33,44,70,828,715,53.7,10.6
330,Tanner Glass,28,LW,WPG,78,5,11,16,-12,73,5,0,0,1,11,0,0,86,5.8,1047,13:25,51,246,29,44,39.7,-0.1
331,Tim Gleason,29,D,CAR,82,1,17,18,12,71,1,0,0,0,14,2,1,65,1.5,1698,20:43,112,129,0,0,,5.1
332,Curtis Glencross,29,LW,CGY,67,26,22,48,-13,62,17,8,1,3,16,5,1,110,23.6,1208,18:01,49,81,41,41,50.0,6.0
333,Scott Glennie,20,RW,DAL,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,10,9:35,0,2,0,0,,0.0
334,Marcel Goc,28,C,FLA,57,11,16,27,5,10,8,3,0,1,15,1,0,97,11.3,1004,17:37,23,38,505,473,51.6,2.9
335,Alex Goligoski,26,D,DAL,71,9,21,30,0,16,7,2,0,1,13,7,1,140,6.4,1617,22:46,93,49,0,0,,5.7
336,Cody Goloubef,22,D,CBJ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,6,6:00,0,1,0,0,,0.1
337,Scott Gomez,32,C,MTL,38,2,9,11,-9,14,0,2,0,1,8,1,0,59,3.4,537,14:08,12,11,165,168,49.5,0.2
338,Sergei Gonchar,37,D,OTT,74,5,32,37,-4,55,3,2,0,1,19,12,1,131,3.8,1647,22:15,115,48,0,0,,5.0
339,Andrew Gordon,26,RW,ANA,37,2,3,5,-10,6,2,0,0,0,3,0,0,38,5.3,402,10:51,16,48,0,5,0.0,-0.3
340,Boyd Gordon,28,RW,PHX,75,8,15,23,9,10,7,0,1,2,13,0,2,114,7.0,1194,15:56,86,48,669,508,56.8,1.7
341,Josh Gorges,27,D,MTL,82,2,14,16,14,39,2,0,0,1,14,0,0,59,3.4,1856,22:38,250,131,0,0,,5.4
342,Michael Grabner,24,RW,NYI,78,20,12,32,-18,12,18,1,1,3,11,1,0,174,11.5,1212,15:33,30,16,3,2,60.0,3.1
343,Mikhail Grabovski,28,C,TOR,74,23,28,51,0,51,18,5,0,2,23,5,0,163,14.1,1303,17:36,32,56,466,439,51.5,5.9
344,Evgeny Grachev,21,C,STL,26,1,3,4,-4,2,1,0,0,1,3,0,0,14,7.1,243,9:20,10,23,1,4,20.0,0.0
345,Marc-Andre Gragnani,24,LW,TOT,58,2,13,15,6,26,1,1,0,0,7,6,0,47,4.3,936,16:09,41,19,1,0,100.0,0.5
346,Marc-Andre Gragnani,24,LW,BUF,44,1,11,12,10,20,0,1,0,0,5,6,0,35,2.9,721,16:23,27,12,1,0,100.0,0.6
347,Marc-Andre Gragnani,24,LW,VAN,14,1,2,3,-4,6,1,0,0,0,2,0,0,12,8.3,216,15:25,14,7,0,0,,-0.1
348,Josh Green,34,LW,EDM,7,1,1,2,-6,7,0,1,0,0,1,0,0,14,7.1,83,11:49,2,4,16,21,43.2,-0.1
349,Mike Green,26,D,WSH,32,3,4,7,5,12,0,3,0,1,3,1,0,64,4.7,673,21:03,44,27,0,0,,2.1
350,Andy Greene,29,D,NJD,56,1,15,16,3,16,1,0,0,0,14,1,0,53,1.9,1092,19:30,96,35,0,0,,3.6
351,Matt Greene,28,D,LAK,82,4,11,15,4,58,4,0,0,2,10,0,1,76,5.3,1367,16:40,112,238,0,0,,4.8
352,Colin Greening,25,C,OTT,82,17,20,37,-4,46,13,4,0,0,16,4,0,184,9.2,1278,15:35,48,189,26,36,41.9,3.3
353,Nicklas Grossmann,27,D,TOT,74,0,11,11,5,36,0,0,0,0,11,0,0,56,0.0,1392,18:49,152,164,0,0,,2.7
354,Nicklas Grossmann,27,D,DAL,52,0,5,5,0,26,0,0,0,0,5,0,0,38,0.0,987,18:59,100,96,0,0,,1.4
355,Nicklas Grossmann,27,D,PHI,22,0,6,6,5,10,0,0,0,0,6,0,0,18,0.0,405,18:25,52,68,0,0,,1.3
356,Erik Gudbranson,20,D,FLA,72,2,6,8,-19,78,2,0,0,0,5,1,0,76,2.6,1022,14:12,73,154,0,0,,0.8
357,Nate Guenin,29,D,ANA,15,2,0,2,6,6,2,0,0,1,0,0,0,5,40.0,167,11:09,17,26,0,0,,1.2
358,Carl Gunnarsson,25,D,TOR,76,4,15,19,-9,20,4,0,0,0,9,6,0,89,4.5,1649,21:42,152,114,0,1,0.0,3.0
359,Erik Gustafsson,23,D,PHI,30,1,4,5,12,2,1,0,0,0,3,0,1,18,5.6,504,16:48,35,9,0,0,,1.9
360,Carl Hagelin,23,LW,NYR,64,14,24,38,21,24,12,0,2,2,24,0,0,131,10.7,963,15:03,23,78,1,5,16.7,5.2
361,Niklas Hagman,32,LW,TOT,71,9,14,23,-7,14,7,2,0,2,14,0,0,125,7.2,1035,14:35,29,49,8,12,40.0,1.6
362,Niklas Hagman,32,LW,ANA,63,8,11,19,-10,12,7,1,0,1,11,0,0,111,7.2,922,14:38,27,46,7,10,41.2,1.1
363,Niklas Hagman,32,LW,CGY,8,1,3,4,3,2,0,1,0,1,3,0,0,14,7.1,113,14:11,2,3,1,2,33.3,0.5
364,Ron Hainsey,30,D,WPG,56,0,10,10,9,23,0,0,0,0,9,1,0,57,0.0,1181,21:06,133,33,0,0,,2.6
365,Micheal Haley,25,C,NYI,14,0,0,0,-1,57,0,0,0,0,0,0,0,13,0.0,111,7:57,2,31,1,1,50.0,-0.2
366,Matt Halischuk,23,RW,NSH,73,15,13,28,9,27,15,0,0,2,13,0,0,96,15.6,822,11:15,33,41,11,19,36.7,3.8
367,Adam Hall,31,RW,TBL,57,2,5,7,-11,17,2,0,0,1,5,0,0,63,3.2,676,11:52,30,89,276,188,59.5,-0.8
368,Taylor Hall,20,LW,EDM,61,27,26,53,-3,36,14,13,0,7,18,8,0,207,13.0,1111,18:13,34,44,23,34,40.4,7.1
369,Jeff Halpern,35,C,WSH,69,4,12,16,-1,24,4,0,0,1,12,0,0,63,6.3,870,12:36,44,55,365,260,58.4,0.7
370,Dan Hamhuis,29,D,VAN,82,4,33,37,29,46,3,1,0,0,21,10,2,140,2.9,1921,23:26,99,103,0,0,,8.6
371,Zach Hamill,23,C,BOS,16,0,2,2,3,4,0,0,0,0,2,0,0,13,0.0,176,10:59,4,13,15,16,48.4,0.0
372,Ryan Hamilton,26,LW,TOR,2,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,26,13:08,0,5,0,0,,0.0
373,Travis Hamonic,21,D,NYI,73,2,22,24,6,73,1,1,0,0,17,5,0,124,1.6,1637,22:26,157,170,0,0,,5.6
374,Roman Hamrlik,37,D,WSH,68,2,11,13,11,34,2,0,0,1,11,0,0,58,3.4,1307,19:13,149,69,0,0,,3.7
375,Michal Handzus,34,C,SJS,67,7,17,24,-6,18,5,2,0,0,14,3,0,81,8.6,968,14:27,59,52,413,402,50.7,1.5
376,Scott Hannan,33,D,CGY,78,2,10,12,-10,38,2,0,0,0,9,0,1,49,4.1,1588,20:21,126,60,1,0,100.0,2.7
377,Jannik Hansen,25,LW,VAN,82,16,23,39,18,34,15,0,1,1,21,0,2,137,11.7,1222,14:54,24,118,12,17,41.4,4.7
378,Martin Hanzal,24,C,PHX,64,8,26,34,12,63,5,3,0,2,18,8,0,145,5.5,1180,18:27,32,239,571,526,52.1,3.1
