,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
61,Mikkel Boedker,22,LW,PHX,82,11,13,24,-2,12,11,0,0,2,12,1,0,86,12.8,1118,13:38,21,108,1,1,50.0,1.8
62,Zach Bogosian,21,D,WPG,65,5,25,30,-3,71,4,1,0,0,19,6,0,150,3.3,1516,23:19,109,117,0,0,,4.6
63,Alexandre Bolduc,26,C,PHX,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,14,7:10,0,1,1,0,100.0,-0.1
64,Jared Boll,25,RW,CBJ,54,2,1,3,-8,126,2,0,0,0,1,0,0,35,5.7,438,8:07,10,96,3,2,60.0,-0.5
65,Dave Bolland,25,C,CHI,76,19,18,37,0,47,9,7,3,2,13,5,0,126,15.1,1254,16:30,38,58,582,621,48.4,3.7
66,Brandon Bollig,25,LW,CHI,18,0,0,0,-2,58,0,0,0,0,0,0,0,16,0.0,106,5:53,6,27,0,0,,-0.3
67,Nick Bonino,23,C,ANA,50,5,13,18,1,8,5,0,0,0,12,1,0,63,7.9,624,12:29,39,18,195,259,43.0,1.6
68,David Booth,27,LW,TOT,62,16,14,30,-5,34,13,3,0,1,9,5,0,159,10.1,926,14:56,13,81,9,9,50.0,3.2
69,David Booth,27,LW,VAN,56,16,13,29,1,32,13,3,0,1,9,4,0,145,11.0,833,14:52,12,69,9,9,50.0,3.5
70,David Booth,27,LW,FLA,6,0,1,1,-6,2,0,0,0,0,0,1,0,14,0.0,93,15:30,1,12,0,0,,-0.3
71,Mark Borowiecki,22,D,OTT,2,0,0,0,-1,2,0,0,0,0,0,0,0,1,0.0,25,12:30,0,4,0,0,,-0.1
72,Robert Bortuzzo,22,D,PIT,6,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,65,10:54,1,9,0,0,,0.1
73,Pierre-Marc Bouchard,27,C,MIN,37,9,13,22,-1,18,7,2,0,3,8,5,0,84,10.7,604,16:19,9,3,4,12,25.0,2.6
74,Francis Bouillon,36,D,NSH,66,4,7,11,-4,33,4,0,0,2,7,0,0,38,10.5,1158,17:33,65,103,0,0,,2.4
75,Eric Boulton,35,LW,NJD,51,0,0,0,-12,115,0,0,0,0,0,0,0,25,0.0,336,6:35,10,89,1,2,33.3,-1.0
76,Lance Bouma,21,C,CGY,27,1,2,3,-5,11,1,0,0,0,2,0,0,26,3.8,274,10:10,26,45,11,11,50.0,-0.2
77,Marc-Andre Bourdon,22,D,PHI,45,4,3,7,4,52,4,0,0,2,3,0,0,45,8.9,729,16:11,77,73,0,0,,1.9
78,Gabriel Bourque,21,LW,NSH,43,7,12,19,-2,6,7,0,0,1,12,0,0,59,11.9,550,12:47,19,66,0,1,0.0,1.9
79,Rene Bourque,30,LW,TOT,76,18,6,24,-19,68,14,3,1,1,3,3,0,158,11.4,1355,17:50,25,86,12,8,60.0,1.8
80,Rene Bourque,30,LW,MTL,38,5,3,8,-16,27,4,0,1,0,2,1,0,67,7.5,703,18:29,15,38,3,4,42.9,-0.3
81,Rene Bourque,30,LW,CGY,38,13,3,16,-3,41,10,3,0,1,1,2,0,91,14.3,652,17:10,10,48,9,4,69.2,2.2
82,Jay Bouwmeester,28,D,CGY,82,5,24,29,-21,26,3,2,0,1,16,8,0,107,4.7,2129,25:57,118,69,0,0,,4.8
83,Drayson Bowman,22,C,CAR,37,6,7,13,2,4,6,0,0,0,6,1,0,70,8.6,494,13:21,10,54,0,0,,1.5
84,Darryl Boyce,27,C,TOT,37,1,4,5,-8,35,1,0,0,1,4,0,0,25,4.0,369,9:59,14,46,84,79,51.5,-0.3
85,Darryl Boyce,27,C,CBJ,20,0,3,3,-5,19,0,0,0,0,3,0,0,13,0.0,198,9:55,10,20,76,72,51.4,-0.2
86,Darryl Boyce,27,C,TOR,17,1,1,2,-3,16,1,0,0,1,1,0,0,12,8.3,171,10:04,4,26,8,7,53.3,-0.1
87,Johnny Boychuk,28,D,BOS,77,5,10,15,27,53,5,0,0,2,10,0,0,171,2.9,1587,20:37,133,145,0,0,,5.2
88,Zach Boychuk,22,C,CAR,16,0,2,2,-3,0,0,0,0,0,2,0,0,10,0.0,143,8:55,2,16,2,2,50.0,-0.1
89,Brad Boyes,29,C,BUF,65,8,15,23,2,6,6,2,0,0,9,6,0,100,8.0,856,13:10,24,29,126,141,47.2,2.0
90,Brian Boyle,27,C,NYR,82,11,15,26,2,59,11,0,0,2,13,1,1,165,6.7,1250,15:14,83,236,629,586,51.8,2.2
91,Dan Boyle,35,D,SJS,81,9,39,48,10,57,6,3,0,2,25,14,0,252,3.6,2072,25:35,137,58,0,0,,9.4
92,Tyler Bozak,25,C,TOR,73,18,29,47,-7,22,14,4,0,1,20,8,1,109,16.5,1375,18:51,34,117,631,567,52.7,4.4
93,Matt Bradley,33,RW,FLA,45,3,5,8,-3,31,3,0,0,0,5,0,0,35,8.6,489,10:52,11,134,12,16,42.9,0.3
94,Derick Brassard,24,C,CBJ,74,14,27,41,-20,42,9,5,0,3,17,10,0,125,11.2,1209,16:20,16,137,278,339,45.1,3.3
95,Justin Braun,24,D,SJS,66,2,9,11,-2,23,1,1,0,0,7,2,0,113,1.8,1092,16:33,66,46,0,0,,2.4
96,T.J. Brennan,22,D,BUF,11,1,0,1,0,6,1,0,0,0,0,0,0,14,7.1,155,14:07,6,20,0,0,,0.4
97,Tim Brent,27,C,CAR,79,12,12,24,-8,27,8,3,1,3,8,4,0,71,16.9,860,10:53,33,64,278,293,48.7,2.4
98,Eric Brewer,32,D,TBL,82,1,20,21,-5,49,1,0,0,0,16,3,1,83,1.2,1908,23:16,176,197,0,0,,2.7
99,Daniel Briere,34,C,PHI,70,16,33,49,5,69,12,4,0,3,20,13,0,174,9.2,1215,17:22,16,48,406,425,48.9,5.1
100,T.J. Brodie,21,D,CGY,54,2,12,14,3,14,1,1,0,2,7,5,0,44,4.5,890,16:29,38,43,0,0,,3.2
101,Kyle Brodziak,27,C,MIN,82,22,22,44,-15,66,17,5,0,0,16,6,0,160,13.8,1563,19:04,62,81,707,722,49.5,4.6
102,Sheldon Brookbank,31,D,ANA,80,3,11,14,11,72,3,0,0,1,10,0,1,49,6.1,1248,15:36,106,118,0,0,,4.3
103,Evan Brophey,25,C,COL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,13,4:11,0,4,3,2,60.0,0.0
104,Troy Brouwer,26,RW,WSH,82,18,15,33,-15,61,15,3,0,5,12,2,1,133,13.5,1408,17:11,60,247,38,45,45.8,2.7
105,Dustin Brown,27,RW,LAK,82,22,32,54,18,53,12,9,1,6,23,7,2,214,10.3,1654,20:10,32,291,17,22,43.6,7.0
106,J.T. Brown,21,LW,TBL,5,0,1,1,2,0,0,0,0,0,1,0,0,13,0.0,69,13:51,3,2,0,0,,0.1
107,Mike Brown,26,RW,TOR,50,2,2,4,-8,74,2,0,0,0,1,0,1,56,3.6,464,9:17,24,120,0,1,0.0,-0.5
108,Gilbert Brule,25,C,PHX,33,5,9,14,7,11,4,1,0,0,9,0,0,56,8.9,382,11:34,13,55,8,13,38.1,1.7
109,Andrew Brunette,38,LW,CHI,78,12,15,27,-13,4,8,4,0,0,12,3,0,75,16.0,1057,13:33,15,21,7,7,50.0,1.7
110,Fabian Brunnstrom,26,LW,DET,5,0,1,1,-2,4,0,0,0,0,1,0,0,6,0.0,45,9:04,1,4,0,0,,-0.1
111,Brett Bulmer,19,RW,MIN,9,0,3,3,1,6,0,0,0,0,3,0,0,7,0.0,99,11:02,2,17,0,0,,0.2
112,Adam Burish,29,C,DAL,65,6,13,19,6,76,6,0,0,1,11,2,0,82,7.3,831,12:47,36,69,217,172,55.8,1.5
113,Alexander Burmistrov,20,C,WPG,76,13,15,28,4,42,11,1,1,0,13,2,0,123,10.6,1266,16:40,15,118,248,316,44.0,2.4
114,Brent Burns,26,D,SJS,81,11,26,37,8,34,6,5,0,2,15,11,0,201,5.5,1826,22:32,117,68,0,0,,7.9
115,Alexandre Burrows,30,LW,VAN,80,28,24,52,24,90,23,3,2,7,20,4,0,198,14.1,1478,18:28,38,87,7,13,35.0,7.2
116,Bobby Butler,24,LW,OTT,56,6,10,16,8,12,6,0,0,4,10,0,0,86,7.0,643,11:29,13,34,3,0,100.0,1.5
117,Chris Butler,25,D,CGY,68,2,13,15,-9,34,2,0,0,0,10,3,0,62,3.2,1469,21:36,115,70,0,0,,3.0
118,Dane Byers,25,LW,CBJ,8,0,0,0,0,29,0,0,0,0,0,0,0,8,0.0,65,8:05,4,4,0,0,,-0.1
119,Dustin Byfuglien,26,D,WPG,66,12,41,53,-8,72,8,4,0,3,25,15,1,223,5.4,1592,24:07,57,112,0,0,,7.6
120,Paul Byron,22,C,CGY,22,3,2,5,3,2,3,0,0,1,2,0,0,13,23.1,225,10:14,2,26,8,14,36.4,0.7
121,Ryan Callahan,26,RW,NYR,76,29,25,54,-8,61,15,13,1,9,19,4,2,235,12.3,1599,21:02,88,271,10,10,50.0,6.4
122,Matt Calvert,22,LW,CBJ,13,0,3,3,-5,16,0,0,0,0,3,0,0,4,0.0,119,9:08,1,8,0,0,,-0.1
123,Mike Cammalleri,29,C,TOT,66,20,21,41,-10,26,17,3,0,4,12,9,0,175,11.4,1195,18:07,19,17,104,124,45.6,4.7
124,Mike Cammalleri,29,C,MTL,38,9,13,22,-6,10,8,1,0,2,8,5,0,111,8.1,677,17:49,9,7,10,19,34.5,2.2
125,Mike Cammalleri,29,C,CGY,28,11,8,19,-4,16,9,2,0,2,4,4,0,64,17.2,518,18:30,10,10,94,105,47.2,2.5
126,Brian Campbell,32,D,FLA,82,4,49,53,-9,6,3,1,0,0,19,30,0,131,3.1,2206,26:54,118,46,0,0,,8.4
127,Gregory Campbell,28,C,BOS,78,8,8,16,-3,80,8,0,0,0,8,0,0,74,10.8,998,12:48,53,107,344,334,50.7,0.5
128,Carter Camper,23,C,BOS,3,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,20,6:42,2,1,6,8,42.9,0.2
129,Chris Campoli,27,D,MTL,43,2,9,11,-3,8,2,0,0,0,6,3,0,43,4.7,740,17:12,59,43,0,0,,2.1
130,Daniel Carcillo,27,LW,CHI,28,2,9,11,10,82,2,0,0,0,9,0,0,27,7.4,319,11:24,9,76,2,2,50.0,1.2
131,Matt Carkner,31,D,OTT,29,1,2,3,0,33,1,0,0,0,2,0,0,17,5.9,345,11:55,26,58,0,0,,0.6
132,Matt Carle,27,D,PHI,82,4,34,38,4,36,1,3,0,0,25,9,0,132,3.0,1888,23:01,164,55,0,0,,5.8
133,John Carlson,22,D,WSH,82,9,23,32,-15,22,5,4,0,0,19,3,1,152,5.9,1792,21:52,153,83,0,1,0.0,4.8
134,Jordan Caron,21,RW,BOS,48,7,8,15,0,14,7,0,0,0,8,0,0,57,12.3,553,11:32,15,64,1,1,50.0,1.4
135,Brett Carson,26,D,CGY,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,23,11:22,1,0,0,0,,-0.1
136,Jeff Carter,27,C,TOT,55,21,13,34,-12,16,11,10,0,2,10,3,0,184,11.4,1055,19:11,17,16,393,381,50.8,4.0
137,Jeff Carter,27,C,CBJ,39,15,10,25,-11,14,7,8,0,1,7,3,0,130,11.5,765,19:38,13,8,377,363,50.9,2.8
138,Jeff Carter,27,C,LAK,16,6,3,9,-1,2,4,2,0,1,3,0,0,54,11.1,290,18:06,4,8,16,18,47.1,1.2
139,Ryan Carter,28,C,TOT,72,4,4,8,-13,90,4,0,0,0,4,0,0,50,8.0,745,10:21,25,114,215,217,49.8,-0.3
140,Ryan Carter,28,C,NJD,65,4,4,8,-12,84,4,0,0,0,4,0,0,47,8.5,680,10:28,25,102,197,196,50.1,-0.1
141,Ryan Carter,28,C,FLA,7,0,0,0,-1,6,0,0,0,0,0,0,0,3,0.0,65,9:19,0,12,18,21,46.2,-0.2
142,Zdeno Chara,34,D,BOS,79,12,40,52,33,86,4,8,0,0,29,10,1,224,5.4,1975,25:00,87,166,0,1,0.0,10.9
143,Jason Chimera,32,LW,WSH,82,20,19,39,4,78,17,1,2,5,19,0,0,205,9.8,1184,14:26,27,132,30,32,48.4,4.8
144,Kyle Chipchura,25,C,PHX,53,3,13,16,2,42,3,0,0,0,13,0,0,43,7.0,558,10:32,14,67,173,190,47.7,1.2
145,Taylor Chorney,24,D,TOT,5,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,71,14:09,4,0,0,0,,0.0
146,Taylor Chorney,24,D,EDM,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,47,15:48,3,0,0,0,,0.0
147,Taylor Chorney,24,D,STL,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,23,11:40,1,0,0,0,,0.0
148,Erik Christensen,28,C,TOT,49,7,5,12,-13,8,4,3,0,1,4,1,0,44,15.9,510,10:24,4,26,159,143,52.6,0.8
149,Erik Christensen,28,C,MIN,29,6,1,7,-13,6,4,2,0,1,1,0,0,34,17.6,347,11:59,3,14,98,90,52.1,0.4
150,Erik Christensen,28,C,NYR,20,1,4,5,0,2,0,1,0,0,3,1,0,10,10.0,162,8:07,1,12,61,53,53.5,0.4
151,Casey Cizikas,20,C,NYI,15,0,4,4,1,6,0,0,0,0,4,0,0,12,0.0,159,10:36,9,26,47,68,40.9,0.2
152,Brett Clark,35,D,TBL,82,2,13,15,-26,20,2,0,0,0,11,2,0,61,3.3,1507,18:23,199,118,0,0,,0.2
153,Mat Clark,21,D,ANA,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,22,11:02,2,2,0,0,,-0.1
154,David Clarkson,27,RW,NJD,80,30,16,46,-8,138,22,8,0,7,8,8,0,228,13.2,1309,16:22,19,169,102,141,42.0,6.4
155,Dan Cleary,33,LW,DET,75,12,21,33,2,30,10,2,0,0,20,1,0,199,6.0,1199,15:59,33,90,21,30,41.2,2.8
156,Kyle Clifford,21,LW,LAK,81,5,7,12,-5,123,5,0,0,2,7,0,0,88,5.7,762,9:24,9,178,1,7,12.5,0.6
157,Grant Clitsome,26,D,TOT,63,4,13,17,-9,32,3,1,0,1,8,4,1,87,4.6,1071,17:00,61,85,0,1,0.0,2.6
158,Grant Clitsome,26,D,CBJ,51,4,10,14,-6,24,3,1,0,1,5,4,1,74,5.4,868,17:02,41,59,0,1,0.0,2.4
159,Grant Clitsome,26,D,WPG,12,0,3,3,-3,8,0,0,0,0,3,0,0,13,0.0,203,16:54,20,26,0,0,,0.2
160,Ryane Clowe,29,LW,SJS,76,17,28,45,-5,97,13,4,0,2,17,11,0,180,9.4,1358,17:52,36,109,6,14,30.0,4.3
161,Cal Clutterbuck,24,RW,MIN,74,15,12,27,-4,103,8,3,4,2,8,4,0,161,9.3,1210,16:21,31,288,5,10,33.3,2.8
162,Braydon Coburn,26,D,PHI,81,4,20,24,10,56,4,0,0,0,18,0,2,113,3.5,1786,22:03,119,164,0,1,0.0,4.7
163,Andrew Cogliano,24,C,ANA,82,13,13,26,-4,15,11,2,0,2,12,1,0,115,11.3,1206,14:42,41,88,162,224,42.0,2.2
164,Carlo Colaiacovo,29,D,STL,64,2,17,19,7,22,2,0,0,2,9,8,0,68,2.9,1216,19:00,81,73,0,0,,4.6
165,Joe Colborne,22,C,TOR,10,1,4,5,2,4,1,0,0,0,4,0,0,7,14.3,137,13:41,8,20,28,50,35.9,0.5
166,Erik Cole,33,LW,MTL,82,35,26,61,11,48,24,11,0,6,23,3,0,241,14.5,1519,18:32,30,186,24,32,42.9,9.0
167,Ian Cole,22,D,STL,26,1,5,6,7,22,1,0,0,0,5,0,0,18,5.6,414,15:55,27,16,0,0,,2.0
168,Sean Collins,28,D,WSH,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,22,10:56,1,0,0,0,,-0.1
169,Blake Comeau,25,RW,TOT,74,5,10,15,-11,30,5,0,0,0,10,0,0,137,3.6,1143,15:27,22,144,29,62,31.9,0.0
170,Blake Comeau,25,RW,CGY,58,5,10,15,0,24,5,0,0,0,10,0,0,117,4.3,934,16:06,18,108,27,56,32.5,0.8
171,Blake Comeau,25,RW,NYI,16,0,0,0,-11,6,0,0,0,0,0,0,0,20,0.0,209,13:04,4,36,2,6,25.0,-0.8
172,Mike Commodore,32,D,TOT,30,0,2,2,7,38,0,0,0,0,2,0,0,23,0.0,378,12:36,32,53,0,0,,1.0
173,Mike Commodore,32,D,DET,17,0,2,2,3,21,0,0,0,0,2,0,0,16,0.0,195,11:30,19,32,0,0,,0.6
174,Mike Commodore,32,D,TBL,13,0,0,0,4,17,0,0,0,0,0,0,0,7,0.0,183,14:03,13,21,0,0,,0.4
175,Erik Condra,25,RW,OTT,81,8,17,25,11,30,6,0,2,1,15,0,2,140,5.7,1147,14:10,69,16,11,16,40.7,1.8
176,Chris Conner,28,RW,DET,8,1,2,3,2,0,1,0,0,0,2,0,0,10,10.0,85,10:34,3,4,0,0,,0.4
177,Brett Connolly,19,RW,TBL,68,4,11,15,-9,30,3,1,0,2,9,2,0,94,4.3,780,11:28,19,58,20,32,38.5,0.2
178,Mike Connolly,22,LW,COL,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,25,12:21,1,2,0,0,,0.0
179,Tim Connolly,30,C,TOR,70,13,23,36,-14,40,11,2,0,3,20,3,0,104,12.5,1190,17:00,76,29,383,403,48.7,2.7
180,Matt Cooke,33,LW,PIT,82,19,19,38,5,44,16,1,2,4,12,5,2,147,12.9,1286,15:41,41,160,18,15,54.5,4.2
181,Patrice Cormier,21,C,WPG,9,0,0,0,1,0,0,0,0,0,0,0,0,8,0.0,57,6:22,0,12,22,8,73.3,-0.1
182,Philippe Cornet,21,LW,EDM,2,0,1,1,0,0,0,0,0,0,1,0,0,0,,21,10:35,0,2,0,0,,0.1
183,Joe Corvo,34,D,BOS,75,4,21,25,10,13,3,1,0,1,13,8,0,168,2.4,1411,18:49,56,27,0,0,,4.7
184,Logan Couture,22,C,SJS,80,31,34,65,2,16,18,11,2,5,19,15,0,245,12.7,1485,18:34,76,42,468,442,51.4,8.2
185,Sean Couturier,19,C,PHI,77,13,14,27,18,14,11,0,2,4,13,1,0,116,11.2,1089,14:08,33,82,378,426,47.0,3.1
186,Jared Cowen,21,D,OTT,82,5,12,17,-4,56,5,0,0,1,10,1,1,58,8.6,1549,18:54,74,217,0,0,,2.7
187,Joey Crabb,28,RW,TOR,67,11,15,26,1,33,9,0,2,4,15,0,0,75,14.7,901,13:27,34,101,1,9,10.0,2.5
188,Adam Cracknell,26,RW,STL,2,1,0,1,1,0,1,0,0,0,0,0,0,1,100.0,15,7:39,3,1,0,1,0.0,0.2
