,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
36,Matt Beleskey,27,LW,BOS,80,15,22,37,6,65,12,3,0,1,18,4,0,168,8.9,1269,15:51,44,260,6,19,24.0,3.9
37,Pierre-Edouard Bellemare,30,LW,PHI,74,7,7,14,-8,27,6,0,1,1,6,0,1,102,6.9,1004,13:34,61,65,272,307,47.0,0.4
38,Jamie Benn,26,LW,DAL,82,41,48,89,7,64,22,17,2,5,32,13,3,247,16.6,1642,20:01,55,156,226,252,47.3,12.1
39,Jordie Benn,28,D,DAL,64,3,9,12,2,21,2,1,0,2,8,0,1,58,5.2,1001,15:39,94,90,0,0,,2.2
40,Beau Bennett,24,RW,PIT,33,6,6,12,-1,10,5,1,0,0,4,2,0,52,11.5,393,11:54,6,65,2,4,33.3,1.3
41,Sam Bennett,19,C,CGY,77,18,18,36,-11,37,15,3,0,2,13,5,0,136,13.2,1166,15:09,32,110,160,187,46.1,3.4
42,Andre Benoit,32,D,STL,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,27,13:35,5,1,0,0,,0.1
43,Patrice Bergeron,30,C,BOS,80,32,36,68,12,49,19,12,1,6,21,13,2,282,11.3,1587,19:50,56,77,1130,848,57.1,9.0
44,Patrik Berglund,27,C,STL,42,10,5,15,1,16,6,4,0,5,5,0,0,80,12.5,651,15:29,17,48,139,138,50.2,1.8
45,Steve Bernier,30,RW,NYI,24,1,5,6,3,9,1,0,0,0,5,0,0,27,3.7,269,11:14,13,42,0,0,,0.5
46,Christoph Bertschy,21,C,MIN,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,21,6:57,2,7,0,0,,0.0
47,Bryan Bickell,29,LW,CHI,25,0,2,2,-5,2,0,0,0,0,2,0,0,21,0.0,245,9:47,10,58,2,0,100.0,-0.4
48,Alex Biega,27,D,VAN,51,0,7,7,-11,22,0,0,0,0,7,0,0,61,0.0,855,16:46,41,124,0,0,,0.9
49,Kevin Bieksa,34,D,ANA,71,4,11,15,-7,99,2,2,0,1,7,4,0,109,3.7,1492,21:01,108,152,0,0,,3.6
50,Chris Bigras,20,D,COL,31,1,2,3,-2,16,1,0,0,0,2,0,0,21,4.8,414,13:21,17,17,0,0,,0.7
51,Anthony Bitetto,25,D,NSH,28,1,5,6,0,19,1,0,0,0,5,0,0,19,5.3,340,12:08,41,62,0,0,,1.1
52,Oliver Bjorkstrand,20,RW,CBJ,12,4,4,8,6,0,4,0,0,1,4,0,0,25,16.0,192,15:59,5,9,0,0,,1.3
53,Nick Bjugstad,23,C,FLA,67,15,19,34,-8,41,9,6,0,3,10,9,0,171,8.8,1039,15:31,28,87,449,419,51.7,3.4
54,Joseph Blandisi,21,LW,NJD,41,5,12,17,-14,34,1,4,0,1,10,2,0,43,11.6,640,15:36,13,39,11,22,33.3,1.1
55,Mike Blunden,29,RW,TBL,20,3,2,5,3,34,3,0,0,1,2,0,0,14,21.4,173,8:39,3,41,0,0,,0.8
56,Andrew Bodnarchuk,27,D,TOT,37,0,4,4,-7,14,0,0,0,0,4,0,0,9,0.0,457,12:20,27,44,0,0,,0.2
57,Andrew Bodnarchuk,27,D,COL,21,0,2,2,-1,6,0,0,0,0,2,0,0,4,0.0,224,10:40,18,23,0,0,,0.3
58,Andrew Bodnarchuk,27,D,CBJ,16,0,2,2,-6,8,0,0,0,0,2,0,0,5,0.0,233,14:32,9,21,0,0,,-0.1
59,Mikkel Boedker,26,LW,TOT,80,17,34,51,-33,12,14,3,0,5,18,16,0,166,10.2,1481,18:30,31,50,1,2,33.3,3.8
60,Mikkel Boedker,26,LW,ARI,62,13,26,39,-28,10,10,3,0,4,11,15,0,144,9.0,1155,18:37,21,43,0,1,0.0,2.8
61,Mikkel Boedker,26,LW,COL,18,4,8,12,-5,2,4,0,0,1,7,1,0,22,18.2,326,18:07,10,7,1,1,50.0,1.0
62,Zach Bogosian,25,D,BUF,64,7,17,24,-11,68,4,3,0,1,13,3,1,121,5.8,1430,22:21,98,86,0,0,,4.5
63,Jared Boll,29,RW,CBJ,30,1,2,3,-3,61,1,0,0,0,2,0,0,11,9.1,200,6:39,15,53,2,0,100.0,0.0
64,Dave Bolland,29,C,FLA,25,1,4,5,-2,16,1,0,0,0,1,3,0,26,3.8,352,14:06,9,36,156,185,45.7,0.0
65,Brandon Bollig,29,LW,CGY,54,2,2,4,-10,103,2,0,0,0,2,0,0,56,3.6,502,9:17,25,117,2,1,66.7,-0.7
66,Nick Bonino,27,C,PIT,63,9,20,29,13,31,6,2,1,0,20,0,0,97,9.3,998,15:50,67,22,463,455,50.4,3.0
67,Mark Borowiecki,26,D,OTT,63,1,1,2,-4,107,1,0,0,0,1,0,0,27,3.7,922,14:38,99,271,0,1,0.0,0.2
68,Robert Bortuzzo,26,D,STL,40,2,1,3,2,52,2,0,0,0,1,0,0,47,4.3,531,13:16,42,93,0,0,,1.3
69,Reid Boucher,22,LW,NJD,39,8,11,19,-13,6,6,2,0,4,7,4,0,74,10.8,557,14:16,14,32,1,2,33.3,1.8
70,Eric Boulton,39,LW,NYI,6,0,0,0,-3,2,0,0,0,0,0,0,0,3,0.0,57,9:29,0,15,0,0,,-0.2
71,Lance Bouma,25,C,CGY,44,2,5,7,-6,31,2,0,0,0,3,0,2,49,4.1,530,12:02,42,110,5,8,38.5,-0.2
72,Gabriel Bourque,25,RW,NSH,22,1,3,4,0,18,1,0,0,0,3,0,0,25,4.0,272,12:22,22,55,0,1,0.0,0.1
73,Rene Bourque,34,RW,CBJ,49,3,5,8,-9,38,3,0,0,0,5,0,0,77,3.9,512,10:27,19,82,3,6,33.3,0.0
74,Jay Bouwmeester,32,D,STL,72,3,16,19,-4,18,2,1,0,0,15,1,0,105,2.9,1664,23:07,110,71,0,0,,3.9
75,Johnny Boychuk,32,D,NYI,70,9,16,25,17,31,8,1,0,1,12,4,0,165,5.5,1496,21:22,140,149,0,0,,6.6
76,Brad Boyes,33,RW,TOR,60,8,16,24,-6,12,6,2,0,1,13,3,0,85,9.4,718,11:58,17,20,9,5,64.3,2.1
77,Brian Boyle,31,C,TBL,76,13,7,20,-7,57,9,2,2,4,6,1,0,117,11.1,981,12:55,48,115,346,336,50.7,1.9
78,Dan Boyle,39,D,NYR,74,10,14,24,0,30,7,3,0,0,7,7,0,95,10.5,1392,18:49,105,66,0,0,,4.5
79,Tyler Bozak,29,C,TOR,57,12,23,35,-9,18,9,3,0,1,16,7,0,99,12.1,988,17:20,24,46,597,462,56.4,3.2
80,Derick Brassard,28,C,NYR,80,27,31,58,12,30,19,8,0,5,17,14,0,182,14.8,1431,17:53,23,103,676,670,50.2,7.5
81,Justin Braun,28,D,SJS,80,4,19,23,11,36,4,0,0,0,18,1,0,114,3.5,1645,20:34,140,95,0,0,,5.4
82,T.J. Brennan,26,D,TOR,7,1,0,1,-6,6,1,0,0,0,0,0,0,11,9.1,106,15:06,5,7,0,0,,-0.2
83,Connor Brickley,23,C,FLA,23,1,4,5,1,14,1,0,0,1,4,0,0,13,7.7,201,8:44,6,46,0,0,,0.4
84,T.J. Brodie,25,D,CGY,70,6,39,45,4,18,4,2,0,1,30,7,2,79,7.6,1768,25:15,104,15,0,0,,6.9
85,Jonas Brodin,22,D,MIN,68,2,5,7,-4,18,2,0,0,0,5,0,0,58,3.4,1389,20:25,110,34,0,0,,2.1
86,Kyle Brodziak,31,C,STL,76,7,4,11,-1,37,4,0,3,4,4,0,0,49,14.3,821,10:48,37,50,275,281,49.5,0.7
87,Troy Brouwer,30,RW,STL,82,18,21,39,2,62,11,7,0,4,18,3,0,142,12.7,1394,17:00,52,200,65,49,57.0,4.3
88,Chris Brown,24,C,WSH,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,8,7:41,0,2,0,0,,0.0
89,Connor Brown,22,RW,TOR,7,1,5,6,-2,0,0,1,0,0,1,3,1,11,9.1,105,14:58,2,1,0,0,,0.5
90,Dustin Brown,31,RW,LAK,82,11,17,28,-5,30,9,2,0,0,15,1,1,218,5.0,1326,16:10,20,234,8,9,47.1,1.9
91,J.T. Brown,25,RW,TBL,78,8,14,22,16,59,8,0,0,0,12,0,2,140,5.7,1042,13:22,40,103,23,27,46.0,2.4
92,Mike Brown,30,RW,TOT,58,2,3,5,-5,90,2,0,0,0,3,0,0,51,3.9,453,7:48,25,176,3,1,75.0,-0.2
93,Mike Brown,30,RW,SJS,44,1,2,3,-3,63,1,0,0,0,2,0,0,37,2.7,318,7:13,17,120,2,1,66.7,-0.2
94,Mike Brown,30,RW,MTL,14,1,1,2,-2,27,1,0,0,0,1,0,0,14,7.1,135,9:39,8,56,1,0,100.0,0.0
95,Patrick Brown,23,C,CAR,7,1,1,2,4,4,1,0,0,0,1,0,0,8,12.5,88,12:36,6,11,0,0,,0.4
96,Brett Bulmer,23,RW,MIN,3,0,0,0,-1,7,0,0,0,0,0,0,0,2,0.0,20,6:43,0,2,0,0,,-0.1
97,Andre Burakovsky,20,LW,WSH,79,17,21,38,4,12,17,0,0,1,17,4,0,126,13.5,1029,13:01,24,37,17,20,45.9,4.6
98,Alexander Burmistrov,24,C,WPG,81,7,14,21,-11,32,7,0,0,2,12,1,1,102,6.9,1310,16:10,35,125,205,307,40.0,0.4
99,Brent Burns,30,D,SJS,82,27,48,75,-5,53,19,7,1,4,24,23,1,353,7.6,2121,25:52,145,101,1,0,100.0,12.9
100,Alexandre Burrows,34,RW,VAN,79,9,13,22,-13,49,7,2,0,0,9,4,0,135,6.7,1198,15:10,33,81,10,12,45.5,1.1
101,Chris Butler,29,D,STL,5,0,0,0,-1,4,0,0,0,0,0,0,0,4,0.0,58,11:30,8,3,0,0,,0.0
102,Dustin Byfuglien,30,D,WPG,81,19,34,53,4,119,15,3,1,6,19,14,1,247,7.7,2041,25:12,105,222,0,0,,9.7
103,Paul Byron,26,C,MTL,62,11,7,18,-9,11,8,0,3,2,5,0,2,50,22.0,853,13:46,25,112,3,2,60.0,1.4
104,Ryan Callahan,30,RW,TBL,73,10,18,28,-5,45,8,2,0,1,16,2,0,156,6.4,1258,17:14,71,164,21,15,58.3,2.1
105,Matt Calvert,26,LW,CBJ,73,11,13,24,1,51,10,1,0,1,13,0,0,114,9.6,1104,15:08,46,91,7,7,50.0,2.1
106,Mike Cammalleri,33,LW,NJD,42,14,24,38,15,18,11,3,0,1,17,7,0,101,13.9,810,19:17,13,15,7,7,50.0,5.6
107,Andrew Campbell,27,D,TOR,6,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,70,11:35,10,5,0,0,,0.2
108,Brian Campbell,36,D,FLA,82,6,25,31,31,26,5,0,1,1,17,8,0,99,6.1,1827,22:17,80,27,0,0,,7.8
109,Gregory Campbell,32,C,CBJ,82,3,8,11,-6,78,3,0,0,2,8,0,0,58,5.2,866,10:34,56,100,229,253,47.5,-0.2
110,Paul Carey,27,C,WSH,4,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,40,9:58,1,6,0,0,,0.2
111,Matt Carle,31,D,TBL,64,2,7,9,4,26,2,0,0,1,7,0,0,54,3.7,1074,16:47,91,30,0,0,,2.6
112,John Carlson,26,D,WSH,56,8,31,39,16,14,6,2,0,4,18,12,1,124,6.5,1327,23:42,114,46,0,0,,7.7
113,Jordan Caron,25,RW,STL,4,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,33,8:08,0,6,0,0,,-0.2
114,Ryan Carpenter,25,C,SJS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,7:27,0,1,0,2,0.0,0.0
115,Daniel Carr,24,LW,MTL,23,6,3,9,0,8,5,1,0,1,3,0,0,39,15.4,278,12:04,5,25,0,0,,1.2
116,Connor Carrick,21,D,TOT,19,2,2,4,-5,15,2,0,0,1,1,1,0,21,9.5,295,15:32,19,38,0,0,,0.5
117,Connor Carrick,21,D,TOR,16,2,2,4,-3,15,2,0,0,1,1,1,0,19,10.5,265,16:33,16,33,0,0,,0.7
118,Connor Carrick,21,D,WSH,3,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,30,10:07,3,5,0,0,,-0.1
119,Sam Carrick,23,C,TOR,3,0,0,0,-2,4,0,0,0,0,0,0,0,4,0.0,34,11:28,0,4,1,0,100.0,-0.1
120,Trevor Carrick,21,D,CAR,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,33,16:40,2,1,0,0,,0.0
121,Jeff Carter,31,C,LAK,77,24,38,62,18,20,19,4,1,6,29,8,1,242,9.9,1416,18:23,39,89,598,630,48.7,8.0
122,Ryan Carter,32,LW,MIN,60,7,5,12,-3,48,6,0,1,0,5,0,0,62,11.3,668,11:08,37,87,21,17,55.3,1.0
123,Daniel Catenacci,22,C,BUF,11,0,0,0,-2,0,0,0,0,0,0,0,0,7,0.0,96,8:44,2,22,2,0,100.0,-0.2
124,Cody Ceci,22,D,OTT,75,10,16,26,9,18,10,0,0,2,14,2,0,116,8.6,1448,19:18,130,70,0,0,,5.2
125,Michael Chaput,23,C,CBJ,8,1,1,2,3,5,1,0,0,0,1,0,0,10,10.0,72,9:00,3,13,49,26,65.3,0.3
126,Zdeno Chara,38,D,BOS,80,9,28,37,12,71,8,1,0,3,17,9,2,158,5.7,1928,24:06,123,134,0,1,0.0,7.3
127,Ben Chiarot,24,D,WPG,70,1,9,10,-9,43,1,0,0,0,9,0,0,74,1.4,1012,14:27,105,130,0,0,,1.1
128,Alex Chiasson,25,RW,OTT,77,8,6,14,2,45,5,2,1,1,6,0,0,88,9.1,1050,13:38,28,103,3,2,60.0,0.6
129,Jason Chimera,36,LW,WSH,82,20,20,40,0,22,14,4,2,3,15,5,0,165,12.1,1152,14:03,13,103,8,20,28.6,4.7
130,Kyle Chipchura,29,C,ARI,70,4,8,12,-10,38,4,0,0,1,7,1,0,47,8.5,716,10:13,13,73,88,80,52.4,0.2
131,Taylor Chorney,28,D,WSH,55,1,5,6,8,21,1,0,0,0,5,0,0,28,3.6,726,13:11,58,56,0,0,,2.0
132,Casey Cizikas,24,C,NYI,80,8,21,29,4,31,7,0,1,4,20,0,2,84,9.5,1015,12:41,62,158,469,490,48.9,2.6
133,Fredrik Claesson,23,D,OTT,16,0,2,2,-6,2,0,0,0,0,2,0,0,15,0.0,309,19:17,30,33,0,0,,-0.2
134,David Clarkson,31,RW,CBJ,23,2,2,4,-8,23,2,0,0,1,2,0,0,24,8.3,212,9:13,6,45,2,10,16.7,0.0
135,Adam Clendening,23,D,TOT,29,1,6,7,6,20,1,0,0,0,6,0,0,43,2.3,429,14:48,34,19,0,0,,1.8
136,Adam Clendening,23,D,EDM,20,1,5,6,3,10,1,0,0,0,5,0,0,32,3.1,311,15:33,30,15,0,0,,1.4
137,Adam Clendening,23,D,PIT,9,0,1,1,3,10,0,0,0,0,1,0,0,11,0.0,118,13:08,4,4,0,0,,0.4
138,Kyle Clifford,25,LW,LAK,56,3,6,9,-1,55,3,0,0,0,6,0,0,68,4.4,524,9:21,11,111,3,4,42.9,0.4
139,Rich Clune,28,LW,TOR,19,0,4,4,1,22,0,0,0,0,4,0,0,10,0.0,154,8:06,5,58,0,0,,0.2
140,Cal Clutterbuck,28,RW,NYI,77,15,8,23,7,22,13,0,2,5,7,0,1,80,18.8,918,11:55,34,288,1,2,33.3,3.1
141,Braydon Coburn,30,D,TBL,80,1,9,10,12,53,1,0,0,0,8,0,1,92,1.1,1340,16:45,88,111,0,0,,3.6
142,Andrew Cogliano,28,LW,ANA,82,9,23,32,2,28,7,0,2,3,22,0,1,131,6.9,1183,14:26,27,124,6,11,35.3,3.0
143,Carlo Colaiacovo,33,D,BUF,36,1,4,5,-11,10,1,0,0,0,3,1,0,29,3.4,521,14:28,41,36,0,0,,0.4
144,Joe Colborne,26,C,CGY,73,19,25,44,-9,27,16,3,0,2,23,2,0,100,19.0,1107,15:10,28,122,85,70,54.8,4.6
145,Ian Cole,26,D,PIT,70,0,12,12,-3,59,0,0,0,0,11,1,0,72,0.0,1207,17:14,122,122,0,0,,1.8
146,Sean Collins,27,C,WSH,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,,17,8:32,2,0,0,0,,-0.1
147,Blake Comeau,29,LW,COL,81,12,24,36,-9,58,8,2,2,3,18,6,0,142,8.5,1428,17:38,35,173,276,290,48.8,2.6
148,Erik Condra,29,RW,TBL,54,6,5,11,-4,34,6,0,0,0,5,0,0,58,10.3,578,10:42,16,20,1,2,33.3,0.8
149,Kevin Connauton,25,D,TOT,65,5,12,17,7,60,5,0,0,0,9,3,0,109,4.6,1088,16:44,58,100,0,0,,3.9
150,Kevin Connauton,25,D,ARI,38,4,5,9,-3,39,4,0,0,0,4,1,0,65,6.2,667,17:33,43,76,0,0,,1.7
151,Kevin Connauton,25,D,CBJ,27,1,7,8,10,21,1,0,0,0,5,2,0,44,2.3,421,15:35,15,24,0,0,,2.2
152,Brett Connolly,23,RW,BOS,71,9,16,25,-1,20,7,2,0,2,13,3,0,95,9.5,920,12:58,36,137,14,17,45.2,2.2
153,Andrew Copp,21,C,WPG,77,7,6,13,8,6,7,0,0,0,6,0,0,54,13.0,616,8:00,18,87,224,262,46.1,1.5
154,Patrice Cormier,25,C,WPG,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,9,4:30,0,1,3,6,33.3,0.0
155,Frank Corrado,22,D,TOR,39,1,5,6,-12,26,1,0,0,0,4,1,0,46,2.2,564,14:27,37,46,0,0,,0.4
156,Nick Cousins,22,C,PHI,36,6,5,11,5,4,6,0,0,1,3,2,0,41,14.6,386,10:44,17,38,109,128,46.0,1.5
157,Logan Couture,26,C,SJS,52,15,21,36,2,20,10,5,0,4,11,10,0,137,10.9,904,17:23,38,29,271,305,47.0,4.3
158,Sean Couturier,23,C,PHI,63,11,28,39,8,30,9,2,0,1,22,5,1,119,9.2,1172,18:36,30,31,537,568,48.6,4.0
159,Jared Cowen,25,D,OTT,37,0,4,4,7,16,0,0,0,0,4,0,0,23,0.0,628,16:59,58,116,0,0,,1.2
160,Charlie Coyle,23,C,MIN,82,21,21,42,1,16,19,2,0,4,16,4,1,140,15.0,1419,17:18,60,130,228,274,45.4,4.9
161,Adam Cracknell,30,RW,TOT,52,5,5,10,-1,20,5,0,0,1,5,0,0,68,7.4,636,12:14,25,124,156,239,39.5,0.7
162,Adam Cracknell,30,RW,VAN,44,5,5,10,1,14,5,0,0,1,5,0,0,55,9.1,546,12:24,22,94,152,230,39.8,0.9
163,Adam Cracknell,30,RW,EDM,8,0,0,0,-2,6,0,0,0,0,0,0,0,13,0.0,90,11:18,3,30,4,9,30.8,-0.2
164,Sidney Crosby,28,C,PIT,80,36,49,85,19,42,26,10,0,9,35,14,0,248,14.5,1638,20:28,35,90,986,921,51.7,11.5
165,Tommy Cross,26,D,BOS,3,0,1,1,-1,0,0,0,0,0,0,0,1,0,,39,13:05,1,3,0,0,,0.0
166,Matt Cullen,39,C,PIT,82,16,16,32,5,20,13,0,3,4,13,0,3,118,13.6,1138,13:53,41,40,582,462,55.7,3.6
167,Craig Cunningham,25,RW,ARI,10,0,1,1,-1,2,0,0,0,0,1,0,0,13,0.0,101,10:05,4,15,2,1,66.7,-0.1
168,Klas Dahlbeck,24,D,ARI,71,2,6,8,-5,28,2,0,0,0,5,0,1,64,3.1,1117,15:44,76,178,0,0,,1.5
169,Trevor Daley,32,D,TOT,82,6,22,28,9,34,5,1,0,0,14,8,0,130,4.6,1512,18:26,79,42,0,1,0.0,5.6
170,Trevor Daley,32,D,PIT,53,6,16,22,8,26,5,1,0,0,10,6,0,87,6.9,1084,20:27,60,23,0,0,,4.5
171,Trevor Daley,32,D,CHI,29,0,6,6,1,8,0,0,0,0,4,2,0,43,0.0,428,14:46,19,19,0,1,0.0,1.1
172,Zac Dalpe,26,C,MIN,2,1,0,1,0,0,1,0,0,0,0,0,0,3,33.3,21,10:15,0,3,11,6,64.7,0.2
173,Phillip Danault,22,C,TOT,51,4,6,10,-5,14,4,0,0,1,6,0,0,72,5.6,651,12:45,28,45,247,272,47.6,0.3
174,Phillip Danault,22,C,CHI,30,1,4,5,-3,6,1,0,0,1,4,0,0,48,2.1,385,12:51,17,33,163,206,44.2,-0.1
175,Phillip Danault,22,C,MTL,21,3,2,5,-2,8,3,0,0,0,2,0,0,24,12.5,265,12:38,11,12,84,66,56.0,0.4
176,Marko Dano,21,C,TOT,34,5,5,10,-7,10,5,0,0,0,4,1,0,54,9.3,417,12:15,15,62,2,4,33.3,0.7
177,Marko Dano,21,C,WPG,21,4,4,8,-7,8,4,0,0,0,3,1,0,39,10.3,291,13:50,8,47,1,1,50.0,0.6
178,Marko Dano,21,C,CHI,13,1,1,2,0,2,1,0,0,0,1,0,0,15,6.7,126,9:41,7,15,1,3,25.0,0.1
179,Pavel Datsyuk,37,C,DET,66,16,33,49,7,14,8,8,0,1,21,12,0,181,8.8,1297,19:39,33,70,599,517,53.7,5.6
180,Laurent Dauphin,20,C,ARI,8,1,0,1,0,4,1,0,0,0,0,0,0,7,14.3,91,11:19,7,6,32,41,43.8,0.1
181,Brandon Davidson,24,D,EDM,51,4,7,11,7,20,2,2,0,0,6,0,1,63,6.3,979,19:12,92,74,0,0,,3.4
182,Calvin de Haan,24,D,NYI,72,2,14,16,3,20,2,0,0,0,13,1,0,102,2.0,1486,20:38,198,128,0,1,0.0,3.6
183,Jacob de La Rose,20,LW,MTL,22,0,1,1,-6,6,0,0,0,0,1,0,0,20,0.0,274,12:26,19,39,67,63,51.5,-0.6
184,Chase De Leo,20,C,WPG,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,19,9:25,0,0,1,0,100.0,0.0
185,Danny DeKeyser,25,D,DET,78,8,12,20,2,44,8,0,0,3,12,0,0,72,11.1,1701,21:48,107,88,0,0,,5.2
186,Michael Del Zotto,25,D,PHI,52,4,9,13,-8,16,4,0,0,1,8,1,0,98,4.1,1217,23:25,104,140,0,0,,2.3
187,Dylan DeMelo,22,D,SJS,45,2,2,4,0,14,0,2,0,0,0,2,0,42,4.8,613,13:37,35,39,0,0,,1.2
188,Jason Demers,27,D,DAL,62,7,16,23,16,72,3,3,1,1,14,2,0,94,7.4,1294,20:52,73,86,0,0,,5.2
