,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
73,Eric Boguniecki,30,RW,PIT,38,5,6,11,-2,29,0.7,4,1,0,0,5,1,0,36,13.9,412,10:50,,,,,
74,Eric Boguniecki,30,RW,STL,9,1,4,5,-1,4,0.4,0,1,0,0,2,2,0,12,8.3,110,12:15,,,,,
75,Peter Bondra,37,RW,ATL,60,21,18,39,-3,40,3.9,13,8,0,1,9,9,0,143,14.7,956,15:56,,,,,
76,Radek Bonk,30,C,MTL,61,6,15,21,-3,52,0.9,4,0,2,1,9,5,1,76,7.9,925,15:10,,,,,
77,Derek Boogaard,23,LW,MIN,65,2,4,6,2,158,0.4,2,0,0,1,4,0,0,15,13.3,350,5:23,,,,,
78,Joel Bouchard,32,D,NYI,25,1,8,9,5,23,1.9,1,0,0,0,6,2,0,45,2.2,548,21:56,,,,,
79,Pierre-Marc Bouchard,21,C,MIN,80,17,42,59,3,28,5.9,10,7,0,3,18,24,0,118,14.4,1220,15:15,,,,,
80,Philippe Boucher,32,D,DAL,66,16,27,43,28,77,9.8,8,8,0,3,14,11,2,174,9.2,1545,23:25,,,,,
81,Tyler Bouck,26,RW,VAN,12,1,1,2,0,21,0.2,1,0,0,0,1,0,0,6,16.7,76,6:22,,,,,
82,Bob Boughner,34,D,COL,41,1,6,7,2,54,1.2,1,0,0,1,5,1,0,15,6.7,297,7:15,,,,,
83,Francis Bouillon,30,D,MTL,67,3,19,22,-6,34,3.6,0,3,0,1,13,6,0,75,4.0,1392,20:47,,,,,
84,Jesse Boulerice,27,RW,TOT,38,0,0,0,-7,64,-0.4,0,0,0,0,0,0,0,5,0.0,97,2:33,,,,,
85,Jesse Boulerice,27,RW,CAR,26,0,0,0,-3,51,-0.2,0,0,0,0,0,0,0,3,0.0,65,2:30,,,,,
86,Jesse Boulerice,27,RW,STL,12,0,0,0,-4,13,-0.2,0,0,0,0,0,0,0,2,0.0,32,2:39,,,,,
87,Eric Boulton,29,LW,ATL,51,4,5,9,-4,87,0.6,4,0,0,0,5,0,0,28,14.3,250,4:54,,,,,
88,Rene Bourque,24,RW,CHI,77,16,18,34,3,56,2.9,12,4,0,2,13,5,0,180,8.9,1181,15:20,,,,,
89,Jay Bouwmeester,22,D,FLA,82,5,41,46,1,79,6.4,5,0,0,0,25,16,0,189,2.6,2090,25:29,,,,,
90,Brad Boyes,23,C,BOS,82,26,43,69,11,30,7.6,18,8,0,3,29,14,0,203,12.8,1293,15:46,,,,,
91,Dan Boyle,29,D,TBL,79,15,38,53,-8,38,8.2,9,6,0,4,19,19,0,153,9.8,1851,23:26,,,,,
92,Nick Boynton,27,D,BOS,54,5,7,12,-7,93,2.2,3,1,1,0,6,0,1,89,5.6,1115,20:39,,,,,
93,Matt Bradley,27,RW,WSH,74,7,12,19,-8,72,0.5,7,0,0,1,11,0,1,87,8.0,932,12:36,,,,,
94,Donald Brashear,34,LW,PHI,76,4,5,9,-2,166,-0.1,4,0,0,0,5,0,0,73,5.5,653,8:36,,,,,
95,Pavel Brendl,24,RW,PHX,2,0,0,0,-3,0,-0.1,0,0,0,0,0,0,0,3,0.0,18,8:54,,,,,
96,Kip Brennan,25,LW,MDA,12,0,1,1,-2,35,-0.1,0,0,0,0,1,0,0,5,0.0,51,4:16,,,,,
97,Eric Brewer,26,D,STL,32,6,3,9,-17,45,1.4,5,1,0,1,1,2,0,64,9.4,751,23:28,,,,,
98,Daniel Briere,28,C,BUF,48,25,33,58,3,48,6.7,14,11,0,4,15,17,1,147,17.0,915,19:04,,,,,
99,Rod Brind'Amour,35,C,CAR,78,31,39,70,8,68,6.8,10,19,2,5,20,16,3,198,15.7,1895,24:18,,,,,
100,Patrice Brisebois,35,D,COL,80,10,28,38,1,55,6.2,6,4,0,2,15,12,1,107,9.3,1785,22:19,,,,,
101,Kyle Brodziak,21,C,EDM,10,0,0,0,-4,4,-0.3,0,0,0,0,0,0,0,7,0.0,110,11:02,,,,,
102,Wade Brookbank,28,D,VAN,32,1,2,3,3,81,0.8,1,0,0,0,2,0,0,10,10.0,158,4:56,,,,,
103,Curtis Brown,29,C,CHI,71,5,10,15,-9,38,-0.1,4,0,1,0,6,3,1,84,6.0,969,13:39,,,,,
104,Dustin Brown,21,RW,LAK,79,14,14,28,-10,80,1.6,8,6,0,2,11,3,0,159,8.8,1104,13:59,,,,,
105,Mike Brown,26,LW,CHI,2,0,1,1,0,9,0.1,0,0,0,0,1,0,0,1,0.0,12,5:52,,,,,
106,Sean Brown,29,D,TOT,47,1,11,12,-17,35,1.0,1,0,0,0,8,3,0,49,2.0,709,15:05,,,,,
107,Sean Brown,29,D,NJD,35,1,11,12,-14,27,1.0,1,0,0,0,8,3,0,37,2.7,538,15:22,,,,,
108,Sean Brown,29,D,VAN,12,0,0,0,-3,8,-0.1,0,0,0,0,0,0,0,12,0.0,171,14:15,,,,,
109,Gilbert Brule,19,C,CBJ,7,2,2,4,-2,0,0.4,2,0,0,0,1,1,0,11,18.2,92,13:11,,,,,
110,Andrew Brunette,32,LW,COL,82,24,39,63,9,48,6.5,13,11,0,2,22,17,0,129,18.6,1231,15:01,,,,,
111,Sergei Brylin,32,LW,NJD,82,15,22,37,-4,46,2.9,11,4,0,3,13,9,0,126,11.9,1290,15:44,,,,,
112,Jan Bulis,27,LW,MTL,73,20,20,40,2,50,4.0,13,6,1,3,17,3,0,131,15.3,1141,15:37,,,,,
113,Brent Burns,20,RW,MIN,72,4,12,16,-7,32,0.3,3,1,0,1,8,3,1,73,5.5,1016,14:07,,,,,
114,Alexandre Burrows,24,LW,VAN,43,7,5,12,5,61,1.3,6,0,1,1,5,0,0,49,14.3,447,10:24,,,,,
115,Sven Butenschön,29,D,VAN,8,0,0,0,1,10,0.2,0,0,0,0,0,0,0,4,0.0,113,14:05,,,,,
116,Dustin Byfuglien,20,D,CHI,25,3,2,5,-6,24,0.8,3,0,0,1,2,0,0,45,6.7,433,17:19,,,,,
117,Eric Cairns,31,D,TOT,50,1,1,2,1,124,0.6,1,0,0,0,1,0,0,19,5.3,327,6:33,,,,,
118,Eric Cairns,31,D,PIT,27,1,0,1,0,87,0.3,1,0,0,0,0,0,0,8,12.5,148,5:28,,,,,
119,Eric Cairns,31,D,FLA,23,0,1,1,1,37,0.3,0,0,0,0,1,0,0,11,0.0,180,7:48,,,,,
120,Petr Cajanek,30,LW,STL,71,10,31,41,-22,54,2.2,7,3,0,0,12,19,0,150,6.7,1340,18:53,,,,,
121,Kyle Calder,27,LW,CHI,79,26,33,59,-4,52,5.6,18,6,2,6,26,7,0,183,14.2,1452,18:23,,,,,
122,Ryan Caldwell,24,D,NYI,2,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,2,0.0,33,16:33,,,,,
123,Mike Cammalleri,23,C,LAK,80,26,29,55,-14,50,4.8,11,15,0,4,9,19,1,206,12.6,1340,16:45,,,,,
124,Brian Campbell,26,D,BUF,79,12,32,44,-14,16,6.0,7,5,0,5,10,22,0,105,11.4,1399,17:43,,,,,
125,Gregory Campbell,22,C,FLA,64,3,6,9,-11,40,-0.3,3,0,0,0,6,0,0,59,5.1,553,8:38,,,,,
126,Jim Campbell,32,RW,TBL,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,9,8:47,,,,,
127,Chris Campoli,21,D,NYI,80,9,25,34,-16,46,4.5,7,2,0,2,14,11,0,123,7.3,1483,18:32,,,,,
128,Matt Carkner,25,D,SJS,1,0,1,1,0,2,0.1,0,0,0,0,1,0,0,0,,6,6:01,,,,,
129,Matt Carle,21,D,SJS,12,3,3,6,-2,14,0.9,1,2,0,1,1,2,0,11,27.3,193,16:07,,,,,
130,Keith Carney,35,D,TOT,79,2,18,20,8,62,4.3,1,1,0,1,12,5,1,85,2.4,1619,20:30,,,,,
131,Keith Carney,35,D,MDA,61,2,16,18,13,48,4.0,1,1,0,1,11,4,1,71,2.8,1178,19:19,,,,,
132,Keith Carney,35,D,VAN,18,0,2,2,-5,14,0.3,0,0,0,0,1,1,0,14,0.0,441,24:30,,,,,
133,Anson Carter,31,RW,VAN,81,33,22,55,-1,41,6.5,18,15,0,7,12,10,0,146,22.6,1179,14:34,,,,,
134,Jeff Carter,21,C,PHI,81,23,19,42,10,40,4.9,15,6,2,7,12,7,0,189,12.2,978,12:04,,,,,
135,Andrew Cassels,36,C,WSH,31,4,8,12,-3,14,0.7,2,2,0,0,4,4,0,29,13.8,410,13:13,,,,,
136,Zdeno Chara,28,D,OTT,71,16,27,43,17,135,8.1,5,10,1,3,13,12,2,212,7.5,1930,27:11,,,,,
137,Jonathan Cheechoo,25,RW,SJS,82,56,37,93,23,58,12.7,30,24,2,11,20,17,0,317,17.7,1637,19:57,,,,,
138,Chris Chelios,44,D,DET,81,4,7,11,22,108,4.4,2,1,1,0,4,1,2,83,4.8,1497,18:29,,,,,
139,Jason Chimera,26,LW,CBJ,80,17,13,30,-10,95,2.5,15,1,1,5,13,0,0,127,13.4,1014,12:41,,,,,
140,Eric Chouinard,25,C,PHI,1,0,0,0,0,2,0.0,0,0,0,0,0,0,0,0,,5,4:30,,,,,
141,Marc Chouinard,28,C,MIN,74,14,16,30,1,34,2.7,6,6,2,3,10,6,0,112,12.5,1220,16:29,,,,,
142,Erik Christensen,22,C,PIT,33,6,7,13,-3,34,0.8,4,2,0,0,4,3,0,85,7.1,471,14:17,,,,,
143,Martin Cibak,25,C,TBL,65,2,6,8,-9,22,-0.1,2,0,0,0,6,0,0,50,4.0,429,6:36,,,,,
144,Brett Clark,29,D,COL,80,9,27,36,3,56,5.9,5,4,0,1,16,10,1,148,6.1,1572,19:39,,,,,
145,Chris Clark,29,RW,WSH,78,20,19,39,9,110,3.9,16,1,3,0,17,1,1,144,13.9,1202,15:24,,,,,
146,Noah Clarke,26,LW,LAK,5,0,0,0,0,0,-0.1,0,0,0,0,0,0,0,3,0.0,37,7:23,,,,,
147,Dan Cleary,27,LW,DET,77,3,12,15,5,40,0.4,3,0,0,1,10,0,2,106,2.8,808,10:30,,,,,
148,Ryane Clowe,23,RW,SJS,18,0,2,2,-2,9,-0.2,0,0,0,0,2,0,0,14,0.0,174,9:40,,,,,
149,Ben Clymer,27,RW,WSH,77,16,17,33,-7,72,2.5,13,3,0,3,11,6,0,149,10.7,1091,14:10,,,,,
150,Braydon Coburn,20,D,ATL,9,0,1,1,-2,4,0.0,0,0,0,0,0,1,0,4,0.0,69,7:43,,,,,
151,Carlo Colaiacovo,23,D,TOR,21,2,5,7,0,17,1.2,1,1,0,0,2,2,1,21,9.5,324,15:26,,,,,
152,Erik Cole,27,RW,CAR,60,30,29,59,19,54,7.4,24,3,3,8,17,11,1,164,18.3,1158,19:18,,,,,
153,Kevin Colley,27,C,NYI,16,0,0,0,-2,52,-0.2,0,0,0,0,0,0,0,4,0.0,76,4:44,,,,,
154,Rob Collins,27,C,NYI,8,1,1,2,1,0,0.2,0,1,0,0,1,0,0,8,12.5,52,6:27,,,,,
155,Jeremy Colliton,21,C,NYI,19,1,1,2,2,6,0.2,1,0,0,0,1,0,0,9,11.1,120,6:18,,,,,
156,Mike Commodore,26,D,CAR,72,3,10,13,12,138,3.1,3,0,0,2,8,1,1,72,4.2,1116,15:30,,,,,
157,Mike Comrie,25,C,PHX,80,30,30,60,2,55,6.6,20,10,0,4,15,15,0,190,15.8,1282,16:01,,,,,
158,Tim Connolly,24,C,BUF,63,16,39,55,5,28,5.2,9,7,0,3,20,16,3,99,16.2,1134,18:00,,,,,
159,Craig Conroy,34,C,LAK,78,22,44,66,13,78,6.2,14,5,3,3,25,16,3,154,14.3,1499,19:13,,,,,
160,Matt Cooke,27,LW,VAN,45,8,10,18,-8,71,1.1,8,0,0,2,9,1,0,67,11.9,628,13:57,,,,,
161,Joe Corvo,28,D,LAK,81,14,26,40,16,38,7.7,7,7,0,3,12,14,0,190,7.4,1619,19:59,,,,,
162,Jean-Philippe Cote,23,D,MTL,8,0,0,0,2,4,0.3,0,0,0,0,0,0,0,2,0.0,88,11:02,,,,,
163,Jeff Cowan,29,RW,LAK,46,8,1,9,-8,73,0.6,8,0,0,0,1,0,0,53,15.1,388,8:26,,,,,
164,Ryan Craig,24,C,TBL,48,15,13,28,-4,6,2.8,9,6,0,0,9,4,0,81,18.5,737,15:21,,,,,
165,Sidney Crosby,18,C,PIT,81,39,63,102,-1,110,10.5,23,16,0,5,30,31,2,278,14.0,1630,20:08,,,,,
166,Cory Cross,35,D,TOT,56,3,5,8,-3,59,1.6,2,0,1,0,5,0,0,32,9.4,717,12:48,,,,,
167,Cory Cross,35,D,EDM,34,2,3,5,-5,38,0.9,1,0,1,0,3,0,0,20,10.0,434,12:46,,,,,
168,Cory Cross,35,D,DET,16,1,1,2,3,15,0.7,1,0,0,0,1,0,0,11,9.1,204,12:44,,,,,
169,Cory Cross,35,D,PIT,6,0,1,1,-1,6,0.1,0,0,0,0,1,0,0,1,0.0,79,13:13,,,,,
170,Mark Cullen,27,C,CHI,29,7,9,16,7,2,1.8,7,0,0,0,8,1,0,45,15.6,384,13:15,,,,,
171,Matt Cullen,29,C,CAR,78,25,24,49,4,40,5.1,17,8,0,5,13,10,1,214,11.7,1282,16:26,,,,,
172,Jassen Cullimore,33,D,CHI,54,1,6,7,-24,53,-0.1,0,1,0,1,5,1,0,23,4.3,916,16:58,,,,,
173,Mariusz Czerkawski,33,RW,TOT,35,8,2,10,-6,10,0.7,7,1,0,0,0,2,0,72,11.1,449,12:49,,,,,
174,Mariusz Czerkawski,33,RW,TOR,19,4,1,5,-2,6,0.3,3,1,0,0,0,1,0,41,9.8,256,13:30,,,,,
175,Mariusz Czerkawski,33,RW,BOS,16,4,1,5,-4,4,0.4,4,0,0,0,0,1,0,31,12.9,192,12:01,,,,,
176,Pierre Dagenais,27,RW,MTL,32,5,7,12,-5,16,0.9,3,2,0,1,3,4,0,74,6.8,317,9:55,,,,,
177,Alexandre Daigle,30,RW,MIN,46,5,23,28,-6,12,2.2,3,2,0,1,12,11,0,59,8.5,598,13:00,,,,,
178,Trevor Daley,22,D,DAL,81,3,11,14,-2,87,3.4,3,0,0,1,5,5,1,91,3.3,1512,18:40,,,,,
179,Kevin Dallman,24,D,TOT,67,4,10,14,-14,29,2.5,1,3,0,0,5,5,0,131,3.1,1273,19:00,,,,,
180,Kevin Dallman,24,D,STL,46,4,9,13,-15,21,1.9,1,3,0,0,5,4,0,89,4.5,866,18:49,,,,,
181,Kevin Dallman,24,D,BOS,21,0,1,1,1,8,0.5,0,0,0,0,0,1,0,42,0.0,407,19:24,,,,,
182,Mathieu Dandenault,29,D,MTL,82,5,15,20,8,83,4.8,5,0,0,1,12,2,1,101,5.0,1528,18:38,,,,,
183,Pavel Datsyuk,27,C,DET,75,28,59,87,26,22,9.8,17,11,0,4,31,28,0,145,19.3,1342,17:53,,,,,
184,Rob Davison,25,D,SJS,69,1,5,6,6,76,2.1,1,0,0,0,5,0,0,36,2.8,955,13:50,,,,,
185,Eric Daze,30,LW,CHI,1,0,0,0,-2,2,-0.1,0,0,0,0,0,0,0,0,,12,11:56,,,,,
186,Greg de Vries,33,D,ATL,82,7,28,35,1,76,5.2,4,3,0,2,15,12,1,111,6.3,1805,22:01,,,,,
187,Andy Delmore,29,D,CBJ,7,0,0,0,-1,2,0.0,0,0,0,0,0,0,0,7,0.0,108,15:24,,,,,
188,Pavol Demitra,31,RW,LAK,58,25,37,62,21,42,7.0,13,7,5,7,16,19,2,184,13.6,1222,21:04,,,,,
189,Nathan Dempsey,31,D,LAK,53,2,11,13,0,48,2.2,2,0,0,0,7,4,0,58,3.4,1015,19:09,,,,,
190,Eric Desjardins,36,D,PHI,45,4,20,24,3,56,3.6,1,3,0,1,7,10,3,88,4.5,1062,23:36,,,,,
191,Boyd Devereaux,27,C,PHX,78,8,14,22,-13,44,0.7,7,1,0,1,12,2,0,76,10.5,997,12:47,,,,,
192,Rob DiMaio,37,RW,TBL,61,4,13,17,-7,30,0.6,2,2,0,1,11,1,1,72,5.6,713,11:41,,,,,
193,Niko Dimitrakos,26,RW,TOT,64,9,16,25,4,32,2.2,8,1,0,1,10,5,1,93,9.7,742,11:36,,,,,
194,Niko Dimitrakos,26,RW,SJS,45,4,12,16,0,26,1.0,4,0,0,0,7,4,1,66,6.1,536,11:54,,,,,
195,Niko Dimitrakos,26,RW,PHI,19,5,4,9,4,6,1.1,4,1,0,1,3,1,0,27,18.5,206,10:52,,,,,
196,Chris Dingman,29,LW,TBL,34,0,1,1,-10,22,-0.6,0,0,0,0,1,0,0,24,0.0,187,5:29,,,,,
197,Joe DiPenta,26,D,MDA,72,2,6,8,8,46,2.5,2,0,0,0,6,0,0,27,7.4,973,13:31,,,,,
198,Jon DiSalvatore,24,RW,STL,5,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,42,8:27,,,,,
199,Shane Doan,29,RW,PHX,82,30,36,66,-9,123,6.3,13,17,0,7,11,24,1,254,11.8,1568,19:08,,,,,
200,Tie Domi,36,RW,TOR,77,5,11,16,-10,109,0.3,4,1,0,0,11,0,0,67,7.5,749,9:43,,,,,
201,Shean Donovan,31,RW,CGY,80,9,11,20,9,82,1.8,8,0,1,0,10,0,1,132,6.8,943,11:47,,,,,
202,Doug Doull,31,C,WSH,2,0,0,0,-1,19,-0.1,0,0,0,0,0,0,0,0,,8,3:57,,,,,
203,Jim Dowd,37,C,TOT,78,5,13,18,-11,40,0.1,4,0,1,0,13,0,0,67,7.5,980,12:34,,,,,
204,Jim Dowd,37,C,CHI,60,3,12,15,-5,38,0.2,3,0,0,0,12,0,0,55,5.5,763,12:43,,,,,
205,Jim Dowd,37,C,COL,18,2,1,3,-6,2,-0.1,1,0,1,0,1,0,0,12,16.7,217,12:04,,,,,
