,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
206,Eric Daze,28,RW,CHI,19,4,7,11,-7,0,0.8,3,1,0,0,4,3,0,76,5.3,360,18:56,,,,,
207,Greg de Vries,31,D,TOT,66,3,13,16,12,43,3.7,3,0,0,0,10,2,1,70,4.3,1240,18:47,,,,,
208,Greg de Vries,31,D,NYR,53,3,12,15,12,37,3.5,3,0,0,0,10,1,1,58,5.2,1007,19:01,,,,,
209,Greg de Vries,31,D,OTT,13,0,1,1,0,6,0.2,0,0,0,0,0,1,0,12,0.0,232,17:51,,,,,
210,Andy Delmore,27,D,BUF,37,2,5,7,-5,29,1.1,0,2,0,0,4,1,0,40,5.0,562,15:11,,,,,
211,Pavol Demitra,29,C,STL,68,23,35,58,1,18,7.1,15,8,0,5,22,13,0,179,12.8,1395,20:30,,,,,
212,Nathan Dempsey,29,D,TOT,75,12,20,32,-12,32,5.8,9,3,0,1,10,10,0,183,6.6,1726,23:01,,,,,
213,Nathan Dempsey,29,D,CHI,58,8,17,25,-5,30,4.9,6,2,0,1,9,8,0,155,5.2,1380,23:48,,,,,
214,Nathan Dempsey,29,D,LAK,17,4,3,7,-7,2,0.9,3,1,0,0,1,2,0,28,14.3,346,20:23,,,,,
215,Eric Desjardins,34,D,PHI,48,1,11,12,11,28,3.4,1,0,0,0,7,3,1,92,1.1,1079,22:29,,,,,
216,Boyd Devereaux,25,RW,DET,61,6,9,15,-1,20,1.2,6,0,0,2,8,1,0,62,9.7,608,9:58,,,,,
217,Rob DiMaio,35,RW,DAL,69,9,15,24,2,52,2.5,8,0,1,1,14,0,1,76,11.8,895,12:58,,,,,
218,Niko Dimitrakos,24,RW,SJS,68,9,15,24,6,49,2.4,7,2,0,4,10,5,0,116,7.8,906,13:20,,,,,
219,Chris Dingman,27,LW,TBL,74,1,5,6,-9,140,-0.7,1,0,0,0,5,0,0,65,1.5,612,8:16,,,,,
220,Shane Doan,27,RW,PHX,79,27,41,68,-11,47,7.3,16,9,2,1,22,18,1,254,10.6,1719,21:46,,,,,
221,Jason Doig,27,D,WSH,65,2,9,11,-12,105,2.0,2,0,0,0,9,0,0,59,3.4,1244,19:09,,,,,
222,Tie Domi,34,RW,TOR,80,7,13,20,-2,208,1.3,6,1,0,0,13,0,0,84,8.3,896,11:12,,,,,
223,Ted Donato,34,C,BOS,63,6,5,11,2,18,1.0,3,0,3,1,3,0,2,35,17.1,584,9:16,,,,,
224,Shean Donovan,29,RW,CGY,82,18,24,42,14,72,5.5,12,3,3,8,22,2,0,138,13.0,1224,14:55,,,,,
225,Doug Doull,29,LW,BOS,35,0,1,1,2,132,0.0,0,0,0,0,1,0,0,4,0.0,99,2:50,,,,,
226,Jim Dowd,35,C,TOT,69,7,22,29,12,44,3.1,4,2,1,2,17,5,0,54,13.0,965,13:59,,,,,
227,Jim Dowd,35,C,MIN,55,4,20,24,6,38,2.3,2,2,0,2,15,5,0,41,9.8,776,14:07,,,,,
228,Jim Dowd,35,C,MTL,14,3,2,5,6,6,0.8,2,0,1,0,2,0,0,13,23.1,189,13:30,,,,,
229,Aaron Downey,29,RW,DAL,37,1,1,2,2,77,0.2,1,0,0,1,1,0,0,11,9.1,167,4:30,,,,,
230,Dallas Drake,34,LW,STL,79,13,22,35,10,65,3.9,8,3,2,1,18,3,1,121,10.7,1340,16:57,,,,,
231,Kris Draper,32,C,DET,67,24,16,40,22,31,6.0,17,2,5,1,12,2,2,149,16.1,1188,17:44,,,,,
232,Harold Druken,25,C,TOR,9,0,4,4,4,2,0.4,0,0,0,0,4,0,0,19,0.0,97,10:48,,,,,
233,Chris Drury,27,C,BUF,76,18,35,53,8,68,6.1,12,5,1,2,21,11,3,152,11.8,1373,18:04,,,,,
234,J.P. Dumont,25,RW,BUF,77,22,31,53,-9,40,5.9,12,10,0,1,24,7,0,156,14.1,1310,17:00,,,,,
235,Pascal Dupuis,24,LW,MIN,59,11,15,26,5,20,3.0,9,2,0,1,11,3,1,127,8.7,932,15:48,,,,,
236,Benoit Dusablon,24,C,NYR,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,25,8:19,,,,,
237,Radek Dvorak,26,RW,EDM,78,15,35,50,18,26,5.6,9,6,0,0,33,2,0,188,8.0,1320,16:56,,,,,
238,Gordie Dwyer,26,LW,MTL,2,0,0,0,0,7,0.0,0,0,0,0,0,0,0,0,,12,5:55,,,,,
239,Karl Dykhuis,31,D,MTL,9,0,0,0,-2,2,0.0,0,0,0,0,0,0,0,6,0.0,117,13:02,,,,,
240,Mike Eastwood,36,C,PIT,82,4,15,19,-18,40,-0.1,4,0,0,1,13,0,2,55,7.3,1160,14:09,,,,,
241,Mark Eaton,26,D,NSH,75,4,9,13,16,26,4.9,4,0,0,1,6,0,3,82,4.9,1570,20:56,,,,,
242,Christian Ehrhoff,21,D,SJS,41,1,11,12,4,14,2.4,1,0,0,1,7,4,0,58,1.7,630,15:23,,,,,
243,Nils Ekman,27,RW,SJS,82,22,33,55,30,34,7.8,17,1,4,5,24,8,1,147,15.0,1222,14:54,,,,,
244,Patrik Elias,27,LW,NJD,82,38,43,81,26,44,11.8,26,9,3,9,31,11,1,300,12.7,1539,18:46,,,,,
245,Matt Ellison,20,RW,CHI,10,0,1,1,-3,0,-0.2,0,0,0,0,1,0,0,4,0.0,127,12:40,,,,,
246,Steve Eminger,20,D,WSH,41,0,4,4,-11,45,0.4,0,0,0,0,4,0,0,12,0.0,719,17:32,,,,,
247,Martin Erat,22,LW,NSH,76,16,33,49,10,38,5.8,12,4,0,2,23,10,0,137,11.7,1140,15:00,,,,,
248,Anders Eriksson,29,D,CBJ,66,7,20,27,-6,18,5.4,5,2,0,1,13,7,0,84,8.3,1366,20:42,,,,,
249,John Erskine,23,D,DAL,32,0,1,1,-9,84,0.0,0,0,0,0,1,0,0,23,0.0,403,12:36,,,,,
250,Garnet Exelby,22,D,ATL,71,1,9,10,-10,134,1.7,1,0,0,0,8,0,1,42,2.4,1387,19:32,,,,,
251,Jim Fahey,24,D,SJS,15,0,2,2,-2,18,0.3,0,0,0,0,1,1,0,19,0.0,254,16:54,,,,,
252,Mike Farrell,25,RW,NSH,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,5,5:08,,,,,
253,Brad Fast,23,D,CAR,1,1,0,1,1,0,0.3,1,0,0,0,0,0,0,4,25.0,21,21:24,,,,,
254,Rico Fata,23,C,PIT,73,16,18,34,-46,54,1.5,8,6,2,1,10,6,2,163,9.8,1312,17:58,,,,,
255,Fedor Fedorov,22,C,VAN,8,0,1,1,0,4,0.0,0,0,0,0,1,0,0,10,0.0,88,10:59,,,,,
256,Sergei Fedorov,34,C,MDA,80,31,34,65,-5,42,8.1,20,9,2,6,17,17,0,268,11.6,1686,21:05,,,,,
257,Todd Fedoruk,24,LW,PHI,49,1,4,5,-4,136,-0.1,1,0,0,1,4,0,0,33,3.0,332,6:47,,,,,
258,Ruslan Fedotenko,25,LW,TBL,77,17,22,39,14,30,4.8,17,0,0,3,21,1,0,116,14.7,1128,14:39,,,,,
259,Andrew Ference,24,D,CGY,72,4,12,16,5,53,4.5,3,1,0,0,8,4,0,86,4.7,1344,18:40,,,,,
260,Brad Ference,24,D,PHX,63,0,5,5,-19,103,-0.2,0,0,0,0,4,1,0,39,0.0,885,14:03,,,,,
261,Scott Ferguson,31,D,EDM,52,1,5,6,-5,80,0.7,1,0,0,1,5,0,0,38,2.6,695,13:21,,,,,
262,Vernon Fiddler,23,C,NSH,17,0,0,0,-6,23,-0.5,0,0,0,0,0,0,0,8,0.0,138,8:06,,,,,
263,Jeff Finley,36,D,STL,53,0,1,1,-9,34,0.7,0,0,0,0,0,0,1,25,0.0,906,17:05,,,,,
264,Jiri Fischer,23,D,DET,81,4,15,19,0,75,3.5,3,1,0,0,13,0,2,115,3.5,1499,18:30,,,,,
265,Mike Fisher,23,C,OTT,24,4,6,10,-3,39,0.7,3,1,0,0,6,0,0,47,8.5,418,17:26,,,,,
266,Tom Fitzgerald,35,C,TOR,69,7,10,17,-2,52,1.0,6,1,0,1,10,0,0,81,8.6,854,12:23,,,,,
267,Rory Fitzpatrick,29,D,BUF,60,4,7,11,-5,44,2.3,2,2,0,2,5,2,0,78,5.1,1142,19:02,,,,,
268,Dan Focht,26,D,PIT,52,2,3,5,-23,105,-0.4,2,0,0,0,3,0,0,56,3.6,863,16:36,,,,,
269,Adam Foote,32,D,COL,73,8,22,30,13,87,6.8,3,5,0,1,16,5,1,105,7.6,1756,24:03,,,,,
270,Colin Forbes,27,C,WSH,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0.0,18,8:53,,,,,
271,Peter Forsberg,30,C,COL,39,18,37,55,16,30,7.4,14,3,1,5,16,21,0,85,21.2,749,19:12,,,,,
272,Jean-Francois Fortin,24,D,WSH,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,16,7:57,,,,,
273,Kurtis Foster,22,D,ATL,3,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,21,6:58,,,,,
274,Ron Francis,40,C,TOT,80,13,27,40,-9,14,3.6,6,7,0,2,14,13,0,91,14.3,1266,15:49,,,,,
275,Ron Francis,40,C,CAR,68,10,20,30,-12,14,2.4,5,5,0,1,9,11,0,79,12.7,1101,16:12,,,,,
276,Ron Francis,40,C,TOR,12,3,7,10,3,0,1.3,1,2,0,1,5,2,0,12,25.0,165,13:44,,,,,
277,Jeff Friesen,27,LW,NJD,81,17,20,37,8,26,4.4,12,5,0,4,14,6,0,177,9.6,1226,15:08,,,,,
278,Dan Fritsche,18,C,CBJ,19,1,0,1,-5,12,-0.2,1,0,0,0,0,0,0,19,5.3,160,8:24,,,,,
279,Alex Frolov,21,LW,LAK,77,24,24,48,8,24,6.0,17,5,2,3,15,8,1,168,14.3,1326,17:13,,,,,
280,Owen Fussey,20,RW,WSH,4,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,6,0.0,33,8:16,,,,,
281,Marian Gaborik,21,RW,MIN,65,18,22,40,10,20,5.2,15,3,0,4,14,8,0,220,8.2,1188,18:17,,,,,
282,Simon Gagne,23,LW,PHI,80,24,21,45,12,29,5.8,18,6,0,6,13,8,0,211,11.4,1316,16:27,,,,,
283,Steve Gainey,25,LW,DAL,7,0,0,0,1,7,0.0,0,0,0,0,0,0,0,0,,38,5:27,,,,,
284,Simon Gamache,23,LW,TOT,9,1,1,2,-3,0,0.1,0,1,0,0,1,0,0,5,20.0,66,7:22,,,,,
285,Simon Gamache,23,LW,NSH,7,1,0,1,-3,0,0.0,0,1,0,0,0,0,0,4,25.0,53,7:35,,,,,
286,Simon Gamache,23,LW,ATL,2,0,1,1,0,0,0.1,0,0,0,0,1,0,0,1,0.0,13,6:39,,,,,
287,Denis Gauthier,27,D,CGY,80,1,15,16,4,113,4.3,1,0,0,0,12,2,1,90,1.1,1498,18:43,,,,,
288,Martin Gelinas,33,LW,CGY,76,17,18,35,10,70,4.6,12,5,0,3,16,2,0,139,12.2,1127,14:50,,,,,
289,Ken Gernander,34,RW,NYR,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,0,,13,6:38,,,,,
290,Hal Gill,28,D,BOS,82,2,7,9,16,99,3.9,2,0,0,0,7,0,0,104,1.9,1509,18:24,,,,,
291,Brian Gionta,25,RW,NJD,75,21,8,29,19,36,4.6,21,0,0,8,5,3,0,174,12.1,1105,14:44,,,,,
292,Ray Giroux,27,D,NJD,11,0,3,3,-3,4,0.4,0,0,0,0,0,3,0,17,0.0,230,20:55,,,,,
293,Tim Gleason,21,D,LAK,47,0,7,7,1,21,1.5,0,0,0,0,7,0,0,45,0.0,704,14:59,,,,,
294,Eric Godard,23,RW,NYI,31,0,1,1,-2,97,-0.2,0,0,0,0,1,0,0,5,0.0,117,3:46,,,,,
295,Scott Gomez,24,C,NJD,80,14,56,70,18,70,8.1,11,3,0,1,43,13,0,189,7.4,1281,16:00,,,,,
296,Sergei Gonchar,29,D,TOT,71,11,47,58,-14,56,8.8,5,6,0,0,19,28,0,161,6.8,1948,27:26,,,,,
297,Sergei Gonchar,29,D,WSH,56,7,42,49,-20,44,6.5,3,4,0,0,15,27,0,127,5.5,1565,27:57,,,,,
298,Sergei Gonchar,29,D,BOS,15,4,5,9,6,12,2.3,2,2,0,0,4,1,0,34,11.8,383,25:32,,,,,
299,Boyd Gordon,20,C,WSH,41,1,5,6,-9,8,-0.4,1,0,0,0,5,0,0,42,2.4,540,13:11,,,,,
300,Lee Goren,26,RW,FLA,2,0,1,1,-4,0,-0.1,0,0,0,0,0,1,0,1,0.0,27,13:20,,,,,
301,Jean-Luc Grand-Pierre,26,D,TOT,56,3,2,5,-12,52,0.6,2,0,1,0,2,0,0,53,5.7,685,12:14,,,,,
302,Jean-Luc Grand-Pierre,26,D,ATL,27,2,2,4,-7,26,0.5,1,0,1,0,2,0,0,19,10.5,416,15:25,,,,,
303,Jean-Luc Grand-Pierre,26,D,CBJ,16,0,0,0,-3,12,-0.1,0,0,0,0,0,0,0,15,0.0,119,7:25,,,,,
304,Jean-Luc Grand-Pierre,26,D,WSH,13,1,0,1,-2,14,0.2,1,0,0,0,0,0,0,19,5.3,150,11:34,,,,,
305,Benoit Gratton,27,C,MTL,4,0,1,1,0,4,0.0,0,0,0,0,1,0,0,3,0.0,39,9:44,,,,,
306,Chris Gratton,28,C,TOT,81,13,19,32,-18,111,2.2,10,3,0,1,17,2,0,150,8.7,1218,15:02,,,,,
307,Chris Gratton,28,C,PHX,68,11,18,29,-19,93,2.0,8,3,0,1,16,2,0,122,9.0,998,14:40,,,,,
308,Chris Gratton,28,C,COL,13,2,1,3,1,18,0.2,2,0,0,0,1,0,0,28,7.1,220,16:55,,,,,
309,Denis Grebeshkov,20,D,LAK,4,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,5,0.0,74,18:29,,,,,
310,Josh Green,26,LW,TOT,50,5,6,11,-3,32,0.7,5,0,0,1,6,0,0,76,6.6,607,12:08,,,,,
311,Josh Green,26,LW,CGY,36,2,4,6,-3,24,0.2,2,0,0,0,4,0,0,47,4.3,407,11:18,,,,,
312,Josh Green,26,LW,NYR,14,3,2,5,0,8,0.5,3,0,0,1,2,0,0,29,10.3,200,14:16,,,,,
313,Mike Green,24,C,TOT,24,1,3,4,0,4,0.2,1,0,0,0,3,0,0,20,5.0,219,9:08,,,,,
314,Mike Green,24,C,NYR,13,1,2,3,0,2,0.2,1,0,0,0,2,0,0,13,7.7,129,9:53,,,,,
315,Mike Green,24,C,FLA,11,0,1,1,0,2,0.0,0,0,0,0,1,0,0,7,0.0,91,8:16,,,,,
316,Travis Green,33,RW,BOS,64,11,5,16,-6,67,1.1,9,2,0,2,4,0,1,104,10.6,978,15:17,,,,,
317,Martin Grenier,23,D,VAN,7,1,0,1,3,9,0.5,1,0,0,0,0,0,0,6,16.7,48,6:50,,,,,
318,Mike Grier,29,RW,TOT,82,9,20,29,-9,36,1.6,7,1,1,0,16,3,1,133,6.8,1430,17:26,,,,,
319,Mike Grier,29,RW,WSH,68,8,12,20,-19,32,0.5,6,1,1,0,10,2,0,115,7.0,1185,17:25,,,,,
320,Mike Grier,29,RW,BUF,14,1,8,9,10,4,1.1,1,0,0,0,6,1,1,18,5.6,245,17:29,,,,,
321,Michal Grosek,28,RW,BOS,33,3,2,5,1,33,0.6,3,0,0,0,2,0,0,24,12.5,206,6:14,,,,,
322,John Gruden,33,D,WSH,11,1,0,1,-1,6,0.3,1,0,0,1,0,0,0,7,14.3,146,13:18,,,,,
323,Bill Guerin,33,RW,DAL,82,34,35,69,14,109,9.8,25,9,0,10,22,13,0,263,12.9,1533,18:42,,,,,
324,Niklas Hagman,24,LW,FLA,75,10,13,23,-5,22,1.9,9,0,1,2,12,1,0,122,8.2,1109,14:47,,,,,
325,Riku Hahl,23,C,COL,28,0,1,1,-7,12,-0.8,0,0,0,0,1,0,0,40,0.0,344,12:17,,,,,
326,Ron Hainsey,22,D,MTL,11,1,1,2,3,4,0.7,1,0,0,0,1,0,0,11,9.1,146,13:15,,,,,
327,Chris Hajt,25,D,WSH,5,0,0,0,0,2,0.1,0,0,0,0,0,0,0,1,0.0,54,10:44,,,,,
328,David Hale,22,D,NJD,65,0,4,4,12,72,2.8,0,0,0,0,4,0,0,45,0.0,976,15:01,,,,,
329,Adam Hall,23,RW,NSH,79,13,14,27,-8,37,2.0,7,6,0,1,10,2,2,151,8.6,1283,16:14,,,,,
330,Jeff Halpern,27,C,WSH,79,19,27,46,-21,56,4.0,12,7,0,2,15,11,1,114,16.7,1505,19:03,,,,,
331,Denis Hamel,26,LW,OTT,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,6,0.0,31,6:16,,,,,
332,Dan Hamhuis,21,D,NSH,80,7,19,26,-12,57,4.5,5,2,0,4,12,6,1,115,6.1,1770,22:08,,,,,
333,Jeff Hamilton,26,C,NYI,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,10,10:00,,,,,
334,Roman Hamrlik,29,D,NYI,81,7,22,29,2,68,5.5,5,2,0,2,11,9,2,182,3.8,1991,24:35,,,,,
335,Michal Handzus,26,C,PHI,82,20,38,58,18,82,6.7,12,7,1,2,23,15,0,135,14.8,1535,18:43,,,,,
336,Casey Hankinson,27,LW,MDA,4,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,,25,6:20,,,,,
337,Scott Hannan,25,D,SJS,82,6,15,21,10,48,5.8,6,0,0,0,13,2,0,114,5.3,1942,23:41,,,,,
338,Mark Hartigan,26,C,CBJ,9,1,3,4,-2,6,0.3,0,1,0,0,2,1,0,15,6.7,147,16:19,,,,,
339,Scott Hartnell,21,LW,NSH,59,18,15,33,-5,87,3.9,13,5,0,3,7,8,0,154,11.7,960,16:16,,,,,
340,Todd Harvey,28,C,SJS,47,4,5,9,3,38,0.8,4,0,0,0,5,0,0,51,7.8,459,9:46,,,,,
341,Derian Hatcher,31,D,DET,15,0,4,4,4,8,1.0,0,0,0,0,3,1,0,18,0.0,295,19:38,,,,,
342,Niclas Havelid,30,D,MDA,79,6,20,26,-28,28,3.7,1,5,0,3,4,16,0,122,4.9,1789,22:39,,,,,
343,Martin Havlat,22,RW,OTT,68,31,37,68,12,46,9.6,18,13,0,7,20,17,0,175,17.7,1138,16:44,,,,,
344,Paul Healey,28,RW,NYR,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,19,4:50,,,,,
345,Dany Heatley,23,RW,ATL,31,13,12,25,-8,18,2.9,8,5,0,3,5,7,0,83,15.7,616,19:53,,,,,
346,Jochen Hecht,26,LW,BUF,64,15,37,52,17,49,6.2,12,2,1,0,24,13,0,174,8.6,1216,19:00,,,,,
347,Bret Hedican,33,D,CAR,81,7,17,24,-10,64,5.0,5,2,0,3,10,5,2,112,6.3,1829,22:35,,,,,
348,Pierre Hedin,25,D,TOR,3,0,1,1,-1,0,0.1,0,0,0,0,1,0,0,4,0.0,58,19:20,,,,,
349,Jeff Heerema,24,RW,STL,22,1,2,3,-5,4,-0.1,1,0,0,1,1,1,0,28,3.6,230,10:26,,,,,
350,Shawn Heins,30,D,ATL,17,0,4,4,-1,16,0.6,0,0,0,0,4,0,0,17,0.0,236,13:53,,,,,
351,Milan Hejduk,27,RW,COL,82,35,40,75,19,20,10.2,19,16,0,6,27,12,1,237,14.8,1539,18:46,,,,,
352,Bryan Helmer,31,D,PHX,17,0,1,1,-5,10,-0.1,0,0,0,0,1,0,0,10,0.0,217,12:46,,,,,
353,Ales Hemsky,20,RW,EDM,71,12,22,34,-7,14,3.0,8,4,0,3,15,7,0,87,13.8,1025,14:26,,,,,
354,Darby Hendrickson,31,C,TOT,34,2,3,5,-15,12,-0.6,2,0,0,0,3,0,0,35,5.7,456,13:24,,,,,
355,Darby Hendrickson,31,C,COL,20,1,3,4,-8,6,-0.2,1,0,0,0,3,0,0,21,4.8,257,12:51,,,,,
356,Darby Hendrickson,31,C,MIN,14,1,0,1,-7,6,-0.4,1,0,0,0,0,0,0,14,7.1,199,14:12,,,,,
357,Alex Henry,24,LW,MIN,71,2,4,6,4,106,-0.5,2,0,0,0,4,0,0,37,5.4,1057,14:53,,,,,
358,Burke Henry,25,D,CHI,23,2,4,6,0,24,1.3,2,0,0,0,4,0,0,31,6.5,392,17:02,,,,,
359,Chris Higgins,20,C,MTL,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,13,6:18,,,,,
360,Andy Hilbert,22,C,BOS,18,2,0,2,1,9,0.2,2,0,0,0,0,0,0,27,7.4,161,8:57,,,,,
361,Sean Hill,33,D,CAR,80,13,26,39,-2,84,8.3,7,6,0,1,12,13,1,228,5.7,2032,25:24,,,,,
362,Dan Hinote,27,RW,COL,59,4,7,11,-6,57,0.1,2,0,2,0,7,0,0,53,7.5,750,12:42,,,,,
363,Jan Hlavac,27,LW,NYR,72,5,21,26,-8,16,1.2,3,2,0,0,17,4,0,125,4.0,999,13:52,,,,,
364,Shane Hnidy,28,D,TOT,46,0,7,7,5,82,1.6,0,0,0,0,7,0,0,28,0.0,582,12:40,,,,,
365,Shane Hnidy,28,D,OTT,37,0,5,5,2,72,1.0,0,0,0,0,5,0,0,16,0.0,419,11:19,,,,,
366,Shane Hnidy,28,D,NSH,9,0,2,2,3,10,0.6,0,0,0,0,2,0,0,12,0.0,164,18:11,,,,,
367,Josh Holden,26,C,TOR,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,11,10:32,,,,,
368,Bobby Holik,33,C,NYR,82,25,31,56,4,96,6.2,17,8,0,4,24,7,0,225,11.1,1522,18:34,,,,,
369,Jason Holland,27,D,LAK,52,3,3,6,5,24,2.2,3,0,0,1,2,0,1,64,4.7,920,17:41,,,,,
370,Michael Holmqvist,24,RW,MDA,21,2,0,2,-6,25,-0.1,2,0,0,0,0,0,0,18,11.1,176,8:24,,,,,
371,Tomas Holmstrom,31,RW,DET,67,15,15,30,8,38,3.9,9,6,0,0,8,7,0,74,20.3,830,12:23,,,,,
372,Brian Holzinger,31,C,TOT,74,7,15,22,-31,40,0.0,5,1,1,1,11,4,0,96,7.3,1226,16:34,,,,,
373,Brian Holzinger,31,C,PIT,61,6,15,21,-27,38,0.2,4,1,1,1,11,4,0,82,7.3,1027,16:50,,,,,
374,Brian Holzinger,31,C,CBJ,13,1,0,1,-4,2,-0.2,1,0,0,0,0,0,0,14,7.1,199,15:17,,,,,
375,Shawn Horcoff,25,C,EDM,80,15,25,40,0,73,3.6,13,0,2,3,15,9,1,110,13.6,1402,17:31,,,,,
376,Darcy Hordichuk,23,LW,FLA,57,3,1,4,-10,158,-0.2,3,0,0,1,1,0,0,27,11.1,386,6:46,,,,,
377,Nathan Horton,18,RW,FLA,55,14,8,22,-5,57,2.8,7,6,1,0,6,2,0,81,17.3,733,13:20,,,,,
378,Marcel Hossa,22,LW,MTL,15,1,1,2,-3,8,-0.2,1,0,0,0,1,0,0,19,5.3,223,14:50,,,,,
379,Marian Hossa,25,RW,OTT,81,36,46,82,4,46,10.8,21,14,1,5,21,25,0,233,15.5,1509,18:37,,,,,
380,Jan Hrdina,27,C,TOT,68,12,21,33,-6,40,2.9,7,5,0,1,17,4,0,73,16.4,1155,16:59,,,,,
381,Jan Hrdina,27,C,PHX,55,11,15,26,-10,30,2.1,6,5,0,1,11,4,0,62,17.7,988,17:57,,,,,
382,Jan Hrdina,27,C,NJD,13,1,6,7,4,10,0.8,1,0,0,0,6,0,0,11,9.1,167,12:51,,,,,
383,Jiri Hudler,20,C,DET,12,1,2,3,-1,10,0.2,0,1,0,0,2,0,0,8,12.5,98,8:10,,,,,
384,Brett Hull,39,RW,DET,81,25,43,68,-4,12,7.8,15,10,0,6,30,13,0,200,12.5,1369,16:54,,,,,
385,Jody Hull,34,RW,OTT,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,3,2:51,,,,,
386,Cale Hulse,30,D,PHX,82,3,17,20,-4,123,3.8,2,1,0,0,16,1,0,115,2.6,1760,21:28,,,,,
387,Ivan Huml,22,LW,BOS,7,0,0,0,-3,6,-0.2,0,0,0,0,0,0,0,11,0.0,65,9:13,,,,,
388,Trent Hunter,23,RW,NYI,77,25,26,51,23,16,7.4,21,4,0,7,20,6,0,187,13.4,1205,15:39,,,,,
389,Kristian Huselius,25,LW,FLA,76,10,21,31,-6,24,2.8,8,2,0,2,15,6,0,168,6.0,1082,14:14,,,,,
390,Matt Hussey,24,C,PIT,3,2,1,3,-1,0,0.4,0,2,0,0,1,0,0,8,25.0,41,13:35,,,,,
391,Andrew Hutchinson,23,D,NSH,18,4,4,8,1,4,1.7,2,2,0,1,2,2,0,24,16.7,301,16:43,,,,,
392,Jarome Iginla,26,RW,CGY,81,41,32,73,21,84,11.1,29,8,4,10,18,13,1,265,15.5,1725,21:18,,,,,
393,Brad Isbister,26,LW,EDM,51,10,8,18,-2,54,1.8,9,1,0,2,8,0,0,80,12.5,651,12:46,,,,,
394,Barret Jackman,22,D,STL,15,1,2,3,-1,41,0.8,1,0,0,0,2,0,0,11,9.1,274,18:16,,,,,
395,Ric Jackman,25,D,TOT,54,9,21,30,-16,27,3.9,2,7,0,2,9,11,1,91,9.9,1128,20:53,,,,,
396,Ric Jackman,25,D,TOR,29,2,4,6,-11,13,0.3,1,1,0,1,2,2,0,35,5.7,522,18:00,,,,,
397,Ric Jackman,25,D,PIT,25,7,17,24,-5,14,3.5,1,6,0,1,7,9,1,56,12.5,606,24:14,,,,,
398,Tim Jackman,22,RW,CBJ,19,1,2,3,-7,16,-0.1,1,0,0,0,2,0,0,18,5.6,189,9:56,,,,,
399,Jaromir Jagr,31,RW,TOT,77,31,43,74,-5,38,8.7,21,10,0,3,27,16,0,257,12.1,1613,20:57,,,,,
400,Jaromir Jagr,31,RW,WSH,46,16,29,45,-4,26,5.1,10,6,0,1,17,12,0,159,10.1,970,21:05,,,,,
401,Jaromir Jagr,31,RW,NYR,31,15,14,29,-1,12,3.6,11,4,0,2,10,4,0,98,15.3,643,20:45,,,,,
402,Doug Janik,23,D,BUF,4,0,0,0,0,19,0.0,0,0,0,0,0,0,0,3,0.0,34,8:26,,,,,
403,Jason Jaspers,22,C,PHX,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,34,11:24,,,,,
404,Jeff Jillson,23,D,TOT,64,4,13,17,-4,54,3.0,3,1,0,1,10,3,0,115,3.5,1151,17:59,,,,,
405,Jeff Jillson,23,D,BOS,50,4,10,14,-1,35,2.7,3,1,0,1,7,3,0,80,5.0,894,17:53,,,,,
406,Jeff Jillson,23,D,BUF,14,0,3,3,-3,19,0.3,0,0,0,0,3,0,0,35,0.0,257,18:21,,,,,
407,Andreas Johansson,30,LW,NSH,47,12,15,27,-2,26,3.0,8,3,1,1,4,10,1,108,11.1,743,15:48,,,,,
408,Calle Johansson,36,D,TOR,8,0,6,6,5,0,1.2,0,0,0,0,4,2,0,8,0.0,140,17:28,,,,,
409,Aaron Johnson,20,D,CBJ,29,2,6,8,-2,32,1.6,2,0,0,1,6,0,0,33,6.1,436,15:02,,,,,
410,Craig Johnson,31,C,TOT,64,2,9,11,-10,28,-0.2,2,0,0,0,9,0,0,77,2.6,802,12:32,,,,,
411,Craig Johnson,31,C,MDA,39,1,2,3,-4,14,-0.3,1,0,0,0,2,0,0,45,2.2,418,10:43,,,,,
412,Craig Johnson,31,C,WSH,15,0,6,6,-6,8,0.0,0,0,0,0,6,0,0,20,0.0,253,16:53,,,,,
413,Craig Johnson,31,C,TOR,10,1,1,2,0,6,0.1,1,0,0,0,1,0,0,12,8.3,130,13:03,,,,,
