,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
189,Matt D'Agostini,27,RW,PIT,8,0,1,1,-1,4,-0.1,0,0,0,0,1,0,0,11,0.0,91,11:20,1,7,0,0,
190,Jerry D'Amigo,22,RW,TOR,22,1,2,3,-1,0,0.1,1,0,0,0,2,0,0,12,8.3,177,8:03,4,23,1,3,25.0
191,Stephane Da Costa,24,C,OTT,12,3,1,4,2,2,0.6,2,1,0,0,1,0,0,20,15.0,125,10:25,3,14,32,47,40.5
192,Trevor Daley,30,D,DAL,67,9,16,25,10,38,5.6,8,1,0,3,13,3,0,107,8.4,1417,21:09,94,42,0,0,
193,Zac Dalpe,24,C,VAN,55,4,3,7,-7,6,0.4,3,1,0,0,3,0,0,52,7.7,392,7:08,9,36,106,125,45.9
194,Pavel Datsyuk,35,C,DET,45,17,20,37,1,6,4.6,11,6,0,2,14,6,0,126,13.5,912,20:16,22,30,446,389,53.4
195,Calvin de Haan,22,D,NYI,51,3,13,16,-7,30,2.4,2,1,0,1,11,2,0,71,4.2,1072,21:01,104,114,0,0,
196,Danny DeKeyser,23,D,DET,65,4,19,23,10,30,5.1,2,1,1,0,16,3,0,84,4.8,1407,21:38,116,64,0,0,
197,Michael Del Zotto,23,D,TOT,67,3,13,16,-9,18,2.7,2,1,0,0,9,4,0,90,3.3,1153,17:12,75,78,0,1,0.0
198,Michael Del Zotto,23,D,NYR,42,2,9,11,-5,10,2.0,1,1,0,0,5,4,0,64,3.1,745,17:45,47,50,0,0,
199,Michael Del Zotto,23,D,NSH,25,1,4,5,-4,8,0.7,1,0,0,0,4,0,0,26,3.8,407,16:18,28,28,0,1,0.0
200,Jason Demers,25,D,SJS,75,5,29,34,14,30,6.7,4,1,0,0,20,8,1,105,4.8,1462,19:29,107,69,0,0,
201,Nicolas Deschamps,24,C,WSH,3,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,20,6:49,0,1,0,0,
202,David Desharnais,27,C,MTL,79,16,36,52,11,24,6.1,13,3,0,2,24,12,0,96,16.7,1359,17:12,35,23,611,591,50.8
203,Andrew Desjardins,27,C,SJS,81,3,14,17,-8,86,0.3,3,0,0,1,14,0,0,95,3.2,903,11:09,43,103,371,304,55.0
204,Nicolas Deslauriers,22,LW,BUF,17,1,0,1,-10,18,-0.5,1,0,0,0,0,0,0,30,3.3,223,13:09,3,51,0,1,0.0
205,Simon Despres,22,D,PIT,34,0,5,5,4,26,1.6,0,0,0,0,4,1,0,41,0.0,569,16:45,46,72,0,0,
206,Jamie Devane,22,LW,TOR,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,12,5:52,0,2,0,0,
207,Raphael Diaz,28,D,TOT,63,2,13,15,-2,16,3.1,2,0,0,0,8,4,1,68,2.9,1133,17:59,127,36,0,1,0.0
208,Raphael Diaz,28,D,MTL,46,0,11,11,-4,12,2.0,0,0,0,0,8,2,1,41,0.0,869,18:54,100,20,0,1,0.0
209,Raphael Diaz,28,D,NYR,11,1,1,2,5,4,1.0,1,0,0,0,0,1,0,18,5.6,168,15:19,20,6,0,0,
210,Raphael Diaz,28,D,VAN,6,1,1,2,-3,0,0.2,1,0,0,0,0,1,0,9,11.1,96,15:58,7,10,0,0,
211,Brenden Dillon,23,D,DAL,80,6,11,17,9,86,4.4,4,0,2,1,11,0,0,97,6.2,1687,21:06,148,165,0,0,
212,Shane Doan,37,RW,PHX,69,23,24,47,-7,34,5.3,13,10,0,4,15,9,0,167,13.8,1307,18:56,22,135,6,6,50.0
213,Matt Donovan,23,D,NYI,52,2,14,16,-9,26,2.0,1,1,0,0,9,5,0,86,2.3,940,18:04,72,68,0,0,
214,Derek Dorsett,27,RW,NYR,51,4,4,8,-1,128,0.4,4,0,0,0,4,0,0,67,6.0,562,11:02,27,102,0,3,0.0
215,Drew Doughty,24,D,LAK,78,10,27,37,17,64,9.4,4,6,0,2,16,10,1,177,5.6,2006,25:43,91,180,0,0,
216,Jake Dowell,28,C,MIN,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,7,7:09,0,3,2,2,50.0
217,Steve Downie,26,RW,TOT,62,4,20,24,1,106,1.6,1,3,0,1,17,3,0,88,4.5,874,14:06,18,70,4,3,57.1
218,Steve Downie,26,RW,PHI,51,3,14,17,-3,70,0.9,1,2,0,0,12,2,0,62,4.8,690,13:32,12,57,4,3,57.1
219,Steve Downie,26,RW,COL,11,1,6,7,4,36,0.7,0,1,0,1,5,1,0,26,3.8,184,16:43,6,13,0,0,
220,Nick Drazenovic,27,C,PIT,1,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,10,10:18,0,1,3,1,75.0
221,Brandon Dubinsky,27,C,CBJ,76,16,34,50,5,98,5.3,10,4,2,2,26,6,2,189,8.5,1427,18:47,37,234,578,512,53.0
222,Matt Duchene,23,C,COL,71,23,47,70,8,19,8.1,18,5,0,6,35,12,0,217,10.6,1313,18:30,44,53,532,526,50.3
223,Mathew Dumba,19,D,MIN,13,1,1,2,-5,2,0.1,0,1,0,0,0,1,0,12,8.3,162,12:27,3,9,0,0,
224,Gabriel Dumont,23,C,MTL,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,14,6:50,0,3,3,5,37.5
225,Brian Dumoulin,22,D,PIT,6,0,1,1,1,4,0.3,0,0,0,0,1,0,0,3,0.0,115,19:14,8,1,0,0,
226,Pascal Dupuis,34,LW,PIT,39,7,13,20,6,8,2.1,7,0,0,0,13,0,0,97,7.2,690,17:42,29,68,2,4,33.3
227,Radek Dvorak,36,RW,CAR,60,4,5,9,3,41,0.6,4,0,0,2,5,0,0,52,7.7,638,10:38,25,17,6,6,50.0
228,Patrick Dwyer,30,RW,CAR,75,8,14,22,-2,14,1.7,6,0,2,2,14,0,0,134,6.0,1099,14:39,48,107,9,15,37.5
229,Ben Eager,30,LW,EDM,7,0,1,1,1,2,0.1,0,0,0,0,1,0,0,4,0.0,51,7:13,2,9,1,1,50.0
230,Cody Eakin,22,C,DAL,81,16,19,35,-9,36,2.8,12,3,1,2,16,3,0,161,9.9,1404,17:20,58,90,581,632,47.9
231,Patrick Eaves,29,RW,TOT,30,2,3,5,-7,2,-0.1,1,1,0,0,1,2,0,53,3.8,338,11:16,5,43,7,8,46.7
232,Patrick Eaves,29,RW,DET,25,2,3,5,-4,2,0.1,1,1,0,0,1,2,0,51,3.9,289,11:33,4,38,7,8,46.7
233,Patrick Eaves,29,RW,NSH,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,2,0.0,49,9:46,1,5,0,0,
234,Andrew Ebbett,31,C,PIT,9,0,1,1,-4,0,-0.2,0,0,0,0,1,0,0,9,0.0,99,11:03,7,10,15,20,42.9
235,Jordan Eberle,23,RW,EDM,80,28,37,65,-11,18,7.5,20,7,1,4,24,13,0,200,14.0,1564,19:33,40,51,8,13,38.1
236,Alexander Edler,27,D,VAN,63,7,15,22,-39,50,1.8,3,4,0,0,7,8,0,178,3.9,1467,23:17,136,112,2,1,66.7
237,Christian Ehrhoff,31,D,BUF,79,6,27,33,-27,38,5.4,4,1,1,2,14,11,2,161,3.7,1889,23:55,119,49,0,0,
238,Mattias Ekholm,23,D,NSH,62,1,8,9,-8,10,1.4,1,0,0,0,7,0,1,58,1.7,1043,16:49,55,42,0,0,
239,Oliver Ekman-Larsson,22,D,PHX,80,15,29,44,-4,50,8.3,7,8,0,6,15,14,0,199,7.5,2072,25:54,80,134,0,1,0.0
240,Patrik Elias,37,LW,NJD,65,18,35,53,-4,30,6.1,12,4,2,1,18,13,4,116,15.5,1162,17:53,19,26,276,401,40.8
241,Lars Eller,24,C,MTL,77,12,14,26,-15,68,1.8,9,2,1,3,12,1,1,137,8.8,1229,15:58,58,130,521,458,53.2
242,Keaton Ellerby,25,D,WPG,51,2,4,6,4,2,1.8,1,1,0,1,4,0,0,33,6.1,709,13:55,46,76,0,0,
243,Stefan Elliott,23,D,COL,1,1,0,1,0,0,0.2,1,0,0,0,0,0,0,1,100.0,17,16:51,0,2,0,0,
244,Matt Ellis,32,LW,BUF,50,4,2,6,-6,4,0.3,4,0,0,0,2,0,0,70,5.7,474,9:28,24,37,69,97,41.6
245,Ryan Ellis,23,D,NSH,80,6,21,27,9,24,5.7,6,0,0,2,15,6,0,123,4.9,1285,16:04,97,57,0,0,
246,Alexei Emelin,27,D,MTL,59,3,14,17,-1,59,3.6,2,1,0,0,12,2,0,58,5.2,1136,19:15,127,189,0,0,
247,Cory Emmerton,25,C,DET,18,0,2,2,-2,4,-0.1,0,0,0,0,2,0,0,22,0.0,161,8:57,5,7,58,49,54.2
248,Deryk Engelland,31,D,PIT,56,6,6,12,-6,58,2.3,6,0,0,1,5,1,0,59,10.2,730,13:03,52,117,0,0,
249,Tyler Ennis,24,C,BUF,80,21,22,43,-25,42,4.3,15,6,0,0,12,10,0,210,10.0,1508,18:51,53,89,242,383,38.7
250,Toby Enstrom,29,D,WPG,82,10,20,30,-9,56,5.2,6,4,0,3,11,9,0,106,9.4,1960,23:54,142,37,1,0,100.0
251,Martin Erat,32,RW,TOT,70,3,26,29,5,28,2.0,3,0,0,0,22,4,0,53,5.7,1027,14:40,25,75,97,116,45.5
252,Martin Erat,32,RW,WSH,53,1,23,24,1,22,1.5,1,0,0,0,19,4,0,46,2.2,781,14:44,20,47,96,114,45.7
253,Martin Erat,32,RW,PHX,17,2,3,5,4,6,0.5,2,0,0,0,3,0,0,7,28.6,246,14:28,5,28,1,2,33.3
254,Jonathan Ericsson,29,D,DET,48,1,10,11,2,34,2.4,1,0,0,0,9,0,1,66,1.5,1020,21:15,46,91,0,0,
255,Loui Eriksson,28,RW,BOS,61,10,27,37,14,6,3.9,8,2,0,2,17,9,1,115,8.7,1008,16:32,13,12,0,0,
256,Tim Erixon,22,D,CBJ,2,0,0,0,2,2,0.2,0,0,0,0,0,0,0,1,0.0,29,14:21,1,1,0,0,
257,John Erskine,33,D,WSH,37,1,3,4,-5,56,0.6,1,0,0,0,3,0,0,38,2.6,577,15:36,66,64,0,0,
258,Emerson Etem,21,LW,ANA,29,7,4,11,3,4,1.4,5,1,1,2,4,0,0,44,15.9,371,12:47,13,50,0,1,0.0
259,Justin Falk,25,D,NYR,21,0,2,2,-5,20,0.1,0,0,0,0,2,0,0,10,0.0,252,11:59,28,39,0,0,
260,Jesper Fast,22,RW,NYR,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,7,0.0,124,11:17,7,20,0,0,
261,Justin Faulk,21,D,CAR,76,5,27,32,-9,37,5.4,3,2,0,1,20,6,1,152,3.3,1779,23:25,102,94,0,0,
262,Mark Fayne,26,D,NJD,72,4,7,11,-5,30,3.2,3,0,1,0,7,0,0,88,4.5,1318,18:19,83,77,0,0,
263,Taylor Fedun,25,D,EDM,4,2,0,2,-1,0,0.4,2,0,0,0,0,0,0,6,33.3,49,12:13,3,1,0,0,
264,Eric Fehr,28,RW,WSH,73,13,18,31,0,32,3.1,13,0,0,2,16,1,1,137,9.5,1077,14:45,33,81,196,230,46.0
265,Andrew Ference,34,D,EDM,71,3,15,18,-18,63,2.4,3,0,0,1,13,2,0,77,3.9,1495,21:04,108,135,2,1,66.7
266,Landon Ferraro,22,C,DET,4,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,2,0.0,36,8:59,2,7,0,0,
267,Benn Ferriero,26,RW,VAN,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,4:22,0,1,0,0,
268,Vernon Fiddler,33,C,DAL,76,6,17,23,3,37,1.6,6,0,0,1,14,1,2,109,5.5,1010,13:17,52,44,504,463,52.1
269,Valtteri Filppula,29,C,TBL,75,25,33,58,5,20,6.8,19,6,0,2,19,14,0,131,19.1,1499,19:59,33,33,693,633,52.3
270,Mike Fisher,33,C,NSH,75,20,29,49,-4,60,5.0,16,4,0,4,22,7,0,177,11.3,1482,19:45,73,144,596,550,52.0
271,Mark Fistric,27,D,ANA,34,0,5,5,9,28,1.4,0,0,0,0,4,1,0,21,0.0,524,15:24,46,145,0,0,
272,Tomas Fleischmann,29,LW,FLA,80,8,20,28,-18,22,1.0,6,2,0,1,14,5,1,188,4.3,1370,17:07,11,59,5,13,27.8
273,Justin Florek,23,LW,BOS,4,1,1,2,1,0,0.3,1,0,0,0,1,0,0,5,20.0,47,11:51,0,4,0,1,0.0
274,Brian Flynn,25,C,BUF,79,6,7,13,-10,14,0.3,5,0,1,0,7,0,0,102,5.9,1139,14:25,55,51,184,205,47.3
275,Marcus Foligno,22,LW,BUF,74,7,12,19,-17,82,0.8,6,0,1,3,11,1,0,79,8.9,1115,15:04,43,206,146,155,48.5
276,Nick Foligno,26,LW,CBJ,70,18,21,39,5,96,4.8,15,3,0,5,18,3,0,111,16.2,1124,16:04,42,210,6,7,46.2
277,Christian Folin,22,D,MIN,1,0,1,1,3,0,0.4,0,0,0,0,1,0,0,0,,19,19:26,0,1,0,0,
278,Justin Fontaine,26,RW,MIN,66,13,8,21,6,26,2.7,12,1,0,1,7,1,0,79,16.5,809,12:15,23,9,2,0,100.0
279,Filip Forsberg,19,C,NSH,13,1,4,5,-8,4,0.1,0,1,0,0,1,3,0,20,5.0,148,11:24,2,6,0,0,
280,Maxime Fortunus,30,D,DAL,1,0,1,1,1,0,0.2,0,0,0,0,1,0,0,0,,16,16:17,1,0,0,0,
281,Cam Fowler,22,D,ANA,70,6,30,36,15,14,6.1,1,4,1,2,19,11,0,100,6.0,1670,23:52,122,46,0,0,
282,Cody Franson,26,D,TOR,79,5,28,33,-20,30,3.7,4,1,0,0,11,17,0,115,4.3,1635,20:42,111,282,0,0,
283,Johan Franzen,34,RW,DET,54,16,25,41,6,40,5.1,9,7,0,4,15,10,0,149,10.7,954,17:39,23,66,119,106,52.9
284,Colin Fraser,29,C,LAK,33,0,2,2,-4,30,-0.4,0,0,0,0,2,0,0,22,0.0,297,8:59,20,58,87,86,50.3
285,Mark Fraser,27,D,TOT,42,1,1,2,-15,76,-0.4,1,0,0,0,1,0,0,11,9.1,646,15:22,95,118,0,0,
286,Mark Fraser,27,D,EDM,23,1,0,1,-7,43,0.0,1,0,0,0,0,0,0,5,20.0,356,15:30,44,52,0,0,
287,Mark Fraser,27,D,TOR,19,0,1,1,-8,33,-0.4,0,0,0,0,1,0,0,6,0.0,289,15:13,51,66,0,0,
288,Matt Fraser,23,RW,BOS,14,2,0,2,0,10,0.2,2,0,0,0,0,0,0,13,15.4,135,9:39,5,10,1,1,50.0
289,Matt Frattin,26,RW,TOT,44,2,5,7,-4,11,0.0,1,1,0,0,4,1,0,61,3.3,529,12:01,11,85,2,2,50.0
290,Matt Frattin,26,RW,LAK,40,2,4,6,-6,11,-0.1,1,1,0,0,3,1,0,60,3.3,479,11:59,10,78,2,2,50.0
291,Matt Frattin,26,RW,CBJ,4,0,1,1,2,0,0.1,0,0,0,0,1,0,0,1,0.0,49,12:22,1,7,0,0,
292,Michael Frolik,25,RW,WPG,81,15,27,42,8,12,4.3,14,1,0,2,25,1,1,189,7.9,1351,16:40,51,41,43,25,63.2
293,Marian Gaborik,31,RW,TOT,41,11,19,30,7,10,3.8,10,1,0,0,13,6,0,103,10.7,697,17:00,10,15,0,2,0.0
294,Marian Gaborik,31,RW,CBJ,22,6,8,14,0,6,1.7,6,0,0,0,6,2,0,47,12.8,361,16:25,5,5,0,0,
295,Marian Gaborik,31,RW,LAK,19,5,11,16,7,4,2.2,4,1,0,0,7,4,0,56,8.9,336,17:42,5,10,0,2,0.0
296,Sam Gagner,24,C,EDM,67,10,27,37,-29,41,2.1,9,1,0,1,20,6,1,143,7.0,1231,18:23,34,33,451,512,46.8
297,Alex Galchenyuk,19,C,MTL,65,13,18,31,-12,26,3.0,10,3,0,2,11,7,0,110,11.8,936,14:24,25,49,5,10,33.3
298,T.J. Galiardi,25,LW,CGY,62,4,13,17,-13,21,0.4,3,0,1,0,12,0,1,100,4.0,906,14:37,43,77,62,93,40.0
299,Brendan Gallagher,21,RW,MTL,81,19,22,41,4,73,5.0,11,8,0,0,21,1,0,211,9.0,1293,15:58,36,38,47,81,36.7
300,Brett Gallant,25,LW,NYI,4,0,0,0,0,17,0.0,0,0,0,0,0,0,0,3,0.0,28,6:53,0,9,0,0,
301,Ryan Garbutt,28,LW,DAL,75,17,15,32,10,106,4.2,15,0,2,1,15,0,0,165,10.3,980,13:04,47,141,4,6,40.0
302,Jake Gardiner,23,D,TOR,80,10,21,31,-3,19,5.6,7,2,1,1,12,9,0,136,7.4,1686,21:05,87,108,0,0,
303,Jason Garrison,29,D,VAN,81,7,26,33,-5,57,6.3,2,4,1,1,13,11,2,181,3.9,1693,20:54,128,58,0,0,
304,Johnny Gaudreau,20,LW,CGY,1,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100.0,15,15:11,0,0,0,0,
305,Cameron Gaunce,23,D,DAL,9,0,0,0,1,7,0.2,0,0,0,0,0,0,0,9,0.0,125,13:50,4,11,0,0,
306,Paul Gaustad,31,C,NSH,75,10,11,21,-6,61,1.4,10,0,0,0,11,0,0,74,13.5,1036,13:48,55,122,696,504,58.0
307,Luke Gazdic,24,LW,EDM,67,2,2,4,-8,127,-0.3,2,0,0,0,2,0,0,30,6.7,389,5:48,22,103,3,0,100.0
308,Eric Gelinas,22,D,NJD,60,7,22,29,-3,22,5.3,2,5,0,2,10,12,0,124,5.6,1015,16:55,20,99,0,0,
309,Nathan Gerbe,26,C,CAR,81,16,15,31,-6,36,3.1,11,3,2,1,11,4,0,221,7.2,1329,16:24,15,53,2,4,33.3
310,Ryan Getzlaf,28,C,ANA,77,31,56,87,28,31,11.2,26,5,0,7,38,18,0,204,15.2,1639,21:17,87,110,692,719,49.0
311,Brian Gibbons,25,C,PIT,41,5,12,17,5,6,1.9,4,1,0,0,11,0,1,29,17.2,490,11:57,19,24,9,13,40.9
312,Tom Gilbert,31,D,FLA,73,3,25,28,-5,18,4.4,1,2,0,1,21,4,0,93,3.2,1558,21:20,95,59,0,0,
313,Hal Gill,38,D,PHI,6,0,0,0,0,2,0.1,0,0,0,0,0,0,0,1,0.0,89,14:51,6,7,0,0,
314,Matt Gilroy,29,D,FLA,16,1,1,2,-2,6,0.4,1,0,0,0,1,0,0,27,3.7,260,16:15,18,5,0,0,
315,Brian Gionta,35,RW,MTL,81,18,22,40,1,22,4.4,16,2,0,3,16,5,1,184,9.8,1446,17:51,52,46,23,37,38.3
316,Stephen Gionta,30,RW,NJD,66,4,7,11,-8,18,0.2,3,0,1,1,7,0,0,89,4.5,822,12:28,25,113,238,343,41.0
317,Mark Giordano,30,D,CGY,64,14,33,47,12,63,9.8,7,7,0,2,17,13,3,180,7.8,1615,25:14,103,73,0,0,
318,Dan Girardi,29,D,NYR,81,5,19,24,6,16,6.1,4,1,0,0,15,2,2,100,5.0,1873,23:07,174,191,0,0,
319,Zemgus Girgensons,20,C,BUF,70,8,14,22,-6,14,1.8,7,0,1,1,13,0,1,115,7.0,1072,15:19,43,161,100,140,41.7
320,Claude Giroux,26,C,PHI,82,28,58,86,7,46,10.2,21,7,0,7,28,30,0,223,12.6,1676,20:26,46,90,931,829,52.9
321,Tanner Glass,30,LW,PIT,67,4,9,13,-8,90,0.2,4,0,0,0,9,0,0,56,7.1,790,11:47,57,247,9,10,47.4
322,Tim Gleason,31,D,TOT,56,1,5,6,-21,65,-0.3,1,0,0,0,5,0,0,43,2.3,931,16:38,88,156,0,0,
323,Tim Gleason,31,D,TOR,39,1,4,5,-14,55,-0.1,1,0,0,0,4,0,0,28,3.6,661,16:57,69,108,0,0,
324,Tim Gleason,31,D,CAR,17,0,1,1,-7,10,-0.2,0,0,0,0,1,0,0,15,0.0,270,15:54,19,48,0,0,
325,Curtis Glencross,31,LW,CGY,38,12,12,24,-11,12,2.5,9,3,0,2,7,5,0,77,15.6,669,17:37,27,59,14,27,34.1
326,Luke Glendening,24,C,DET,56,1,6,7,-8,22,-0.8,1,0,0,0,6,0,0,54,1.9,779,13:55,38,92,329,349,48.5
327,Marcel Goc,30,C,TOT,74,11,14,25,-7,35,1.7,11,0,0,1,12,2,0,117,9.4,1208,16:20,43,119,658,575,53.4
328,Marcel Goc,30,C,FLA,62,11,12,23,-7,31,1.8,11,0,0,1,10,2,0,105,10.5,1053,16:59,41,103,576,514,52.8
329,Marcel Goc,30,C,PIT,12,0,2,2,0,4,0.0,0,0,0,0,2,0,0,12,0.0,155,12:55,2,16,82,61,57.3
330,Alex Goligoski,28,D,DAL,81,6,36,42,9,28,7.4,3,3,0,0,24,12,0,141,4.3,1969,24:19,153,92,0,1,0.0
331,Cody Goloubef,24,D,CBJ,5,0,0,0,0,2,0.0,0,0,0,0,0,0,0,4,0.0,49,9:49,7,3,0,0,
332,Scott Gomez,34,C,FLA,46,2,10,12,-11,24,0.1,2,0,0,0,8,2,0,56,3.6,604,13:08,16,16,239,276,46.4
333,Sergei Gonchar,39,D,DAL,76,2,20,22,-12,20,2.5,1,1,0,1,7,13,0,89,2.2,1338,17:37,80,70,0,0,
334,Boyd Gordon,30,C,EDM,74,8,13,21,-15,20,0.9,6,1,1,1,9,3,1,80,10.0,1092,14:45,89,27,843,649,56.5
335,Josh Gorges,29,D,MTL,66,1,13,14,6,12,3.9,1,0,0,0,11,1,1,35,2.9,1402,21:15,177,97,0,1,0.0
336,Brandon Gormley,21,D,PHX,5,0,0,0,4,2,0.4,0,0,0,0,0,0,0,4,0.0,73,14:33,8,5,0,0,
337,Michael Grabner,26,RW,NYI,64,12,14,26,-10,12,2.3,9,0,3,2,14,0,0,137,8.8,908,14:12,25,68,7,8,46.7
338,Mikhail Grabovski,30,C,WSH,58,13,22,35,6,26,4.0,10,3,0,1,17,5,0,81,16.0,914,15:45,22,19,346,295,54.0
339,Petter Granberg,21,D,TOR,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,12,11:46,1,3,0,0,
340,Markus Granlund,20,C,CGY,7,2,1,3,2,0,0.5,1,0,1,0,1,0,0,9,22.2,85,12:05,1,3,28,26,51.9
341,Mikael Granlund,21,C,MIN,63,8,33,41,-3,22,3.5,6,2,0,2,23,10,0,104,7.7,1091,17:19,46,38,415,374,52.6
342,Alex Grant,25,D,ANA,2,2,0,2,3,2,0.7,2,0,0,0,0,0,0,2,100.0,24,12:11,0,1,0,0,
343,Derek Grant,23,C,OTT,20,0,2,2,-3,4,-0.3,0,0,0,0,2,0,0,31,0.0,191,9:34,11,32,79,71,52.7
344,Denis Grebeshkov,30,D,EDM,7,0,1,1,0,2,0.2,0,0,0,0,1,0,0,3,0.0,96,13:41,9,3,0,0,
345,Mike Green,28,D,WSH,70,9,29,38,-16,64,5.2,6,3,0,2,17,12,0,172,5.2,1591,22:44,107,62,0,0,
346,Andy Greene,31,D,NJD,82,8,24,32,3,32,7.7,5,3,0,3,12,10,2,134,6.0,2015,24:35,129,87,0,0,
347,Matt Greene,30,D,LAK,38,2,4,6,6,47,2.2,2,0,0,0,4,0,0,38,5.3,604,15:53,59,118,0,1,0.0
348,Colin Greening,27,C,OTT,76,6,11,17,-15,41,-0.1,4,2,0,1,10,1,0,108,5.6,1045,13:45,30,225,22,37,37.3
349,Mikhail Grigorenko,19,C,BUF,18,2,1,3,-3,2,0.2,2,0,0,0,0,1,0,20,10.0,206,11:26,5,6,53,50,51.5
350,Nicklas Grossmann,29,D,PHI,78,1,13,14,-6,55,2.2,1,0,0,0,12,0,1,71,1.4,1491,19:07,174,189,0,0,
351,Eric Gryba,25,D,OTT,57,2,9,11,9,64,2.7,2,0,0,0,8,0,1,57,3.5,999,17:31,60,161,0,0,
352,Radko Gudas,23,D,TBL,73,3,19,22,2,152,3.8,2,1,0,1,16,3,0,114,2.6,1396,19:08,138,273,0,0,
353,Erik Gudbranson,22,D,FLA,65,3,6,9,-7,114,1.7,3,0,0,0,5,1,0,92,3.3,1169,17:59,91,158,0,0,
354,Nate Guenin,31,D,COL,68,1,8,9,3,46,1.9,1,0,0,0,8,0,0,52,1.9,1175,17:17,128,119,0,0,
355,Carl Gunnarsson,27,D,TOR,80,3,14,17,12,34,4.3,3,0,0,1,13,1,0,48,6.3,1553,19:25,176,166,0,0,
356,Erik Gustafsson,25,D,PHI,31,2,8,10,7,6,2.3,2,0,0,0,6,2,0,30,6.7,543,17:31,50,11,0,0,
357,Carl Hagelin,25,LW,NYR,72,17,16,33,8,44,4.3,16,0,1,5,16,0,0,144,11.8,1117,15:31,33,64,0,5,0.0
358,Ron Hainsey,32,D,CAR,82,4,11,15,-9,45,3.3,4,0,0,1,10,0,1,72,5.6,1758,21:26,124,96,0,0,
359,Matt Halischuk,25,RW,WPG,46,5,5,10,-3,6,0.6,5,0,0,1,5,0,0,56,8.9,521,11:20,27,19,2,2,50.0
360,Adam Hall,33,RW,PHI,80,4,5,9,-15,23,-0.6,2,0,2,0,5,0,0,61,6.6,787,9:50,46,77,314,213,59.6
361,Taylor Hall,22,LW,EDM,75,27,53,80,-15,44,9.0,20,7,0,1,42,10,1,250,10.8,1501,20:01,41,54,37,44,45.7
362,Mike Halmo,22,LW,NYI,20,1,0,1,-1,32,-0.2,1,0,0,0,0,0,0,25,4.0,190,9:30,4,52,4,16,20.0
363,Jeff Halpern,37,C,PHX,69,5,7,12,-8,24,0.3,5,0,0,1,7,0,0,45,11.1,710,10:17,33,65,296,266,52.7
364,Dan Hamhuis,31,D,VAN,79,5,17,22,13,26,6.6,5,0,0,0,14,3,0,150,3.3,1893,23:57,130,87,0,0,
365,Dougie Hamilton,20,D,BOS,64,7,18,25,22,40,5.9,5,2,0,1,14,4,0,114,6.1,1223,19:06,53,73,0,0,
366,Freddie Hamilton,22,C,SJS,11,0,0,0,-5,2,-0.4,0,0,0,0,0,0,0,13,0.0,114,10:19,3,24,14,22,38.9
367,Ryan Hamilton,28,LW,EDM,2,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,20,10:02,1,3,0,0,
368,Travis Hamonic,23,D,NYI,69,3,15,18,2,68,3.9,1,2,0,0,14,1,0,134,2.2,1726,25:01,132,93,0,0,
369,Michal Handzus,36,C,CHI,59,4,12,16,0,16,0.6,3,0,1,2,11,0,1,50,8.0,805,13:39,55,35,329,335,49.5
370,Scott Hannan,35,D,SJS,56,3,9,12,1,55,2.6,3,0,0,0,8,0,1,52,5.8,995,17:46,73,29,0,0,
371,Ben Hanowski,23,RW,CGY,11,0,2,2,-2,2,0.0,0,0,0,0,2,0,0,10,0.0,80,7:15,1,13,1,0,100.0
372,Jannik Hansen,27,RW,VAN,71,11,9,20,-9,43,1.5,10,0,1,3,8,1,0,112,9.8,1112,15:40,22,99,12,17,41.4
373,Martin Hanzal,26,C,PHX,65,15,25,40,-9,73,3.7,10,5,0,2,17,8,0,169,8.9,1214,18:41,37,200,599,500,54.5
374,Jay Harrison,31,D,CAR,68,4,11,15,-1,44,3.3,3,1,0,1,6,5,0,103,3.9,1131,16:38,82,141,0,0,
375,Peter Harrold,30,D,NJD,33,0,4,4,-2,14,1.2,0,0,0,0,4,0,0,32,0.0,616,18:40,29,17,0,0,
376,Scott Hartnell,31,LW,PHI,78,20,32,52,11,103,6.3,11,9,0,3,21,11,0,207,9.7,1317,16:53,39,155,4,14,22.2
377,Erik Haula,22,C,MIN,46,6,9,15,14,29,2.2,5,0,1,1,9,0,0,56,10.7,467,10:09,17,23,161,187,46.3
378,Martin Havlat,32,RW,SJS,48,12,10,22,14,10,3.2,11,1,0,2,9,1,0,72,16.7,707,14:43,14,9,0,4,0.0
379,Eriah Hayes,25,RW,SJS,15,1,0,1,-2,2,-0.1,1,0,0,0,0,0,0,17,5.9,118,7:50,10,40,9,12,42.9
