,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
49,Patrice Bergeron,28,C,BOS,80,30,32,62,38,43,9.2,22,7,1,7,25,4,3,243,12.3,1439,17:59,57,52,1015,717,58.6
50,Patrik Berglund,25,C,STL,78,14,18,32,10,38,3.5,12,2,0,2,16,2,0,144,9.7,1261,16:10,30,88,373,410,47.6
51,Steve Bernier,28,RW,NJD,78,3,9,12,-15,33,-0.3,3,0,0,1,8,1,0,104,2.9,971,12:27,23,118,6,12,33.3
52,Todd Bertuzzi,38,RW,DET,59,9,7,16,-17,40,0.6,3,6,0,0,6,1,0,100,9.0,865,14:39,14,72,9,9,50.0
53,Bryan Bickell,27,LW,CHI,59,11,4,15,-6,28,1.3,11,0,0,2,4,0,0,93,11.8,670,11:21,10,105,1,1,50.0
54,Kevin Bieksa,32,D,VAN,76,4,20,24,-8,104,4.7,3,1,0,1,13,7,0,167,2.4,1731,22:46,130,144,1,0,100.0
55,Chad Billins,24,D,CGY,10,0,3,3,-3,0,0.2,0,0,0,0,3,0,0,3,0.0,122,12:13,9,0,0,0,
56,Paul Bissonnette,28,LW,PHX,39,2,6,8,6,53,1.1,2,0,0,0,6,0,0,25,8.0,185,4:45,4,51,1,2,33.3
57,Nick Bjugstad,21,C,FLA,76,16,22,38,-14,16,3.5,15,0,1,4,18,3,1,185,8.6,1233,16:13,23,117,549,574,48.9
58,Jonathon Blum,25,D,MIN,15,0,1,1,-1,0,0.2,0,0,0,0,1,0,0,11,0.0,175,11:40,13,10,0,0,
59,Mike Blunden,27,RW,MTL,7,0,0,0,-2,5,-0.2,0,0,0,0,0,0,0,2,0.0,43,6:08,3,16,0,0,
60,Troy Bodie,29,RW,TOR,47,3,7,10,6,26,1.0,3,0,0,0,7,0,0,50,6.0,405,8:37,19,64,2,5,28.6
61,Mikkel Boedker,24,LW,PHX,82,19,32,51,-9,20,5.0,14,5,0,1,21,11,0,166,11.4,1428,17:25,16,105,3,4,42.9
62,Zach Bogosian,23,D,WPG,55,3,8,11,3,48,2.8,3,0,0,0,7,1,0,134,2.2,1260,22:55,75,94,0,0,
63,Jared Boll,27,RW,CBJ,28,1,1,2,-6,62,-0.3,1,0,0,0,1,0,0,12,8.3,214,7:38,9,52,0,1,0.0
64,Dave Bolland,27,C,TOR,23,8,4,12,-1,24,1.7,6,1,1,2,3,1,0,33,24.2,333,14:28,13,38,152,185,45.1
65,Brandon Bollig,27,LW,CHI,82,7,7,14,-1,92,0.6,7,0,0,1,7,0,0,109,6.4,843,10:17,22,203,1,0,100.0
66,Nick Bonino,25,C,ANA,77,22,27,49,14,22,6.0,15,7,0,2,14,13,0,159,13.8,1250,16:14,68,28,583,611,48.8
67,David Booth,29,LW,VAN,66,9,10,19,1,18,1.9,9,0,0,0,9,1,0,117,7.7,889,13:28,17,121,13,10,56.5
68,Patrick Bordeleau,27,LW,COL,82,6,5,11,-1,115,0.7,6,0,0,1,5,0,0,37,16.2,565,6:53,14,178,1,2,33.3
69,Mark Borowiecki,24,D,OTT,13,1,0,1,-2,48,0.1,1,0,0,0,0,0,0,6,16.7,164,12:35,13,41,0,0,
70,Robert Bortuzzo,24,D,PIT,54,0,10,10,-3,74,1.8,0,0,0,0,9,0,1,50,0.0,836,15:29,73,137,0,1,0.0
71,Pierre-Marc Bouchard,29,C,NYI,28,4,5,9,-9,12,0.4,3,1,0,1,5,0,0,51,7.8,391,13:57,6,7,3,2,60.0
72,Reid Boucher,20,C,NJD,23,2,5,7,2,4,0.7,2,0,0,0,5,0,0,27,7.4,261,11:21,5,17,1,2,33.3
73,Francis Bouillon,38,D,MTL,52,2,4,6,-5,34,1.6,2,0,0,1,3,1,0,34,5.9,920,17:41,70,80,0,0,
74,Eric Boulton,37,LW,NYI,23,2,2,4,0,88,0.4,2,0,0,0,2,0,0,21,9.5,147,6:25,6,32,0,0,
75,Lance Bouma,23,LW,CGY,78,5,10,15,-4,41,0.5,4,0,1,0,10,0,0,82,6.1,983,12:36,87,181,22,63,25.9
76,Michael Bournival,21,LW,MTL,60,7,7,14,-6,18,1.2,6,1,0,1,5,2,0,78,9.0,619,10:19,42,67,28,33,45.9
77,Gabriel Bourque,23,LW,NSH,74,9,17,26,-5,8,2.0,9,0,0,1,16,1,0,108,8.3,1024,13:50,34,70,0,1,0.0
78,Rene Bourque,32,RW,MTL,63,9,7,16,-1,32,1.4,6,3,0,2,6,1,0,118,7.6,894,14:11,15,90,4,4,50.0
79,Jay Bouwmeester,30,D,STL,82,4,33,37,26,20,8.8,3,1,0,0,23,10,0,152,2.6,1972,24:03,106,51,3,1,75.0
80,Drayson Bowman,24,LW,CAR,70,4,8,12,-2,16,0.6,4,0,0,0,8,0,0,80,5.0,725,10:21,18,45,6,4,60.0
81,Johnny Boychuk,30,D,BOS,75,5,18,23,31,45,6.4,5,0,0,1,15,0,3,142,3.5,1589,21:12,151,158,0,0,
82,Zach Boychuk,24,LW,CAR,11,1,3,4,2,0,0.5,1,0,0,0,3,0,0,15,6.7,112,10:12,2,17,0,1,0.0
83,Brad Boyes,31,RW,FLA,78,21,15,36,-6,28,4.0,18,2,1,1,14,1,0,176,11.9,1329,17:03,35,46,37,32,53.6
84,Brian Boyle,29,C,NYR,82,6,12,18,1,56,1.1,5,1,0,1,9,1,2,137,4.4,1047,12:46,54,154,306,272,52.9
85,Dan Boyle,37,D,SJS,75,12,24,36,-8,32,6.0,6,6,0,1,12,12,0,154,7.8,1596,21:17,92,46,0,0,
86,Tyler Bozak,27,C,TOR,58,19,30,49,2,14,5.7,13,5,1,1,27,3,0,90,21.1,1215,20:57,42,62,681,718,48.7
87,Derick Brassard,26,C,NYR,81,18,27,45,2,46,5.3,11,7,0,4,16,11,0,159,11.3,1280,15:48,19,124,469,508,48.0
88,Justin Braun,26,D,SJS,82,4,13,17,19,20,5.4,3,1,0,1,13,0,0,121,3.3,1721,20:59,146,77,0,0,
89,Christopher Breen,24,D,CGY,9,0,2,2,1,5,0.4,0,0,0,0,2,0,0,4,0.0,84,9:23,7,3,0,0,
90,Eric Brewer,34,D,TBL,77,4,13,17,10,59,4.0,4,0,0,2,11,0,2,83,4.8,1352,17:33,99,139,0,0,
91,Daniel Briere,36,C,MTL,69,13,12,25,1,30,3.0,9,4,0,1,10,2,0,118,11.0,881,12:46,11,23,171,179,48.9
92,T.J. Brodie,23,D,CGY,81,4,27,31,0,20,6.3,3,1,0,2,19,6,2,104,3.8,1949,24:04,130,58,0,0,
93,Jonas Brodin,20,D,MIN,79,8,11,19,0,22,5.0,5,3,0,0,7,4,0,74,10.8,1888,23:54,117,33,0,0,
94,Kyle Brodziak,29,C,MIN,81,8,16,24,0,61,1.4,7,0,1,1,15,1,0,115,7.0,1314,16:13,41,73,590,633,48.2
95,David Broll,21,LW,TOR,5,0,1,1,1,5,0.1,0,0,0,0,1,0,0,3,0.0,41,8:11,2,7,0,0,
96,Sheldon Brookbank,33,D,CHI,48,2,5,7,2,52,1.4,2,0,0,1,5,0,0,43,4.7,619,12:53,38,64,0,0,
97,Julien Brouillette,27,D,WSH,10,1,1,2,3,0,0.7,1,0,0,1,1,0,0,4,25.0,156,15:33,11,10,0,0,
98,Troy Brouwer,28,RW,WSH,82,25,18,43,-6,92,4.7,13,12,0,3,9,9,0,161,15.5,1546,18:51,39,210,223,213,51.1
99,Chris Brown,22,C,TOT,12,1,1,2,0,17,0.2,1,0,0,0,1,0,0,8,12.5,104,8:42,1,22,15,25,37.5
100,Chris Brown,22,C,WSH,6,1,1,2,0,0,0.2,1,0,0,0,1,0,0,4,25.0,58,9:42,0,12,15,23,39.5
101,Chris Brown,22,C,PHX,6,0,0,0,0,17,-0.1,0,0,0,0,0,0,0,4,0.0,46,7:41,1,10,0,2,0.0
102,Dustin Brown,29,RW,LAK,79,15,12,27,7,66,3.1,14,1,0,2,9,3,0,195,7.7,1251,15:50,12,246,6,13,31.6
103,J.T. Brown,23,RW,TBL,63,4,15,19,-9,6,0.7,4,0,0,0,12,2,1,113,3.5,821,13:02,32,70,7,15,31.8
104,Mike Brown,28,RW,TOT,56,2,3,5,-9,94,-0.3,2,0,0,0,3,0,0,45,4.4,400,7:09,15,146,2,1,66.7
105,Mike Brown,28,RW,SJS,48,2,3,5,-10,75,-0.3,2,0,0,0,3,0,0,44,4.5,354,7:22,12,121,2,1,66.7
106,Mike Brown,28,RW,EDM,8,0,0,0,1,19,0.0,0,0,0,0,0,0,0,1,0.0,47,5:49,3,25,0,0,
107,Gilbert Brule,27,C,PHX,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,3,0.0,35,11:33,1,3,0,0,
108,Damien Brunner,27,RW,NJD,60,11,14,25,-11,26,2.4,7,4,0,1,7,6,1,110,10.0,812,13:32,5,15,1,7,12.5
109,Brett Bulmer,21,RW,MIN,5,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,7,0.0,53,10:41,2,14,0,0,
110,Adam Burish,31,RW,SJS,15,0,0,0,-4,6,-0.4,0,0,0,0,0,0,0,9,0.0,144,9:37,9,23,39,36,52.0
111,Brent Burns,28,RW,SJS,69,22,26,48,26,34,6.9,20,2,0,3,17,9,0,245,9.0,1160,16:49,24,145,61,70,46.6
112,Alexandre Burrows,32,LW,VAN,49,5,10,15,-9,71,0.6,3,2,0,0,5,4,1,104,4.8,873,17:49,33,84,23,32,41.8
113,Bobby Butler,26,RW,FLA,2,0,1,1,1,2,0.1,0,0,0,0,1,0,0,5,0.0,28,13:50,0,2,0,0,
114,Chris Butler,27,D,CGY,82,2,14,16,-23,39,2.1,2,0,0,1,13,0,1,83,2.4,1662,20:16,211,68,0,0,
115,Dustin Byfuglien,28,D,WPG,78,20,36,56,-20,86,8.3,12,8,0,1,18,18,0,256,7.8,1801,23:05,80,213,0,2,0.0
116,Paul Byron,24,C,CGY,47,7,14,21,6,27,2.3,4,2,1,1,10,1,3,46,15.2,679,14:27,10,63,7,25,21.9
117,Mitch Callahan,22,RW,DET,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,9,9:01,0,2,0,0,
118,Ryan Callahan,28,RW,TOT,65,17,19,36,1,24,4.0,9,7,1,3,14,5,0,163,10.4,1212,18:39,60,189,13,19,40.6
119,Ryan Callahan,28,RW,NYR,45,11,14,25,-3,16,2.7,6,4,1,2,11,3,0,109,10.1,808,17:57,47,132,7,12,36.8
120,Ryan Callahan,28,RW,TBL,20,6,5,11,4,8,1.3,3,3,0,1,3,2,0,54,11.1,404,20:13,13,57,6,7,46.2
121,Matt Calvert,24,LW,CBJ,56,9,15,24,-1,53,2.2,7,2,0,1,13,2,0,90,10.0,902,16:06,28,108,3,6,33.3
122,Mike Cammalleri,31,C,CGY,63,26,19,45,-13,26,5.5,20,6,0,8,11,8,0,191,13.6,1250,19:51,29,26,88,103,46.1
123,Andrew Campbell,25,D,LAK,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,38,12:42,1,3,0,0,
124,Brian Campbell,34,D,FLA,82,7,30,37,-6,20,6.3,5,2,0,2,18,10,2,116,6.0,2211,26:57,108,50,0,1,0.0
125,Gregory Campbell,30,C,BOS,82,8,13,21,1,47,1.4,7,0,1,2,11,1,1,84,9.5,976,11:54,46,134,358,391,47.8
126,Daniel Carcillo,29,LW,TOT,57,4,1,5,-1,100,0.2,4,0,0,2,1,0,0,44,9.1,529,9:17,21,112,1,0,100.0
127,Daniel Carcillo,29,LW,NYR,31,3,0,3,0,43,0.3,3,0,0,1,0,0,0,22,13.6,272,8:47,12,58,0,0,
128,Daniel Carcillo,29,LW,LAK,26,1,1,2,-1,57,-0.1,1,0,0,1,1,0,0,22,4.5,257,9:52,9,54,1,0,100.0
129,Matt Carey,21,LW,CHI,2,1,0,1,-1,2,0.1,1,0,0,0,0,0,0,1,100.0,19,9:38,0,2,10,11,47.6
130,Paul Carey,25,C,COL,12,0,0,0,2,0,-0.1,0,0,0,0,0,0,0,6,0.0,77,6:26,2,11,0,0,
131,Matt Carkner,33,D,NYI,53,0,3,3,-10,149,0.0,0,0,0,0,3,0,0,50,0.0,635,11:59,59,58,0,0,
132,Matt Carle,29,D,TBL,82,2,29,31,11,28,5.7,1,1,0,0,23,6,0,115,1.7,1819,22:11,161,46,0,1,0.0
133,John Carlson,24,D,WSH,82,10,27,37,-3,22,6.7,5,5,0,0,9,17,1,208,4.8,2010,24:31,177,64,0,1,0.0
134,Jordan Caron,23,RW,BOS,35,1,2,3,-8,36,-0.7,1,0,0,0,2,0,0,52,1.9,382,10:55,9,47,1,3,25.0
135,Connor Carrick,19,D,WSH,34,1,5,6,-9,23,0.5,1,0,0,0,5,0,0,26,3.8,543,15:58,56,25,0,0,
136,Jeff Carter,29,C,LAK,72,27,23,50,8,44,7.0,18,8,1,5,17,6,0,256,10.5,1365,18:57,29,68,336,308,52.2
137,Ryan Carter,30,C,NJD,62,7,3,10,-6,35,0.6,7,0,0,2,2,0,1,69,10.1,702,11:20,24,72,16,20,44.4
138,Cody Ceci,20,D,OTT,49,3,6,9,-4,14,1.4,3,0,0,2,6,0,0,82,3.7,843,17:12,49,45,0,0,
139,Michael Chaput,21,C,CBJ,17,0,1,1,0,2,-0.1,0,0,0,0,1,0,0,6,0.0,151,8:54,10,34,42,56,42.9
140,Zdeno Chara,36,D,BOS,77,17,23,40,25,66,9.2,7,10,0,3,17,5,1,168,10.1,1898,24:39,104,163,0,0,
141,Ben Chiarot,22,D,WPG,1,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,0,,11,10:47,0,3,0,0,
142,Alex Chiasson,23,RW,DAL,79,13,22,35,-21,38,2.4,7,6,0,4,15,7,0,144,9.0,1194,15:07,21,75,64,68,48.5
143,Jason Chimera,34,LW,WSH,82,15,27,42,4,36,4.4,14,1,0,0,22,4,1,167,9.0,1264,15:25,30,140,38,49,43.7
144,Kyle Chipchura,27,C,PHX,80,5,15,20,3,45,1.6,5,0,0,0,15,0,0,46,10.9,777,9:43,9,116,176,155,53.2
145,Casey Cizikas,22,C,NYI,80,6,10,16,-12,30,0.1,5,1,0,1,7,1,2,79,7.6,1070,13:22,48,128,489,522,48.4
146,David Clarkson,29,RW,TOR,60,5,6,11,-14,93,-0.4,4,1,0,1,5,1,0,102,4.9,906,15:06,35,159,8,13,38.1
147,Dan Cleary,35,RW,DET,52,4,4,8,-11,31,-0.4,4,0,0,1,3,0,1,64,6.3,723,13:54,17,51,12,10,54.5
148,Marc-Andre Cliche,26,C,COL,76,1,6,7,-11,17,-1.2,1,0,0,0,5,0,1,69,1.4,803,10:34,42,25,331,388,46.0
149,Kyle Clifford,23,LW,LAK,71,3,5,8,6,81,0.4,3,0,0,0,5,0,0,74,4.1,721,10:10,13,189,6,6,50.0
150,Grant Clitsome,28,D,WPG,32,2,10,12,-5,18,1.6,2,0,0,0,8,2,0,42,4.8,633,19:47,42,51,0,0,
151,Ryane Clowe,31,LW,NJD,43,7,19,26,-10,33,2.3,4,3,0,1,14,5,0,74,9.5,694,16:08,19,82,1,2,33.3
152,Rich Clune,26,LW,NSH,58,3,4,7,-7,166,0.0,3,0,0,1,4,0,0,29,10.3,491,8:27,9,132,0,0,
153,Cal Clutterbuck,26,RW,NYI,73,12,7,19,-9,40,1.3,9,0,3,1,6,0,1,172,7.0,1046,14:20,14,270,7,9,43.8
154,Braydon Coburn,28,D,PHI,82,5,12,17,-6,63,3.3,4,0,1,2,12,0,0,122,4.1,1840,22:27,115,109,0,0,
155,Andrew Cogliano,26,C,ANA,82,22,20,42,13,26,5.2,19,0,3,5,18,0,2,158,13.9,1262,15:24,36,94,11,16,40.7
156,Carlo Colaiacovo,31,D,STL,25,1,3,4,-4,18,0.6,1,0,0,0,2,1,0,18,5.6,379,15:09,26,29,0,0,
157,Joe Colborne,24,C,CGY,80,10,18,28,-17,34,1.8,9,1,0,1,15,3,0,80,12.5,1141,14:16,33,129,214,227,48.5
158,Erik Cole,35,LW,DAL,75,16,13,29,-17,20,2.3,13,3,0,4,9,4,0,139,11.5,1137,15:10,21,88,19,22,46.3
159,Ian Cole,24,D,STL,46,3,8,11,15,31,3.5,3,0,0,0,6,2,0,45,6.7,694,15:05,68,24,0,0,
160,Sean Collins,25,C,CBJ,6,0,1,1,1,0,0.1,0,0,0,0,1,0,0,6,0.0,49,8:11,1,9,0,0,
161,Blake Comeau,27,LW,CBJ,61,5,11,16,-2,36,1.0,5,0,0,0,11,0,0,107,4.7,736,12:04,14,193,10,7,58.8
162,Cory Conacher,24,C,TOT,79,7,19,26,1,50,2.0,6,1,0,2,19,0,0,100,7.0,1022,12:56,27,51,9,5,64.3
163,Cory Conacher,24,C,OTT,60,4,16,20,8,34,1.6,4,0,0,1,16,0,0,73,5.5,738,12:18,15,41,8,5,61.5
164,Cory Conacher,24,C,BUF,19,3,3,6,-7,16,0.4,2,1,0,1,3,0,0,27,11.1,284,14:58,12,10,1,0,100.0
165,Erik Condra,27,RW,OTT,76,6,10,16,0,30,0.8,5,0,1,0,9,0,1,85,7.1,885,11:39,44,28,1,14,6.7
166,Kevin Connauton,23,D,DAL,36,1,7,8,-6,16,0.9,1,0,0,0,5,2,0,56,1.8,552,15:20,29,43,0,0,
167,Chris Conner,30,RW,PIT,19,4,1,5,-3,2,0.5,4,0,0,0,1,0,0,17,23.5,224,11:46,10,21,0,1,0.0
168,Brett Connolly,21,RW,TBL,11,1,0,1,-5,4,-0.2,1,0,0,1,0,0,0,12,8.3,132,12:01,1,9,25,27,48.1
169,Matt Cooke,35,LW,MIN,82,10,18,28,8,54,2.5,9,0,1,3,15,2,1,104,9.6,1263,15:24,61,190,10,16,38.5
170,Patrice Cormier,23,C,WPG,9,0,3,3,2,7,0.3,0,0,0,0,3,0,0,4,0.0,63,6:58,3,20,26,20,56.5
171,Frank Corrado,20,D,VAN,15,1,0,1,-2,4,0.3,1,0,0,0,0,0,0,20,5.0,188,12:34,17,9,0,0,
172,Joe Corvo,36,D,OTT,25,3,7,10,-7,10,1.1,3,0,0,0,5,2,0,54,5.6,438,17:31,24,15,0,0,
173,Jean-Philippe Cote,31,D,TBL,19,0,4,4,0,22,0.6,0,0,0,0,4,0,0,12,0.0,190,10:00,22,40,0,0,
174,Logan Couture,24,C,SJS,65,23,31,54,21,20,7.3,17,4,2,6,20,8,2,233,9.9,1231,18:56,68,16,479,471,50.4
175,Sean Couturier,21,C,PHI,82,13,26,39,1,45,3.2,12,0,1,2,19,3,4,165,7.9,1565,19:05,40,64,646,707,47.7
176,Jared Cowen,23,D,OTT,68,6,9,15,0,45,3.0,6,0,0,2,8,1,0,68,8.8,1395,20:31,99,214,0,0,
177,Charlie Coyle,21,C,MIN,70,12,18,30,-7,33,2.4,10,2,0,2,17,1,0,135,8.9,1196,17:05,37,108,192,266,41.9
178,Joey Crabb,30,RW,FLA,9,0,1,1,-2,7,-0.2,0,0,0,0,1,0,0,5,0.0,129,14:23,5,23,10,10,50.0
179,Adam Cracknell,28,RW,STL,19,0,2,2,0,0,0.0,0,0,0,0,2,0,0,16,0.0,155,8:11,8,33,10,17,37.0
180,Ryan Craig,32,C,CBJ,6,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,4,0.0,42,7:01,1,8,0,0,
181,B.J. Crombeen,28,RW,TBL,55,3,7,10,-2,79,0.3,3,0,0,1,6,0,1,60,5.0,559,10:10,15,57,3,5,37.5
182,Sidney Crosby,26,C,PIT,80,36,68,104,18,46,13.5,25,11,0,5,41,27,0,259,13.9,1758,21:58,28,47,991,896,52.5
183,Matt Cullen,37,C,NSH,77,10,29,39,4,32,3.6,9,1,0,2,21,8,0,134,7.5,1193,15:30,22,18,438,334,56.7
184,Mark Cundari,23,D,CGY,4,0,0,0,-4,0,-0.3,0,0,0,0,0,0,0,6,0.0,43,10:47,4,10,0,0,
185,Craig Cunningham,23,RW,BOS,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,4,0.0,19,9:29,0,1,3,4,42.9
186,Kevin Czuczman,23,D,NYI,13,0,2,2,-5,14,0.0,0,0,0,0,2,0,0,24,0.0,254,19:33,13,15,1,0,100.0
187,Matt D'Agostini,27,RW,TOT,57,5,7,12,-15,26,0.2,3,2,0,2,7,0,0,110,4.5,847,14:51,40,55,5,10,33.3
188,Matt D'Agostini,27,RW,BUF,49,5,6,11,-14,22,0.3,3,2,0,2,6,0,0,99,5.1,756,15:26,39,48,5,10,33.3
