,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,PS
447,Lukas Krajicek,23,D,VAN,78,3,13,16,-4,64,2,1,0,2,9,4,0,105,2.9,1444,18:31,3.9
448,David Krejci,20,C,BOS,6,0,0,0,-3,2,0,0,0,0,0,0,0,2,0.0,26,4:24,-0.2
449,Kamil Kreps,22,C,FLA,14,1,1,2,-1,6,1,0,0,0,1,0,0,20,5.0,157,11:13,0.0
450,Jason Krog,31,C,TOT,23,3,3,6,5,10,3,0,0,1,3,0,0,22,13.6,285,12:24,0.6
451,Jason Krog,31,C,ATL,14,1,3,4,3,6,1,0,0,0,3,0,0,14,7.1,195,13:58,0.3
452,Jason Krog,31,C,NYR,9,2,0,2,2,4,2,0,0,1,0,0,0,8,25.0,90,9:58,0.3
453,Niklas Kronwall,26,D,DET,68,1,21,22,0,54,0,1,0,0,16,5,0,104,1.0,1404,20:39,3.8
454,Filip Kuba,30,D,TBL,81,15,22,37,-9,36,9,5,1,2,8,13,1,106,14.2,1637,20:12,6.3
455,Pavel Kubina,29,D,TOR,61,7,14,21,7,48,3,4,0,1,10,4,0,97,7.2,1300,21:19,4.0
456,Lasse Kukkonen,25,D,TOT,74,5,9,14,4,38,4,1,0,2,7,1,1,54,9.3,1266,17:06,3.7
457,Lasse Kukkonen,25,D,CHI,54,5,9,14,5,30,4,1,0,2,7,1,1,45,11.1,896,16:35,3.4
458,Lasse Kukkonen,25,D,PHI,20,0,0,0,-1,8,0,0,0,0,0,0,0,9,0.0,370,18:29,0.3
459,Chris Kunitz,27,LW,ANA,81,25,35,60,23,81,14,11,0,5,26,9,0,180,13.9,1381,17:03,7.2
460,Joel Kwiatkowski,29,D,TOT,42,5,5,10,-6,20,4,1,0,2,3,2,0,46,10.9,412,9:49,1.3
461,Joel Kwiatkowski,29,D,FLA,41,5,5,10,-5,20,4,1,0,2,3,2,0,46,10.9,400,9:46,1.4
462,Joel Kwiatkowski,29,D,PIT,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,12,11:59,-0.1
463,Antti Laaksonen,33,LW,COL,41,3,1,4,-3,16,2,0,1,0,1,0,0,43,7.0,438,10:41,-0.2
464,Dan LaCouture,29,LW,NJD,6,0,0,0,0,7,0,0,0,0,0,0,0,0,,30,4:57,0.0
465,Andrew Ladd,21,LW,CAR,65,11,10,21,1,46,9,2,0,3,9,1,0,109,10.1,728,11:12,2.1
466,Brooks Laich,23,C,WSH,73,8,10,18,-2,29,3,2,3,0,8,1,1,119,6.7,993,13:36,0.7
467,Bryce Lampman,24,D,NYR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,12,12:08,0.0
468,Robert Lang,36,C,DET,81,19,33,52,12,66,13,6,0,4,22,11,0,166,11.4,1362,16:49,5.4
469,Jamie Langenbrunner,31,RW,NJD,82,23,37,60,-9,64,11,12,0,7,27,10,0,243,9.5,1522,18:33,5.9
470,Josh Langfeld,29,RW,DET,33,0,2,2,2,12,0,0,0,0,2,0,0,37,0.0,183,5:33,0.0
471,Daymond Langkow,30,C,CGY,81,33,44,77,23,44,22,10,1,6,25,17,2,247,13.4,1630,20:07,9.0
472,Ian Laperriere,33,RW,COL,81,8,21,29,5,133,8,0,0,0,20,0,1,118,6.8,1121,13:51,1.8
473,Maxim Lapierre,21,C,MTL,46,6,6,12,-7,24,5,0,1,2,6,0,0,82,7.3,525,11:25,0.7
474,Martin Lapointe,33,RW,CHI,82,13,11,24,-14,98,7,5,1,2,10,1,0,102,12.7,1147,13:59,1.3
475,Georges Laraque,30,RW,TOT,73,5,19,24,4,70,4,1,0,0,17,2,0,44,11.4,705,9:39,1.9
476,Georges Laraque,30,RW,PHX,56,5,17,22,7,52,4,1,0,0,15,2,0,34,14.7,576,10:17,2.0
477,Georges Laraque,30,RW,PIT,17,0,2,2,-3,18,0,0,0,0,2,0,0,10,0.0,129,7:34,-0.2
478,Drew Larman,21,C,FLA,16,2,0,2,-3,2,2,0,0,0,0,0,0,15,13.3,118,7:23,0.1
479,Chad Larose,24,C,CAR,80,6,12,18,-2,10,4,0,2,0,10,0,2,94,6.4,817,10:13,1.0
480,Brad Larsen,29,LW,ATL,72,7,6,13,-11,39,5,0,2,0,5,0,1,61,11.5,891,12:22,0.0
481,Matt Lashoff,20,D,BOS,12,0,2,2,-6,12,0,0,0,0,2,0,0,8,0.0,179,14:55,-0.1
482,Guillaume Latendresse,19,RW,MTL,80,16,13,29,-20,47,11,5,0,3,8,5,0,121,13.2,1008,12:36,2.2
483,Patrick Leahy,27,RW,NSH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,6,5:46,0.0
484,Brett Lebda,25,D,DET,74,5,13,18,16,61,4,1,0,2,13,0,0,107,4.7,1103,14:54,4.8
485,Vincent Lecavalier,26,C,TBL,82,52,56,108,2,44,31,16,5,7,32,20,4,339,15.3,1854,22:36,13.4
486,John LeClair,37,LW,PIT,21,2,5,7,-2,12,1,1,0,0,5,0,0,27,7.4,249,11:51,0.4
487,David Legwand,26,C,NSH,78,27,36,63,23,44,23,3,1,7,27,7,2,153,17.6,1432,18:22,7.3
488,Yanick Lehoux,24,C,PHX,7,1,2,3,-1,4,0,1,0,0,1,1,0,10,10.0,88,12:32,0.2
489,Jere Lehtinen,33,RW,DAL,73,26,17,43,5,16,14,11,1,5,10,7,0,194,13.4,1418,19:26,5.3
490,Mikko Lehtonen,28,D,NSH,15,1,2,3,0,8,1,0,0,0,2,0,0,14,7.1,219,14:36,0.6
491,Jordan Leopold,26,D,COL,15,2,3,5,-4,14,0,1,1,0,3,0,0,19,10.5,297,19:47,0.6
492,Junior Lessard,26,RW,DAL,1,1,0,1,1,0,0,1,0,0,0,0,0,3,33.3,12,11:56,0.2
493,Kris Letang,19,D,PIT,7,2,0,2,-3,4,0,2,0,0,0,0,0,8,25.0,81,11:33,0.2
494,Trevor Letowski,29,RW,CAR,61,2,6,8,-8,18,2,0,0,0,4,1,1,69,2.9,591,9:41,-0.3
495,Nicklas Lidstrom,36,D,DET,80,13,49,62,40,46,3,10,0,1,23,23,3,224,5.8,2199,27:29,13.1
496,David Liffiton,22,D,NYR,2,0,0,0,1,7,0,0,0,0,0,0,0,2,0.0,23,11:31,0.1
497,John-Michael Liles,26,D,COL,71,14,30,44,0,24,6,8,0,3,10,20,0,128,10.9,1261,17:46,6.8
498,Andreas Lilja,31,D,DET,57,0,5,5,6,54,0,0,0,0,5,0,0,37,0.0,878,15:25,1.9
499,Trevor Linden,36,C,VAN,80,12,13,25,-6,34,7,5,0,1,11,2,0,92,13.0,987,12:20,2.0
500,Eric Lindros,33,RW,DAL,49,5,21,26,-1,70,4,1,0,0,14,7,0,95,5.3,718,14:39,2.1
501,Joakim Lindstrom,23,C,CBJ,9,1,0,1,-3,4,1,0,0,0,0,0,0,9,11.1,76,8:28,0.0
502,Enver Lisin,20,RW,PHX,17,1,1,2,-18,16,0,1,0,0,1,0,0,35,2.9,256,15:02,-0.9
503,Martin Lojek,21,D,FLA,3,0,1,1,2,0,0,0,0,0,1,0,0,0,,25,8:23,0.3
504,Matthew Lombardi,24,C,CGY,81,20,26,46,10,48,11,5,4,5,17,8,1,176,11.4,1326,16:22,4.5
505,Reed Low,30,RW,CHI,6,0,0,0,-1,31,0,0,0,0,0,0,0,0,,21,3:33,-0.1
506,Brad Lukowich,30,D,NJD,75,4,8,12,1,36,3,0,1,2,7,1,0,50,8.0,1517,20:13,4.5
507,Jamie Lundmark,26,C,TOT,68,7,6,13,-12,56,7,0,0,0,4,2,0,81,8.6,801,11:47,0.0
508,Jamie Lundmark,26,C,CGY,39,0,4,4,-4,31,0,0,0,0,2,2,0,28,0.0,336,8:37,-0.4
509,Jamie Lundmark,26,C,LAK,29,7,2,9,-8,25,7,0,0,0,2,0,0,53,13.2,465,16:03,0.5
510,Joel Lundqvist,24,C,DAL,36,3,3,6,-5,14,3,0,0,0,3,0,0,36,8.3,408,11:20,0.2
511,Joffrey Lupul,23,RW,EDM,81,16,12,28,-29,45,11,5,0,1,9,3,0,172,9.3,1263,15:36,1.5
512,Toni Lydman,29,D,BUF,67,2,17,19,10,55,2,0,0,1,14,2,1,44,4.5,1380,20:36,2.8
513,Clarke MacArthur,21,LW,BUF,19,3,4,7,4,4,3,0,0,0,4,0,0,16,18.8,169,8:54,0.8
514,Craig MacDonald,29,C,CHI,25,3,2,5,-2,14,2,0,1,0,2,0,0,30,10.0,280,11:12,0.3
515,Derek MacKenzie,25,C,ATL,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,20,5:00,0.0
516,Don MacLean,30,C,PHX,9,1,1,2,-4,0,1,0,0,0,0,1,0,12,8.3,114,12:38,-0.1
517,John Madden,33,C,NJD,74,12,20,32,-7,14,12,0,0,1,15,3,2,153,7.8,1397,18:53,2.2
518,Adam Mair,27,C,BUF,82,2,9,11,-1,128,2,0,0,0,9,0,0,73,2.7,619,7:33,-0.2
519,Tomi Maki,23,RW,CGY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,11,10:56,0.0
520,Tomas Malec,24,D,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,15,14:47,0.0
521,Manny Malhotra,26,C,CBJ,82,9,16,25,-8,76,7,2,0,3,16,0,0,109,8.3,1214,14:48,1.2
522,Marek Malik,31,D,NYR,69,2,19,21,32,70,2,0,0,0,16,1,2,57,3.5,1329,19:16,6.6
523,Evgeni Malkin,20,LW,PIT,78,33,52,85,2,80,17,16,0,6,28,24,0,242,13.6,1494,19:10,9.4
524,Ryan Malone,27,LW,PIT,64,16,15,31,4,71,14,1,1,0,10,4,1,125,12.8,1040,16:15,3.0
525,Kirk Maltby,34,LW,DET,82,6,5,11,-9,50,6,0,0,0,5,0,0,113,5.3,1081,13:11,-0.5
526,Mark Mancari,21,RW,BUF,3,0,1,1,-1,2,0,0,0,0,1,0,0,1,0.0,19,6:12,0.0
527,Paul Mara,27,D,TOT,78,5,18,23,-16,113,4,1,0,0,5,13,0,100,5.0,1726,22:08,3.6
528,Paul Mara,27,D,BOS,59,3,15,18,-22,95,3,0,0,0,4,11,0,60,5.0,1291,21:53,1.9
529,Paul Mara,27,D,NYR,19,2,3,5,6,18,1,1,0,0,1,2,0,40,5.0,436,22:56,1.7
530,Todd Marchant,33,C,ANA,56,8,15,23,7,44,5,0,3,2,15,0,0,115,7.0,850,15:10,2.0
531,Andrei Markov,28,D,MTL,77,6,43,49,2,56,1,5,0,2,13,27,3,128,4.7,1885,24:29,8.1
532,Danny Markov,30,D,DET,66,4,12,16,25,59,4,0,0,0,11,0,1,66,6.1,1246,18:53,5.3
533,Patrick Marleau,27,C,SJS,77,32,46,78,9,33,18,14,0,9,23,23,0,180,17.8,1429,18:34,9.4
534,Paul Martin,25,D,NJD,82,3,23,26,-9,18,2,1,0,0,18,5,0,84,3.6,2068,25:13,6.0
535,Radek Martinek,30,D,NYI,43,2,15,17,19,40,2,0,0,0,9,4,2,44,4.5,856,19:54,4.0
536,Richard Matvichuk,33,D,NJD,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,12:45,-0.1
537,Brad May,35,LW,TOT,24,0,4,4,-1,21,0,0,0,0,4,0,0,22,0.0,236,9:50,-0.1
538,Brad May,35,LW,ANA,14,0,1,1,-1,13,0,0,0,0,1,0,0,11,0.0,121,8:39,-0.1
539,Brad May,35,LW,COL,10,0,3,3,0,8,0,0,0,0,3,0,0,11,0.0,115,11:28,0.1
540,Jamal Mayers,32,RW,STL,80,8,14,22,-19,89,6,0,2,0,14,0,0,129,6.2,1170,14:37,0.1
541,Dean McAmmond,33,LW,OTT,81,14,15,29,11,28,12,0,2,1,13,1,1,86,16.3,901,11:08,2.9
542,Bryan McCabe,31,D,TOR,82,15,42,57,3,115,4,11,0,1,19,23,0,207,7.2,2200,26:50,8.6
543,Steve McCarthy,25,D,ATL,46,4,12,16,4,24,1,3,0,0,4,8,0,51,7.8,703,15:17,2.9
544,Darren McCarty,34,RW,CGY,32,0,0,0,-3,58,0,0,0,0,0,0,0,15,0.0,173,5:24,-0.5
545,Alyn McCauley,29,C,LAK,10,1,0,1,0,2,1,0,0,0,0,0,0,4,25.0,97,9:43,0.0
546,Jay McClement,23,C,STL,81,8,28,36,3,55,8,0,0,0,25,1,2,104,7.7,1125,13:53,2.5
547,Cody McCormick,23,C,COL,6,0,1,1,1,6,0,0,0,0,1,0,0,6,0.0,40,6:44,0.1
548,Andy McDonald,29,C,ANA,82,27,51,78,16,46,19,8,0,3,26,25,0,252,10.7,1442,17:35,8.9
549,Brian McGrattan,25,RW,OTT,45,0,2,2,-1,100,0,0,0,0,2,0,0,22,0.0,174,3:51,-0.2
550,Nathan McIver,22,D,VAN,1,0,0,0,-3,7,0,0,0,0,0,0,0,0,,11,11:20,-0.2
551,Jay McKee,29,D,STL,23,0,0,0,-9,12,0,0,0,0,0,0,0,19,0.0,465,20:14,-0.3
552,Kyle McLaren,29,D,SJS,67,5,12,17,10,61,4,1,0,0,11,1,0,43,11.6,1435,21:25,5.1
553,Brett McLean,28,C,COL,78,15,20,35,8,36,15,0,0,3,19,1,0,134,11.2,1063,13:38,3.4
554,Derek Meech,22,D,DET,4,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,23,5:47,0.1
555,Josef Melichar,28,D,PIT,70,1,11,12,1,44,1,0,0,0,9,1,1,57,1.8,1317,18:49,2.5
556,Bjorn Melin,25,RW,ANA,3,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,22,7:19,0.1
557,Scott Mellanby,40,RW,ATL,69,12,24,36,-9,63,7,5,0,2,15,9,0,103,11.7,947,13:43,2.9
558,Eric Meloche,30,RW,PHI,13,1,2,3,-6,4,0,1,0,0,2,0,0,12,8.3,109,8:21,0.0
559,Andrej Meszaros,21,D,OTT,82,7,28,35,-15,102,7,0,0,1,17,10,1,147,4.8,1778,21:41,3.6
560,Marc Methot,21,D,CBJ,20,0,4,4,5,12,0,0,0,0,4,0,0,11,0.0,293,14:38,1.2
561,Glen Metropolit,32,C,TOT,77,14,19,33,9,34,9,5,0,2,16,3,0,123,11.4,931,12:05,3.5
562,Glen Metropolit,32,C,ATL,57,12,16,28,9,20,8,4,0,2,15,1,0,92,13.0,671,11:47,3.3
563,Glen Metropolit,32,C,STL,20,2,3,5,0,14,1,1,0,0,1,2,0,31,6.5,259,12:58,0.2
564,Freddy Meyer,26,D,TOT,60,2,6,8,-4,38,1,1,0,0,3,3,0,41,4.9,1048,17:28,1.6
565,Freddy Meyer,26,D,NYI,35,0,3,3,0,24,0,0,0,0,2,1,0,14,0.0,583,16:39,0.7
566,Freddy Meyer,26,D,PHI,25,2,3,5,-4,14,1,1,0,0,1,2,0,27,7.4,465,18:36,0.9
567,Branislav Mezei,26,D,FLA,45,0,3,3,0,55,0,0,0,0,3,0,0,24,0.0,718,15:58,0.8
568,Milan Michalek,22,RW,SJS,78,26,40,66,17,36,15,11,0,9,24,15,1,191,13.6,1307,16:46,8.0
569,Zbynek Michalek,24,D,PHX,82,4,24,28,-20,34,1,3,0,0,11,11,2,144,2.8,1941,23:40,3.6
570,Antti Miettinen,26,RW,DAL,74,11,14,25,-5,38,5,6,0,1,12,2,0,141,7.8,1060,14:20,2.0
571,Alexei Mikhnov,24,LW,EDM,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,14,6:52,0.0
572,Aaron Miller,35,D,LAK,82,0,8,8,-14,60,0,0,0,0,7,0,1,56,0.0,1607,19:36,1.4
573,Duncan Milroy,23,RW,MTL,5,0,1,1,-2,0,0,0,0,0,1,0,0,6,0.0,65,12:56,-0.1
574,Willie Mitchell,29,D,VAN,62,1,10,11,1,45,1,0,0,0,9,0,1,54,1.9,1377,22:13,3.4
575,Mike Modano,36,C,DAL,59,22,21,43,9,34,13,9,0,7,11,9,1,141,15.6,1086,18:24,5.5
576,Fredrik Modin,32,LW,CBJ,79,22,20,42,-3,50,16,6,0,4,14,6,0,220,10.0,1510,19:07,4.0
577,Jaroslav Modry,35,D,TOT,76,1,17,18,11,54,1,0,0,0,9,7,1,89,1.1,1434,18:52,5.1
578,Jaroslav Modry,35,D,DAL,57,1,9,10,10,32,1,0,0,0,7,2,0,60,1.7,997,17:30,3.7
579,Jaroslav Modry,35,D,LAK,19,0,8,8,1,22,0,0,0,0,2,5,1,29,0.0,436,22:57,1.3
580,Travis Moen,24,LW,ANA,82,11,10,21,-4,101,11,0,0,0,9,0,1,124,8.9,1214,14:48,1.0
581,Tomas Mojzis,24,D,STL,6,1,0,1,0,0,1,0,0,0,0,0,0,7,14.3,60,10:03,0.3
582,Steve Montador,27,D,FLA,72,1,8,9,1,119,1,0,0,0,7,1,0,88,1.1,946,13:08,1.7
583,Dominic Moore,26,C,TOT,69,8,9,17,4,56,8,0,0,1,9,0,0,111,7.2,873,12:39,1.1
584,Dominic Moore,26,C,PIT,59,6,9,15,1,46,6,0,0,0,9,0,0,100,6.0,771,13:04,0.7
585,Dominic Moore,26,C,MIN,10,2,0,2,3,10,2,0,0,1,0,0,0,11,18.2,102,10:12,0.4
586,Brad Moran,27,C,VAN,3,0,1,1,0,2,0,0,0,0,0,1,0,3,0.0,38,12:38,0.0
587,Ian Moran,34,D,ANA,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,6,6:06,-0.1
588,Ethan Moreau,31,LW,EDM,7,1,0,1,-4,12,1,0,0,0,0,0,0,18,5.6,106,15:08,-0.1
589,Jason Morgan,30,C,MIN,4,0,0,0,-1,4,0,0,0,0,0,0,0,0,,30,7:29,-0.1
590,Derek Morris,28,D,PHX,82,6,19,25,-18,115,4,2,0,1,9,10,0,129,4.7,1680,20:29,3.4
591,Brendan Morrison,31,C,VAN,82,20,31,51,-9,60,12,6,2,3,19,12,0,139,14.4,1472,17:57,4.6
592,Shaone Morrisonn,24,D,WSH,78,3,10,13,3,106,3,0,0,0,9,0,1,46,6.5,1634,20:57,2.9
593,Brenden Morrow,28,LW,DAL,40,16,15,31,-2,33,8,8,0,3,11,4,0,101,15.8,731,18:16,3.7
594,Dave Moss,25,LW,CGY,41,10,8,18,5,12,7,3,0,1,7,1,0,70,14.3,460,11:13,2.2
595,Joe Motzko,26,RW,CBJ,7,1,0,1,0,0,1,0,0,0,0,0,0,10,10.0,45,6:27,0.1
596,Mark Mowers,32,RW,BOS,78,5,12,17,-10,26,4,0,1,0,11,1,0,60,8.3,936,12:00,0.3
597,Bryan Muir,33,D,WSH,26,3,4,7,3,42,3,0,0,1,2,2,0,28,10.7,380,14:37,1.5
598,Douglas Murray,26,D,SJS,35,0,3,3,0,31,0,0,0,0,2,1,0,18,0.0,377,10:46,0.9
599,Garth Murray,24,LW,MTL,43,2,1,3,-10,32,2,0,0,0,1,0,0,28,7.1,360,8:23,-0.5
600,Glen Murray,34,RW,BOS,59,28,17,45,-12,44,16,12,0,4,11,6,0,201,13.9,1106,18:45,5.3
601,Marty Murray,31,C,LAK,19,0,2,2,-5,4,0,0,0,0,2,0,0,4,0.0,181,9:32,-0.3
602,Ladislav Nagy,27,LW,TOT,80,12,43,55,-5,54,8,4,0,1,23,20,0,146,8.2,1386,17:20,4.3
603,Ladislav Nagy,27,LW,PHX,55,8,33,41,-2,48,6,2,0,0,18,15,0,113,7.1,983,17:52,3.2
604,Ladislav Nagy,27,LW,DAL,25,4,10,14,-3,6,2,2,0,1,5,5,0,33,12.1,403,16:08,1.2
605,Rick Nash,22,LW,CBJ,75,27,30,57,-8,73,17,9,1,5,15,13,2,228,11.8,1440,19:12,6.0
606,Markus Naslund,33,RW,VAN,82,24,36,60,3,54,15,9,0,5,17,19,0,222,10.8,1455,17:44,6.4
607,Alain Nasreddine,31,D,PIT,44,1,4,5,12,18,1,0,0,0,4,0,0,29,3.4,694,15:47,2.1
608,Petr Nedved,35,C,TOT,40,2,10,12,-25,28,1,1,0,0,6,4,0,39,5.1,592,14:47,-0.5
609,Petr Nedved,35,C,PHI,21,1,6,7,-20,18,1,0,0,0,4,2,0,18,5.6,341,16:15,-0.6
610,Petr Nedved,35,C,EDM,19,1,4,5,-5,10,0,1,0,0,2,2,0,21,4.8,250,13:11,0.1
611,Chris Neil,27,RW,OTT,82,12,16,28,6,177,9,3,0,3,14,2,0,139,8.6,1076,13:08,2.0
612,Kris Newbury,24,C,TOR,15,2,2,4,4,26,2,0,0,0,2,0,0,30,6.7,115,7:42,0.5
613,Scott Nichol,32,C,NSH,59,7,6,13,7,79,5,1,1,2,5,1,0,58,12.1,740,12:32,0.9
614,Rob Niedermayer,32,C,ANA,82,5,11,16,-8,77,5,0,0,0,11,0,0,106,4.7,1365,16:39,-0.5
615,Scott Niedermayer,33,D,ANA,79,15,54,69,6,86,6,9,0,3,29,25,0,172,8.7,2173,27:31,11.7
616,Frans Nielsen,22,C,NYI,15,1,1,2,-2,0,1,0,0,1,1,0,0,16,6.3,78,5:13,0.1
617,Ville Nieminen,29,LW,TOT,44,1,1,2,-8,43,1,0,0,0,1,0,0,43,2.3,387,8:47,-0.7
618,Ville Nieminen,29,LW,SJS,30,1,1,2,-7,14,1,0,0,0,1,0,0,30,3.3,259,8:38,-0.4
619,Ville Nieminen,29,LW,STL,14,0,0,0,-1,29,0,0,0,0,0,0,0,13,0.0,128,9:09,-0.3
620,Joe Nieuwendyk,40,C,FLA,15,5,3,8,-4,4,3,2,0,2,1,2,0,30,16.7,201,13:24,0.8
621,Janne Niinimaa,31,D,MTL,41,0,3,3,-13,36,0,0,0,0,3,0,0,29,0.0,609,14:51,0.0
622,Marcus Nilson,28,LW,CGY,63,5,10,15,7,27,5,0,0,1,10,0,0,69,7.2,826,13:07,0.7
623,Robert Nilsson,22,C,EDM,4,1,0,1,-1,4,1,0,0,0,0,0,0,8,12.5,69,17:21,0.1
624,Owen Nolan,34,RW,PHX,76,16,24,40,-2,56,11,2,3,1,14,10,0,154,10.4,1172,15:25,3.6
625,Jonas Nordqvist,24,C,CHI,3,0,2,2,1,2,0,0,0,0,2,0,0,2,0.0,42,13:55,0.2
626,Mattias Norstrom,35,D,TOT,76,2,9,11,-18,48,2,0,0,0,8,0,1,60,3.3,1562,20:33,1.7
627,Mattias Norstrom,35,D,LAK,62,2,7,9,-20,40,2,0,0,0,6,0,1,44,4.5,1297,20:55,0.9
628,Mattias Norstrom,35,D,DAL,14,0,2,2,2,8,0,0,0,0,2,0,0,16,0.0,265,18:54,0.8
629,Brad Norton,31,D,DET,6,0,1,1,2,20,0,0,0,0,1,0,0,2,0.0,25,4:08,0.3
630,Filip Novak,24,D,CBJ,6,0,0,0,1,2,0,0,0,0,0,0,0,3,0.0,60,9:55,0.2
631,Jiri Novotny,23,C,TOT,68,6,13,19,-4,28,6,0,0,0,13,0,0,79,7.6,879,12:56,0.5
632,Jiri Novotny,23,C,BUF,50,6,7,13,-2,26,6,0,0,0,7,0,0,60,10.0,616,12:19,0.4
633,Jiri Novotny,23,C,WSH,18,0,6,6,-2,2,0,0,0,0,6,0,0,19,0.0,263,14:36,0.0
634,Petteri Nummelin,34,D,MIN,51,3,17,20,-15,22,3,0,0,0,4,13,0,69,4.3,1035,20:17,2.9
635,Teppo Numminen,38,D,BUF,79,2,27,29,17,32,2,0,0,0,14,12,1,69,2.9,1643,20:48,4.4
636,Lawrence Nycholat,27,D,TOT,19,2,6,8,-3,12,2,0,0,0,4,2,0,25,8.0,382,20:07,1.1
637,Lawrence Nycholat,27,D,WSH,18,2,6,8,-3,12,2,0,0,0,4,2,0,22,9.1,370,20:32,1.0
638,Lawrence Nycholat,27,D,OTT,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,13,12:48,0.0
639,Michael Nylander,34,C,NYR,79,26,57,83,12,42,12,14,0,4,34,23,0,193,13.5,1610,20:23,9.0
640,Shane O'Brien,23,D,TOT,80,2,14,16,-3,176,1,1,0,2,11,3,0,72,2.8,1198,14:59,3.0
641,Shane O'Brien,23,D,ANA,62,2,12,14,5,140,1,1,0,2,9,3,0,55,3.6,872,14:04,3.1
642,Shane O'Brien,23,D,TBL,18,0,2,2,-8,36,0,0,0,0,2,0,0,17,0.0,326,18:08,-0.1
643,Sean O'Donnell,35,D,ANA,79,2,15,17,9,92,2,0,0,1,14,0,1,47,4.3,1574,19:55,4.6
644,Jeff O'Neill,30,C,TOR,74,20,22,42,1,54,14,6,0,3,17,5,0,165,12.1,1016,13:43,4.3
645,Patrick O'Sullivan,21,C,LAK,44,5,14,19,-6,14,3,2,0,1,7,7,0,92,5.4,619,14:04,1.1
646,Johnny Oduya,25,D,NJD,76,2,9,11,-5,61,2,0,0,0,7,2,0,55,3.6,1407,18:31,3.5
647,Mattias Ohlund,30,D,VAN,77,11,20,31,-3,80,5,6,0,2,11,9,0,170,6.5,1909,24:47,7.0
648,Rostislav Olesz,21,C,FLA,75,11,19,30,2,28,9,2,0,2,17,1,1,164,6.7,1163,15:30,2.0
649,Ben Ondrus,24,RW,TOR,16,0,2,2,-5,20,0,0,0,0,2,0,0,7,0.0,78,4:54,-0.2
650,Brooks Orpik,26,D,PIT,70,0,6,6,4,82,0,0,0,0,4,2,0,59,0.0,1163,16:37,1.9
651,Colton Orr,24,RW,NYR,53,2,1,3,-2,126,2,0,0,1,1,0,0,23,8.7,282,5:20,0.0
652,Jed Ortmeyer,28,RW,NYR,41,2,9,11,7,22,1,0,1,0,8,0,1,67,3.0,516,12:35,0.7
653,Steve Ott,24,C,DAL,19,0,4,4,-4,35,0,0,0,0,3,1,0,17,0.0,175,9:11,0.0
654,Michel Ouellet,24,RW,PIT,73,19,29,48,-3,30,8,11,0,2,21,8,0,148,12.8,973,13:20,4.9
655,Alex Ovechkin,21,LW,WSH,82,46,46,92,-19,52,30,16,0,8,25,21,0,392,11.7,1754,21:23,10.5
656,Sandis Ozolinsh,34,D,NYR,21,0,3,3,-8,8,0,0,0,0,2,1,0,15,0.0,396,18:51,0.2
657,Nathan Paetsch,23,D,BUF,63,2,22,24,10,50,2,0,0,0,13,9,0,62,3.2,961,15:15,3.4
658,Samuel Pahlsson,29,C,ANA,82,8,18,26,-4,42,8,0,0,1,18,0,0,111,7.2,1424,17:22,0.8
659,Daniel Paille,22,LW,BUF,29,3,8,11,5,18,3,0,0,0,7,0,1,45,6.7,371,12:47,0.8
660,Jay Pandolfo,32,LW,NJD,82,13,14,27,-5,8,12,0,1,1,13,0,1,109,11.9,1526,18:37,1.7
661,Ryan Parent,19,D,PHI,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,14,14:10,0.0
662,P.A. Parenteau,23,LW,CHI,5,0,1,1,-1,2,0,0,0,0,0,1,0,7,0.0,55,11:05,0.0
663,Zach Parise,22,LW,NJD,82,31,31,62,-3,30,22,9,0,7,18,13,0,247,12.6,1438,17:32,7.2
664,Richard Park,30,RW,NYI,82,10,16,26,4,33,8,0,2,2,15,0,1,93,10.8,955,11:39,1.9
665,Scott Parker,29,RW,TOT,21,1,1,2,0,28,1,0,0,0,1,0,0,5,20.0,112,5:19,0.1
666,Scott Parker,29,RW,SJS,11,0,0,0,0,22,0,0,0,0,0,0,0,3,0.0,56,5:03,-0.1
667,Scott Parker,29,RW,COL,10,1,1,2,0,6,1,0,0,0,1,0,0,2,50.0,56,5:35,0.2
668,Mark Parrish,29,RW,MIN,76,19,20,39,9,18,14,5,0,4,14,6,0,141,13.5,1089,14:20,4.8
669,George Parros,27,RW,TOT,34,1,0,1,-3,102,1,0,0,0,0,0,0,19,5.3,172,5:03,-0.2
670,George Parros,27,RW,ANA,32,1,0,1,-2,102,1,0,0,0,0,0,0,18,5.6,165,5:09,-0.2
671,George Parros,27,RW,COL,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,7,3:33,-0.1
