,Player,Age,Pos,Tm,GP,G,A,PTS,+/-,PIM,EVG,PPG,SHG,GW,EVA,PPA,SHA,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,PS
935,Brett Sutter,27,C,MIN,6,0,3,3,1,4,0,0,0,0,3,0,0,6,0.0,56,9:19,1,16,0,0,,0.3
936,Brody Sutter,23,C,CAR,4,0,0,0,-2,0,0,0,0,0,0,0,0,0,,30,7:26,2,3,7,7,50.0,-0.1
937,Jordan Szwarz,23,RW,ARI,9,1,0,1,-2,2,1,0,0,0,0,0,0,8,12.5,121,13:28,9,5,0,0,,0.0
938,Maxime Talbot,30,C,TOT,81,5,13,18,-1,29,5,0,0,1,13,0,0,97,5.2,1102,13:37,51,132,76,82,48.1,0.7
939,Maxime Talbot,30,C,COL,63,5,10,15,2,27,5,0,0,1,10,0,0,73,6.8,883,14:00,41,86,72,75,49.0,0.9
940,Maxime Talbot,30,C,BOS,18,0,3,3,-3,2,0,0,0,0,3,0,0,24,0.0,220,12:13,10,46,4,7,36.4,-0.2
941,Chris Tanev,25,D,VAN,70,2,18,20,8,12,2,0,0,1,16,2,0,53,3.8,1476,21:05,170,23,0,0,,4.3
942,Eric Tangradi,25,LW,MTL,7,0,0,0,-3,17,0,0,0,0,0,0,0,5,0.0,54,7:44,4,12,1,0,100.0,-0.2
943,Alex Tanguay,35,LW,COL,80,22,33,55,-1,40,19,2,1,4,21,12,0,104,21.2,1453,18:10,39,45,12,16,42.9,6.2
944,Vladimir Tarasenko,23,RW,STL,77,37,36,73,27,31,29,8,0,6,26,10,0,264,14.0,1357,17:37,18,32,0,3,0.0,11.2
945,Daniil Tarasov,23,RW,SJS,5,0,1,1,2,0,0,0,0,0,1,0,0,5,0.0,38,7:34,1,2,1,0,100.0,0.1
946,Tomas Tatar,24,C,DET,82,29,27,56,6,28,20,9,0,7,17,10,0,211,13.7,1330,16:13,18,90,6,4,60.0,7.7
947,John Tavares,24,C,NYI,82,38,48,86,5,46,25,13,0,8,29,18,1,278,13.7,1695,20:40,37,48,753,689,52.2,11.2
948,Matt Tennyson,24,D,SJS,27,2,6,8,0,16,1,1,0,0,4,1,1,37,5.4,474,17:34,34,48,0,0,,1.5
949,Teuvo Teravainen,20,LW,CHI,34,4,5,9,4,2,4,0,0,1,4,1,0,66,6.1,435,12:47,14,11,29,33,46.8,0.9
950,Chris Terry,25,LW,CAR,57,11,9,20,-4,14,8,3,0,0,8,1,0,71,15.5,725,12:43,17,44,6,5,54.5,2.4
951,Christian Thomas,22,LW,MTL,18,1,0,1,-2,7,1,0,0,0,0,0,0,26,3.8,164,9:06,3,8,0,1,0.0,-0.1
952,Nate Thompson,30,C,ANA,80,5,13,18,0,39,4,0,1,3,13,0,0,87,5.7,1066,13:19,52,204,557,496,52.9,0.6
953,Chris Thorburn,31,RW,WPG,81,7,7,14,-5,76,7,0,0,2,7,0,0,67,10.4,655,8:05,29,127,37,20,64.9,1.0
954,Joe Thornton,35,C,SJS,78,16,49,65,-4,30,12,4,0,0,31,18,0,131,12.2,1437,18:25,24,39,535,405,56.9,6.5
955,Shawn Thornton,37,LW,FLA,46,1,4,5,-13,50,1,0,0,0,4,0,0,53,1.9,441,9:35,5,93,3,9,25.0,-0.6
956,Chris Tierney,20,C,SJS,43,6,15,21,3,6,5,1,0,1,12,3,0,48,12.5,527,12:15,17,11,150,192,43.9,2.3
957,Kimmo Timonen,39,D,CHI,16,0,0,0,-3,2,0,0,0,0,0,0,0,10,0.0,192,11:59,15,15,0,0,,-0.1
958,Jarred Tinordi,22,D,MTL,13,0,2,2,-5,19,0,0,0,0,2,0,0,5,0.0,157,12:04,18,20,0,0,,-0.1
959,Jiri Tlusty,26,LW,TOT,72,14,17,31,-18,20,8,6,0,0,13,4,0,123,11.4,1154,16:01,39,82,5,10,33.3,2.7
960,Jiri Tlusty,26,LW,CAR,52,13,10,23,-17,16,7,6,0,0,7,3,0,97,13.4,895,17:12,27,64,5,10,33.3,2.2
961,Jiri Tlusty,26,LW,WPG,20,1,7,8,-1,4,1,0,0,0,6,1,0,26,3.8,259,12:57,12,18,0,0,,0.5
962,Jonathan Toews,26,C,CHI,81,28,38,66,30,36,20,6,2,7,26,11,1,192,14.6,1585,19:34,16,56,947,728,56.5,9.4
963,Tyler Toffoli,22,C,LAK,76,23,26,49,25,37,15,3,5,3,23,2,1,200,11.5,1109,14:35,11,86,4,5,44.4,7.4
964,Jordin Tootoo,31,RW,NJD,68,10,5,15,1,72,9,1,0,1,5,0,0,75,13.3,711,10:27,8,132,1,0,100.0,1.8
965,Vincent Trocheck,21,C,FLA,50,7,15,22,9,24,6,1,0,0,15,0,0,89,7.9,700,14:00,19,93,234,247,48.6,2.5
966,Corey Tropp,25,RW,CBJ,61,1,7,8,-14,76,1,0,0,0,7,0,0,22,4.5,534,8:45,28,80,1,1,50.0,-0.6
967,Zach Trotman,24,D,BOS,27,1,4,5,-2,0,1,0,0,1,4,0,0,46,2.2,443,16:24,33,44,0,0,,0.9
968,Jacob Trouba,20,D,WPG,65,7,15,22,2,46,6,1,0,0,10,5,0,133,5.3,1516,23:19,120,97,0,1,0.0,4.6
969,Kyle Turris,25,C,OTT,82,24,40,64,5,36,19,4,1,6,28,12,0,215,11.2,1576,19:13,40,48,737,730,50.2,7.4
970,Dana Tyrell,25,C,CBJ,3,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,21,6:56,3,5,0,0,,-0.1
971,Fedor Tyutin,31,D,CBJ,67,3,12,15,8,40,3,0,0,0,9,1,2,56,5.4,1335,19:55,117,106,0,0,,3.5
972,Dominik Uher,22,C,PIT,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,13,6:28,1,2,0,0,,-0.1
973,R.J. Umberger,32,LW,PHI,67,9,6,15,-9,19,7,2,0,0,6,0,0,96,9.4,926,13:49,40,114,9,13,40.9,0.7
974,Scottie Upshall,31,LW,FLA,63,8,7,15,-8,28,8,0,0,2,6,1,0,93,8.6,799,12:41,27,128,34,31,52.3,0.9
975,David Van Der Gulik,31,LW,LAK,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,5,5:15,0,1,0,0,,0.0
976,James van Riemsdyk,25,LW,TOR,82,27,29,56,-33,43,17,9,1,4,19,10,0,248,10.9,1565,19:05,29,83,21,33,38.9,5.6
977,Trevor van Riemsdyk,23,D,CHI,18,0,1,1,0,2,0,0,0,0,1,0,0,21,0.0,244,13:32,15,4,0,0,,0.4
978,Chris VandeVelde,27,C,PHI,72,9,6,15,-6,28,9,0,0,0,6,0,0,70,12.9,845,11:44,46,121,21,35,37.5,0.9
979,Thomas Vanek,31,LW,MIN,80,21,31,52,-6,37,16,5,0,2,19,12,0,171,12.3,1297,16:13,13,32,10,10,50.0,5.9
980,Phil Varone,24,C,BUF,28,3,2,5,-14,10,3,0,0,0,2,0,0,28,10.7,376,13:27,22,30,147,179,45.1,-0.3
981,Sami Vatanen,23,D,ANA,67,12,25,37,5,36,4,7,1,1,15,10,0,122,9.8,1438,21:28,123,75,1,1,50.0,6.7
982,Stephane Veilleux,33,LW,MIN,12,1,1,2,0,10,1,0,0,1,1,0,0,9,11.1,92,7:42,8,9,0,1,0.0,0.2
983,Antoine Vermette,32,C,TOT,82,13,25,38,-25,40,7,6,0,1,17,8,0,109,11.9,1463,17:51,50,80,872,692,55.8,2.5
984,Antoine Vermette,32,C,ARI,63,13,22,35,-23,34,7,6,0,1,15,7,0,85,15.3,1196,18:59,41,71,774,594,56.6,2.7
985,Antoine Vermette,32,C,CHI,19,0,3,3,-2,6,0,0,0,0,2,1,0,24,0.0,267,14:04,9,9,98,98,50.0,-0.2
986,Kris Versteeg,28,LW,CHI,61,14,20,34,11,35,12,2,0,1,17,3,0,134,10.4,967,15:51,22,31,15,33,31.3,4.3
987,Linden Vey,23,RW,VAN,75,10,14,24,-3,18,6,4,0,2,12,2,0,61,16.4,988,13:10,9,14,215,287,42.8,2.0
988,Tomas Vincour,24,C,COL,7,0,1,1,-1,2,0,0,0,0,1,0,0,2,0.0,50,7:10,4,5,0,0,,0.0
989,Lubomir Visnovsky,38,D,NYI,53,5,15,20,-3,8,3,2,0,1,12,3,0,85,5.9,1035,19:32,61,38,0,1,0.0,3.1
990,Joe Vitale,29,C,ARI,70,3,6,9,-11,36,3,0,0,0,6,0,0,55,5.5,786,11:14,65,104,354,373,48.7,-0.2
991,Marc-Edouard Vlasic,27,D,SJS,70,9,14,23,12,23,9,0,0,3,11,3,0,98,9.2,1548,22:07,112,51,0,0,,5.9
992,Anton Volchenkov,32,D,NSH,46,0,7,7,4,14,0,0,0,0,7,0,0,35,0.0,606,13:11,48,93,0,0,,1.6
993,Aaron Volpatti,29,LW,WSH,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,19,9:37,1,3,0,0,,0.0
994,Jakub Voracek,25,RW,PHI,82,22,59,81,1,78,11,11,0,3,37,22,0,221,10.0,1525,18:36,28,55,6,3,66.7,8.8
995,Slava Voynov,25,D,LAK,6,0,2,2,0,2,0,0,0,0,0,1,1,5,0.0,139,23:11,8,11,0,0,,0.4
996,Radim Vrbata,33,RW,VAN,79,31,32,63,6,20,19,12,0,7,21,11,0,267,11.6,1312,16:37,25,44,5,4,55.6,8.6
997,Chris Wagner,23,RW,ANA,9,0,0,0,-2,2,0,0,0,0,0,0,0,7,0.0,79,8:47,3,22,33,22,60.0,-0.2
998,Joel Ward,34,RW,WSH,82,19,15,34,-4,30,13,6,0,4,10,5,0,138,13.8,1383,16:52,38,53,60,67,47.2,3.4
999,David Warsofsky,24,D,BOS,4,0,1,1,1,0,0,0,0,0,1,0,0,7,0.0,71,17:46,2,2,0,0,,0.3
1000,Mike Weaver,36,D,MTL,31,0,4,4,0,6,0,0,0,0,4,0,0,8,0.0,439,14:10,61,35,0,0,,0.9
1001,Mike Weber,27,D,BUF,64,1,6,7,-22,68,1,0,0,0,5,0,1,41,2.4,1200,18:45,168,172,0,0,,0.7
1002,Shea Weber,29,D,NSH,78,15,30,45,15,72,9,5,1,2,20,10,0,237,6.3,2057,26:22,147,166,0,0,,9.6
1003,Yannick Weber,26,D,VAN,65,11,10,21,4,30,6,5,0,1,7,3,0,117,9.4,1117,17:11,62,66,0,0,,4.8
1004,Dale Weise,26,RW,MTL,79,10,19,29,21,34,10,0,0,1,19,0,0,91,11.0,962,12:11,34,145,5,7,41.7,3.7
1005,Stephen Weiss,31,C,DET,52,9,16,25,-2,16,6,3,0,1,10,6,0,52,17.3,590,11:21,12,19,10,11,47.6,2.8
1006,Alexander Wennberg,20,C,CBJ,68,4,16,20,-19,22,3,1,0,0,13,3,0,85,4.7,1062,15:37,45,58,288,386,42.7,-0.1
1007,Blake Wheeler,28,RW,WPG,79,26,35,61,26,73,20,2,4,6,24,10,1,244,10.7,1553,19:40,54,128,22,26,45.8,8.4
1008,Ryan White,26,C,PHI,34,6,6,12,4,30,6,0,0,1,5,0,1,45,13.3,399,11:43,14,108,65,58,52.8,1.5
1009,Joe Whitney,26,RW,NJD,4,1,0,1,-1,0,1,0,0,0,0,0,0,1,100.0,28,6:53,0,5,0,0,,0.1
1010,Dennis Wideman,31,D,CGY,80,15,41,56,6,34,9,6,0,2,26,15,0,173,8.7,1971,24:39,184,94,0,0,,10.1
1011,Patrick Wiercioch,24,D,OTT,56,3,10,13,3,28,2,1,0,2,6,4,0,79,3.8,1011,18:03,44,50,0,0,,2.7
1012,Justin Williams,33,RW,LAK,81,18,23,41,8,29,14,4,0,2,14,9,0,174,10.3,1281,15:49,24,29,3,3,50.0,4.9
1013,Colin Wilson,25,C,NSH,77,20,22,42,19,22,17,3,0,5,18,4,0,172,11.6,1248,16:13,33,52,71,107,39.9,5.7
1014,Garrett Wilson,23,LW,FLA,2,0,0,0,-2,0,0,0,0,0,0,0,0,5,0.0,18,8:51,1,5,0,0,,-0.1
1015,Ryan Wilson,27,D,COL,3,0,0,0,-3,0,0,0,0,0,0,0,0,3,0.0,34,11:12,3,6,0,0,,-0.2
1016,Scott Wilson,22,C,PIT,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,4,4:21,,0,,,,0.0
1017,Tom Wilson,20,RW,WSH,67,4,13,17,-1,172,4,0,0,0,13,0,0,79,5.1,733,10:56,24,205,2,9,18.2,1.0
1018,Tommy Wingels,26,C,SJS,75,15,21,36,-7,40,10,4,1,1,15,6,0,158,9.5,1235,16:28,55,263,68,84,44.7,3.3
1019,Daniel Winnik,29,C,TOT,79,9,25,34,23,27,9,0,0,1,24,0,1,97,9.3,1315,16:39,69,124,107,121,46.9,3.7
1020,Daniel Winnik,29,C,TOR,58,7,18,25,15,19,7,0,0,0,18,0,0,70,10.0,976,16:50,50,99,90,96,48.4,2.7
1021,Daniel Winnik,29,C,PIT,21,2,7,9,8,8,2,0,0,1,6,0,1,27,7.4,338,16:07,19,25,17,25,40.5,1.0
1022,James Wisniewski,30,D,TOT,69,8,26,34,-13,44,1,7,0,2,18,8,0,147,5.4,1462,21:11,81,115,0,0,,4.5
1023,James Wisniewski,30,D,CBJ,56,8,21,29,-10,34,1,7,0,2,14,7,0,127,6.3,1199,21:25,69,99,0,0,,4.0
1024,James Wisniewski,30,D,ANA,13,0,5,5,-3,10,0,0,0,0,4,1,0,20,0.0,263,20:13,12,16,0,0,,0.4
1025,Luke Witkowski,24,D,TBL,16,0,0,0,0,15,0,0,0,0,0,0,0,10,0.0,243,15:11,22,40,0,0,,0.1
1026,David Wolf,25,LW,CGY,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,28,9:23,0,7,1,1,50.0,0.0
1027,Brendan Woods,22,LW,CAR,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,12,6:02,0,2,0,0,,-0.1
1028,Tyler Wotherspoon,21,D,CGY,1,0,0,0,-3,0,0,0,0,0,0,0,0,1,0.0,20,20:19,4,0,0,0,,-0.2
1029,Bogdan Yakimov,20,C,EDM,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,11,11:19,0,2,3,4,42.9,-0.1
1030,Nail Yakupov,21,RW,EDM,81,14,19,33,-35,18,9,5,0,1,14,5,0,191,7.3,1251,15:27,28,97,0,1,0.0,1.9
1031,Keith Yandle,28,D,TOT,84,6,46,52,-26,40,4,2,0,2,19,27,0,232,2.6,1925,22:55,101,53,0,0,,6.6
1032,Keith Yandle,28,D,ARI,63,4,37,41,-32,32,2,2,0,0,13,24,0,185,2.2,1506,23:55,81,39,0,0,,4.4
1033,Keith Yandle,28,D,NYR,21,2,9,11,6,8,2,0,0,2,6,3,0,47,4.3,418,19:56,20,14,0,0,,2.2
1034,Nikita Zadorov,19,D,BUF,60,3,12,15,-10,51,1,2,0,1,9,3,0,52,5.8,1062,17:42,73,134,1,0,100.0,2.6
1035,Travis Zajac,29,C,NJD,74,11,14,25,-3,29,5,4,2,0,11,3,0,112,9.8,1411,19:04,35,70,629,564,52.7,1.9
1036,Henrik Zetterberg,34,LW,DET,77,17,49,66,-6,32,13,4,0,3,25,24,0,227,7.5,1472,19:07,26,55,541,522,50.9,6.7
1037,Mika Zibanejad,21,C,OTT,80,20,26,46,0,20,16,4,0,0,16,10,0,150,13.3,1315,16:26,26,149,615,638,49.1,5.1
1038,Marek Zidlicky,37,D,TOT,84,7,27,34,-9,56,1,6,0,1,13,14,0,130,5.4,1760,20:57,92,95,0,1,0.0,6.0
1039,Marek Zidlicky,37,D,NJD,63,4,19,23,-7,42,1,3,0,0,10,9,0,103,3.9,1382,21:56,75,76,0,1,0.0,4.3
1040,Marek Zidlicky,37,D,DET,21,3,8,11,-2,14,0,3,0,1,3,5,0,27,11.1,379,18:02,17,19,0,0,,1.7
1041,Harry Zolnierczyk,27,LW,NYI,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,22,11:08,1,6,0,2,0.0,-0.1
1042,Dainius Zubrus,36,C,NJD,74,4,6,10,-9,42,4,0,0,1,4,1,1,72,5.6,1085,14:40,40,97,34,47,42.0,-0.4
1043,Mats Zuccarello,27,LW,NYR,78,15,34,49,17,45,15,0,0,3,28,6,0,154,9.7,1346,17:16,42,117,17,20,45.9,5.6
1044,Jason Zucker,23,LW,MIN,51,21,5,26,-9,18,19,1,1,3,5,0,0,124,16.9,768,15:04,13,67,2,4,33.3,3.7
