,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,SAtt.,Thru%
810,Jonathan Toews,23,CHI,C,59,996,742,57.3,5.1,759,569,57.2,4.8,9.9,89.7,99.7,64.4,35.6,20:51,15:40,82,25,255,71.8
811,Jordin Tootoo,28,NSH,RW,77,780,973,44.5,-3.9,593,736,44.6,-4.2,7.4,93.3,100.6,47.0,53.0,13:09,12:49,42,44,237,57.4
812,Raffi Torres,30,PHX,LW,79,781,732,51.6,1.7,571,575,49.8,0.4,7.8,92.6,100.4,55.0,45.0,11:22,10:31,18,22,155,63.9
813,Corey Tropp,22,BUF,RW,34,284,344,45.2,-6.1,208,244,46.0,-4.0,7.8,92.7,100.5,51.2,48.8,10:05,9:56,6,7,50,64.0
814,Travis Turnbull,25,BUF,C,3,9,13,40.9,-11.0,8,8,50.0,-1.2,20.0,83.3,103.3,50.0,50.0,4:55,4:55,0,0,3,100.0
815,Kyle Turris,22,TOT,C,55,900,759,54.2,-1.6,631,594,51.5,-3.6,7.3,94.5,101.8,51.8,48.2,16:51,14:56,21,18,238,59.2
816,Dana Tyrell,22,TBL,C,26,178,220,44.7,-3.1,132,152,46.5,-2.8,6.5,90.2,96.6,38.1,61.9,10:31,8:47,11,0,41,56.1
817,Fedor Tyutin,28,CBJ,D,66,1045,1011,50.8,1.6,806,749,51.8,3.6,6.6,89.2,95.8,45.3,54.7,24:09,18:00,16,20,246,50.4
818,David Ullstrom,22,NYI,LW,29,243,250,49.3,1.4,184,173,51.5,3.3,7.9,89.3,97.2,48.7,51.3,10:59,9:58,9,4,67,59.7
819,R.J. Umberger,29,CBJ,C,77,918,1032,47.1,-2.5,701,762,47.9,-1.0,8.5,90.8,99.3,49.6,50.4,18:11,14:00,45,24,302,66.2
820,Scottie Upshall,28,FLA,RW,26,265,256,50.9,0.2,195,206,48.6,-1.0,4.3,94.1,98.4,49.7,50.3,12:43,11:04,8,3,96,55.2
821,Alexander Urbom,21,NJD,D,5,42,52,44.7,-3.4,36,43,45.6,-2.8,16.7,88.9,105.6,52.6,47.4,13:36,12:60,0,4,5,60.0
822,David Van Der Gulik,28,COL,RW,25,138,153,47.4,-4.7,97,109,47.1,-4.5,14.7,91.8,106.4,40.9,59.1,8:12,6:58,8,2,33,60.6
823,James van Riemsdyk,22,PHI,LW,43,563,505,52.7,-0.8,404,363,52.7,-1.1,8.0,90.6,98.6,61.1,38.9,15:10,12:21,17,8,203,59.6
824,Jim Vandermeer,31,SJS,D,25,242,226,51.7,-5.3,182,163,52.8,-4.5,3.9,98.1,102.0,52.6,47.4,10:25,9:56,6,7,41,46.3
825,Chris VandeVelde,24,EDM,C,5,19,31,38.0,-8.1,13,21,38.2,-11.3,16.7,100.0,116.7,42.1,57.9,9:52,7:58,2,1,2,50.0
826,Thomas Vanek,28,BUF,LW,78,928,1025,47.5,-2.8,683,773,46.9,-3.2,10.4,91.0,101.3,54.7,45.3,16:56,13:36,24,43,328,62.2
827,Stephane Veilleux,30,TOT,LW,22,149,183,44.9,-1.4,101,127,44.3,-1.4,5.6,92.9,98.4,42.7,57.3,9:49,8:46,11,1,32,50.0
828,Antoine Vermette,29,TOT,C,82,1062,981,52.0,3.5,825,749,52.4,4.8,7.5,90.0,97.5,48.0,52.0,17:12,13:47,44,34,254,58.7
829,Kris Versteeg,25,FLA,RW,71,1008,986,50.6,0.0,783,751,51.0,0.3,8.9,92.2,101.1,56.1,43.9,19:55,15:53,62,36,296,61.1
830,Tomas Vincour,21,DAL,C,47,456,384,54.3,3.0,333,280,54.3,3.4,5.2,92.9,98.1,49.7,50.3,10:20,9:56,19,8,123,52.8
831,Lubomir Visnovsky,35,ANA,D,68,1052,1023,50.7,2.4,780,757,50.7,2.9,9.0,92.3,101.3,54.6,45.4,20:47,17:01,22,35,243,46.1
832,Joe Vitale,26,PIT,C,68,576,588,49.5,-7.0,425,432,49.6,-7.5,6.5,92.2,98.7,43.6,56.4,11:11,10:27,17,8,122,57.4
833,Marc-Edouard Vlasic,24,SJS,D,82,1688,1542,52.3,-1.0,1238,1075,53.5,-1.1,7.7,92.5,100.2,46.0,54.0,23:09,20:24,18,44,287,41.5
834,Anton Volchenkov,29,NJD,D,72,804,780,50.8,-1.5,615,576,51.6,0.2,8.2,90.9,99.2,47.2,52.8,17:59,14:50,14,15,147,42.9
835,Aaron Volpatti,26,VAN,RW,23,151,193,43.9,-17.4,107,137,43.9,-16.1,6.8,92.6,99.5,21.3,78.8,8:58,8:52,1,4,35,48.6
836,Jakub Voracek,22,PHI,RW,78,1024,864,54.2,2.0,745,625,54.4,2.2,9.8,91.1,100.9,53.0,47.0,16:17,12:22,35,38,348,54.6
837,Slava Voynov,22,LAK,D,54,923,714,56.4,2.0,670,542,55.3,1.9,7.6,93.9,101.5,56.4,43.6,18:06,15:38,10,29,213,40.4
838,Radim Vrbata,30,PHX,RW,77,1118,980,53.3,4.5,831,777,51.7,3.4,9.4,94.7,104.1,53.1,46.9,18:38,14:05,37,24,399,58.1
839,Matt Walker,31,PHI,D,4,37,50,42.5,-3.1,25,34,42.4,-4.0,15.0,79.2,94.2,46.2,53.8,10:58,10:49,2,1,8,25.0
840,Tim Wallace,27,TOT,RW,49,313,371,45.8,-3.8,224,259,46.4,-4.3,6.6,92.6,99.2,41.1,58.9,8:36,8:19,14,9,48,54.2
841,Tom Wandell,25,DAL,C,72,633,533,54.3,3.4,469,384,55.0,3.5,5.1,91.9,97.0,45.5,54.5,9:44,9:05,37,15,182,56.6
842,Joel Ward,31,WSH,RW,73,703,744,48.6,-0.2,512,537,48.8,-0.5,8.6,94.5,103.0,45.1,54.9,12:26,11:35,35,21,142,55.6
843,Francis Wathier,27,DAL,LW,1,4,5,44.4,,3,3,50.0,,0.0,100.0,100.0,28.6,71.4,5:25,5:25,0,0,0,
844,Matt Watkins,25,PHX,RW,1,2,8,20.0,-20.3,2,8,20.0,-22.3,0.0,80.0,80.0,20.0,80.0,6:37,6:37,0,0,0,
845,Mike Weaver,33,FLA,D,82,1132,1347,45.7,-6.4,856,1022,45.6,-7.1,9.1,92.3,101.4,39.2,60.8,20:20,17:18,38,23,124,41.1
846,Mike Weber,24,BUF,D,51,720,762,48.6,-2.2,511,562,47.6,-3.3,5.4,90.3,95.7,48.5,51.5,18:35,16:45,14,34,122,41.8
847,Shea Weber,26,NSH,D,78,1390,1418,49.5,3.5,1054,1060,49.9,2.8,9.2,93.2,102.5,45.2,54.8,26:10,20:16,51,46,434,53.0
848,Yannick Weber,23,MTL,D,60,603,724,45.4,-3.5,428,527,44.8,-4.2,7.1,92.1,99.1,57.1,42.9,15:37,11:54,18,43,198,44.4
849,Dale Weise,23,VAN,RW,68,405,508,44.4,-11.3,300,386,43.7,-10.1,6.1,95.1,101.2,20.6,79.4,8:10,8:04,14,8,82,58.5
850,Stephen Weiss,28,FLA,C,80,1109,1175,48.6,-3.1,852,903,48.5,-4.1,9.8,91.7,101.5,56.0,44.0,20:31,15:56,56,33,264,56.1
851,Casey Wellman,24,MIN,C,14,156,180,46.4,8.0,115,130,46.9,6.8,5.9,90.9,96.8,46.7,53.3,12:44,11:21,5,7,47,53.2
852,Eric Wellwood,21,PHI,LW,24,214,194,52.5,-0.3,160,147,52.1,-1.0,13.2,96.1,109.3,45.0,55.0,10:57,9:23,13,5,60,60.0
853,Kyle Wellwood,28,WPG,C,77,1010,803,55.7,5.8,781,608,56.2,5.9,7.9,90.7,98.6,60.4,39.6,14:57,12:52,35,26,158,58.9
854,Jeremy Welsh,23,CAR,LW,1,19,12,61.3,,13,11,54.2,,0.0,100.0,100.0,57.1,42.9,16:32,15:51,0,0,3,66.7
855,Kevin Westgarth,27,LAK,RW,25,104,117,47.1,-8.9,79,87,47.6,-7.4,9.3,86.0,95.2,51.5,48.5,5:16,5:15,1,7,23,56.5
856,Blake Wheeler,25,WPG,RW,80,1408,1192,54.2,4.3,1074,896,54.5,4.0,9.2,90.3,99.5,58.1,41.9,19:05,16:11,50,33,371,56.1
857,Colin White,34,SJS,D,54,628,609,50.8,-3.0,464,422,52.4,-2.4,6.1,91.6,97.8,49.4,50.6,14:56,13:12,10,25,71,46.5
858,Ian White,27,DET,D,77,1431,1124,56.0,0.9,1095,866,55.8,0.5,9.8,92.0,101.8,57.3,42.7,22:59,18:54,20,32,404,48.5
859,Ryan White,23,MTL,RW,20,197,273,41.9,-2.6,137,201,40.5,-1.5,4.0,92.7,96.8,39.2,60.8,14:31,12:16,5,4,24,50.0
860,Trent Whitfield,34,BOS,C,1,16,7,69.6,,14,4,77.8,,0.0,100.0,100.0,90.0,10.0,13:59,11:52,0,0,2,50.0
861,Derek Whitmore,27,BUF,LW,2,26,12,68.4,,16,8,66.7,,0.0,100.0,100.0,62.5,37.5,12:31,11:12,1,0,5,40.0
862,Ray Whitney,39,PHX,LW,82,1273,1075,54.2,5.6,954,813,54.0,6.9,10.2,93.7,103.9,54.9,45.1,18:39,14:46,34,39,343,53.9
863,Ryan Whitney,28,EDM,D,51,750,947,44.2,-3.8,570,676,45.7,-5.0,7.1,91.5,98.5,52.1,47.9,20:58,17:49,16,54,110,37.3
864,Dennis Wideman,28,WSH,D,82,1387,1440,49.1,0.7,1027,1086,48.6,-0.6,8.4,91.6,100.0,48.8,51.2,23:54,18:37,30,68,370,47.3
865,Jason Williams,31,PIT,C,8,55,61,47.4,-9.0,47,45,51.1,-5.4,3.1,100.0,103.1,71.0,29.0,10:34,8:19,4,3,13,30.8
866,Justin Williams,30,LAK,RW,82,1376,977,58.5,4.7,1000,742,57.4,4.2,7.3,92.1,99.4,53.1,46.9,16:56,14:14,32,61,415,57.1
867,Clay Wilson,28,CGY,D,5,46,42,52.3,10.9,30,33,47.6,9.2,4.3,95.7,100.0,51.1,48.9,13:15,11:12,1,3,15,46.7
868,Colin Wilson,22,NSH,C,68,850,837,50.4,5.3,646,637,50.4,5.1,9.0,91.9,100.8,50.5,49.5,16:08,13:42,30,35,190,60.0
869,Kyle Wilson,27,NSH,C,5,25,35,41.7,-8.8,19,27,41.3,-8.4,7.7,89.5,97.2,59.1,40.9,8:09,7:58,1,3,4,50.0
870,Ryan Wilson,24,COL,D,59,993,848,53.9,0.4,724,626,53.6,1.6,8.0,93.1,101.1,53.7,46.3,18:44,16:41,33,28,151,41.7
871,Brad Winchester,30,SJS,LW,67,457,452,50.3,-4.1,335,311,51.9,-3.9,4.3,92.5,96.8,54.8,45.2,7:48,7:36,13,13,111,64.9
872,Jesse Winchester,28,OTT,C,32,245,252,49.3,-3.7,180,197,47.7,-4.2,8.3,93.2,101.5,44.2,55.8,10:38,8:23,13,6,91,57.1
873,Tommy Wingels,23,SJS,C,33,457,374,55.0,2.3,346,256,57.5,3.5,4.6,93.3,97.9,53.8,46.2,13:45,12:54,14,16,125,56.8
874,Daniel Winnik,26,TOT,C,84,1119,1029,52.1,-0.4,819,795,50.7,-2.2,5.3,92.1,97.4,46.3,53.7,16:42,13:53,55,24,306,60.1
875,Ty Wishart,23,NYI,D,1,8,14,36.4,,5,13,27.8,,0.0,100.0,100.0,20.0,80.0,17:16,16:23,0,0,0,
876,James Wisniewski,27,CBJ,D,48,777,912,46.0,-4.4,596,702,45.9,-4.3,7.3,91.3,98.6,48.9,51.1,24:48,19:05,15,22,215,46.0
877,Wojtek Wolski,25,TOT,LW,31,340,345,49.6,0.7,252,257,49.5,0.0,7.0,89.9,96.9,59.2,40.8,13:46,12:17,10,7,90,55.6
878,Jeff Woywitka,28,NYR,D,27,226,221,50.6,2.5,170,157,52.0,2.5,6.4,94.5,100.9,55.9,44.1,10:25,10:08,4,7,34,38.2
879,J.T. Wyman,25,TBL,RW,40,253,347,42.2,-5.2,182,250,42.1,-6.4,11.5,92.0,103.5,29.9,70.1,10:33,9:20,8,2,61,50.8
880,Keith Yandle,25,PHX,D,82,1520,1370,52.6,4.2,1158,1096,51.4,3.9,8.2,92.6,100.8,55.5,44.5,22:20,18:38,24,75,424,46.0
881,Brandon Yip,26,TOT,RW,35,267,351,43.2,-9.0,203,257,44.1,-10.5,7.3,94.8,102.1,46.1,53.9,10:41,10:09,8,4,65,63.1
882,Nolan Yonkman,30,FLA,D,1,4,3,57.1,3.0,2,3,40.0,-14.1,0.0,100.0,100.0,66.7,33.3,6:19,6:19,1,0,1,0.0
883,Travis Zajac,26,NJD,C,15,173,186,48.2,-3.1,128,153,45.6,-5.9,8.0,91.5,99.5,53.1,46.9,17:22,14:57,12,6,39,64.1
884,Steven Zalewski,25,NJD,C,7,44,46,48.9,-4.7,35,40,46.7,-8.3,0.0,93.5,93.5,59.5,40.5,10:34,10:18,1,1,6,100.0
885,Greg Zanon,31,TOT,D,56,756,811,48.2,1.5,562,564,49.9,3.6,7.8,92.2,100.0,47.3,52.7,17:48,15:57,11,13,96,42.7
886,Henrik Zetterberg,31,DET,LW,82,1315,1007,56.6,1.0,995,780,56.1,0.2,9.9,90.6,100.5,54.7,45.3,19:50,15:32,42,54,478,55.9
887,Vladimir Zharkov,24,NJD,RW,4,22,12,64.7,2.4,19,11,63.3,3.8,0.0,75.0,75.0,100.0,0.0,4:53,4:44,0,1,2,0.0
888,Mika Zibanejad,18,OTT,C,9,85,107,44.3,-9.2,62,76,44.9,-6.3,2.4,93.0,95.4,54.5,45.5,12:54,11:44,4,1,25,48.0
889,Marek Zidlicky,34,TOT,D,63,939,935,50.1,3.2,713,697,50.6,3.2,8.1,91.3,99.4,52.7,47.3,21:20,17:29,14,44,159,44.0
890,Harry Zolnierczyk,24,PHI,LW,37,233,242,49.1,-1.2,175,176,49.9,0.7,6.2,84.7,90.9,50.0,50.0,7:42,7:19,4,3,81,60.5
891,Dainius Zubrus,33,NJD,RW,82,932,868,51.8,0.4,711,662,51.8,0.4,10.5,90.8,101.3,49.9,50.1,18:41,14:52,34,23,171,63.7
892,Mats Zuccarello,24,NYR,LW,10,58,44,56.9,5.6,41,32,56.2,2.3,7.4,90.9,98.3,45.0,55.0,10:03,6:58,2,2,19,52.6
893,Jason Zucker,20,MIN,LW,6,40,73,35.4,-8.8,29,58,33.3,-11.8,9.1,88.9,98.0,51.7,48.3,11:02,10:44,2,2,16,62.5
